"First","Last","Player","Season","Team","Min","Pos","Passes","PassPct","xPassPct","Score","Per100","Distance","Vertical","Comp ($K)","Passes/96","PassPct/96","xPassPct/96","Score/96","Per100/96","Distance/96","Vertical/96","extreme1","extreme2","plotnames"
"Thomas","Roberts","Thomas Roberts",2019,"FCD",238,"CAM",41,0.829,0.777,2.15261000394821,5.25026830231271,16.8281809970421,0.869264705882351,138,16.5378151260504,0.829268292682927,0.7767656096598,0.868279665458102,5.25026830231271,16.8281809970421,0.869264705882351,453,495,"Roberts"
"Nick","Besler","Nick Besler",2019,"RSL",722,"CDM",38,0.816,0.76,2.12178419530392,5.58364261922083,14.751419178602,0.0593548387096782,85,5.05263157894737,0.815789473684211,0.759953047492002,0.282120890234316,5.58364261922083,14.751419178602,0.0593548387096782,399,470,"Besler"
"Juan","Cabezas","Juan Cabezas",2019,"HOU",519,"CDM",13,0.846,0.684,2.10743215680122,16.2110165907786,17.3197827836155,-0.177727272727271,292.008,2.40462427745665,0.846153846153846,0.68404368024606,0.389814040564388,16.2110165907786,17.3197827836155,-0.177727272727271,187,515,"Cabezas"
"Renzo","Zambrano","Renzo Zambrano",2019,"POR",673,"CDM",56,0.786,0.748,2.09432566910982,3.73986726626754,16.4924301340216,3.02920454545455,70.25,7.98811292719168,0.785714285714286,0.74831561305161,0.298744820556527,3.73986726626754,16.4924301340216,3.02920454545455,360,418,"Zambrano"
"Tajon","Buchanan","Tajon Buchanan",2019,"NER",427,"Wing",46,0.652,0.607,2.07587324082851,4.5127679148446,16.5055404758986,-2.0815,126,10.3419203747073,0.652173913043478,0.607046233895032,0.466706864448565,4.5127679148446,16.5055404758986,-2.0815,52,135,"Buchanan"
"Deklan","Wynne","Deklan Wynne",2019,"COL",389,"CB",15,0.8,0.662,2.07147866487503,13.8098577658335,13.5902691816026,-0.967916666666666,74.25,3.70179948586118,0.8,0.661901422341665,0.511213243773787,13.8098577658335,13.5902691816026,-0.967916666666666,134,439,"Wynne"
"Drew","Moor","Drew Moor",2019,"TOR",482,"CB",16,0.875,0.746,2.07143864035606,12.9464915022254,13.6033740506764,3.71285714285715,375,3.18672199170124,0.875,0.745535084977746,0.41256869185515,12.9464915022254,13.6033740506764,3.71285714285715,354,533,"Moor"
"Luis","Argudo","Luis Argudo",2019,"CLB",1127,"Wing",154,0.766,0.753,2.04527630656959,1.32810149777246,15.6682307491041,-2.84478813559322,57.225,13.1180124223602,0.766233766233766,0.752952751256042,0.174220519459344,1.32810149777246,15.6682307491041,-2.84478813559322,373,382,"Argudo"
"Julian","Araujo","Julian Araujo",2019,"LAG",947,"FB/WB",176,0.67,0.659,2.04245367273688,1.16048504132777,16.801895776955,-1.34004237288136,86.25,17.8416050686378,0.670454545454545,0.658849695041268,0.20704915795432,1.16048504132777,16.801895776955,-1.34004237288136,124,173,"Araujo"
"Kyle","Smith","Kyle Smith",2019,"ORL",1364,"FB/WB",192,0.74,0.729,2.005766030401,1.04466980750052,14.9090839926145,-1.3305985915493,70.25,13.5131964809384,0.739583333333333,0.729136635258328,0.141168283664586,1.04466980750052,14.9090839926145,-1.3305985915493,300,322,"Smith"
"Jimmy","Medranda","Jimmy Medranda",2019,"SKC",203,"FB/WB",28,0.643,0.573,1.94860332086682,6.95929757452437,23.160335297788,0.913611111111114,155.004,13.2413793103448,0.642857142857143,0.573264167111899,0.921506989178399,6.95929757452437,23.160335297788,0.913611111111114,30,117,"Medranda"
"Anthony","Fontana","Anthony Fontana",2019,"PHI",134,"CAM",24,0.917,0.836,1.94723397493362,8.11347489555676,14.7794087392664,-0.993181818181817,70.26,17.1940298507463,0.916666666666667,0.835531917711099,1.39503329547483,8.11347489555676,14.7794087392664,-0.993181818181817,541,541,"Fontana"
"Ayo","Akinola","Ayo Akinola",2019,"TOR",257,"F",30,0.9,0.835,1.94255244731903,6.47517482439677,14.411118291783,-1.76333333333333,124.256,11.2062256809339,0.9,0.835248251756032,0.725622704056914,6.47517482439677,14.411118291783,-1.76333333333333,540,540,"Akinola"
"Andrew","Farrell","Andrew Farrell",2019,"NER",1255,"CB",81,0.728,0.705,1.92594274878502,2.37770709726546,19.0495799457164,0.058474576271189,294.23,6.19601593625498,0.728395061728395,0.70461799075574,0.147323110664033,2.37770709726546,19.0495799457164,0.058474576271189,235,295,"Farrell"
