"First","Last","Player","Season","Team","Min","Pos","Passes","PassPct","xPassPct","Score","Per100","Distance","Vertical","Touch%","Comp ($K)","Passes/96","PassPct/96","xPassPct/96","Score/96","Per100/96","Distance/96","Vertical/96","Touch%/96","extreme1","extreme2","plotnames"
"Jonathan","Bornstein","Jonathan Bornstein",2019,"CHI",973,"FB/WB",442,0.805,0.766,17.5526397489011,3.9711854635523,17.431399083848,2.48283707865169,0.097754319814737,NA,43.6094552929085,0.805429864253394,0.765718009617871,1.73181234932632,3.9711854635523,17.431399083848,2.48283707865169,0.097754319814737,183,318,"Bornstein"
"Joevin","Jones","Joevin Jones",2019,"SEA",999,"FB/WB",549,0.84,0.808,17.3789821993559,3.16557052811584,17.5569662677698,-2.80490238611714,0.110196091723462,528.671,52.7567567567568,0.839708561020036,0.808052855738878,1.67005234348165,3.16557052811584,17.5569662677698,-2.80490238611714,0.110196091723462,344,421,"Jones"
"Franco","Escobar","Franco Escobar",2019,"ATL",2156,"FB/WB",1163,0.822,0.808,16.7511102186982,1.44033621828875,18.4300414252952,-0.744011506276151,0.103531457733299,300,51.7847866419295,0.82201203783319,0.807608675650302,0.745875037567266,1.44033621828875,18.4300414252952,-0.744011506276151,0.103531457733299,340,369,"Escobar"
"Andy","Polo","Andy Polo",2019,"POR",1161,"CM",566,0.85,0.82,16.7107410104946,2.95242774037007,17.9391571043039,0.776309771309771,0.0912944212507819,150,46.8010335917313,0.84982332155477,0.82029904415107,1.38176669854219,2.95242774037007,17.9391571043039,0.776309771309771,0.0912944212507819,389,451,"Polo"
"Oriol","Rosell","Oriol Rosell",2019,"ORL",1601,"CM",958,0.86,0.843,16.6332643255592,1.73624888575774,20.4631797882943,5.16913834951456,0.120172357548303,522.5,57.4440974391006,0.860125260960334,0.842762772102757,0.997372501719974,1.73624888575774,20.4631797882943,5.16913834951456,0.120172357548303,491,475,"Rosell"
"Anibal","Godoy","Anibal Godoy",2019,"SJE",1452,"CM",858,0.889,0.87,16.5465194284916,1.92849876788946,21.3217199332842,2.57551769331586,0.104475469116429,498.125,56.7272727272727,0.889277389277389,0.869992401598495,1.09398475560275,1.92849876788946,21.3217199332842,2.57551769331586,0.104475469116429,542,541,"Godoy"
"Brad","Smith","Brad Smith",2019,"SEA",2110,"FB/WB",1356,0.771,0.759,16.3755506258458,1.20763647683229,16.0643566719449,0.4381004784689,0.1193731894014,564.365,61.6947867298578,0.770648967551622,0.7585726027833,0.745048748853648,1.20763647683229,16.0643566719449,0.4381004784689,0.1193731894014,156,229,"Smith"
"Romain","Metanire","Romain Metanire",2019,"MIN",2606,"FB/WB",1650,0.719,0.709,16.2466830741613,0.984647459040078,18.5091597298628,3.20138279932546,0.128631130096839,411.833,60.7828089025326,0.718787878787879,0.708941404197478,0.598496383391974,0.984647459040078,18.5091597298628,3.20138279932546,0.128631130096839,39,119,"Metanire"
"Kelvin","Leerdam","Kelvin Leerdam",2019,"SEA",2565,"FB/WB",1365,0.784,0.772,16.2150150202214,1.18791318829461,18.0790381796098,-0.0671728971962618,0.0974268058862329,600,51.0877192982456,0.783882783882784,0.772003651999838,0.60687775514279,1.18791318829461,18.0790381796098,-0.0671728971962618,0.0974268058862329,205,263,"Leerdam"
"Connor","Maloney","Connor Maloney",2019,"CLB",854,"FB/WB",363,0.777,0.734,15.5803148923442,4.29209776648599,18.0043268499138,3.34764184397163,0.0977330914502484,70.25,40.8056206088993,0.776859504132231,0.733938526467371,1.75141713075531,4.29209776648599,18.0043268499138,3.34764184397163,0.0977330914502484,83,241,"Maloney"
"Jakob","Nerwinski","Jakob Nerwinski",2019,"VAN",2167,"FB/WB",980,0.794,0.778,15.3113887272774,1.56238660482423,16.6217701659555,-0.0666645244215935,0.0954885740665856,124.125,43.4148592524227,0.793877551020408,0.778253684972166,0.678307945463145,1.56238660482423,16.6217701659555,-0.0666645244215935,0.0954885740665856,228,290,"Nerwinski"
"Doneil","Henry","Doneil Henry",2019,"VAN",2283,"CB",946,0.819,0.804,14.3911419250071,1.52126235993733,21.9810507158937,7.17985806451613,0.0914749890257436,204.242,39.7792378449409,0.819238900634249,0.804026277034876,0.605146572405029,1.52126235993733,21.9810507158937,7.17985806451613,0.0914749890257436,323,361,"Henry"
"Jorge","Corrales","Jorge Corrales",2019,"CHI,MTL",1214,"FB/WB",688,0.799,0.779,14.2902286350727,2.0770681155629,16.5402884819044,1.77748181818182,0.111883609088725,70.875,54.4052718286656,0.799418604651163,0.778647923495534,1.13003455433854,2.0770681155629,16.5402884819044,1.77748181818182,0.111883609088725,231,304,"Corrales"
"Waylon","Francis","Waylon Francis",2019,"CLB",1482,"FB/WB",841,0.773,0.756,14.1944483146072,1.68780598271191,17.9050684137696,1.90811538461538,0.0994682472972678,199.167,54.4777327935223,0.772889417360285,0.756011357533166,0.919478433334877,1.68780598271191,17.9050684137696,1.90811538461538,0.0994682472972678,146,233,"Francis"
"Ebenezer","Ofori","Ebenezer Ofori",2019,"NYC",1376,"CM",755,0.889,0.87,13.8643057346345,1.83633188538205,18.4016957636653,2.34370342771982,0.097736034632209,400,52.6744186046512,0.888741721854305,0.870378403000484,0.967277144276823,1.83633188538205,18.4016957636653,2.34370342771982,0.097736034632209,543,539,"Ofori"
"Bressan","Bressan","Bressan",2019,"FCD",1220,"FB/WB",760,0.814,0.796,13.7449483647943,1.80854583747293,21.0099468476114,4.29847334410339,0.11465352216089,521.931,59.8032786885246,0.814473684210526,0.796388225835797,1.08156970739365,1.80854583747293,21.0099468476114,4.29847334410339,0.11465352216089,305,345,"Bressan"
"Maikel","van der Werff","Maikel van der Werff",2019,"CIN",1076,"CB",460,0.811,0.781,13.5492249727249,2.9454836897228,23.7277050153536,6.79394101876676,0.0989239214247904,NA,41.0408921933086,0.810869565217391,0.781414728320163,1.20885278567062,2.9454836897228,23.7277050153536,6.79394101876676,0.0989239214247904,243,333,"Werff"
"Sean","Nealis","Sean Nealis",2019,"NYRB",499,"CB",143,0.783,0.691,13.2373631820083,9.25689733007571,18.9578582184661,9.25544642857143,0.0786955386750857,56.25,27.5110220440882,0.783216783216783,0.690647809916026,2.54666706507574,9.25689733007571,18.9578582184661,9.25544642857143,0.0786955386750857,25,261,"Nealis"
"Perry","Kitchen","Perry Kitchen",2019,"LAG",611,"CDM",218,0.867,0.807,12.9791459143162,5.9537366579432,17.9158102075868,4.87928571428571,0.0815011166285507,474.167,34.2520458265139,0.86697247706422,0.807435110484788,2.03927660846866,5.9537366579432,17.9158102075868,4.87928571428571,0.0815011166285507,339,494,"Kitchen"
"Everton","Luiz","Everton Luiz",2019,"RSL",2263,"CDM",923,0.868,0.854,12.8425208032131,1.3913890361011,17.2837068836932,1.38588639200999,0.0875453047134336,1100,39.1551038444543,0.867822318526544,0.853908428165533,0.544799821965736,1.3913890361011,17.2837068836932,1.38588639200999,0.0875453047134336,523,495,"Luiz"
"A.J.","DeLaGarza","A.J. DeLaGarza",2019,"HOU",1172,"FB/WB",559,0.801,0.778,12.8261435553432,2.29448006356765,17.6746406531127,-1.29246651785714,0.0939472169471558,253.75,45.7883959044369,0.801431127012522,0.778486326376846,1.05060561545473,2.29448006356765,17.6746406531127,-1.29246651785714,0.0939472169471558,230,313,"DeLaGarza"
"Keaton","Parks","Keaton Parks",2019,"NYC",1472,"CM",945,0.858,0.845,12.7841087169945,1.35281573724809,18.1414687540409,2.77659062885327,0.111262282144236,165,61.6304347826087,0.858201058201058,0.844672900828577,0.833746220673552,1.35281573724809,18.1414687540409,2.77659062885327,0.111262282144236,502,473,"Parks"
"Valeri","Qazaishvili","Valeri Qazaishvili",2019,"SJE",2260,"Wing",868,0.839,0.824,12.6652113944292,1.4591257366854,15.722143027269,0.0489697802197803,0.0896216453244596,1604.042,36.870796460177,0.838709677419355,0.824118420052501,0.53799128047133,1.4591257366854,15.722143027269,0.0489697802197803,0.0896216453244596,408,417,"Qazaishvili"
"Sam","Vines","Sam Vines",2019,"COL",2332,"FB/WB",895,0.774,0.76,12.4237681720406,1.38813052201571,17.8345629949618,2.9881746031746,0.0916000913697277,81.25,36.843910806175,0.774301675977654,0.760420370757497,0.511441571404758,1.38813052201571,17.8345629949618,2.9881746031746,0.0916000913697277,166,235,"Vines"
"Nick","DeLeon","Nick DeLeon",2019,"TOR",1971,"Wing",899,0.814,0.801,12.1447897190228,1.35092210445192,16.5081897375633,-0.252151639344262,0.0898759378902506,175.27,43.7869101978691,0.814238042269188,0.800728821224669,0.591527048719527,1.35092210445192,16.5081897375633,-0.252151639344262,0.0898759378902506,316,344,"DeLeon"
"Darwin","Ceren","Darwin Ceren",2019,"HOU",592,"CDM",326,0.877,0.84,12.128724321723,3.72046758335062,22.4375277314942,3.52157342657343,0.128794872561041,349.375,52.8648648648649,0.877300613496933,0.840095937663426,1.96682016027941,3.72046758335062,22.4375277314942,3.52157342657343,0.128794872561041,480,520,"Ceren"
"James","Sands","James Sands",2019,"NYC",1602,"CB",873,0.868,0.855,11.920561183244,1.36547092591569,20.7921215020144,4.16563984168865,0.100173505963447,105,52.314606741573,0.868270332187858,0.854615622928701,0.71434074506331,1.36547092591569,20.7921215020144,4.16563984168865,0.100173505963447,525,496,"Sands"
"Roman","Torres","Roman Torres",2019,"SEA",1245,"CB",510,0.782,0.759,11.6948063224554,2.29309927891282,23.6969697360416,5.51740601503759,0.0849643623386218,740,39.3253012048193,0.782352941176471,0.759421948387342,0.901768198358007,2.29309927891282,23.6969697360416,5.51740601503759,0.0849643623386218,163,258,"Torres"
"Sebastien","Ibeagha","Sebastien Ibeagha",2019,"NYC",1221,"CB",561,0.84,0.82,11.148216150701,1.9872043049378,21.0388274969664,4.27746284501062,0.0807542170178617,74.25,44.1081081081081,0.839572192513369,0.819700149463991,0.876518223150941,1.9872043049378,21.0388274969664,4.27746284501062,0.0807542170178617,387,420,"Ibeagha"
"Giancarlo","Gonzalez","Giancarlo Gonzalez",2019,"LAG",1572,"CB",534,0.809,0.788,11.0308568812906,2.06570353582222,22.3449932913964,5.81655092592593,0.0778560074833054,719.583,32.6106870229008,0.808988764044944,0.788331728686722,0.673640114887978,2.06570353582222,22.3449932913964,5.81655092592593,0.0778560074833054,271,328,"Gonzalez"
"Kevin","Garcia","Kevin Garcia",2019,"HOU",894,"CB",456,0.805,0.781,10.9452975727618,2.40028455543021,20.6837372133598,2.82455040871935,0.104312587356923,72.361,48.9664429530201,0.804824561403509,0.780821715849207,1.17533396754489,2.40028455543021,20.6837372133598,2.82455040871935,0.104312587356923,241,317,"Garcia"
"Marcos","Lopez","Marcos Lopez",2019,"SJE",1227,"FB/WB",760,0.793,0.779,10.821007910883,1.42381683037934,19.4804161062545,-0.994378109452736,0.107641134083764,387.75,59.4621026894865,0.793421052631579,0.779182884327785,0.846631425790358,1.42381683037934,19.4804161062545,-0.994378109452736,0.107641134083764,234,287,"Lopez"
"Dillon","Serna","Dillon Serna",2019,"COL",647,"FB/WB",302,0.745,0.71,10.7093655392528,3.5461475295539,18.4402748160882,1.99384444444444,0.112569226846657,120,44.8098918083462,0.745033112582781,0.709571637287242,1.58902487135744,3.5461475295539,18.4402748160882,1.99384444444444,0.112569226846657,42,170,"Serna"
"Ronald","Matarrita","Ronald Matarrita",2019,"NYC",2129,"FB/WB",1378,0.768,0.76,10.3824778478592,0.75344541711605,18.0543489316782,0.827065217391304,0.115968267973802,420,62.1362141850634,0.7677793904209,0.760244936249739,0.468162458146773,0.75344541711605,18.0543489316782,0.827065217391304,0.115968267973802,165,222,"Matarrita"
"Gedion","Zelalem","Gedion Zelalem",2019,"SKC",463,"CM",235,0.889,0.846,10.2300197482109,4.3531998928557,18.1882671889115,2.33411483253589,0.0928431844909073,77.917,48.7257019438445,0.88936170212766,0.845829703199103,2.12112720481262,4.3531998928557,18.1882671889115,2.33411483253589,0.0928431844909073,506,542,"Zelalem"
"Jorgen","Skjelvik","Jorgen Skjelvik",2019,"LAG",1810,"FB/WB",792,0.784,0.772,9.9200265817344,1.25252860880485,15.093486830184,-0.278148148148148,0.0867933615400857,1066.667,42.0066298342541,0.784090909090909,0.771565623002861,0.526145056268786,1.25252860880485,15.093486830184,-0.278148148148148,0.0867933615400857,204,265,"Skjelvik"
"Aurelien","Collin","Aurelien Collin",2019,"PHI",580,"CB",314,0.85,0.819,9.83912958204749,3.13348075861385,21.4278282649099,7.60507490636704,0.0968711199476364,175,51.9724137931034,0.85031847133758,0.818983663751441,1.62854558599407,3.13348075861385,21.4278282649099,7.60507490636704,0.0968711199476364,383,453,"Collin"
"Nicolas","Hasler","Nicolas Hasler",2019,"CHI,SKC",780,"FB/WB",449,0.808,0.787,9.82098603993652,2.18730201334889,18.7876185698174,0.836997245179064,0.107657765959423,183.667,55.2615384615385,0.808463251670379,0.78659023153689,1.2087367433768,2.18730201334889,18.7876185698174,0.836997245179064,0.107657765959423,266,324,"Hasler"
"Deklan","Wynne","Deklan Wynne",2019,"COL",993,"CB",389,0.784,0.759,9.75312594324351,2.50723031959987,20.8794465337399,6.46601639344262,0.0910430313684324,74.25,37.607250755287,0.784061696658098,0.758989393462099,0.942900393304508,2.50723031959987,20.8794465337399,6.46601639344262,0.0910430313684324,158,264,"Wynne"
"Shea","Salinas","Shea Salinas",2019,"SJE",1471,"Wing",688,0.792,0.778,9.75242759659884,1.41750401113355,17.5758825158043,-0.700339449541284,0.0937410470756205,250,44.9000679809653,0.792151162790698,0.777976122679362,0.636460264631875,1.41750401113355,17.5758825158043,-0.700339449541284,0.0937410470756205,226,284,"Salinas"
"Rece","Buckmaster","Rece Buckmaster",2019,"NYRB",588,"FB/WB",269,0.781,0.744,9.73500057682393,3.61895932223938,14.3931702230346,4.40066666666667,0.0959930211626098,NA,43.9183673469388,0.780669144981413,0.744479551759019,1.58938784927738,3.61895932223938,14.3931702230346,4.40066666666667,0.0959930211626098,110,253,"Buckmaster"
"Brandt","Bronico","Brandt Bronico",2019,"CHI",2017,"CDM",965,0.801,0.791,9.22290286794305,0.955741229838658,17.3832463196601,1.34578266494179,0.0964841158460568,90.625,45.9295984134854,0.801036269430052,0.791478857131665,0.438968108737002,0.955741229838658,17.3832463196601,1.34578266494179,0.0964841158460568,283,312,"Bronico"
"Tony","Rocha","Tony Rocha",2019,"NYC",972,"CM",510,0.869,0.851,9.17624134197833,1.79926300823104,16.3475332420663,-0.457923250564334,0.0930235475093847,72.347,50.3703703703704,0.868627450980392,0.850634820898082,0.906295441183045,1.79926300823104,16.3475332420663,-0.457923250564334,0.0930235475093847,519,497,"Rocha"
"Eric","Remedi","Eric Remedi",2019,"ATL",2172,"CM",1330,0.88,0.873,8.73156157135958,0.656508388824029,19.1871949334381,1.85552991452991,0.106081248866205,300,58.7845303867403,0.879699248120301,0.87313416423206,0.385925373319761,0.656508388824029,19.1871949334381,1.85552991452991,0.106081248866205,547,524,"Remedi"
"Luis","Caicedo","Luis Caicedo",2019,"NER",2525,"CM",976,0.808,0.8,8.68015224859124,0.889359861535988,19.4108869627827,4.59577313054499,0.0934932529402993,300,37.1073267326733,0.808401639344262,0.799508040728902,0.330017669649409,0.889359861535988,19.4108869627827,4.59577313054499,0.0934932529402993,311,323,"Caicedo"
"Alejandro","Fuenmayor","Alejandro Fuenmayor",2019,"HOU",753,"CB",421,0.848,0.827,8.66677796095614,2.05861709286369,22.6264708110225,4.59871148459384,0.102976394086356,172.508,53.6733067729084,0.847980997624703,0.827394826696066,1.10492786753226,2.05861709286369,22.6264708110225,4.59871148459384,0.102976394086356,422,447,"Fuenmayor"
"Shamit","Shome","Shamit Shome",2019,"MTL",1738,"CM",626,0.835,0.822,8.32706076651811,1.33020140040225,16.7420896273834,2.152017208413,0.0756383358967982,119,34.5776754890679,0.835463258785943,0.82216124478192,0.459952723582128,1.33020140040225,16.7420896273834,2.152017208413,0.0756383358967982,399,404,"Shome"
"Andres","Flores","Andres Flores",2019,"POR",844,"Wing",337,0.864,0.84,8.01593428105114,2.37861551366503,16.8135985695865,1.35036082474227,0.0845299522354726,70.25,38.3317535545024,0.863501483679525,0.839715328542875,0.911765036707239,2.37861551366503,16.8135985695865,1.35036082474227,0.0845299522354726,477,483,"Flores"
"Latif","Blessing","Latif Blessing",2019,"LAFC",2900,"CM",1507,0.845,0.84,7.68999179080123,0.510284790365045,16.0192472529474,2.6617896389325,0.102945749576827,103.125,49.8868965517241,0.845388188453882,0.840285340550231,0.254565245488593,0.510284790365045,16.0192472529474,2.6617896389325,0.102945749576827,482,444,"Blessing"
"Marcelo","Marcelo","Marcelo",2019,"CHI",1241,"CB",565,0.779,0.765,7.67069859523323,1.35764576906783,22.3772808466337,5.92642045454545,0.0906988978623538,797.5,43.7066881547139,0.778761061946903,0.765184604256224,0.593382002532143,1.35764576906783,22.3772808466337,5.92642045454545,0.0906988978623538,182,249,"Marcelo"
"Jay","Chapman","Jay Chapman",2019,"TOR",583,"CM",282,0.816,0.789,7.44535785168408,2.64019781974613,16.3632654335785,-1.0745,0.0871744454386057,138.5,46.4356775300172,0.815602836879433,0.789200858681971,1.22599374573185,2.64019781974613,16.3632654335785,-1.0745,0.0871744454386057,275,351,"Chapman"
"Anton","Tinnerholm","Anton Tinnerholm",2019,"NYC",2864,"FB/WB",1598,0.751,0.746,7.41622050479045,0.464093898923057,18.0015426984461,2.17541666666667,0.095894020449525,581.725,53.5642458100559,0.750938673341677,0.746297734352447,0.248588396808618,0.464093898923057,18.0015426984461,2.17541666666667,0.095894020449525,117,188,"Tinnerholm"
"Cristhian","Paredes","Cristhian Paredes",2019,"POR",1773,"CDM",774,0.845,0.836,7.22580617666245,0.933566689491272,19.5545290121392,3.16918195718654,0.090799681648753,283.5,41.9086294416244,0.844961240310077,0.835625573415165,0.391245004489337,0.933566689491272,19.5545290121392,3.16918195718654,0.090799681648753,457,440,"Paredes"
"Eric","Miller","Eric Miller",2019,"MIN,NYC",824,"FB/WB",387,0.78,0.762,7.14488554559649,1.84622365519289,18.5700266596322,0.198394039735099,0.0838767880150923,124.425,45.0873786407767,0.780361757105943,0.761899520554014,0.832413849972407,1.84622365519289,18.5700266596322,0.198394039735099,0.0838767880150923,173,252,"Miller"
"Renzo","Zambrano","Renzo Zambrano",2019,"POR",852,"CDM",464,0.884,0.869,6.87626127153631,1.4819528602449,21.9707450510975,3.48253658536585,0.105196610565636,70.25,52.2816901408451,0.883620689655172,0.868801161052723,0.774790002426627,1.4819528602449,21.9707450510975,3.48253658536585,0.105196610565636,540,533,"Zambrano"
"Carles","Gil","Carles Gil",2019,"NER",3283,"CM",2109,0.761,0.758,6.74627492576841,0.319880271492101,19.8465118154695,4.18303549190535,0.136905669318715,2337.5,61.6704233932379,0.761498340445709,0.758299537730788,0.197271517780618,0.319880271492101,19.8465118154695,4.18303549190535,0.136905669318715,153,213,"Gil"
"Aleksandar","Katai","Aleksandar Katai",2019,"CHI",2241,"Wing",975,0.752,0.745,6.50869067385793,0.667558017831582,16.0420682503851,-2.25120736698499,0.104986786643148,1380.333,41.7670682730924,0.751794871794872,0.745119291616556,0.278819413070219,0.667558017831582,16.0420682503851,-2.25120736698499,0.104986786643148,112,189,"Katai"
"Nouhou","Tolo","Nouhou Tolo",2019,"SEA",879,"FB/WB",500,0.82,0.807,6.47561867535113,1.29512373507022,16.5214439351057,-1.55782926829268,0.115134915149655,70.73,54.6075085324232,0.82,0.807048762649298,0.707234804133911,1.29512373507022,16.5214439351057,-1.55782926829268,0.115134915149655,337,364,"Tolo"
"Andre","Horta","Andre Horta",2019,"LAFC",198,"CM",129,0.876,0.826,6.46734368056059,5.01344471361286,18.1384497850916,1.31690265486726,0.108270150481794,1277.5,62.5454545454545,0.875968992248062,0.825834545111933,3.13568178451422,5.01344471361286,18.1384497850916,1.31690265486726,0.108270150481794,418,519,"Horta"
"Will","Johnson","Will Johnson",2019,"ORL",1814,"CM",914,0.858,0.851,6.18580645322801,0.676784075845516,19.0137380506601,0.488163265306122,0.101440758435378,491.004,48.3704520396913,0.857768052516411,0.851000211757956,0.327363516819123,0.676784075845516,19.0137380506601,0.488163265306122,0.101440758435378,520,472,"Johnson"
"Jonathan","Campbell","Jonathan Campbell",2019,"SEA",381,"CB",198,0.833,0.803,5.94928627554327,3.00469003815317,22.3491991254873,5.72351515151515,0.1042539049352,70.25,49.8897637795276,0.833333333333333,0.803286432951802,1.49903276234161,3.00469003815317,22.3491991254873,5.72351515151515,0.1042539049352,321,398,"Campbell"
"Andrew","Gutman","Andrew Gutman",2019,"CIN",524,"FB/WB",287,0.753,0.732,5.91107134521008,2.05960674049132,17.2166831079442,4.11018518518518,0.12308859518745,NA,52.5801526717557,0.752613240418119,0.732017173013205,1.08294436858811,2.05960674049132,17.2166831079442,4.11018518518518,0.12308859518745,75,190,"Gutman"
"Marvin","Loria","Marvin Loria",2019,"POR",801,"Wing",321,0.826,0.808,5.66232145577669,1.76396307033542,16.6196128789526,-0.549396226415094,0.0832064472484495,56.25,38.4719101123596,0.825545171339564,0.80790554063621,0.678630286834659,1.76396307033542,16.6196128789526,-0.549396226415094,0.0832064472484495,342,380,"Loria"
"Aboubacar","Keita","Aboubacar Keita",2019,"CLB",871,"CB",320,0.834,0.817,5.618394523859,1.75574828870594,23.3084856301702,5.80556179775281,0.0808117831632807,110,35.2698048220436,0.834375,0.816817517112941,0.619248994592956,1.75574828870594,23.3084856301702,5.80556179775281,0.0808117831632807,379,400,"Keita"
"Kyle","Beckerman","Kyle Beckerman",2019,"RSL",2261,"CDM",1376,0.843,0.839,5.59976475685847,0.406959648027505,19.3472138481344,2.91217672413793,0.11788555850143,325,58.4237063246351,0.843023255813954,0.838953659333678,0.237760909623358,0.406959648027505,19.3472138481344,2.91217672413793,0.11788555850143,473,435,"Beckerman"
"Justin","Portillo","Justin Portillo",2019,"RSL",194,"CDM",143,0.902,0.863,5.54294350743294,3.87618427093213,21.3011965573231,1.4896511627907,0.119932653099512,70.25,70.7628865979381,0.902097902097902,0.863336059388581,2.74289987996682,3.87618427093213,21.3011965573231,1.4896511627907,0.119932653099512,534,549,"Portillo"
"Tsubasa","Endoh","Tsubasa Endoh",2019,"TOR",915,"Wing",349,0.799,0.784,5.48103851824996,1.57049814276503,16.1198997602015,-3.67587813620072,0.0717331395293939,74.25,36.616393442623,0.799426934097421,0.783721952669771,0.57505977896393,1.57049814276503,16.1198997602015,-3.67587813620072,0.0717331395293939,250,305,"Endoh"
"Mark","McKenzie","Mark McKenzie",2019,"PHI",574,"CB",292,0.856,0.839,5.0656026788056,1.73479543794712,21.1209720646667,5.20214,0.0970895465915068,82.225,48.8362369337979,0.856164383561644,0.838816429182173,0.847208810392574,1.73479543794712,21.1209720646667,5.20214,0.0970895465915068,472,467,"McKenzie"
"Ashtone","Morgan","Ashtone Morgan",2019,"TOR",346,"FB/WB",151,0.788,0.755,4.97777299955488,3.29653841030124,16.4716723660416,1.08525210084034,0.0982724115290839,133.5,41.8959537572254,0.788079470198676,0.755114086095663,1.38111620796898,3.29653841030124,16.4716723660416,1.08525210084034,0.0982724115290839,142,271,"Morgan"
"Gianluca","Busio","Gianluca Busio",2019,"SKC",1014,"CM",384,0.857,0.844,4.85354662686588,1.26394443407966,17.3973196107862,-3.81352583586626,0.0865563596067284,90,36.3550295857988,0.856770833333333,0.844131388992537,0.459507372957716,1.26394443407966,17.3973196107862,-3.81352583586626,0.0865563596067284,499,469,"Busio"
"Josh","Perez","Josh Perez",2019,"LAFC",513,"Wing",154,0.844,0.813,4.842048689723,3.14418746085909,14.8626138054185,-2.78476923076923,0.0695733465272239,76,28.8187134502924,0.844155844155844,0.812713969547253,0.906114374685007,3.14418746085909,14.8626138054185,-2.78476923076923,0.0695733465272239,360,437,"Perez"
"Saad","Abdul-Salaam","Saad Abdul-Salaam",2019,"SEA",1186,"FB/WB",574,0.767,0.758,4.77121103927495,0.831221435413754,18.5969991628598,1.012,0.0956325240128564,70.25,46.4620573355818,0.766550522648084,0.758238308293946,0.386202579907584,0.831221435413754,18.5969991628598,1.012,0.0956325240128564,152,219,"Abdul-Salaam"
"Frankie","Amaya","Frankie Amaya",2019,"CIN",1313,"CM",571,0.837,0.829,4.74330297857523,0.830701047035942,18.0120530811182,-1.02369246861925,0.0985579998275795,172,41.7486671744097,0.837127845884413,0.828820835414054,0.346806615341372,0.830701047035942,18.0120530811182,-1.02369246861925,0.0985579998275795,428,412,"Amaya"
"Jordy","Delem","Jordy Delem",2019,"SEA",1552,"CDM",692,0.824,0.817,4.56551015377038,0.659755802567974,18.4832468205005,4.73618421052632,0.0909360589751437,70.875,42.8041237113402,0.823699421965318,0.817101863939638,0.282402689923941,0.659755802567974,18.4832468205005,4.73618421052632,0.0909360589751437,380,375,"Delem"
"Axel","Sjoberg","Axel Sjoberg",2019,"COL",474,"CB",208,0.841,0.82,4.53802355378866,2.18174209316763,20.0287361151664,4.08808571428571,0.0935273937381702,179.996,42.126582278481,0.841346153846154,0.819528732914478,0.919093377982514,2.18174209316763,20.0287361151664,4.08808571428571,0.0935273937381702,386,429,"Sjoberg"
"Luis","Martins","Luis Martins",2019,"SKC",896,"FB/WB",495,0.747,0.738,4.47494675591589,0.904029647659776,17.494752646783,1.03935135135135,0.112514699022259,NA,53.0357142857143,0.747474747474748,0.73843445099815,0.479458580990989,0.904029647659776,17.494752646783,1.03935135135135,0.112514699022259,94,176,"Martins"
"Dejan","Jakovic","Dejan Jakovic",2019,"LAFC",190,"CB",84,0.869,0.816,4.45050716400146,5.29822281428746,18.8945897601444,4.29123287671233,0.0714265627510349,153.75,42.4421052631579,0.869047619047619,0.816065390904745,2.24867730391653,5.29822281428746,18.8945897601444,4.29123287671233,0.0714265627510349,373,501,"Jakovic"
"Rod","Fanni","Rod Fanni",2019,"MTL",289,"CB",130,0.869,0.836,4.3675736039877,3.35967200306746,22.7128764121408,7.81491150442478,0.0878574279281157,NA,43.1833910034602,0.869230769230769,0.835634049200095,1.4508202975184,3.35967200306746,22.7128764121408,7.81491150442478,0.0878574279281157,458,502,"Fanni"
"Chris","McCann","Chris McCann",2019,"DCU",341,"FB/WB",160,0.794,0.767,4.24465330876409,2.65290831797755,17.7569716887983,0.281614173228346,0.10321523319956,608,45.0439882697947,0.79375,0.767220916820224,1.19497571155822,2.65290831797755,17.7569716887983,0.281614173228346,0.10321523319956,186,289,"McCann"
"Alex","De John","Alex De John",2019,"ORL",429,"CB",127,0.803,0.771,4.12703846395016,3.24963658578753,19.9689270582568,6.13220588235294,0.0739825198454963,146.614,28.4195804195804,0.803149606299213,0.770653240441337,0.923533082841994,3.24963658578753,19.9689270582568,6.13220588235294,0.0739825198454963,199,315,"John"
"Eduardo","Sosa","Eduardo Sosa",2019,"CLB",352,"CAM",149,0.839,0.813,3.89279144257308,2.61261170642488,16.281343373111,2.38924,0.103973184192357,120.2,40.6363636363636,0.838926174496644,0.812800057432395,1.06167039342902,2.61261170642488,16.281343373111,2.38924,0.103973184192357,361,418,"Sosa"
"Marcelo","Silva","Marcelo Silva",2019,"RSL",1456,"CB",578,0.822,0.815,3.81716566160321,0.660409284014396,21.025940466872,4.10634736842105,0.0856329307991541,776.629,38.1098901098901,0.821799307958478,0.815195215118334,0.251681252413398,0.660409284014396,21.025940466872,4.10634736842105,0.0856329307991541,367,367,"Silva"
"Yohan","Croizet","Yohan Croizet",2019,"SKC",1183,"FB/WB",450,0.804,0.796,3.67128392029554,0.815840871176787,19.468527318724,0.0590883977900554,0.0907064109593765,730.008,36.5173288250211,0.804444444444444,0.796286035732677,0.297923293616544,0.815840871176787,19.468527318724,0.0590883977900554,0.0907064109593765,303,316,"Croizet"
