"First","Last","Player","Season","Team","Min","Pos","Passes","PassPct","xPassPct","Score","Per100","Distance","Vertical","Touch%","Comp ($K)","Passes/96","PassPct/96","xPassPct/96","Score/96","Per100/96","Distance/96","Vertical/96","Touch%/96","extreme1","extreme2","plotnames"
"Maxime","Chanot","Maxime Chanot",2019,"NYC",3053,"CB",1677,0.844,0.804,66.9803811237216,3.99405969730003,21.8962475621552,5.14444169611307,0.0968832660836337,650,52.7323943661972,0.843768634466309,0.803828037493309,2.1061633108016,3.99405969730003,21.8962475621552,5.14444169611307,0.0968832660836337,322,436,"Chanot"
"Leandro","Gonzalez Pirez","Leandro Gonzalez Pirez",2019,"ATL",2879,"CB",2006,0.842,0.809,66.6724612237886,3.32365210487481,23.6730980611561,7.06637573964497,0.122486536668201,810.008,66.8898923237235,0.84247258225324,0.809236061204492,2.22318731416593,3.32365210487481,23.6730980611561,7.06637573964497,0.122486536668201,348,432,"Pirez"
"Graham","Zusi","Graham Zusi",2019,"SKC",2538,"FB/WB",1719,0.827,0.789,65.2454277090727,3.795545532814,19.3344157118744,2.10884588318086,0.124572534858536,688.333,65.0212765957447,0.826643397324026,0.788687941995886,2.46791215920842,3.795545532814,19.3344157118744,2.10884588318086,0.124572534858536,274,382,"Zusi"
"Guram","Kashia","Guram Kashia",2019,"SJE",2071,"CB",1275,0.863,0.812,65.1248174216598,5.10782881738508,23.9634595787646,7.96385454545455,0.108128802080245,590,59.1018831482376,0.862745098039216,0.811666809865365,3.01882301906294,5.10782881738508,23.9634595787646,7.96385454545455,0.108128802080245,354,480,"Kashia"
"Daniel","Steres","Daniel Steres",2019,"LAG",2806,"CB",1284,0.843,0.793,63.4957892056555,4.94515492255884,22.7056304402322,8.10239833641405,0.0874146135486227,155.5,43.9287241625089,0.842679127725857,0.793227578500268,2.1723434653396,4.94515492255884,22.7056304402322,8.10239833641405,0.0874146135486227,294,433,"Steres"
"Lamine","Sane","Lamine Sane",2019,"ORL",2470,"CB",1060,0.869,0.81,62.0553361997008,5.85427699997178,21.0274667927521,6.98266015200869,0.0864331173910745,950,41.1983805668016,0.868867924528302,0.810325154528584,2.41186731788311,5.85427699997178,21.0274667927521,6.98266015200869,0.0864331173910745,353,499,"Sane"
"Chris","Mavinga","Chris Mavinga",2019,"TOR",2269,"CB",1199,0.886,0.834,61.9446081491187,5.16635597573968,20.8463930994056,5.18171374764595,0.090265664142724,663.333,50.7289554869987,0.885738115095913,0.834074555338516,2.62083842323288,5.16635597573968,20.8463930994056,5.18171374764595,0.090265664142724,451,536,"Mavinga"
"Jordan","Harvey","Jordan Harvey",2019,"LAFC",2510,"FB/WB",1450,0.865,0.823,61.1519491418731,4.2173758028878,16.4943644252437,0.508329346092504,0.0941685539853778,165,55.4581673306773,0.864827586206897,0.822653828178019,2.33887932972901,4.2173758028878,16.4943644252437,0.508329346092504,0.0941685539853778,401,489,"Harvey"
"Walker","Zimmerman","Walker Zimmerman",2019,"LAFC",2325,"CB",1328,0.852,0.807,60.8030548524113,4.57854328707916,20.4624248307906,6.59350265017668,0.0945626658881175,600,54.8335483870968,0.852409638554217,0.806624205683425,2.51057774874472,4.57854328707916,20.4624248307906,6.59350265017668,0.0945626658881175,335,459,"Zimmerman"
"Matt","Besler","Matt Besler",2019,"SKC",2264,"CB",1585,0.855,0.817,60.7267556684092,3.83134105163465,21.8786005863729,6.38415498154982,0.123449390892895,674.998,67.208480565371,0.854889589905363,0.816576179389016,2.57498610608096,3.83134105163465,21.8786005863729,6.38415498154982,0.123449390892895,376,466,"Besler"
"Alexander","Callens","Alexander Callens",2019,"NYC",2352,"CB",1456,0.847,0.806,59.6910005118698,4.09965662856249,20.088339412528,4.98669099756691,0.107655908448734,664,59.4285714285714,0.846840659340659,0.805844093055034,2.43636736783142,4.09965662856249,20.088339412528,4.98669099756691,0.107655908448734,331,446,"Callens"
"Eduard","Atuesta","Eduard Atuesta",2019,"LAFC",2823,"CM",2418,0.856,0.832,59.4069542884827,2.45686328736487,18.6068116903095,4.4685634958957,0.13887183074775,493,82.2274176408077,0.856492969396195,0.831924336522546,2.02021523616519,2.45686328736487,18.6068116903095,4.4685634958957,0.13887183074775,435,468,"Atuesta"
"Junior","Moreno","Junior Moreno",2019,"DCU",2770,"CDM",1724,0.879,0.846,57.5164949744939,3.33622360640916,17.3982526796564,2.55510883905013,0.113386412257184,159.5,59.7487364620939,0.879350348027842,0.845988111963751,1.99335145037957,3.33622360640916,17.3982526796564,2.55510883905013,0.113386412257184,508,523,"Moreno"
"Aljaz","Struna","Aljaz Struna",2019,"HOU",2830,"CB",1283,0.883,0.839,57.1859219819306,4.45720358393847,21.3137146591252,6.4464960282436,0.0896267613336651,1210,43.5222614840989,0.883086515978176,0.838514480138791,1.93987579868033,4.45720358393847,21.3137146591252,6.4464960282436,0.0896267613336651,471,531,"Struna"
"Sebastian","Lletget","Sebastian Lletget",2019,"LAG",2472,"CM",1441,0.873,0.834,55.7213106751443,3.86685015094687,16.5051753522704,0.115274244833068,0.107402183920414,312.667,55.9611650485437,0.873004857737682,0.834336356228214,2.16393439515124,3.86685015094687,16.5051753522704,0.115274244833068,0.107402183920414,453,512,"Lletget"
"Florian","Jungwirth","Florian Jungwirth",2019,"SJE",2886,"CB",1746,0.869,0.838,55.380518052727,3.17185097667394,23.855081615012,5.41318181818182,0.105505012384085,616.675,58.0790020790021,0.869415807560137,0.837697297793398,1.84217939468531,3.17185097667394,23.855081615012,5.41318181818182,0.105505012384085,469,504,"Jungwirth"
"Jackson","Yueill","Jackson Yueill",2019,"SJE",2894,"CDM",2083,0.874,0.847,54.8870158791542,2.63499836193731,19.6822212174066,2.81263461538462,0.115475698115598,190,69.0974429854872,0.873739798367739,0.847389814748366,1.82071649080816,2.63499836193731,19.6822212174066,2.81263461538462,0.115475698115598,513,514,"Yueill"
"Steven","Birnbaum","Steven Birnbaum",2019,"DCU",3295,"CB",1479,0.796,0.759,53.9601955693214,3.64842431165121,19.9155855465491,8.23700934579439,0.0887851327301169,550,43.0907435508346,0.795807978363759,0.759323735247247,1.57213316377993,3.64842431165121,19.9155855465491,8.23700934579439,0.0887851327301169,162,293,"Birnbaum"
"Jonathan","Mensah","Jonathan Mensah",2019,"CLB",2324,"CB",1339,0.845,0.804,53.9150639027357,4.02651709505121,21.5714489206582,6.25951812555261,0.103562442573955,894.004,55.3115318416523,0.844660194174757,0.804395023224245,2.22712828513882,4.02651709505121,21.5714489206582,6.25951812555261,0.103562442573955,325,439,"Mensah"
"Miles","Robinson","Miles Robinson",2019,"ATL",3193,"CB",1932,0.872,0.844,53.8966315165161,2.78968072031657,21.3607037466291,4.18838872403561,0.108263847273528,201.25,58.0870654556843,0.872153209109731,0.844256401906565,1.62044366601489,2.78968072031657,21.3607037466291,4.18838872403561,0.108263847273528,500,509,"Robinson"
"Ryan","Hollingshead","Ryan Hollingshead",2019,"FCD",3225,"FB/WB",1790,0.829,0.8,51.6464304844849,2.88527544606061,17.5194585601522,0.615219002695418,0.108136930717981,175,53.2837209302326,0.829050279329609,0.800197524869003,1.53738211674746,2.88527544606061,17.5194585601522,0.615219002695418,0.108136930717981,313,388,"Hollingshead"
"Matias","Vera","Matias Vera",2019,"HOU",2845,"CDM",1413,0.913,0.876,51.6132383421064,3.65274156702805,21.8492526793126,2.95068604651163,0.105956922782036,231.25,47.6794376098418,0.912951167728238,0.876423752057957,1.7416066364999,3.65274156702805,21.8492526793126,2.95068604651163,0.105956922782036,552,556,"Vera"
"Rolf","Feltscher","Rolf Feltscher",2019,"LAG",2331,"FB/WB",1240,0.77,0.73,49.8491149286273,4.02008991359898,16.9365836114053,2.02171204188482,0.101359624007517,242.65,51.0682110682111,0.770161290322581,0.729960391186591,2.05298800220859,4.02008991359898,16.9365836114053,2.02171204188482,0.101359624007517,69,228,"Feltscher"
"Erik","Godoy","Erik Godoy",2019,"VAN",2802,"CB",1383,0.812,0.777,49.0968176051975,3.55002296494559,22.5517479875601,5.8676625111309,0.0997389840167908,449.318,47.3832976445396,0.812002892263196,0.77650266261374,1.68211794792968,3.55002296494559,22.5517479875601,5.8676625111309,0.0997389840167908,218,336,"Godoy"
"Drew","Moor","Drew Moor",2019,"TOR",1111,"CB",655,0.911,0.837,48.7567523866892,7.44377899033423,19.7054949957657,7.33611390284757,0.0945321936103148,375,56.5976597659766,0.911450381679389,0.837012591776047,4.21300470668061,7.44377899033423,19.7054949957657,7.33611390284757,0.0945321936103148,464,552,"Moor"
"Cristian","Roldan","Cristian Roldan",2019,"SEA",2733,"CDM",1635,0.845,0.816,48.433644125238,2.96230239298092,20.1609209268195,3.37202966714906,0.113333572859772,596.542,57.4313940724479,0.84525993883792,0.815636914908111,1.70129156093043,2.96230239298092,20.1609209268195,3.37202966714906,0.113333572859772,370,442,"Roldan"
"Jack","Price","Jack Price",2019,"COL",2397,"CDM",1376,0.81,0.775,47.6747378781438,3.46473385742324,21.551599283989,4.23094703770198,0.118258230341058,437.5,55.1088861076345,0.809593023255814,0.774945684681582,1.90937623542003,3.46473385742324,21.551599283989,4.23094703770198,0.118258230341058,213,330,"Price"
"Marco","Delgado","Marco Delgado",2019,"TOR",2717,"CM",1875,0.853,0.828,46.717572171241,2.49160384913285,17.2938104136896,3.41533458411507,0.117271242958916,253,66.2495399337505,0.8528,0.827883961508671,1.65067608702213,2.49160384913285,17.2938104136896,3.41533458411507,0.117271242958916,425,461,"Delgado"
"Dax","McCarty","Dax McCarty",2019,"CHI",3037,"CDM",1995,0.865,0.842,46.5812622085214,2.3349003613294,18.7567185831415,3.03037659327926,0.124111996655826,700,63.0622324662496,0.86516290726817,0.841813903654877,1.47244029371684,2.3349003613294,18.7567185831415,3.03037659327926,0.124111996655826,487,490,"McCarty"
"Gustav","Svensson","Gustav Svensson",2019,"SEA",1943,"CDM",1197,0.872,0.833,46.4212567303329,3.87813339434694,22.2552846758951,6.77872126436782,0.108717560114038,600,59.1415337107566,0.87218045112782,0.83339911718435,2.2935875687658,3.87813339434694,22.2552846758951,6.77872126436782,0.108717560114038,447,510,"Svensson"
"Jamiro","Monteiro","Jamiro Monteiro",2019,"PHI",2207,"CAM",1343,0.864,0.83,45.8619554638863,3.41488871659615,17.1623279144361,2.67758828596038,0.116898102155488,569.2,58.4177616674218,0.864482501861504,0.830333614695543,1.99490155166882,3.41488871659615,17.1623279144361,2.67758828596038,0.116898102155488,433,488,"Monteiro"
"Tristan","Blackmon","Tristan Blackmon",2019,"LAFC",1480,"FB/WB",1028,0.871,0.828,44.2911409437657,4.3084767455025,18.2403710243935,4.34982681564246,0.109031217970683,72.984,66.6810810810811,0.870622568093385,0.82753780063836,2.87293887202804,4.3084767455025,18.2403710243935,4.34982681564246,0.109031217970683,423,507,"Blackmon"
"Justen","Glad","Justen Glad",2019,"RSL",2210,"CB",1113,0.843,0.803,44.2280674129725,3.97377065705053,21.1863266101251,6.2598987206823,0.0961805463658652,345,48.3475113122172,0.842767295597484,0.803029589026979,1.92121921793907,3.97377065705053,21.1863266101251,6.2598987206823,0.0961805463658652,320,434,"Glad"
"Laurent","Ciman","Laurent Ciman",2019,"TOR",1338,"CB",795,0.881,0.826,43.7224079445005,5.49967395528308,23.9308056888688,6.55779285714286,0.0994982461139972,435.625,57.0403587443946,0.880503144654088,0.825506405101257,3.13703375386551,5.49967395528308,23.9308056888688,6.55779285714286,0.0994982461139972,416,525,"Ciman"
"Kim","Kee-Hee","Kim Kee-Hee",2019,"SEA",2837,"CB",1324,0.845,0.813,43.2303757406772,3.26513411938649,22.2746592449037,6.10712689901698,0.0871484187001221,772,44.8022559041241,0.845166163141994,0.812514821948129,1.4628537437804,3.26513411938649,22.2746592449037,6.10712689901698,0.0871484187001221,358,441,"Kee-Hee"
"Tommy","Smith","Tommy Smith",2019,"COL",2614,"CB",856,0.827,0.777,42.5555848479271,4.97144682802887,22.4677711389252,8.15899011299435,0.0797791641786708,640,31.4368783473604,0.827102803738318,0.777388335458029,1.56286769143114,4.97144682802887,22.4677711389252,8.15899011299435,0.0797791641786708,224,384,"Smith"
"Maynor","Figueroa","Maynor Figueroa",2019,"HOU",2433,"CB",1355,0.818,0.787,42.3806063234806,3.1277200238731,22.3998274743051,8.60809738503156,0.118083542419076,70.25,53.4648581997534,0.818450184501845,0.787172984263114,1.67223107564905,3.1277200238731,22.3998274743051,8.60809738503156,0.118083542419076,269,359,"Figueroa"
"Antonio","Mlinar Delamea","Antonio Mlinar Delamea",2019,"NER",1461,"CB",609,0.875,0.807,41.3046561013907,6.78237374407072,21.9064702794612,6.97961538461538,0.0866286374829779,425.004,40.0164271047228,0.875205254515599,0.807381517074892,2.71406364526592,6.78237374407072,21.9064702794612,6.97961538461538,0.0866286374829779,338,517,"Delamea"
"Jukka","Raitala","Jukka Raitala",2019,"MTL",2249,"CB",1188,0.85,0.817,39.7483721338212,3.34582257018697,21.219490382503,5.37425742574257,0.0961339681953402,290.5,50.7105380168964,0.85016835016835,0.81671012446648,1.69668462643257,3.34582257018697,21.219490382503,5.37425742574257,0.0961339681953402,377,452,"Raitala"
"Andreu","Fontas","Andreu Fontas",2019,"SKC",1051,"CB",817,0.897,0.849,39.6700535863638,4.85557571436521,20.3189073135149,5.82969986357435,0.126964950256334,1050,74.6260704091342,0.89718482252142,0.848629065377768,3.623525351371,4.85557571436521,20.3189073135149,5.82969986357435,0.126964950256334,514,547,"Fontas"
"Jorge","Moreira","Jorge Moreira",2019,"POR",2435,"FB/WB",1498,0.76,0.733,39.3364172792062,2.62592905735689,20.1977640613436,2.52312829525483,0.118492649166092,607.955,59.058726899384,0.759679572763685,0.733420282190116,1.55084027055597,2.62592905735689,20.1977640613436,2.52312829525483,0.118492649166092,81,206,"Moreira"
"Kai","Wagner","Kai Wagner",2019,"PHI",2896,"FB/WB",1679,0.794,0.771,39.0225459206848,2.32415401552619,17.9120497091833,-0.753754688672168,0.104657793521061,360.15,55.6574585635359,0.793924955330554,0.770683415175292,1.29356505814425,2.32415401552619,17.9120497091833,-0.753754688672168,0.104657793521061,201,291,"Wagner"
"Zarek","Valentin","Zarek Valentin",2019,"POR",1771,"FB/WB",1000,0.84,0.801,39.0100382976234,3.90100382976234,20.6545070879789,1.85560714285714,0.100717762906494,160,54.2066629023151,0.84,0.800989961702377,2.11460399580567,3.90100382976234,20.6545070879789,1.85560714285714,0.100717762906494,318,423,"Valentin"
"Botond","Barath","Botond Barath",2019,"SKC",1877,"CB",1016,0.879,0.841,38.8767764866352,3.82645437860583,22.3367856929413,4.05770996640538,0.10217253977068,297.333,51.9637719765583,0.878937007874016,0.840672464087957,1.98837002808576,3.82645437860583,22.3367856929413,4.05770996640538,0.10217253977068,484,522,"Barath"
"Alejandro","Bedoya","Alejandro Bedoya",2019,"PHI",3060,"CM",1673,0.851,0.828,38.8509088158606,2.32223005474361,16.5741134063503,1.35108848314607,0.0955532094595564,1266.25,52.4862745098039,0.851165570830843,0.827943270283407,1.2188520412819,2.32223005474361,16.5741134063503,1.35108848314607,0.0955532094595564,426,456,"Bedoya"
"Nedum","Onuoha","Nedum Onuoha",2019,"RSL",2505,"CB",1062,0.876,0.84,38.4452369213105,3.62007880614976,20.8878191077269,3.99408602150538,0.0860383303369085,NA,40.6994011976048,0.875706214689266,0.839505426627768,1.47335039698435,3.62007880614976,20.8878191077269,3.99408602150538,0.0860383303369085,476,518,"Onuoha"
"Bacary","Sagna","Bacary Sagna",2019,"MTL",2343,"FB/WB",1514,0.768,0.743,37.8231243435294,2.49822485756469,17.009671397843,1.06169819432502,0.117602655188943,705,62.033290653009,0.768163804491414,0.743181555915767,1.54973108705882,2.49822485756469,17.009671397843,1.06169819432502,0.117602655188943,106,224,"Sagna"
"Tim","Parker","Tim Parker",2019,"NYRB",2595,"CB",954,0.737,0.697,37.6954314596951,3.95130308801835,19.7257516187705,10.2143883357041,0.0786431482766239,752.2,35.2924855491329,0.736897274633124,0.69738424375294,1.39451307134132,3.95130308801835,19.7257516187705,10.2143883357041,0.0786431482766239,31,156,"Parker"
"Aaron","Herrera","Aaron Herrera",2019,"RSL",2971,"FB/WB",1565,0.797,0.773,37.6629240885378,2.4065766190759,20.5739023753121,2.16913793103448,0.110511941657294,86,50.5688320430831,0.796805111821086,0.772739345630327,1.2169776884886,2.4065766190759,20.5739023753121,2.16913793103448,0.110511941657294,206,299,"Herrera"
"Victor","Cabrera","Victor Cabrera",2019,"MTL",1269,"CB",797,0.861,0.815,36.1162514211611,4.53152464506412,23.224618326801,6.03431486880466,0.121391430734951,300,60.2931442080378,0.860727728983689,0.815412482533048,2.73219868907129,4.53152464506412,23.224618326801,6.03431486880466,0.121391430734951,369,477,"Cabrera"
"Justin","Hoyte","Justin Hoyte",2019,"CIN",1588,"CB",819,0.864,0.822,34.9558410085738,4.26811245525932,19.9460236148764,3.14934322033898,0.094381218973712,70.25,49.5113350125945,0.864468864468865,0.821787739916271,2.11319945643771,4.26811245525932,19.9460236148764,3.14934322033898,0.094381218973712,395,487,"Hoyte"
"Lee","Nguyen","Lee Nguyen",2019,"LAFC",1286,"CM",898,0.889,0.85,34.5673259422183,3.84936814501318,16.8564756282484,1.75540726817043,0.107363273552534,530,67.0357698289269,0.888641425389755,0.850147743939623,2.58045356955907,3.84936814501318,16.8564756282484,1.75540726817043,0.107363273552534,517,538,"Nguyen"
"Albert","Rusnak","Albert Rusnak",2019,"RSL",2615,"CAM",1270,0.833,0.806,34.180352665484,2.69136635161291,19.9274557288672,0.880326086956522,0.0933617455064471,2001.667,46.623326959847,0.833070866141732,0.806157202625603,1.25480453379979,2.69136635161291,19.9274557288672,0.880326086956522,0.0933617455064471,332,396,"Rusnak"
"Liam","Fraser","Liam Fraser",2019,"TOR",869,"CM",734,0.883,0.837,33.6442750096321,4.58368869341037,21.1148633984958,4.41081790123457,0.134020413013609,75.875,81.0863060989643,0.88283378746594,0.836996900531836,3.71674384456235,4.58368869341037,21.1148633984958,4.41081790123457,0.134020413013609,463,530,"Fraser"
"Lalas","Abubakar","Lalas Abubakar",2019,"CLB,COL",2245,"CB",762,0.836,0.792,33.5976275857538,4.40913747844538,21.7208169724096,6.64996075353218,0.0934066935736314,144.938,32.5844097995546,0.835958005249344,0.79186663046489,1.43669142460239,4.40913747844538,21.7208169724096,6.64996075353218,0.0934066935736314,286,407,"Abubakar"
"Michael","Boxall","Michael Boxall",2019,"MIN",2768,"CB",1034,0.845,0.813,33.5036297440529,3.24019630019854,20.176321162061,4.96565789473684,0.0842048914394089,317.333,35.8612716763006,0.845261121856867,0.812859158854881,1.16197559805964,3.24019630019854,20.176321162061,4.96565789473684,0.0842048914394089,362,443,"Boxall"
"Eriq","Zavaleta","Eriq Zavaleta",2019,"TOR",1086,"CB",636,0.901,0.849,32.7848480045795,5.15485031518546,21.3155674093785,3.81065445026178,0.0930045292037877,296.962,56.2209944751381,0.900943396226415,0.849394893074561,2.89810811090205,5.15485031518546,21.3155674093785,3.81065445026178,0.0930045292037877,515,548,"Zavaleta"
"Robin","Jansson","Robin Jansson",2019,"ORL",2613,"CB",1019,0.828,0.796,32.5629482264631,3.19557882497185,21.821350444672,8.26719194312796,0.0781302450235903,289.8,37.4374282433984,0.828263002944063,0.796307214694344,1.19634252956007,3.19557882497185,21.821350444672,8.26719194312796,0.0781302450235903,304,385,"Jansson"
"Sebastian","Mendez","Sebastian Mendez",2019,"ORL",1764,"CM",1245,0.895,0.869,32.2031326442957,2.58659699954182,17.6942806975252,2.71571364452424,0.127874152979195,486.75,67.7551020408163,0.894779116465863,0.868913146470445,1.75255143642426,2.58659699954182,17.6942806975252,2.71571364452424,0.127874152979195,541,544,"Mendez"
"Raymon","Gaddis","Raymon Gaddis",2019,"PHI",3185,"FB/WB",1655,0.832,0.813,32.1903231292963,1.94503463016896,17.4131390851486,0.641644880174292,0.0941942179010553,190,49.883830455259,0.83202416918429,0.8125738228826,0.97025777720956,1.94503463016896,17.4131390851486,0.641644880174292,0.0941942179010553,359,394,"Gaddis"
"Paxton","Pomykal","Paxton Pomykal",2019,"FCD",2046,"CAM",1090,0.839,0.809,32.0090470686555,2.93660982281243,18.2958801770306,0.857341356673961,0.103244390912184,105,51.1436950146628,0.838532110091743,0.809166011863619,1.50189077154982,2.93660982281243,18.2958801770306,0.857341356673961,0.103244390912184,347,416,"Pomykal"
"Jorge","Villafana","Jorge Villafana",2019,"POR",2101,"FB/WB",1119,0.781,0.752,31.9632001351565,2.85640751878075,16.9593721475378,1.47973684210526,0.100519346054353,617.5,51.1299381247025,0.781054512957998,0.752490437770191,1.46047939694195,2.85640751878075,16.9593721475378,1.47973684210526,0.100519346054353,135,255,"Villafana"
"Josh","Williams","Josh Williams",2019,"CLB",1369,"CB",732,0.851,0.808,31.2194075547158,4.26494638725626,20.3701454232842,6.3569341894061,0.0985495806570827,215,51.3308984660336,0.851092896174863,0.808443432302301,2.18923529967328,4.26494638725626,20.3701454232842,6.3569341894061,0.0985495806570827,345,455,"Williams"
"Xavier","Arreaga","Xavier Arreaga",2019,"SEA",1213,"CB",609,0.885,0.835,30.6949930489063,5.04022874366278,22.8098348184406,6.59511131725417,0.0988609646030671,500.85,48.1978565539983,0.885057471264368,0.83465518382774,2.42928221986398,5.04022874366278,22.8098348184406,6.59511131725417,0.0988609646030671,455,535,"Arreaga"
"Jonathan","Osorio","Jonathan Osorio",2019,"TOR",1884,"CM",1011,0.873,0.843,30.4141871556639,3.00832711727635,16.16217252407,0.661998867497169,0.0912427717910113,776.25,51.515923566879,0.873392680514342,0.843309409341579,1.54976749837778,3.00832711727635,16.16217252407,0.661998867497169,0.0912427717910113,493,513,"Osorio"
"Donny","Toia","Donny Toia",2019,"RSL",2279,"FB/WB",1248,0.786,0.762,30.3983619404026,2.435766181122,18.507426301583,3.26489806320082,0.105713888389165,131.254,52.5704256252742,0.786057692307692,0.761700030496472,1.28049264865232,2.435766181122,18.507426301583,3.26489806320082,0.105713888389165,171,269,"Toia"
"Omar","Gonzalez","Omar Gonzalez",2019,"TOR",1353,"CB",784,0.823,0.784,30.1410088725388,3.84451643782383,22.7106094948673,6.69032558139535,0.100151588269865,NA,55.6274944567627,0.822704081632653,0.784258917254415,2.13860816833978,3.84451643782383,22.7106094948673,6.69032558139535,0.100151588269865,253,370,"Gonzalez"
"Reggie","Cannon","Reggie Cannon",2019,"FCD",2468,"FB/WB",1324,0.833,0.81,30.1302721202375,2.27570031119618,16.3215641056538,-1.84688123300091,0.10034895303479,80.25,51.5008103727715,0.833081570996979,0.810324567885017,1.17200410192172,2.27570031119618,16.3215641056538,-1.84688123300091,0.10034895303479,352,397,"Cannon"
