Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Matches
470,Joao Plata/Joao-Plata,ec ECU,FWMF,Real Salt Lake,26,1992,3.5,76,0.29,7.71,36.6,39.7,8.29,70.3,2.86,4,71.4,2.86,0,62.6,421.7,226.6,70.6,194,78.5,2,3.14,Matches
471,Florentin Pogba/Florentin-Pogba,gn GUI,DF,Atlanta,28,1990,8.7,66.1,3.68,28,34.9,7.7,0.34,61,1.38,1.72,80,1.38,0,43,233.6,113.4,40.3,343,97.7,0.57,1.03,Matches
472,Diego Polenta/Diego-Polenta,uy URU,DF,LA Galaxy,26,1992,28,59.9,5.79,30.4,26.4,7.46,1.04,57.4,0.57,0.68,84.2,0.57,0,40.4,230.3,141.1,38.4,1058,98.4,0.29,0.29,Matches
473,Andy Polo/Andy-Polo,pe PER,MFFW,Portland,24,1994,11.6,58.8,2.16,10.5,25.9,28.2,3.71,57.8,1.12,2.84,39.4,1.21,2,48.2,330.5,183.2,52.8,529,86.3,1.64,1.47,Matches
474,Paxton Pomykal/Paxton-Pomykal,us USA,MF,FC Dallas,19,1999,20.9,63.9,1.44,13.3,36.1,21.1,2.54,61.4,1.2,1.82,65.8,1.29,0,48.4,353.3,205,52.9,987,89.3,1.63,1.34,Matches
475,Chris Pontius/Chris-Pontius,us USA,FW,LA Galaxy,31,1987,7.8,48.5,1.15,4.62,19.7,27.1,5.13,46.8,0.9,1.28,70,1.03,1,34,170.1,78.2,54.2,301,71.2,2.05,1.79,Matches
476,Justin Portillo/Justin-Portillo,us USA,MF,Real Salt Lake,26,1992,2.2,71.4,1.36,13.2,55.9,6.36,0,70.5,1.36,1.82,75,1.36,0,52.7,250,130.9,60.9,129,96.3,0,0,Matches
477,Alvas Powell/Alvas-Powell,jm JAM,DF,FC Cincinnati,24,1994,10.8,57.8,3.33,19.3,31.6,11.8,0.93,48.1,3.24,4.63,70,3.33,1,37.9,299.8,179.4,30.6,298,90,1.39,1.02,Matches
478,Dillon Powers/Dillon-Powers,us USA,MF,Orlando City,27,1991,6.9,57.2,2.17,10.7,31.9,18.7,1.59,56.2,0.58,0.58,100,0.58,0,42.9,156.2,79.9,46.1,291,91.5,1.16,1.45,Matches
479,Alejandro Pozuelo/Alejandro-Pozuelo,es ESP,MFFW,Toronto FC,27,1991,28,79.9,0.57,5.07,38.5,42.8,4.29,71.6,2.46,3.86,63.9,2.64,5,66.5,380.4,193.6,73.7,1779,86.2,1.71,3.25,Matches
480,Jack Price/Jack-Price,eng ENG,MF,Colorado,26,1992,24.7,61.4,2.02,14.8,36.6,13.5,0.16,53.4,0.4,0.61,66.7,0.4,0,36.1,182.7,81.9,39.3,924,95.2,0.28,0.69,Matches
481,Kacper Przybyłko/Kacper-Przybylko,pl POL,FW,Philadelphia,25,1993,24.9,44.5,0.76,2.05,21,23.5,6.67,42.2,1.49,2.41,61.7,1.65,0,27.6,155.5,77.2,53.9,856,63.8,2.85,1.24,Matches
482,Andrew Putna/Andrew-Putna,us USA,GK,Real Salt Lake,24,1994,5,37.2,33.8,36.8,0.2,0.2,0,26,0,0,,0,0,18.4,99.4,57.6,13.4,66,98.5,0.2,0,Matches
483,Valeri Qazaishvili/Valeri-Qazaishvili,ge GEO,FWMF,San Jose,26,1993,23.3,53.8,0.47,5.45,25.5,28.7,6.09,53.3,4.72,6.18,76.4,4.89,2,49.3,402.9,253.1,52.3,973,79.9,2.32,2.7,Matches
484,Darwin Quintero/Darwin-Quintero,co COL,MFFW,Minnesota,31,1987,24.4,54.5,0.04,3.16,27.8,28.2,4.67,51.6,3.11,5.61,55.5,3.4,10,43.7,276.8,168.6,53.8,986,75.1,3.07,3.69,Matches
485,Romell Quioto/Romell-Quioto,hn HON,FW,Houston,27,1991,8.8,54.7,0.34,3.07,22.8,32,5.8,48.9,1.93,4.32,44.7,2.5,0,39.9,309.5,195.7,54.8,353,73.2,3.18,0.91,Matches
486,Jukka Raitala/Jukka-Raitala,fi FIN,DF,Montreal,30,1988,23.2,57.6,4.66,27.4,29.4,4.87,0.43,54.3,0.04,0.17,25,0.04,0,37.6,190.9,98.1,40.6,912,96.7,0.22,0.17,Matches
487,Christian Ramirez/Christian-Ramirez,us USA,FW,Los Angeles FC,27,1991,10.5,27.9,0.76,1.9,13.9,13.6,4.76,25.8,0.38,0.67,57.1,0.38,0,18.5,60.8,22.5,37.7,209,52.8,1.71,0.67,Matches
488,Christian Ramirez/Christian-Ramirez,us USA,FWMF,Houston,27,1991,7.5,33.6,1.2,3.6,13.6,17.3,5.33,32.1,0.67,1.07,62.5,0.67,0,23.2,88.9,45.1,39.2,187,63.6,1.73,0.67,Matches
489,Greg Ranjitsingh/Greg-Ranjitsingh,tt TRI,GK,Orlando City,25,1993,2,39.5,35.5,39.5,0,0,0,22,0,0,,0,0,15.5,151.5,109,9,18,100,0,0,Matches
490,Matthew Real/Matthew-Real,us USA,DFMF,Philadelphia,19,1999,0.8,85,0,12.5,46.3,31.3,2.5,76.3,0,1.25,0,0,0,52.5,255,180,62.5,43,86,0,1.25,Matches
491,Eric Remedi/Eric-Remedi,ar ARG,MF,Atlanta,23,1995,22.8,65,1.23,14.8,44.6,10.9,0.53,64,1.1,1.36,80.6,1.1,0,50.4,275.8,133.7,52.1,1124,94.5,0.7,1.8,Matches
492,Justin Rennicks/Justin-Rennicks,us USA,FW,New England,19,1999,1.2,37.5,0.83,2.5,13.3,24.2,4.17,37.5,0.83,1.67,50,0.83,0,27.5,196.7,103.3,45.8,34,61.8,3.33,4.17,Matches
493,Yordy Reyna/Yordy-Reyna,pe PER,FWMF,Vancouver,25,1993,22.1,44.8,0.59,5.38,22.2,22.1,3.67,41.7,2.22,3.94,56.3,2.4,3,36,280.6,167.6,47.5,723,68.9,2.81,2.9,Matches
494,Bryan Reynolds/Bryan-Reynolds,us USA,FWDF,FC Dallas,17,2001,1.3,56.9,2.31,11.5,17.7,31.5,5.38,49.2,0.77,2.31,33.3,0.77,1,37.7,334.6,227.7,53.1,50,72.5,0.77,2.31,Matches
495,Spencer Richey/Spencer-Richey,us USA,GK,FC Cincinnati,26,1992,19,37.7,34.8,37.7,0,0.05,0,26.5,0,0,,0,0,19.3,82.3,46.2,14.8,282,100,0,0,Matches
496,Tosaint Ricketts/Tosaint-Ricketts,ca CAN,FW,Vancouver,31,1987,5.3,24,0.19,1.13,13.2,12.1,4.53,21.1,0.75,0.94,80,0.75,0,14.7,141.3,73,34.3,90,49.5,2.26,2.26,Matches
497,Nick Rimando/Nick-Rimando,us USA,GK,Real Salt Lake,39,1979,29,36.9,32.9,36.9,0.03,0,0,24.7,0,0,,0,0,17.4,70.5,41.6,15.2,438,99.5,0,0,Matches
498,Alexander Ring/Alexander-Ring,fi FIN,MF,NYCFC,27,1991,31,75.4,3.9,25.8,44.3,10,1.84,72.8,0.58,0.97,60,0.61,3,53.1,234.2,110.5,55.8,1620,93.6,0.84,0.87,Matches
499,Andrés Ríos/Andres-Rios,ar ARG,MFFW,San Jose,29,1989,3,62.7,0.67,5,31,30.7,5.67,61,2,3,66.7,2,1,48.3,264.7,133.3,60.3,149,82.3,1.67,2.33,Matches
500,Thomas Roberts/Thomas-Roberts,us USA,MFFW,FC Dallas,17,2001,2.6,47.3,1.54,8.85,21.2,21.2,3.46,46.5,1.54,2.69,57.1,1.54,0,38.8,259.6,105.4,39.6,87,84.5,0.77,2.69,Matches
501,Robinho/Robinho,br BRA,FW,Columbus,24,1995,12.4,50.8,0.81,7.66,20.5,27.4,5.89,49.9,3.55,7.18,49.4,4.27,2,42.3,311.9,187.9,46.2,430,75,3.31,3.79,Matches
502,Robinho/Robinho,br BRA,FW,Orlando City,24,1995,2.6,58.5,1.54,9.23,18.5,34.2,4.62,55.4,3.85,6.92,55.6,5,0,48.8,334.2,189.6,51.5,103,76.9,3.85,3.85,Matches
503,Jalen Robinson/Jalen-Robinson,us USA,DF,D.C. United,24,1994,4.6,36.3,8.26,20.4,12,4.78,0.22,32.6,0.22,0.43,50,0.22,0,17,59.3,30.7,17.2,76,96.2,0.65,0.43,Matches
504,Miles Robinson/Miles-Robinson,us USA,DF,Atlanta,21,1997,33.1,69.6,8.28,36.2,36.8,1.54,0.63,68.5,0.27,0.3,90,0.27,0,44.4,304.8,172.3,45.4,1482,98.7,0.24,0.3,Matches
505,Luis Robles/Luis-Robles,us USA,GK,NY Red Bulls,34,1984,33,28,22.8,27.7,0.36,0.03,0.03,16.8,0,0,,0,0,9.67,65.5,39.4,6.03,199,100,0,0,Matches
506,Tony Rocha/Tony-Rocha,bz BLZ,MFDF,NYCFC,25,1993,9.7,63.6,2.06,19.2,37.1,10.1,0.93,61.4,0.21,0.31,66.7,0.31,0,41.9,152.3,74.2,46.5,416,92.2,0.72,1.03,Matches
507,Angelo Rodríguez/Angelo-Rodriguez,co COL,FW,Minnesota,29,1989,19.4,32.1,1.7,2.73,12.6,18.2,6.34,30.5,0.88,1.7,51.5,0.98,4,21.9,125.7,59.2,45.5,456,51.6,3.87,2.37,Matches
508,Brian Rodríguez/Brian-Rodriguez,uy URU,FW,Los Angeles FC,18,2000,4.3,64.9,0.23,1.86,18.1,49.5,10.7,58.6,4.65,10,46.5,4.88,2,54,470.7,337.4,63.5,212,77.7,2.56,4.88,Matches
509,Lucas Rodríguez/Lucas-Rodriguez,ar ARG,FWMF,D.C. United,21,1997,30,47.5,1.5,7.83,26.7,16.7,2.47,46.3,2.57,4.07,63.1,2.7,5,38.4,228.1,122.1,42.5,999,78.3,1.83,1.5,Matches
510,Memo Rodriguez/Memo-Rodriguez,us USA,FWMF,Houston,23,1995,15.4,50.5,0.78,8.31,17.3,28.1,4.48,46.2,1.36,2.47,55.3,1.43,0,35.4,200.5,123.1,42.1,514,79.2,2.08,2.01,Matches
511,Víctor Rodríguez/Victor-Rodriguez,es ESP,FWMF,Seattle,29,1989,12.4,61.5,0.73,7.1,27.6,34,5.89,59,1.61,3.71,43.5,1.85,1,48.9,375,241.9,58.9,587,80.4,1.69,2.5,Matches
512,Alex Roldan/Alex-Roldan,us USA,FWMF,Seattle,22,1996,4.9,42.9,2.04,10.4,21.8,13.3,1.63,42.2,0.61,1.22,50,0.61,0,31.2,182,58,34.1,132,79,1.43,1.43,Matches
513,Cristian Roldan/Cristian-Roldan,us USA,MFFW,Seattle,23,1995,28.2,69.3,2.59,14.8,38.9,20.7,2.06,67.8,1.38,1.84,75,1.45,1,51.1,256.2,124.2,53.3,1356,90.2,0.92,1.56,Matches
514,David Romney/David-Romney,us USA,DF,LA Galaxy,25,1993,10.3,48.7,5.24,19.6,21.9,10.5,1.07,43.6,0.1,0.19,50,0.1,0,26.9,135.1,72.8,27.8,257,89.9,0.39,0.49,Matches
515,Eloy Room/Eloy-Room,cw CUW,GK,Columbus,29,1989,12,37.5,35.3,37.4,0.08,0,0,24.3,0,0,,0,0,17.3,76.1,35.9,15.8,189,100,0,0,Matches
516,Wayne Rooney/Wayne-Rooney,eng ENG,FW,D.C. United,33,1985,25.7,55.1,0.62,4.4,29.2,24.2,2.96,44.2,0.97,1.32,73.5,0.97,2,35.6,166.8,79.6,56.2,964,66.7,1.52,1.13,Matches
517,Andy Rose/Andy-Rose,au AUS,MFDF,Vancouver,28,1990,20.6,51.9,5.78,25.1,24.7,5.29,1.21,51,0.19,0.19,100,0.19,0,33.6,177.6,76,39.3,735,90.7,0.87,0.39,Matches
518,Oriol Rosell/Oriol-Rosell,es ESP,MF,Orlando City,26,1992,16.3,68.5,3.93,19.8,39.8,12.9,0.43,66.9,0.31,0.43,71.4,0.31,1,45,190.4,91.8,48.2,751,95.5,0.55,0.49,Matches
519,Keegan Rosenberry/Keegan-Rosenberry,us USA,DF,Colorado,25,1993,34,56.9,4.59,22,25,13.1,0.91,48.1,0.56,0.79,70.4,0.59,1,30,152.3,78.8,29.1,931,93.9,0.5,0.38,Matches
520,Diego Rossi/Diego-Rossi,uy URU,FW,Los Angeles FC,20,1998,32.1,48.6,0.53,3.64,17.3,31.8,8.75,47.8,1.84,4.3,42.8,2.06,5,41.2,318.8,193,53,1242,73,3.02,1.71,Matches
521,Brian Rowe/Brian-Rowe,us USA,GK,Orlando City,30,1988,32,31.4,27.3,31.3,0.09,0,0,18.9,0,0,,0,0,12,72.5,43,8.03,254,98.8,0,0,Matches
522,Kelyn Rowe/Kelyn-Rowe,us USA,FWMF,Sporting KC,27,1991,7.7,48.2,1.82,6.75,22.2,23.1,3.77,46.4,1.82,3.25,56,1.82,2,36.1,235.7,141.4,47.1,269,74.1,2.73,1.82,Matches
523,Kelyn Rowe/Kelyn-Rowe,us USA,MF,Real Salt Lake,27,1991,2,56.5,1.5,9.5,36,13,0.5,55,2,3,66.7,2.5,0,42,219.5,103,42.5,76,89.4,2,3,Matches
524,Daniel Royer/Daniel-Royer,at AUT,FW,NY Red Bulls,28,1990,25.7,45.4,0.86,5.88,16.1,25.3,6.15,44.1,1.01,1.6,63.4,1.09,1,29.8,151.9,82.1,50.4,826,63.7,2.76,2.02,Matches
525,Ruan/Ruan,br BRA,DF,Orlando City,23,1995,23.3,51.9,2.15,15.2,20.3,21.2,2.66,43.9,1.29,2.62,49.2,1.55,8,34.4,310.8,190.1,36.7,694,81.2,1.59,1.12,Matches
526,Diego Rubio/Diego-Rubio,cl CHI,MFFW,Colorado,25,1993,22.8,44.4,1.32,6.36,21.2,20.3,4.08,43.4,1.75,2.76,63.5,1.8,1,32.9,217.1,109,42.8,714,73.2,2.37,2.15,Matches
527,Raúl Ruidíaz/Raul-Ruidiaz,pe PER,FW,Seattle,28,1990,19.9,30.8,0.1,2.01,14.7,16.3,6.08,29.1,1.61,2.31,69.6,1.81,1,24.4,153.2,59.6,42.8,464,54.5,2.71,1.71,Matches
528,Albert Rusnák/Albert-Rusnak,sk SVK,MFFW,Real Salt Lake,24,1994,27.2,55.6,0.74,5.81,30.8,24.4,2.72,48.7,1.54,2.02,76.4,1.58,0,40.1,263.8,148.8,48,1099,84.2,1.4,0.99,Matches
529,Johnny Russell/Johnny-Russell,sco SCO,FWMF,Sporting KC,28,1990,23.5,49.9,0.77,5.4,16.5,32,5.7,43,2.51,4.68,53.6,2.89,6,35.7,299.1,187,42.9,765,75.9,2.21,2,Matches
530,Abdul Rwatubyaye/Abdul-Rwatubyaye,rw RWA,DF,Sporting KC,22,1996,1.8,70,3.89,31.1,40.6,2.78,0.56,68.9,0.56,0.56,100,0.56,0,50,328.9,242.2,55,97,98,0.56,0.56,Matches
531,Marc Rzatkowski/Marc-Rzatkowski,de GER,MFFW,NY Red Bulls,28,1990,25.7,62.1,0.97,9.03,30.7,26.8,2.45,55.6,0.97,1.63,59.5,1.09,3,38.5,206.6,112,44.9,922,79.9,1.44,1.79,Matches
532,Bacary Sagna/Bacary-Sagna,fr FRA,DF,Montreal,35,1983,24.2,71.9,3.64,19.6,32.7,23.1,1.61,63.9,0.62,0.95,65.2,0.66,0,43.8,186.5,98.8,51.4,1112,89.3,0.95,0.62,Matches
533,Kenny Saief/Kenny-Saief,us USA,FWMF,FC Cincinnati,25,1993,6.3,55.6,0.32,6.67,31,24.1,1.75,50.2,2.7,3.97,68,2.86,1,41.9,324.3,179.7,48.3,233,76.6,3.33,3.65,Matches
534,Michael Salazar/Michael-Salazar,bz BLZ,FWMF,Houston,26,1992,1.8,37.2,0,1.67,18.9,20,3.33,35.6,2.22,3.33,66.7,2.22,1,32.2,241.1,68.9,42.2,48,63.2,2.78,1.11,Matches
535,Shea Salinas/Shea-Salinas,us USA,MFDF,San Jose,32,1986,14.9,56.7,1.68,10.6,25.3,26.4,5.37,53.7,2.21,3.62,61.1,2.48,3,45.5,382,250.7,50.6,625,82.9,2.08,1.54,Matches
536,Dániel Sallói/Daniel-Salloi,hu HUN,FWMF,Sporting KC,22,1996,17.2,39.2,1.28,5.7,14.6,21.9,4.65,38.8,0.64,1.22,52.4,0.7,2,29,183,98.6,44.3,515,67.6,1.98,1.4,Matches
537,Ilie Sánchez/Ilie-Sanchez,es ESP,MF,Sporting KC,28,1990,27.9,71,3.73,21,44.2,10.5,0.82,69,0.22,0.25,85.7,0.22,0,47,228.4,121,53.9,1437,95.5,0.29,0.54,Matches
538,James Sands/James-Sands,us USA,DFMF,NYCFC,18,2000,16.5,58.1,5.58,32.5,25.6,2.97,0.3,57.3,0.3,0.36,83.3,0.3,0,39.5,179.5,89.9,39.6,639,97.9,0.67,0.61,Matches
539,Lamine Sané/Lamine-Sane,sn SEN,DF,Orlando City,31,1987,25.3,50.7,7.04,29,22.5,2.41,0.59,49.2,0.16,0.24,66.7,0.16,0,32.6,167.9,98.8,33.2,816,97.1,0.2,0.16,Matches
540,Harold Santiago Mosquera/Harold-Santiago-Mosquera,co COL,FWMF,FC Dallas,23,1995,13,54.8,0.77,6.85,27.8,26.9,5.38,52.5,2.69,4,67.3,3.08,1,46.5,434.6,258.9,55.7,558,77.1,3.69,2.23,Matches
541,Sergio Santos Gomes/Sergio-Santos-Gomes,br BRA,FWMF,Philadelphia,24,1994,7,43,1,3.71,14.1,28.6,8.86,42.1,2.29,3.43,66.7,2.43,1,33.9,267,169.1,48.7,222,65.1,5.43,2.29,Matches
542,Pedro Santos/Pedro-Santos,pt POR,FWMF,Columbus,30,1988,30.7,55.8,0.81,7.43,24.7,29.3,2.51,50,2.28,3.78,60.3,2.44,2,40.5,314.4,182.3,45.2,1124,81,1.76,2.51,Matches
543,C.J. Sapong/CJ-Sapong,us USA,FW,Chicago,30,1988,28.3,32.7,0.81,3.71,15.4,15.8,4.63,31.8,0.88,1.41,62.5,1.02,2,20,138.2,77,42.5,663,55.2,2.33,1.8,Matches
544,Sebastián Saucedo/Sebastian-Saucedo,us USA,FWMF,Real Salt Lake,22,1997,13.2,57.9,0.98,7.5,28.2,28.7,2.73,54.5,3.33,5.38,62,3.64,1,48.6,414.2,240.6,52.3,565,81.9,2.95,2.73,Matches
545,Gastón Sauro/Gaston-Sauro,ar ARG,DF,Columbus,28,1990,14.3,55.2,5.45,33.6,21.5,3.71,1.68,54.3,0.07,0.07,100,0.07,0,32,175.5,112.6,37.1,514,96.8,0.14,0.21,Matches
546,Jefferson Savarino/Jefferson-Savarino,ve VEN,FWMF,Real Salt Lake,22,1996,25.7,50.1,0.54,5.06,24,25.8,4.47,48.8,3,4.36,68.8,3.07,2,43.7,318,170.9,50.2,989,76.7,2.37,2.49,Matches
547,Tate Schmitt/Tate-Schmitt,us USA,FW,Real Salt Lake,21,1997,1,45,0,8,22,19,2,43,0,1,0,0,0,32,142,55,50,27,54,1,3,Matches
548,Rasmus Schüller/Rasmus-Schuller,fi FIN,MFFW,Minnesota,27,1991,10.2,57.8,1.76,10.8,31.9,18,1.76,56.7,0.69,0.98,70,0.78,1,39.5,167.5,63.1,42.6,383,88,0.88,0.78,Matches
549,Bastian Schweinsteiger/Bastian-Schweinsteiger,de GER,DFMF,Chicago,34,1984,29.7,69.4,7.85,31.6,35.8,8.32,0.77,66.7,0.64,0.81,79.2,0.71,1,48.1,288.4,174.1,47.8,1392,98,0.4,0.37,Matches
550,Eddie Segura/Eddie-Segura,co COL,DF,Los Angeles FC,21,1997,32.8,68.6,6.49,36.9,33.2,2.87,0.67,67.1,0.09,0.09,100,0.09,0,44.8,221.4,123.3,46,1488,98.5,0.18,0.21,Matches
551,Ulises Segura/Ulises-Segura,cr CRC,FWDF,D.C. United,25,1993,19.9,51.3,1.11,10,25.9,19.6,3.42,50.3,2.16,3.32,65.2,2.16,3,40.4,251.3,135.6,49.9,772,77.7,2.26,1.76,Matches
552,Chris Seitz/Chris-Seitz,us USA,GK,D.C. United,31,1987,1,21,19,21,0,0,0,15,0,0,,0,0,10,50,41,6,6,100,0,0,Matches
553,Amar Sejdic/Amar-Sejdic,us USA,MF,Montreal,22,1996,0.7,50,0,10,30,14.3,2.86,45.7,0,2.86,0,0,0,27.1,184.3,81.4,45.7,27,84.4,0,0,Matches
554,Dillon Serna/Dillon-Serna,us USA,DFMF,Colorado,24,1994,6.5,56.8,2.31,17.7,25.2,19.5,2,49.7,0.77,1.54,50,0.92,1,36.9,258.2,132.8,36.5,217,91.6,1.38,0.62,Matches
555,Brandon Servania/Brandon-Servania,us USA,MF,FC Dallas,19,1999,12.4,59,1.85,16.1,32.6,15.2,1.45,58.4,1.05,1.45,72.2,1.05,0,46,248.4,130.3,49.7,545,88.5,1.05,1.29,Matches
556,Jacob Shaffelburg/Jacob-Shaffelburg,ca CAN,MFFW,Toronto FC,19,1999,7.4,36.4,0,3.24,11.8,24.5,6.49,36.1,2.16,3.38,64,2.16,0,30,246.8,169.5,37.4,196,70.8,1.89,2.57,Matches
557,Brek Shea/Brek-Shea,us USA,DF,Atlanta,28,1990,10.1,67.7,2.18,16.9,27,27.7,2.77,58.2,1.19,2.08,57.1,1.29,1,42.3,214.8,133.9,47.4,426,88.9,0.89,0.99,Matches
558,Andre Shinyashiki/Andre-Shinyashiki,br BRA,FWMF,Colorado,23,1995,18.6,44,1.45,7.8,19.2,20.5,5.16,42,2.96,4.25,69.6,3.06,5,32.8,242.2,142.5,39.2,501,68.7,1.94,2.58,Matches
559,Harry Shipp/Harry-Shipp,us USA,FWMF,Seattle,27,1991,15.4,56.8,0.65,10.4,28.9,20.7,2.86,55.2,1.04,1.69,61.5,1.04,1,43.6,177.4,85.1,49.7,658,86,1.04,0.78,Matches
560,Shamit Shome/Shamit-Shome,ca CAN,MF,Montreal,21,1997,18.1,44,1.55,8.78,25.1,12.6,0.99,43.1,0.66,1.16,57.1,0.72,1,30.6,175.2,85.7,34.8,520,82.5,1.49,1.1,Matches
561,Danilo da Silva/Danilo-da-Silva,br BRA,DF,Los Angeles FC,32,1986,2.5,63.6,6.8,30,30.4,5.6,1.2,59.2,1.2,1.2,100,1.2,0,42,206.8,120.4,39.2,96,98,0,0,Matches
562,Luis Silva/Luis-Silva,us USA,FWMF,Seattle,30,1988,2.2,32.7,0,0.91,18.2,14.5,5.91,31.4,0.91,0.91,100,0.91,0,24.5,106.4,28.6,43.6,58,60.4,0.91,1.36,Matches
563,Marcelo Silva/Marcelo-Silva,uy URU,DF,Real Salt Lake,29,1989,14.9,49.9,7.18,34.2,17.8,1.14,0.74,48.5,0.13,0.2,66.7,0.2,0,29,148.9,71.4,30.3,439,97.3,0.13,0.07,Matches
564,Josh Sims/Josh-Sims,eng ENG,FW,NY Red Bulls,21,1997,5.3,56.4,0.57,5.47,19.2,34,7.55,51.9,1.32,4.34,30.4,1.7,2,37.4,219.6,123.6,52.5,197,70.9,2.45,3.21,Matches
565,Seth Sinovic/Seth-Sinovic,us USA,DF,Sporting KC,32,1987,21.2,63.5,3.07,18.1,32.1,18.8,0.71,53.9,0.33,0.47,70,0.33,0,39,234.6,146.5,41.8,815,91.9,0.75,0.28,Matches
566,Pablo Sisniega/Pablo-Sisniega,mx MEX,GK,Los Angeles FC,23,1995,6,30,25,29.3,0.83,0,0,23.3,0,0,,0,0,15,64.2,34,12.5,74,98.7,0,0,Matches
567,Axel Sjöberg/Axel-Sjoberg,se SWE,DFFW,Colorado,27,1991,4.8,50,7.92,33.3,17.5,1.88,1.25,48.8,0.21,0.21,100,0.21,0,29.2,103.8,46,31.9,148,96.7,0,0,Matches
568,Jørgen Skjelvik/Jorgen-Skjelvik,no NOR,DF,LA Galaxy,27,1991,18.7,53.2,4.17,17.6,21.1,17.2,1.98,45.6,0.64,1.18,54.5,0.8,0,30.1,144,99.8,32.4,545,89.9,0.7,0.91,Matches
569,Brad Smith/Brad-Smith,au AUS,DF,Seattle,24,1994,21.9,73.5,3.79,20.5,32.7,26,2.51,65.2,1.23,2.42,50.9,1.46,4,50.5,291.3,184.4,55.4,1079,89,1.92,1.14,Matches
570,Graham Smith/Graham-Smith,us USA,DF,Sporting KC,23,1995,9.8,59.6,10.4,37.8,24.7,1.63,1.12,58.8,0,0,,0,0,40.1,222.3,120.7,44.4,422,97,0.41,0.1,Matches
571,Kyle Smith/Kyle-Smith,us USA,DF,Orlando City,27,1992,15.4,58,4.48,17.8,26,17.5,1.17,51,0.71,1.23,57.9,0.84,1,35,174.4,102.6,34.5,492,92.5,0.78,0.65,Matches
572,Tommy Smith/Tommy-Smith,nz NZL,DF,Colorado,28,1990,26.8,40.9,5.78,24.7,16.7,2.43,1.6,40,0.11,0.11,100,0.11,0,22.3,146.8,89.9,24.3,632,97.2,0.19,0.15,Matches
573,Eduardo Sosa/Eduardo-Sosa,ve VEN,MFFW,Columbus,21,1997,3.6,58.6,0,5,36.7,25.3,1.94,56.4,3.61,4.72,76.5,3.61,1,47.2,410.3,270.6,53.9,166,85.6,2.78,3.06,Matches
574,Caleb Stanko/Caleb-Stanko,us USA,MF,FC Cincinnati,25,1993,16,50,1.69,14.3,32.6,5.69,0.44,48.4,0.38,0.69,54.5,0.38,0,33.9,153.6,72.8,36.8,536,91.2,1.06,0.44,Matches
575,Zack Steffen/Zack-Steffen,us USA,GK,Columbus,23,1995,13,33.2,30.3,33.1,0.23,0,0,23.3,0,0,,0,0,16.1,56.1,32.7,13.5,174,98.9,0,0,Matches
576,Daniel Steres/Daniel-Steres,us USA,DF,LA Galaxy,28,1990,29,53.3,6.62,32.4,21.4,2.86,1.21,51.4,0.17,0.24,71.4,0.21,0,30.9,155.8,85.7,34.9,977,96.6,0.14,0.07,Matches
577,Zoltán Stieber/Zoltan-Stieber,hu HUN,FWMF,D.C. United,30,1988,3.4,56.2,1.47,10.3,24.7,26.8,2.65,52.4,0.59,3.24,18.2,0.88,0,40.9,205.3,109.1,53.5,128,70.3,1.47,1.76,Matches
578,Aljaž Struna/Aljaz-Struna,si SVN,DF,Houston,28,1990,29,50.2,6.1,29.9,24.1,0.86,0.31,47.7,0.17,0.21,83.3,0.17,0,32.6,239.2,155.7,34,972,98.7,0.14,0.17,Matches
579,Brad Stuver/Brad-Stuver,us USA,GK,NYCFC,27,1991,5,39.4,35.4,39.2,0,0.2,0,30.4,0,0,,0,0,21,72.8,34.6,19,95,100,0,0,Matches
580,Scott Sutter/Scott-Sutter,ch SUI,DF,Vancouver,32,1986,10.9,61.1,5.6,22.9,23.7,17.6,1.1,53.6,0.73,1.1,66.7,0.73,0,38.7,166.4,85,38.5,381,90.7,0.73,0.55,Matches
581,Gustav Svensson/Gustav-Svensson,se SWE,MF,Seattle,31,1987,20.1,69.6,3.43,22.1,43.6,7.91,1.09,65.8,0.4,0.7,57.1,0.4,0,42.6,208,104,48.1,918,95,0.5,0.4,Matches
582,Ben Sweat/Ben-Sweat,us USA,DF,NYCFC,27,1991,14.1,64.3,2.55,24.3,29.2,14.3,1.13,57.4,1.63,2.2,74.2,1.63,5,42.2,190.6,103.5,45.8,589,91.2,0.78,0.64,Matches
583,Ballou Tabla/Ballou-Tabla,ca CAN,MFFW,Montreal,19,1999,1.4,54.3,0,5,22.9,31.4,4.29,52.9,2.14,5,42.9,2.86,0,45.7,356.4,222.1,53.6,58,77.3,3.57,1.43,Matches
584,Saphir Taïder/Saphir-Taider,dz ALG,MFFW,Montreal,26,1992,30.3,72.3,1.75,12.1,37.6,29,2.28,66.1,1.95,2.97,65.6,2.01,3,56.6,403.8,171.5,59.9,1615,88.9,1.65,2.05,Matches
585,Ismael Tajouri-Shradi/Ismael-Tajouri-Shradi,ly LBY,FWMF,NYCFC,24,1994,10.4,53.2,0.58,6.73,28.1,23.7,3.17,51.1,1.35,2.31,58.3,1.54,1,41.3,305.5,183.7,47.4,401,81.3,1.73,2.12,Matches
