"Team"	"TotalTackles"	"DribbledPast"	"TotalAttemptedTackles"	"R"	"Interceptions"	"Fouled"	"Fouls"	"Yellow"	"Red"	"CaughtOffside"	"Clearances"	"ShotsBlocked"	"CrossesBlocked"	"PassesBlocked"	"TotalSaves"	"SixYardBoxSaves"	"PenaltyAreaSaves"	"OutOfBoxSaves"	"TotalShots"	"OutOfBoxShots"	"SixYardBoxShots"	"PenaltyAreaShots"	"TotalGoals"	"SixYardBoxGoals"	"PenaltyAreaGoals"	"OutOfBoxGoals"	"Unsuccessful"	"Successful"	"TotalDribbles"	"UnsuccessfulTouches"	"Dispossessed"	"TotalAerial"	"AerialWon"	"AerialLost"	"TotalPasses"	"AccLB"	"InAccLB"	"AccSP"	"InAccSP"	"TotalKeyPasses"	"LongKeyPasses"	"ShortKeyPasses"	"CrossAss"	"CornerAss"	"ThroughballAss"	"FreekickAss"	"OtherAss"	"TotalAss"	"OpenPlayShots"	"CounterShots"	"SetPieceShots"	"PenaltyShots"	"CrossKP"	"CornerKP"	"ThroughballKP"	"FreekickKP"	"ThrowinKP"	"OtherKP"	"League"	"SA"	"Tackles.pg"	"Ints.pg"	"Fouls.pg"	"Offsides"	"GF"	"Discipline"	"Possesion"	"percPass"	"AerialsWon"	"percOppThird"	"percMiddleThird"	"attackMiddle"	"npxG"	"npxGA"	"ppda_coef"	"oppda_coef"	"deep"	"deep_allowed"	"xG_diff"	"xGA_diff"	"xGA"	"xG"	"FastSF"	"FastSA"	"FastGF"	"FastGA"	"FastxG"	"FastxGA"	"FastxGperShot"	"FastxGAperShot"	"NormalSF"	"NormalSA"	"NormalGF"	"NormalGA"	"NormalxG"	"NormalxGA"	"NormalxGperShot"	"NormalxGAperShot"	"StandardSF"	"StandardSA"	"StandardGF"	"StandardGA"	"StandardxG"	"StandardxGA"	"StandardxGperShot"	"StandardxGAperShot"	"SlowSF"	"SlowSA"	"SlowGF"	"SlowGA"	"SlowxG"	"SlowxGA"	"SlowxGperShot"	"SlowxGAperShot"	"GP"	"GA"	"percOutofBoxShots"	"percSixYardBoxShots"	"percPenaltyAreaShots"	"percOutofBoxGoals"	"percSixYardBoxGoals"	"percPenaltyAreaGoals"	"percAerial"	"TotalLB"	"accLB"	"percLB"	"TotalSP"	"accSP"	"percLongKeyPasses"	"percCrossAss"	"percCornerAss"	"percThroughballAss"	"percFreekickAss"	"percSetPieceAss"	"percDribbles"	"percSetPieceShots"	"percCounterShots"	"percLongKP"	"percTBKP"	"percCrossKP"	"percSetPieceKP"	"xGper"	"xGdiffper"	"xGAper"	"xGAdiffper"	"SuccessDA"	"CounterDA"	"npXGAperShot"	"xGshot"
"Bayer Leverkusen"	17.2	9.4	26.6	5	10.4	10.4	11.3	1.5	0.2	2.8	13.8	1.9	0.9	9	3	0.2	1.8	1	15.5	5.2	1.3	9	1.8	0.5	1	0.2	7.5	13.4	20.9	17.4	11.3	31	16.2	14.8	617.8	32.7	29.6	491	64.5	12.4	2.2	10.2	0.4	0.1	0.2	0	0.8	1.5	10.4	1.1	4	0	3.2	1.4	0.5	0.3	0.2	8.2	"Bundesliga"	11	17.2	10.4	11.3	2.8	45	386	59.9	84.8	16.2	26	48	26	46.645782	34.725147	7.78646850399405	15.0983531204124	165	121	2.40355199999999	5.48284699999999	35.482847	47.403552	29	30	5	1	5.69731503911316	5.08605519495904	0.196459139279764	0.169535173165301	238	156	28	23	30.6496508219279	22.8775481628254	0.128780045470285	0.146650949761701	96	77	9	5	11.1369972433895	8.95019531762227	0.116010387951974	0.116236302826263	27	14	3	1	3.46732330834493	0.27653481811285	0.128419381790553	0.0197524870080607	25	30	0.335483870967742	0.0838709677419355	0.580645161290323	0.111111111111111	0.277777777777778	0.555555555555556	0.52258064516129	62.3	0.524879614767255	0.100841696341858	555.5	0.883888388838884	0.17741935483871	0.266666666666667	0.0666666666666667	0.133333333333333	0	0.0666666666666667	0.641148325358852	0.277777777777778	0.105769230769231	0.17741935483871	0.0420168067226891	0.26890756302521	0.137096774193548	1.89614208	-0.0961420799999996	1.41931388	-0.21931388	27.6	0.0398550724637681	3.15683154545454	0.122331747096774
"Wolfsburg"	17.6	10.8	28.4	6	11.2	12	14.3	1.7	0.1	2.4	18.8	2.6	1.9	8.4	3.3	0.2	2.2	0.9	13.9	5.5	0.6	7.8	1.4	0.3	0.8	0.3	7.8	10.5	18.3	16	11.1	39.1	19.6	19.4	417.2	30.9	35.4	284.1	66.8	10.7	2.3	8.4	0.2	0	0.1	0	0.7	1	8.6	0.6	4.5	0.1	3	1.2	0.4	0.7	0.1	6.8	"Bundesliga"	11.6	17.6	11.2	14.3	2.4	34	422	49.1	75.5	19.6	29	43	25	36.732958	25.937584	9.39775044585887	9.9849223230131	149	131	5.00628699999999	-1.78932	28.21068	39.006287	26	18	2	3	2.6891321670264	3.25063204206526	0.103428160270246	0.180590669003626	196	177	21	16	23.0129962805659	15.6404933268204	0.117413246329418	0.0883643690780815	109	82	9	11	11.4754683100618	9.2853985177353	0.105279525780384	0.113236567289455	17	12	2	0	2.12105238251388	0.356447456404567	0.124767787206699	0.0297039547003806	25	30	0.39568345323741	0.0431654676258993	0.561151079136691	0.214285714285714	0.214285714285714	0.571428571428572	0.501278772378517	66.3	0.46606334841629	0.158916586768936	350.9	0.809632373895697	0.214953271028037	0.2	0	0.1	0	0	0.573770491803279	0.343511450381679	0.0697674418604651	0.214953271028037	0.0392156862745098	0.294117647058824	0.177570093457944	1.56025148	-0.20025148	1.1284272	0.0715728000000001	28.8	0.0208333333333333	2.23599862068966	0.112248307913669
"Eintracht Frankfurt"	17.8	11.5	29.2	7	11	10.6	12	1.8	0.1	1.9	15.3	3.1	1.7	8.6	3.6	0	2.1	1.5	15	4.8	1.5	8.7	1.6	0.6	0.9	0	6	9.7	15.7	15.8	8.6	39.8	19.9	19.8	407.1	31.1	34.8	274.2	67.1	11.3	2.6	8.6	0.6	0.2	0	0	0.6	1.2	10	0.5	4.5	0	4.3	1.3	0.2	0.5	0	6.5	"Bundesliga"	13	17.8	11	12	1.9	38	433	48.6	75	19.9	30	44	26	38.6859882	33.343368	11.0445451935448	11.5797953498898	127	118	1.4436882	-6.898942	34.101058	39.4436882	21	22	2	3	2.65320667251945	3.52597708627582	0.126343174881878	0.16027168573981	214	198	21	26	24.0312719331123	20.4368653623387	0.112295663238842	0.103216491728983	108	81	12	10	11.822674845811	9.36317513417453	0.109469211535287	0.115594754742895	20	13	3	2	3.51192512130365	2.07310441881418	0.175596256065182	0.159469570678014	24	41	0.32	0.1	0.58	0	0.375	0.5625	0.5	65.9	0.471927162367223	0.161876688774257	341.3	0.803398769411075	0.230088495575221	0.5	0.166666666666667	0	0	0.166666666666667	0.617834394904459	0.310344827586207	0.05	0.230088495575221	0.0181818181818182	0.390909090909091	0.15929203539823	1.64348700833333	-0.0601536749999999	1.42087741666667	0.287455916666667	28.8	0.0173611111111111	2.56487446153846	0.109565800555556
"FC Koln"	18.4	11.5	29.9	8	13.6	12.5	13.8	2.4	0.1	2.3	20.1	3.2	1.6	8.6	2.5	0	1.2	1.4	13	4.4	1.2	7.4	1.6	0.4	0.9	0.2	5.7	8.2	13.9	16	9	39.9	20.4	19.4	387.6	32.6	32.5	262.1	60.4	9.8	1.4	8.4	0.4	0.1	0.2	0.1	0.6	1.2	8.2	0.7	4.1	0	3	0.8	0.4	0.6	0.1	6.2	"Bundesliga"	13.7	18.4	13.6	13.8	2.3	39	593	46.8	76	20.4	27	45	28	36.739652	34.520413	11.6597116015896	9.74908904967568	136	168	-2.26034799999999	-6.69070399999999	38.309296	36.739652	24	26	7	6	5.33447876386344	4.17212108895183	0.22226994849431	0.160466195728916	182	193	15	23	17.0245269471779	22.6076658265665	0.0935413568526261	0.11713816490449	101	103	15	12	14.2415247568861	10.8346973545849	0.141005195612733	0.105191236452281	17	21	2	4	1.54320607800037	3.09998682886362	0.0907768281176686	0.147618420422077	25	45	0.338461538461538	0.0923076923076923	0.569230769230769	0.125	0.25	0.5625	0.511278195488722	65.1	0.500768049155146	0.167956656346749	322.5	0.812713178294574	0.142857142857143	0.333333333333333	0.0833333333333333	0.166666666666667	0.0833333333333333	0.166666666666667	0.589928057553957	0.333333333333333	0.0853658536585366	0.142857142857143	0.0416666666666667	0.3125	0.142857142857143	1.46958608	0.0904139199999997	1.53237184	0.26762816	32	0.021875	2.51973817518248	0.113045083076923
"Schalke 04"	17	11.4	28.4	9	11.7	11.1	11.4	1.7	0	2.4	18.4	3.6	1	10.4	3.6	0.1	2.2	1.3	11.7	4.6	0.5	6.6	1.3	0.2	0.8	0.2	7.9	11.9	19.8	18.8	12.4	37.2	19	18.2	434.8	28.2	34.4	312	60.2	8.5	1.6	6.9	0.1	0	0	0	0.7	0.8	7.7	0.6	3.4	0	2.2	1	0.3	0.6	0	5.8	"Bundesliga"	14.4	17	11.7	11.4	2.4	33	421	50.8	78.2	19	28	43	24	28.435461	34.320583	10.2140923523443	10.4986463418723	163	139	-3.806769	2.867089	38.867089	29.193231	15	17	4	3	3.94666193798184	2.67139788158238	0.263110795865456	0.157141051857787	177	223	16	17	16.6592374360189	23.0282814400271	0.094119985514231	0.103265836053933	84	104	9	15	9.23179226461798	13.1051767393947	0.1099022888645	0.126011314801872	19	17	4	1	2.76754650752991	1.50352183310315	0.145660342501574	0.0884424607707735	25	36	0.393162393162393	0.0427350427350427	0.564102564102564	0.153846153846154	0.153846153846154	0.615384615384615	0.510752688172043	62.6	0.450479233226837	0.143974241030359	372.2	0.838259000537346	0.188235294117647	0.125	0	0	0	0	0.601010101010101	0.306306306306306	0.0779220779220779	0.188235294117647	0.036144578313253	0.265060240963855	0.188235294117647	1.16772924	0.15227076	1.55468356	-0.11468356	28.7	0.0209059233449477	2.38337381944444	0.099805917948718
"Union Berlin"	16.3	10.4	26.7	10	13	10.5	15.6	2	0.2	1.9	21.7	3.4	1.8	8.4	3.5	0.3	2.1	1.2	12.6	4.7	1	6.8	1.3	0.2	0.8	0.2	5.6	7.9	13.5	15.3	7.9	53.4	28.2	25.2	357.3	30.5	40.7	219.3	66.8	8.7	1.8	7	0.3	0.2	0	0.1	0.5	0.8	7.4	0.5	4.4	0.2	2.8	1	0.1	0.7	0	5.4	"Bundesliga"	14.8	16.3	13	15.6	1.9	32	514	44	69.9	28.2	28	44	24	28.923046	40.660855	12.2922747412421	9.88267613011284	89	161	0.711847999999996	1.934033	42.934033	32.711848	27	27	7	7	5.04416654072702	4.66683080233634	0.18682098298989	0.172845585271716	170	215	9	21	12.7287601241842	23.277771435678	0.0748750595540247	0.108268704351991	100	112	14	10	14.88433452975	14.5266210557893	0.1488433452975	0.129701973712404	19	19	2	3	2.51923615392298	2.32767508272082	0.132591376522262	0.122509214880043	25	41	0.373015873015873	0.0793650793650794	0.53968253968254	0.153846153846154	0.153846153846154	0.615384615384615	0.528089887640449	71.2	0.428370786516854	0.199272320179121	286.1	0.76651520447396	0.206896551724138	0.375	0.25	0	0.125	0.375	0.585185185185185	0.372881355932203	0.0675675675675676	0.206896551724138	0.0120481927710843	0.337349397590361	0.195402298850575	1.30847392	-0.0284739199999999	1.71736132	-0.07736132	29.3	0.0170648464163823	2.74735506756757	0.103847136507937
"Freiburg"	13.6	9.8	23.5	11	9.8	12.9	9.6	1.3	0.1	1.4	21.9	4.7	2	7.5	4	0.1	2.4	1.6	13.4	4.6	1.3	7.5	1.4	0.3	0.7	0.2	5.8	7.4	13.2	15.2	8.3	40.9	19.6	21.3	421	30	35.5	299	56.5	9.7	2	7.7	0.2	0.1	0.1	0.1	0.4	0.8	8.6	0.2	4.4	0.2	3.4	1.1	0.6	0.6	0.1	5.4	"Bundesliga"	17.5	13.6	9.8	9.6	1.4	34	332	49.1	78.1	19.6	26	42	26	30.312468	45.887956	14.1422151134174	11.993073609079	110	174	0.858879000000002	12.431766	47.431766	34.858879	19	22	3	5	3.54926796630025	4.1944766137749	0.186803577173697	0.190658027898859	193	276	14	19	16.317177131772	28.4122892450541	0.0845449592319795	0.102943076974834	111	115	13	9	14.1051490558311	13.9569854168221	0.127073414917398	0.121365090581062	13	23	4	2	3.28741871379316	1.86330281663686	0.252878362599474	0.0810131659407331	25	35	0.343283582089552	0.0970149253731343	0.559701492537313	0.142857142857143	0.214285714285714	0.5	0.47921760391198	65.5	0.458015267175573	0.155581947743468	355.5	0.841068917018284	0.206185567010309	0.25	0.125	0.125	0.125	0.25	0.560606060606061	0.338461538461538	0.0232558139534884	0.206185567010309	0.0638297872340425	0.361702127659574	0.175257731958763	1.39435516	-0.0343551600000001	1.89727064	-0.49727064	23.4	0.00854700854700855	2.62216891428571	0.104056355223881
"Hoffenheim"	16.2	10.5	26.7	12	9.5	12	11	1.9	0	1.9	19.5	3.4	1.6	7.3	3.5	0.1	2.4	1	12.6	4.2	1	7.5	1.4	0.2	0.9	0.2	5.9	8.8	14.8	14	10.6	33.8	17.3	16.4	490	26.8	30.8	374.2	58.2	9.7	2.7	7	0.4	0.2	0.1	0	0.5	1	7.7	0.6	4.3	0.1	3.5	1.4	0.3	0.6	0	5.7	"Bundesliga"	14.9	16.2	9.5	11	1.9	35	470	52	81.8	17.3	24	45	26	34.796646	43.001206	12.3485919611549	13.9446283412315	138	177	1.312199	4.547676	47.547676	36.312199	18	27	1	7	3.72804322838783	7.29924711026251	0.207113512688213	0.270342485565278	179	230	21	27	19.2049169102684	28.5880279038101	0.107290038604851	0.124295773494827	107	99	12	8	14.2736723935232	10.8179285777733	0.133398807416104	0.109272005836094	14	18	1	1	1.33381065074354	2.24634288903326	0.0952721893388246	0.124796827168514	25	43	0.333333333333333	0.0793650793650794	0.595238095238095	0.142857142857143	0.142857142857143	0.642857142857143	0.511834319526627	57.6	0.465277777777778	0.117551020408163	432.4	0.865402405180389	0.278350515463918	0.4	0.2	0.1	0	0.2	0.594594594594595	0.358333333333333	0.0779220779220779	0.278350515463918	0.0315789473684211	0.368421052631579	0.206185567010309	1.45248796	-0.05248796	1.90190704	-0.18190704	25.7	0.0233463035019455	2.88598697986577	0.115276822222222
"Hertha Berlin"	16.6	9.2	25.8	13	12	11	13.1	2	0.1	1.3	22.2	3.4	1.8	7.9	3.7	0.2	2.1	1.4	10.8	3.9	0.6	6.2	1.3	0.1	0.9	0.2	5.3	10.8	16.1	16.2	10.6	36.3	19.7	16.6	398.6	33.4	33.6	272.8	58.7	8	1.5	6.6	0.3	0.1	0	0	0.6	1	7	0.6	3.1	0	2.6	0.8	0.1	0.6	0	5.2	"Bundesliga"	14.1	16.6	12	13.1	1.3	32	513	46.8	76.8	19.7	24	47	26	29.52553	35.113045	14.964632396488	11.0974237854088	111	181	-1.71669999999999	-7.58260100000001	40.417399	30.2833	21	18	1	5	3.75149015337229	4.12197921890765	0.178642388255823	0.22899884549487	171	214	22	25	19.597433806397	21.7884149514139	0.114604876060801	0.101815023137448	74	93	7	15	7.08105380553752	13.8183510839008	0.0956899162910476	0.148584420256998	6	29	2	3	2.13169920444489	3.25467650406063	0.355283200740814	0.112230224277953	25	48	0.361111111111111	0.0555555555555556	0.574074074074074	0.153846153846154	0.0769230769230769	0.692307692307692	0.542699724517906	67	0.498507462686567	0.168088309081786	331.5	0.822926093514329	0.1875	0.3	0.1	0	0	0.1	0.670807453416149	0.306930693069307	0.0857142857142857	0.1875	0.0126582278481013	0.329113924050633	0.175	1.211332	0.0686679999999995	1.61669596	0.30330404	28.6	0.020979020979021	2.49028687943262	0.11216037037037
"Mainz 05"	18.3	9.7	28	14	10.9	10.8	13.6	2	0.1	2	21.1	3.1	1.7	9	3.6	0.2	1.8	1.6	13.6	6	0.7	6.9	1.4	0.2	0.9	0.1	6.4	10.6	17	18.4	10	36	17	19.1	359	24.7	33.6	242.9	57.8	10.1	1.6	8.4	0.2	0.1	0.2	0	0.7	1	8.9	0.6	4.1	0.1	2.8	1	0.4	0.6	0.1	6.6	"Bundesliga"	15.2	18.3	10.9	13.6	2	34	493	44.5	74.5	17	28	43	29	32.077338	44.310848	12.6035008810628	9.21267592156001	125	178	-0.407112000000005	-6.415829	46.584171	33.592888	19	30	4	5	3.73099100589752	4.9268043814227	0.196367947678817	0.16422681271409	211	231	21	29	22.5388653315604	26.4665227429941	0.10681926697422	0.114573691528113	99	109	8	15	7.83103532716632	13.5831904793158	0.0791013669410739	0.124616426415741	14	14	1	4	1.83234162069857	2.82509549614042	0.130881544335612	0.201792535438601	25	53	0.441176470588235	0.0514705882352941	0.507352941176471	0.0714285714285714	0.142857142857143	0.642857142857143	0.472222222222222	58.3	0.423670668953688	0.162395543175487	300.7	0.807781842367808	0.158415841584158	0.2	0.1	0.2	0	0.1	0.623529411764706	0.315384615384615	0.0674157303370786	0.158415841584158	0.0408163265306122	0.285714285714286	0.158415841584158	1.34371552	0.0162844800000002	1.86336684	0.25663316	29.2	0.0205479452054795	2.91518736842105	0.0988026117647059
"Paderborn"	20.4	13.5	33.9	15	10.6	10.2	12.6	2.3	0.1	2	22.4	3.4	2.1	9.6	3.2	0.2	2.2	0.7	12.6	5.6	0.7	6.2	1.2	0.3	0.6	0.2	9.6	12.3	21.9	19.2	10.9	32.2	14.6	17.6	394.2	26	29.3	278.4	60.4	9	2.2	6.8	0.2	0	0	0	0.6	0.9	8	0.7	3.7	0.1	1.7	0.6	0.2	0.4	0.2	6.8	"Bundesliga"	14.7	20.4	10.6	12.6	2	30	582	47	77.2	14.6	27	41	22	26.456856	46.318573	13.7671769162978	8.90505342439271	89	218	-1.269989	-5.40808699999999	48.591913	28.730011	27	23	6	6	5.38626177236438	4.49116547033191	0.199491176754236	0.195268063927474	195	209	18	30	15.9753752010874	30.7417758041993	0.0819250010312177	0.147089836383729	83	124	6	16	8.06121102208272	12.5099435439333	0.0971230243624424	0.100886641483333	9	12	0	2	0.463139009661973	2.07256795093417	0.0514598899624414	0.172713995911181	25	54	0.444444444444444	0.0555555555555556	0.492063492063492	0.166666666666667	0.25	0.5	0.453416149068323	55.3	0.470162748643761	0.140284119736175	338.8	0.82172373081464	0.244444444444444	0.222222222222222	0	0	0	0	0.561643835616438	0.316239316239316	0.0875	0.244444444444444	0.0229885057471264	0.195402298850575	0.111111111111111	1.14920044	0.05079956	1.94367652	0.21632348	31	0.0225806451612903	3.15092333333333	0.0912063841269841
"Augsburg"	15	10.3	25.3	16	13.4	10.6	11.4	1.8	0.1	2.6	22.1	3.4	1.6	7	3	0.2	1.6	1.2	10.9	4.5	0.7	5.7	1.4	0.3	0.8	0.3	6.4	6.6	13	14.7	8.5	32.6	15.2	17.3	308	22	38.6	191.9	55.5	8	1.6	6.3	0.2	0	0.1	0	0.6	1	7.4	0.4	3	0.2	1.9	0.8	0.3	0.4	0.1	5.5	"Bundesliga"	14.3	15	13.4	11.4	2.6	36	462	40.1	69.5	15.2	27	44	23	31.720638	44.421192	16.8523328705052	8.28137079428	111	181	-1.248257	-6.82119599999999	45.178804	34.751743	25	20	7	9	4.91607604362071	5.61711963266134	0.196643041744828	0.280855981633067	167	237	21	34	19.9097596523352	29.7681154361926	0.119220117678654	0.125603862599969	75	86	8	7	9.87054138444364	9.97880886122584	0.131607218459249	0.116032661177045	6	17	0	2	0.562987595796585	2.99581679981202	0.0938312659660975	0.176224517636001	25	52	0.412844036697248	0.0642201834862385	0.522935779816514	0.214285714285714	0.214285714285714	0.571428571428572	0.466257668711656	60.6	0.363036303630363	0.196753246753247	247.4	0.775666936135813	0.2	0.2	0	0.1	0	0	0.507692307692308	0.288461538461538	0.0540540540540541	0.2	0.038961038961039	0.246753246753247	0.15	1.39006972	0.0499302800000001	1.80715216	0.27284784	28.4	0.0140845070422535	3.10637706293706	0.127529332110092
"Fortuna Duesseldorf"	14.8	10.6	25.4	17	10.7	12.6	12.4	2.5	0	1.8	17.2	3.3	2	7	3.7	0.2	2.3	1.2	12.4	6	0.5	5.9	1.1	0.2	0.8	0.1	6.2	8.2	14.5	14.4	7.7	36.3	16.9	19.4	381.1	34.3	32.6	258.2	55.9	8.6	2.2	6.4	0.3	0.1	0.1	0	0.4	0.8	8.2	0.4	3.7	0.1	2.6	0.8	0.2	0.6	0.2	5.4	"Bundesliga"	14.7	14.8	10.7	12.4	1.8	27	630	45.7	76.8	16.9	27	46	24	24.680367	49.240753	16.9782414836901	10.8845435866094	104	167	-0.0462950000000006	2.271764	52.271764	26.953705	20	23	4	4	2.02465322148055	5.13254381623119	0.101232661074027	0.223154078966574	185	213	15	28	15.4048448512331	30.5137856528163	0.0832694316282868	0.143257209637635	93	120	8	13	9.35438430029899	17.2294668853283	0.10058477742257	0.143578890711069	13	14	0	5	0.228256768546999	3.57172215171158	0.0175582129651537	0.255123010836542	25	50	0.483870967741935	0.0403225806451613	0.475806451612903	0.0909090909090909	0.181818181818182	0.727272727272727	0.465564738292011	66.9	0.51270553064275	0.17554447651535	314.1	0.822031200254696	0.255813953488372	0.375	0.125	0.125	0	0.125	0.56551724137931	0.310924369747899	0.0487804878048781	0.255813953488372	0.024390243902439	0.317073170731707	0.162790697674419	1.0781482	0.00185180000000003	2.09087056	-0.0908705599999999	25.5	0.0156862745098039	3.34971108843537	0.086947435483871
"Werder Bremen"	15.5	10.2	25.7	18	12.1	13	12.6	2.1	0.1	1.5	21	3.6	2.4	6.9	3.1	0.1	1.7	1.3	12.9	5.2	0.6	7.1	1.1	0.2	0.6	0.2	5.9	7.7	13.6	16.8	10.7	36.7	17.2	19.5	448.7	26.5	30.3	327.1	64.8	9.6	1.8	7.9	0.3	0.1	0.1	0	0.4	0.8	9.2	0.4	3.2	0.2	2.6	1	0.1	0.5	0	6.7	"Bundesliga"	15.2	15.5	12.1	12.6	1.5	27	503	49.1	78.8	17.2	25	45	29	22.589332	41.60876	13.3332544420243	11.2383964930523	131	144	-0.621944999999993	-12.63347	42.36653	26.378055	19	25	2	7	1.41967514622957	5.67031563911587	0.0747197445383982	0.226812625564635	199	230	17	28	16.2639868156984	27.2376292366534	0.0817285769633088	0.118424474941972	82	93	7	17	9.83548168558627	11.2505571171641	0.119944898604711	0.120973732442625	11	20	1	3	1.26113551482558	1.87807342223823	0.114648683165962	0.0939036711119115	24	55	0.403100775193798	0.0465116279069767	0.550387596899225	0.181818181818182	0.181818181818182	0.545454545454545	0.46866485013624	56.8	0.466549295774648	0.126587920659684	391.9	0.834651696861444	0.1875	0.375	0.125	0.125	0	0.125	0.566176470588235	0.258064516129032	0.0434782608695652	0.1875	0.0106382978723404	0.276595744680851	0.15625	1.099085625	0.0259143749999997	1.76527208333333	0.526394583333333	27.6	0.0144927536231884	2.73741842105263	0.0852004360465116
"Real Madrid"	16	10.6	26.6	1	10.7	11.9	12.9	2	0.1	2.1	14.2	2	1.9	7.2	1.9	0.1	1.3	0.4	16.1	6.4	1.3	8.4	1.8	0.3	1.3	0.2	7.4	12.5	19.9	14.4	8.3	27.3	15.9	11.4	562.6	40.3	22.2	446.5	53.6	12.6	2.3	10.3	0.3	0	0	0.1	1	1.4	11.5	0.4	4	0.2	3.2	0.9	0.5	0.4	0.1	8.6	"La Liga"	8.6	16	10.7	12.9	2.1	49	544	56.4	86.5	15.9	32	43	24	49.024895	23.874654	9.14931671234239	14.919691891971	255	101	4.48442500000001	6.36121	25.36121	53.484425	12	13	2	3	3.23138434439898	2.29923993349075	0.269282028699915	0.176864610268519	284	141	31	9	35.3697407161817	13.6184714655392	0.124541340549936	0.0965849040109162	112	65	13	6	14.7785236071795	7.87399602588266	0.131951103635531	0.121138400398195	27	12	3	1	1.77275786735117	1.6625233059749	0.0656576987907842	0.138543608831242	27	19	0.397515527950311	0.0807453416149068	0.521739130434783	0.111111111111111	0.166666666666667	0.722222222222222	0.582417582417582	62.5	0.6448	0.111091361535727	500.1	0.892821435712857	0.182539682539683	0.214285714285714	0	0	0.0714285714285714	0.0714285714285714	0.628140703517588	0.258064516129032	0.0347826086956522	0.182539682539683	0.040650406504065	0.260162601626016	0.103174603174603	1.98090462962963	-0.166089814814815	0.939304074074074	-0.23560037037037	26.7	0.0149812734082397	2.77612255813954	0.123037554635381
"Barcelona"	14.7	7.5	22.2	2	9.1	13.6	11.2	2.3	0.2	2.4	13.4	2.3	1.2	5.7	2.1	0.1	1	0.9	12.7	4.2	0.7	7.8	2.3	0.2	1.7	0.4	6.9	14	20.9	12.7	9.4	21.9	11.8	10	684.3	30.1	17	574.5	62.7	10	0.9	9.1	0.1	0	0.4	0.1	1.1	1.7	9.8	0.5	2.3	0.1	1.1	0.5	0.9	0.3	0	7.8	"La Liga"	9.9	14.7	9.1	11.2	2.4	63	625	62.1	88.4	11.8	30	44	31	48.835934	23.819069	8.30937279943921	16.2876676443069	317	107	-11.190959	-3.46452899999999	27.535471	51.809041	16	15	3	3	3.10426902864128	1.56824192591012	0.19401681429008	0.104549461727341	238	170	42	18	39.5676959496923	16.023187823128	0.166250823318035	0.0942540460183997	67	63	14	9	8.40507174562663	9.23718963749707	0.125448832024278	0.146622057738049	23	19	4	1	1.60550892725587	0.867911051027477	0.0698047359676465	0.0456795290014461	27	31	0.330708661417323	0.0551181102362205	0.614173228346457	0.173913043478261	0.0869565217391304	0.739130434782609	0.538812785388128	47.1	0.639065817409766	0.0688294607628233	637.2	0.901600753295668	0.09	0.0588235294117647	0	0.235294117647059	0.0588235294117647	0.0588235294117647	0.669856459330144	0.190082644628099	0.0510204081632653	0.09	0.0918367346938775	0.112244897959184	0.08	1.91885337037037	0.414479962962963	1.01983225925926	0.128315888888889	23.8	0.0210084033613445	2.40596656565657	0.151090816564596
"Sevilla"	16	10.3	26.3	3	8.9	12.3	14.3	2.7	0	2.6	18.1	2.1	1.4	6.5	1.9	0.1	0.9	0.9	13.1	3.8	1.1	8.2	1.4	0.4	0.9	0.1	7.1	11.2	18.4	14.5	9.3	40	20.4	19.7	508.7	39.4	31.1	378.7	59.5	9.6	2.4	7.2	0.2	0.1	0.1	0.1	0.6	1	8.4	0.6	4	0.1	3.6	1.1	0.4	0.3	0	5.4	"La Liga"	9.8	16	8.9	14.3	2.6	39	741	55.7	82.2	20.4	29	43	23	38.240256	24.939701	7.93737443929091	11.981766721326	177	109	2.21322600000001	-1.07177300000001	27.928227	41.213226	21	13	5	3	3.56290726969019	2.15355497226119	0.169662250937628	0.165658074789322	206	156	19	14	23.7460633991286	16.1099023278803	0.115272152422954	0.103268604665899	111	78	13	10	13.0671965489164	8.30538330134004	0.117722491431679	0.106479273094103	16	17	2	2	2.43392897164449	1.73483755299821	0.152120560727781	0.102049267823424	27	29	0.290076335877863	0.083969465648855	0.625954198473282	0.0714285714285714	0.285714285714286	0.642857142857143	0.51	70.5	0.55886524822695	0.138588559072145	438.2	0.864217252396166	0.25	0.2	0.1	0.1	0.1	0.2	0.608695652173913	0.32258064516129	0.0714285714285714	0.25	0.0425531914893617	0.382978723404255	0.145833333333333	1.52641577777778	-0.0819713333333335	1.03437877777778	0.0396952962962966	24.9	0.0240963855421687	2.54486744897959	0.116520288379983
