"","Player","Nation","Pos","Squad","Matches","League","Rk","Age","Born","MatchesPlayed","Starts","Min","Gls","Ast","PK","PKatt","CrdY","CrdR","xG","npxG","xA","Sh","SoT","FK","SoTperc","GperSh","GperSoT","npxGperSh","G-xG","np:G-xG","PassCmp","PassAtt","PassCmpperc","PassTotDist","PassPrgDist","SPassCmp","SPassAtt","SPassCmpperc","MPassCmp","MPassAtt","MPassCmpperc","LPassCmp","LPassAtt","LPassCmpperc","A-xA","KP","PassF3","PPA","CrsPA","ProgPasses","Att","PassLive","PassDead","PassFK","PassTB","PassPress","PassSw","PassCrs","PassCK","CKIn","CKOut","CKStr","PassGround","PassLow","PassHigh","PassLeft","PassRight","PassHead","PassTI","PassOther","PassOff","PassOut","PassInt","PassBlocks","SCA","SCAPassLive","SCAPassDead","SCADrib","SCASh","SCAFld","GCA","GCAPassLive","GCAPassDead","GCADrib","GCASh","GCAFld","GCAOG","TklTkl","TklTklW","TklDef3rd","TklMid3rd","TklAtt3rd","vDribTkl","vDribAtt","vDribTklperc","vDribPast","Press","PressSucc","Pressperc","PressDef3rd","PressMid3rd","PressAtt3rd","Blocks","BlockSh","BlockShSv","BlockPass","Int","Clr","Err","Touches","TouchesDefPen","TouchesDef3rd","TouchesMid3rd","TouchesAtt3rd","TouchesAttPen","TouchesLive","DribSucc","DribAtt","DribSuccperc","Drib#Pl","DribMegs","Carries","CarryTotDist","CarryPrgDist","Targ","Rec","Recperc","Miscon","Dispos","2CrdY","Fls","Fld","Off","Crs","TklW","PKwon","PKcon","OG","Recov","AerWon","AerLost","AerWonperc"
"3","David Abraham","ar ARG","DF","Eint Frankfurt","Matches","Bundesliga",0.106635071090047,33,1986,20,19,1688,0.106635071090047,0,0,0,0.106635071090047,0.0533175355450237,0.0746445497630332,0.0746445497630332,0.00533175355450237,0.373222748815166,0.213270142180095,0,57.1,0.29,0.5,0.2,0.0319905213270142,0.0319905213270142,39.5616113744076,47.7725118483412,82.8,887.150473933649,324.117298578199,0.319905213270142,0.853080568720379,37.5,25.7523696682464,29.164691943128,88.3,13.489336492891,17.7547393364929,76,-0.00533175355450237,0.106635071090047,3.99881516587678,0.373222748815166,0,5.75829383886256,47.7725118483412,44.946682464455,2.82582938388626,1.22630331753554,0,7.25118483412322,1.75947867298578,0.479857819905213,0,0,0,0,30.9241706161137,7.14454976303317,9.70379146919431,5.91824644549763,35.8827014218009,2.55924170616114,1.59952606635071,0.319905213270142,0.0533175355450237,1.06635071090047,0.853080568720379,0.42654028436019,0.586492890995261,0.533175355450237,0,0,0.0533175355450237,0,0,0,0,0,0,0,0,1.59952606635071,1.17298578199052,0.959715639810427,0.533175355450237,0.106635071090047,0.853080568720379,1.81279620853081,47.1,0.959715639810427,10.6635071090047,3.99881516587678,37.5,5.81161137440758,4.15876777251185,0.693127962085308,1.65284360189573,0.746445497630332,0.0533175355450237,0.906398104265403,1.22630331753554,4.63862559241706,0.0533175355450237,57.1563981042654,5.75829383886256,25.6457345971564,31.3507109004739,4.63862559241706,0.586492890995261,54.4372037914692,0.479857819905213,0.586492890995261,81.8,0.586492890995261,0.0533175355450237,35.2962085308057,219.721563981043,125.402843601896,34.0699052132701,33.0035545023697,96.9,0.319905213270142,0.106635071090047,0,0.746445497630332,0.639810426540284,0,0.479857819905213,1.17298578199052,0,0,0,11.9431279620853,2.71919431279621,1.70616113744076,61.4
"4","Amir Abrashi","al ALB","MF","Freiburg","Matches","Bundesliga",0.407239819004525,29,1990,13,8,663,0,0,0,0,0.407239819004525,0,0.0542986425339367,0.0542986425339367,0.0135746606334842,0.678733031674208,0.271493212669683,0,40,0,0,0.08,-0.0542986425339367,-0.0542986425339367,40.4524886877828,46.4253393665158,87.1,638.68778280543,139.547511312217,1.49321266968326,2.98642533936652,50,35.0226244343891,38.0090497737557,92.1,3.93665158371041,5.42986425339367,72.5,-0.0135746606334842,0.542986425339367,2.57918552036199,0.678733031674208,0.407239819004525,3.2579185520362,46.4253393665158,43.9819004524887,2.44343891402715,1.6289592760181,0,8.28054298642534,0.135746606334842,0.950226244343891,0,0,0,0,35.5656108597285,6.10859728506787,4.75113122171946,3.39366515837104,40.4524886877828,1.22171945701357,0.135746606334842,0.271493212669683,0,0.542986425339367,0.678733031674208,1.49321266968326,1.35746606334842,1.08597285067873,0.135746606334842,0.135746606334842,0,0,0,0,0,0,0,0,0,3.12217194570136,1.76470588235294,1.49321266968326,1.49321266968326,0.135746606334842,0.950226244343891,2.30769230769231,41.2,1.35746606334842,22.262443438914,5.70135746606335,25.6,9.09502262443439,11.2669683257919,1.90045248868778,2.57918552036199,0.407239819004525,0,2.17194570135747,0.950226244343891,2.03619909502262,0.135746606334842,59.4570135746606,2.85067873303167,19.0045248868778,34.8868778280543,8.68778280542987,0.407239819004525,57.420814479638,0.950226244343891,1.49321266968326,63.6,0.950226244343891,0,39.6380090497738,200.769230769231,77.7828054298643,39.0950226244344,35.4298642533937,90.6,1.22171945701357,0.950226244343891,0,2.30769230769231,1.6289592760181,0,0.950226244343891,1.76470588235294,0,0,0,11.6742081447964,1.6289592760181,1.35746606334842,54.5
"5","Tyler Adams","us USA","DF,MF","RB Leipzig","Matches","Bundesliga",0.377754459601259,20,1999,14,10,953,0,0,0,0,0,0,0.0472193074501574,0.0472193074501574,0.0566631689401889,0.661070304302204,0.0944386149003148,0,14.3,0,0,0.07,-0.0472193074501574,-0.0472193074501574,56.1909758656873,66.0125918153201,85.1,924.837355718783,250.545645330535,1.13326337880378,2.73871983210913,41.4,46.6526757607555,52.3189926547744,89.2,8.40503672612802,10.9548793284365,76.7,-0.0566631689401889,0.566631689401889,2.83315844700944,0.755508919202518,0.18887722980063,4.91080797481637,66.0125918153201,58.5519412381952,7.46065057712487,1.98321091290661,0.0944386149003148,7.55508919202518,0.377754459601259,0.944386149003148,0,0,0,0,45.2360965372508,11.8992654774397,8.87722980062959,6.89401888772298,49.485834207765,3.11647429171039,5.47743966421826,0.18887722980063,0.0944386149003148,0.755508919202518,1.79433368310598,1.69989506820567,1.69989506820567,1.32214060860441,0.0944386149003148,0,0.18887722980063,0.0944386149003148,0.18887722980063,0.0944386149003148,0,0,0,0.0944386149003148,0,2.17208814270724,1.13326337880378,1.22770199370409,0.755508919202518,0.18887722980063,0.849947534102833,2.83315844700944,30,1.98321091290661,18.3210912906611,5.66631689401889,30.9,7.46065057712487,8.3105981112277,2.5498426023085,2.07764952780693,0.0944386149003148,0,1.98321091290661,1.22770199370409,1.51101783840504,0,76.7785939139559,1.8887722980063,19.4543546694648,42.7806925498426,18.5099685204617,1.22770199370409,69.601259181532,0.566631689401889,1.03882476390346,54.5,0.566631689401889,0,47.3137460650577,234.585519412382,105.582371458552,56.8520461699895,52.3189926547744,92,0.849947534102833,1.22770199370409,0,0.849947534102833,1.51101783840504,0,0.944386149003148,1.13326337880378,0,0,0,10.0104931794334,0.944386149003148,1.51101783840504,38.5
"6","Sargis Adamyan","am ARM","FW,MF","Hoffenheim","Matches","Bundesliga",0.603217158176944,26,1993,15,6,746,0.603217158176944,0.120643431635389,0,0,0.120643431635389,0,0.506702412868633,0.506702412868633,0.0723860589812332,2.41286863270777,1.20643431635389,0,50,0.25,0.5,0.21,0.096514745308311,0.096514745308311,16.8900804289544,23.0428954423592,73.3,242.252010723861,51.7560321715818,0.482573726541555,1.93029490616622,25,14.3565683646113,18.0965147453083,79.3,2.05093833780161,3.01608579088472,68,0.0482573726541555,0.844504021447721,0.603217158176944,0.482573726541555,0.241286863270777,2.05093833780161,23.0428954423592,21.5951742627346,1.44772117962466,0,0,5.06702412868633,0.361930294906166,1.32707774798928,0,0,0,0,13.1501340482574,5.91152815013405,3.98123324396783,3.37801608579088,15.9249329758713,1.20643431635389,0.723860589812332,0.603217158176944,0,0.120643431635389,0.241286863270777,1.68900804289544,2.41286863270777,1.93029490616622,0,0.120643431635389,0.120643431635389,0.241286863270777,0.482573726541555,0.361930294906166,0,0,0,0.120643431635389,0,1.20643431635389,0.482573726541555,0.241286863270777,0.603217158176944,0.361930294906166,0.482573726541555,2.89544235924933,16.7,2.41286863270777,25.2144772117962,5.42895442359249,21.5,3.98123324396783,11.2198391420912,10.0134048257373,0.603217158176944,0.120643431635389,0,0.482573726541555,0.241286863270777,0.603217158176944,0,37.2788203753351,0.844504021447721,3.49865951742627,16.1662198391421,19.7855227882038,5.54959785522788,35.8310991957105,1.32707774798928,2.89544235924933,45.8,1.56836461126005,0,24.8525469168901,191.943699731903,100.616621983914,48.739946380697,25.5764075067024,52.5,3.01608579088472,2.41286863270777,0,1.44772117962466,0.844504021447721,0.844504021447721,1.32707774798928,0.482573726541555,0.120643431635389,0,0,5.67024128686327,1.68900804289544,4.82573726541555,25.9
"7","Manuel Akanji","ch SUI","DF","Dortmund","Matches","Bundesliga",0.233867475097445,24,1995,29,25,2309,0,0.0389779125162408,0,0,0.0779558250324816,0,0.0272845387613686,0.0272845387613686,0.0272845387613686,0.389779125162408,0.0779558250324816,0,20,0,0,0.07,-0.0272845387613686,-0.0272845387613686,68.8739714161975,75.1883932438285,91.6,1439.06453009961,467.656994369857,0.311823300129926,0.97444781290602,32,48.3326115201386,50.827197921178,95.1,20.229536595929,23.3867475097445,86.5,0.0116933737548722,0.116933737548722,4.0147249891728,0.0779558250324816,0,3.39107838891295,75.1883932438285,72.3819835426592,2.80640970116934,1.52013858813339,0.0779558250324816,8.84798614118666,1.79298397574708,0.0779558250324816,0,0,0,0,61.8189692507579,6.7821567778259,6.58726721524469,17.4621048072759,52.8930272845388,2.57254222607189,1.28627111303595,0.0779558250324816,0.0779558250324816,1.0524036379385,0.389779125162408,0.701602425292334,0.389779125162408,0.350801212646167,0.0389779125162408,0,0,0,0.116933737548722,0.116933737548722,0,0,0,0,0,1.7150281507146,0.896491987873538,1.13035946297098,0.50671286271113,0.0779558250324816,0.662624512776094,1.16933737548722,56.7,0.50671286271113,8.6920744911217,3.35210047639671,38.6,5.02815071459506,3.23516673884799,0.428757037678649,1.36422693806843,0.428757037678649,0,0.935469900389779,1.24729320051971,3.31312256388047,0.116933737548722,84.2312689475964,9.15980944131659,44.668687743612,42.3689909051537,3.19618882633175,0.584668687743612,81.580770896492,0.311823300129926,0.46773495019489,66.7,0.350801212646167,0.0389779125162408,61.9359029883066,355.712429623213,181.909917713296,65.5998267648333,64.586401039411,98.5,0.389779125162408,0.233867475097445,0,0.428757037678649,0.896491987873538,0,0.0779558250324816,0.896491987873538,0,0,0.0389779125162408,9.00389779125162,1.59809441316587,1.20831528800346,56.9
"8","Kevin Akpoguma","de GER","DF","Hoffenheim","Matches","Bundesliga",0.551663747810858,24,1995,18,12,1142,0,0,0,0,0.157618213660245,0,0.00788091068301226,0.00788091068301226,0,0.157618213660245,0,0,0,0,NA,0.06,-0.00788091068301226,-0.00788091068301226,51.9352014010508,59.4220665499124,87.4,996.935201401051,288.677758318739,0.31523642732049,0.709281961471103,44.4,40.8231173380035,43.9754816112084,92.8,10.7968476357268,14.7373029772329,73.3,0,0.0788091068301226,1.97022767075306,0.0788091068301226,0,2.28546409807356,59.4220665499124,57.2942206654991,2.12784588441331,0.945709281961471,0.0788091068301226,8.74781085814361,0.31523642732049,0.236427320490368,0,0,0,0,47.7583187390543,5.43782837127846,6.22591943957968,7.3292469352014,48.7828371278459,1.33975481611208,1.18213660245184,0.0788091068301226,0,1.26094570928196,0.551663747810858,0.236427320490368,0.31523642732049,0.31523642732049,0,0,0,0,0,0,0,0,0,0,0,2.12784588441331,0.866900175131349,1.49737302977233,0.630472854640981,0,1.18213660245184,2.52189141856392,46.9,1.33975481611208,13.3187390542907,4.41330998248687,33.1,8.353765323993,4.25569176882662,0.709281961471103,2.4430823117338,0.788091068301226,0,1.65499124343257,0.945709281961471,5.28021015761821,0.0788091068301226,71.5586690017513,11.584938704028,41.5323992994746,32.0753064798599,2.4430823117338,0.0788091068301226,69.5096322241681,0.236427320490368,0.31523642732049,75,0.236427320490368,0,49.0192644483363,243.835376532399,132.556917688266,50.2014010507881,48.7828371278459,97.2,0.236427320490368,0.866900175131349,0,0.630472854640981,1.02451838879159,0.0788091068301226,0.236427320490368,0.866900175131349,0,0.0788091068301226,0.0788091068301226,9.53590192644483,1.65499124343257,2.04903677758319,44.7
"9","David Alaba","at AUT","DF","Bayern Munich","Matches","Bundesliga",0.288230584467574,27,1992,28,27,2498,0.0360288230584468,0.0360288230584468,0,0,0,0,0.0252201761409127,0.0252201761409127,0.0684547638110488,0.648518815052042,0.252201761409127,0.216172938350681,38.9,0.06,0.14,0.04,0.010808646917534,0.010808646917534,81.0648518815052,89.2794235388311,90.8,1697.93034427542,559.671737389912,0.720576461168935,1.33306645316253,54.1,56.6733386709368,59.9519615692554,94.5,23.6709367493995,27.9943955164131,84.6,-0.0324259407526021,0.648518815052042,10.5924739791833,0.864691753402722,0.252201761409127,8.64691753402722,89.2794235388311,85.568454763811,3.71096877502002,1.58526821457166,0.252201761409127,9.4755804643715,1.87349879903923,1.00880704563651,0.144115292233787,0,0.0360288230584468,0,69.8238590872698,10.1961569255404,9.25940752602082,74.9759807846277,9.9439551641313,1.65732586068855,1.98158526821457,0.216172938350681,0.0360288230584468,0.756605284227382,0.720576461168935,0.936749399519616,1.36909527622098,1.18895116092874,0.0720576461168935,0.0360288230584468,0.0720576461168935,0,0.0720576461168935,0.0360288230584468,0.0360288230584468,0,0,0,0,0.972778222578062,0.612489991993595,0.360288230584468,0.612489991993595,0,0.360288230584468,0.864691753402722,41.7,0.504403522818255,7.45796637309848,2.84627702161729,38.2,2.81024819855885,3.9271417133707,0.720576461168935,1.44115292233787,0.396317053642914,0,1.04483586869496,1.0808646917534,2.34187349879904,0,95.9087269815853,6.98959167333867,38.4787830264211,57.2858286629303,8.9351481184948,0.504403522818255,92.0536429143315,0.216172938350681,0.360288230584468,60,0.252201761409127,0,72.9943955164131,504.295436349079,276.305044035228,75.6244995996797,74.5076060848679,98.5,0.324259407526021,0.144115292233787,0,0.360288230584468,0.252201761409127,0.0360288230584468,1.00880704563651,0.612489991993595,0,0,0,11.8174539631705,0.792634107285829,0.972778222578062,44.9
"10","Lucas Alario","ar ARG","FW","Leverkusen","Matches","Bundesliga",0.689948892674617,26,1992,24,11,1174,0.536626916524702,0.0766609880749574,0.0766609880749574,0.0766609880749574,0.459965928449744,0,0.528960817717206,0.475298126064736,0.168654173764906,3.603066439523,1.37989778534923,0,38.3,0.13,0.33,0.13,0.00766609880749574,-0.0153321976149915,17.4020442930153,23.6115843270869,73.7,257.044293015332,28.747870528109,1.30323679727428,2.45315161839864,53.1,13.4923339011925,17.7086882453152,76.2,2.60647359454855,3.44974446337308,75.6,-0.0919931856899489,1.14991482112436,0.459965928449744,0.689948892674617,0,0.996592844974446,23.6115843270869,21.3117546848382,2.29982964224872,0.229982964224872,0.30664395229983,7.05281090289608,0.689948892674617,0.30664395229983,0,0,0,0,14.335604770017,5.97955706984668,3.29642248722317,2.45315161839864,17.4787052810903,1.45655877342419,0.153321976149915,0.689948892674617,0.153321976149915,0.229982964224872,1.14991482112436,0.613287904599659,2.29982964224872,1.60988074957411,0,0.153321976149915,0.536626916524702,0,0.229982964224872,0.0766609880749574,0,0,0.153321976149915,0,0,0.536626916524702,0.153321976149915,0.0766609880749574,0.229982964224872,0.229982964224872,0.229982964224872,0.766609880749574,30,0.536626916524702,14.1822827938671,3.90971039182283,27.6,0.383304940374787,5.51959114139693,8.2793867120954,0.689948892674617,0.153321976149915,0,0.536626916524702,0.0766609880749574,0.383304940374787,0,35.7240204429302,0.459965928449744,1.99318568994889,16.9420783645656,18.8586030664395,6.82282793867121,33.4241908006814,1.22657580919932,1.60988074957411,76.2,1.30323679727428,0.0766609880749574,21.7717206132879,103.032367972743,34.4207836456559,50.2129471890971,26.7546848381601,53.3,2.75979557069847,1.60988074957411,0,1.76320272572402,0.996592844974446,1.37989778534923,0.30664395229983,0.153321976149915,0,0,0,3.75638841567291,2.60647359454855,3.90971039182283,40
"11","Paco Alcácer","es ESP","FW","Dortmund","Matches","Bundesliga",1.69811320754717,25,1993,11,6,530,0.849056603773585,0.169811320754717,0,0,0,0,0.628301886792453,0.628301886792453,0.169811320754717,2.54716981132075,1.18867924528302,0,46.7,0.33,0.71,0.25,0.220754716981132,0.220754716981132,14.2641509433962,19.0188679245283,75,192.396226415094,31.5849056603774,0.679245283018868,1.35849056603774,50,12.7358490566038,15.622641509434,81.5,0.849056603773585,2.0377358490566,41.7,0,0.849056603773585,0.339622641509434,0.339622641509434,0,1.18867924528302,19.0188679245283,16.1320754716981,2.88679245283019,0,0,2.54716981132075,0.509433962264151,0.339622641509434,0.169811320754717,0,0,0,10.5283018867925,5.43396226415094,3.05660377358491,2.54716981132075,14.4339622641509,1.18867924528302,0,0.509433962264151,0,0.679245283018868,1.35849056603774,0.339622641509434,2.37735849056604,1.69811320754717,0.169811320754717,0.339622641509434,0,0.169811320754717,0.509433962264151,0.339622641509434,0.169811320754717,0,0,0,0,0.339622641509434,0.339622641509434,0,0.339622641509434,0,0.169811320754717,1.35849056603774,12.5,1.18867924528302,14.9433962264151,3.73584905660377,25,0.679245283018868,6.62264150943396,7.64150943396226,0.509433962264151,0.169811320754717,0,0.339622641509434,0.169811320754717,0.339622641509434,0,28.3584905660377,0.339622641509434,1.35849056603774,12.3962264150943,15.1132075471698,5.26415094339623,25.4716981132075,0.679245283018868,1.18867924528302,57.1,0.849056603773585,0.169811320754717,14.4339622641509,42.9622641509434,19.0188679245283,39.2264150943396,19.6981132075472,50.2,2.20754716981132,1.35849056603774,0,0.339622641509434,0.509433962264151,1.18867924528302,0.339622641509434,0.339622641509434,0,0,0,2.88679245283019,0.679245283018868,2.54716981132075,21.1
"12","Thiago Alcántara","es ESP","MF","Bayern Munich","Matches","Bundesliga",0.559006211180124,28,1991,24,20,1771,0.152456239412761,0,0,0,0.355731225296443,0,0.121964991530209,0.121964991530209,0.0508187464709204,0.965556182947487,0.406549971767363,0,42.1,0.16,0.38,0.13,0.0304912478825522,0.0304912478825522,83.8001129305477,93.5064935064935,89.6,1756.54997176736,445.477131564088,1.52456239412761,2.59175607001694,58.8,58.5940146809712,63.4726143421796,92.3,23.6815358554489,27.442123094297,86.3,-0.0508187464709204,1.11801242236025,9.40146809712027,0.914737436476567,0.0508187464709204,10.4686617730096,93.5064935064935,90.3049124788255,3.20158102766798,2.79503105590062,0.101637492941841,16.9734613212874,4.52286843591191,0.355731225296443,0.152456239412761,0.0508187464709204,0.0508187464709204,0.0508187464709204,63.9808018068888,15.0931677018634,14.4325239977414,6.40316205533597,82.9361942405421,2.4901185770751,0.203274985883682,0.304912478825522,0.254093732354602,1.16883116883117,1.21964991530209,1.11801242236025,2.84584980237154,2.2360248447205,0.254093732354602,0.152456239412761,0.152456239412761,0.0508187464709204,0.406549971767363,0.304912478825522,0,0.101637492941841,0,0,0,2.7442123094297,1.93111236589497,0.965556182947487,1.47374364765669,0.304912478825522,0.711462450592885,2.03274985883682,35,1.32128740824393,14.8390739695088,5.13269339356296,34.6,3.45567476002259,8.4867306606437,2.89666854884246,1.06719367588933,0.203274985883682,0,0.863918690005647,2.33766233766234,0.965556182947487,0.0508187464709204,102.552230378317,2.4901185770751,20.2258610954263,70.4347826086957,17.7865612648221,1.32128740824393,99.7063805759458,2.9983060417843,3.55731225296443,84.3,3.09994353472614,0,78.0575945793337,359.085262563523,172.631281761717,80.0903444381705,76.9904009034444,96.1,0.660643704121965,1.01637492941841,0,1.21964991530209,0.711462450592885,0,0.355731225296443,1.93111236589497,0,0,0,15.4997176736307,1.47374364765669,1.93111236589497,43.3
