"","Player","Nation","Pos","Squad","Matches","League","Rk","Age","Born","MatchesPlayed","Starts","Min","Gls","Ast","PK","PKatt","CrdY","CrdR","xG","npxG","xA","Sh","SoT","FK","SoTperc","GperSh","GperSoT","npxGperSh","G-xG","np:G-xG","PassCmp","PassAtt","PassCmpperc","PassTotDist","PassPrgDist","SPassCmp","SPassAtt","SPassCmpperc","MPassCmp","MPassAtt","MPassCmpperc","LPassCmp","LPassAtt","LPassCmpperc","A-xA","KP","PassF3","PPA","CrsPA","ProgPasses","Att","PassLive","PassDead","PassFK","PassTB","PassPress","PassSw","PassCrs","PassCK","CKIn","CKOut","CKStr","PassGround","PassLow","PassHigh","PassLeft","PassRight","PassHead","PassTI","PassOther","PassOff","PassOut","PassInt","PassBlocks","SCA","SCAPassLive","SCAPassDead","SCADrib","SCASh","SCAFld","GCA","GCAPassLive","GCAPassDead","GCADrib","GCASh","GCAFld","GCAOG","TklTkl","TklTklW","TklDef3rd","TklMid3rd","TklAtt3rd","vDribTkl","vDribAtt","vDribTklperc","vDribPast","Press","PressSucc","Pressperc","PressDef3rd","PressMid3rd","PressAtt3rd","Blocks","BlockSh","BlockShSv","BlockPass","Int","Clr","Err","Touches","TouchesDefPen","TouchesDef3rd","TouchesMid3rd","TouchesAtt3rd","TouchesAttPen","TouchesLive","DribSucc","DribAtt","DribSuccperc","Drib#Pl","DribMegs","Carries","CarryTotDist","CarryPrgDist","Targ","Rec","Recperc","Miscon","Dispos","2CrdY","Fls","Fld","Off","Crs","TklW","PKwon","PKcon","OG","Recov","AerWon","AerLost","AerWonperc"
"2","David Abraham","ar ARG","DF","Eint Frankfurt","Matches","Bundesliga",0.0390964378801043,31,1986,27,27,2302,0,0.0781928757602085,0,0,0.117289313640313,0,0.0195482189400521,0.0195482189400521,0.0156385751520417,0.430060816681147,0.0390964378801043,0,9.1,0,0,0.04,-0.0195482189400521,-0.0195482189400521,42.2241529105126,51.2945264986968,82.3,981.125108601216,310.308427454387,0.351867940920938,0.54735013032146,64.3,26.1946133796698,29.4005212858384,89.1,15.6776715899218,21.3466550825369,73.4,0.0625543006081668,0.234578627280626,2.58036490008688,0.117289313640313,0.0781928757602085,3.79235447437011,51.2945264986968,49.7697654213727,1.52476107732407,1.25108601216334,0.0390964378801043,5.74717636837533,2.65855777584709,0.312771503040834,0,0,0,0,32.1763683753258,6.49000868809731,12.6281494352737,8.13205907906169,36.0860121633362,5.23892267593397,0.27367506516073,0.0781928757602085,0.156385751520417,1.13379669852302,0.390964378801043,0.390964378801043,0.586446568201564,0.469157254561251,0.0390964378801043,0,0.0781928757602085,0,0.0781928757602085,0.0390964378801043,0,0,0.0390964378801043,0,0,1.68114682884448,1.09470026064292,1.21198957428323,0.430060816681147,0.0390964378801043,0.938314509122502,1.64205039096438,57.1,0.703735881841877,8.64031277150304,2.89313640312771,33.5,5.78627280625543,2.58036490008688,0.27367506516073,1.52476107732407,0.625543006081668,0,0.899218071242398,2.15030408340573,5.12163336229366,0.0390964378801043,60.9904430929626,5.90356211989574,32.4500434404865,32.997393570808,1.64205039096438,0.469157254561251,59.622067767159,0.508253692441355,0.54735013032146,92.9,0.508253692441355,0,37.3370981754996,242.397914856646,136.563857515204,35.3040834057341,34.7567332754127,98.4,0.195482189400521,0.234578627280626,0,0.430060816681147,0.781928757602085,0,0.312771503040834,1.09470026064292,0,0,0.0390964378801043,14.7393570807993,2.38488271068636,1.05560382276281,69.3
"3","Amir Abrashi","al ALB","MF","Freiburg","Matches","Bundesliga",0.211764705882353,27,1990,12,11,850,0,0,0,0,0.211764705882353,0,0.0211764705882353,0.0211764705882353,0.0635294117647059,0.529411764705882,0,0,0,0,NA,0.04,-0.0211764705882353,-0.0211764705882353,27.5294117647059,35.4705882352941,77.6,474.564705882353,125.258823529412,0.635294117647059,1.27058823529412,50,22.3411764705882,27.4235294117647,81.5,4.55294117647059,6.77647058823529,67.2,-0.0635294117647059,0.423529411764706,2.11764705882353,0.423529411764706,0.105882352941176,3.38823529411765,35.4705882352941,34.8352941176471,0.635294117647059,0.529411764705882,0,8.89411764705882,0.952941176470588,0.529411764705882,0,0,0,0,21.7058823529412,5.50588235294118,8.25882352941176,1.90588235294118,28.8,2.96470588235294,0.105882352941176,0.105882352941176,0,0.952941176470588,0.847058823529412,0.847058823529412,1.27058823529412,1.05882352941176,0,0,0,0.211764705882353,0.105882352941176,0.105882352941176,0,0,0,0,0,3.91764705882353,2.75294117647059,1.48235294117647,2.32941176470588,0.105882352941176,1.16470588235294,2.11764705882353,55,0.952941176470588,22.7647058823529,6.03529411764706,26.5,7.51764705882353,12.4941176470588,2.75294117647059,2.11764705882353,0.529411764705882,0,1.58823529411765,2.32941176470588,2.01176470588235,0.211764705882353,49.8705882352941,2.96470588235294,12.9176470588235,30.4941176470588,8.47058823529412,0.952941176470588,49.4470588235294,0.529411764705882,1.16470588235294,45.5,0.741176470588235,0,29.3294117647059,135.211764705882,58.5529411764706,28.1647058823529,24.3529411764706,86.5,0.952941176470588,1.48235294117647,0,2.11764705882353,2.85882352941176,0,0.529411764705882,2.75294117647059,0,0,0,14.5058823529412,2.22352941176471,2.01176470588235,52.5
"4","René Adler","de GER","GK","Mainz 05","Matches","Bundesliga",0.214285714285714,32,1985,14,14,1260,0,0,0,0,0,0,0,0,0.0214285714285714,0,0,0,NA,NA,NA,NA,0,0,17.2142857142857,27.5714285714286,62.4,626.428571428571,405.785714285714,0,0,NA,6.57142857142857,6.92857142857143,94.8,10.6428571428571,20.6428571428571,51.6,-0.0214285714285714,0.0714285714285714,0.571428571428571,0,0,0,27.5714285714286,19.4285714285714,8.14285714285714,1.71428571428571,0,1.71428571428571,0.785714285714286,0,0,0,0,0,11.5,0.928571428571429,15.1428571428571,2.78571428571429,20.2857142857143,0.0714285714285714,0,2.85714285714286,0.214285714285714,1.07142857142857,0.0714285714285714,0,0.142857142857143,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.142857142857143,0,0,0.142857142857143,0,0,0,0,0,0,0,0.285714285714286,0,31.5714285714286,23.8571428571429,31.4285714285714,0.214285714285714,0,0,23.7857142857143,0,0,NA,0,0,16.9285714285714,88.2857142857143,46.5714285714286,12.2142857142857,12.2142857142857,100,0,0,0,0.0714285714285714,0.214285714285714,0,0,0,0,0.0714285714285714,0,5.64285714285714,0,0.0714285714285714,0
"6","Manuel Akanji","ch SUI","DF","Dortmund","Matches","Bundesliga",0.497787610619469,22,1995,11,10,904,0,0,0,0,0.199115044247788,0,0.0199115044247788,0.0199115044247788,0.00995575221238938,0.497787610619469,0.199115044247788,0,40,0,0,0.04,-0.0199115044247788,-0.0199115044247788,51.8694690265487,60.1327433628319,86.3,1133.46238938053,338.097345132743,0.199115044247788,0.696902654867257,28.6,35.1438053097345,39.1261061946903,89.8,16.5265486725664,20.3097345132743,81.4,-0.00995575221238938,0.0995575221238938,3.88274336283186,0.298672566371681,0,3.98230088495575,60.1327433628319,56.7477876106195,3.38495575221239,1.19469026548673,0,7.26769911504425,2.38938053097345,0.0995575221238938,0,0,0,0,43.8053097345133,7.46681415929204,8.86061946902655,14.1371681415929,39.2256637168142,3.38495575221239,2.19026548672566,0.298672566371681,0,0.79646017699115,0.79646017699115,0.597345132743363,0.497787610619469,0.398230088495575,0,0.0995575221238938,0,0,0.0995575221238938,0.0995575221238938,0,0,0,0,0,1.99115044247788,1.19469026548673,1.39380530973451,0.597345132743363,0,0.298672566371681,0.79646017699115,37.5,0.497787610619469,12.146017699115,4.57964601769912,37.7,6.3716814159292,5.17699115044248,0.597345132743363,1.39380530973451,0.398230088495575,0,0.995575221238938,1.29424778761062,5.77433628318584,0,71.6814159292035,5.57522123893805,31.0619469026549,42.0132743362832,6.4712389380531,0.995575221238938,68.4955752212389,0.597345132743363,0.696902654867257,85.7,0.597345132743363,0,47.4889380530973,357.610619469027,210.265486725664,48.3849557522124,47.4889380530973,98.1,0.497787610619469,0.298672566371681,0,0.995575221238938,0.497787610619469,0,0.0995575221238938,1.19469026548673,0,0,0,10.4535398230088,1.69247787610619,1.69247787610619,50
"7","Chadrac Akolo","cd COD","FW,MF","Stuttgart","Matches","Bundesliga",0.490018148820327,22,1995,22,13,1102,0.408348457350272,0,0,0.0816696914700545,0.163339382940109,0,0.383847549909256,0.318511796733212,0.130671506352087,2.61343012704174,1.22504537205082,0,46.9,0.16,0.33,0.12,0.0245009074410163,0.0898366606170599,19.7640653357532,25.8076225045372,76.6,316.796733212341,75.9528130671506,0.245009074410163,0.653357531760436,37.5,16.497277676951,20.0090744101633,82.4,3.02177858439201,5.14519056261343,58.7,-0.130671506352087,1.06170598911071,1.06170598911071,1.06170598911071,0.571687840290381,2.94010889292196,25.8076225045372,25.1542649727768,0.653357531760436,0,0.0816696914700545,5.22686025408349,0.326678765880218,1.14337568058076,0.0816696914700545,0,0.0816696914700545,0,17.967332123412,4.41016333938294,3.43012704174229,1.30671506352087,22.2141560798548,1.30671506352087,0.245009074410163,0.163339382940109,0.490018148820327,0,1.22504537205082,0.816696914700545,2.20508166969147,1.7967332123412,0,0.0816696914700545,0.245009074410163,0.0816696914700545,0.163339382940109,0,0,0,0.0816696914700545,0.0816696914700545,0,1.14337568058076,0.816696914700545,0.163339382940109,0.898366606170599,0.0816696914700545,0.326678765880218,1.14337568058076,28.6,0.816696914700545,28.0127041742287,7.67695099818512,27.4,3.51179673321234,15.1088929219601,9.39201451905626,1.47005444646098,0.0816696914700545,0,1.38838475499093,0.571687840290381,0.163339382940109,0.0816696914700545,38.956442831216,0.326678765880218,2.53176043557169,19.6823956442831,20.2540834845735,3.83847549909256,38.2214156079855,1.06170598911071,2.12341197822142,50,1.14337568058076,0.0816696914700545,29.3194192377495,181.796733212341,112.295825771325,42.3865698729583,27.8493647912886,65.7,2.36842105263158,2.36842105263158,0,1.06170598911071,1.06170598911071,0.73502722323049,1.14337568058076,0.816696914700545,0,0,0,5.47186932849365,0.73502722323049,1.71506352087114,30
"8","Kevin Akpoguma","de GER","DF","Hoffenheim","Matches","Bundesliga",0.372781065088757,22,1995,22,17,1690,0,0.0532544378698225,0,0,0.0532544378698225,0,0.0106508875739645,0.0106508875739645,0.0798816568047337,0.266272189349112,0.106508875739645,0,40,0,0,0.05,-0.0106508875739645,-0.0106508875739645,46.1183431952663,53.7869822485207,85.7,886.207100591716,287.680473372781,0.319526627218935,1.01183431952663,31.6,36.7455621301775,39.4082840236686,93.2,9.05325443786982,13.3668639053254,67.7,-0.0266272189349112,0.372781065088757,3.83431952662722,0.21301775147929,0,3.62130177514793,53.7869822485207,51.4970414201183,2.28994082840237,1.91715976331361,0.0532544378698225,7.82840236686391,0.958579881656805,0.372781065088757,0,0,0,0,41.112426035503,6.07100591715976,6.60355029585799,6.12426035502959,44.8934911242604,1.49112426035503,0.372781065088757,0.106508875739645,0.106508875739645,0.958579881656805,0.63905325443787,0.745562130177515,0.745562130177515,0.745562130177515,0,0,0,0,0.0532544378698225,0.0532544378698225,0,0,0,0,0,2.55621301775148,1.54437869822485,1.59763313609467,0.745562130177515,0.21301775147929,0.958579881656805,1.75739644970414,54.5,0.798816568047337,14.1656804733728,5.43195266272189,38.3,8.36094674556213,5.16568047337278,0.63905325443787,1.70414201183432,0.266272189349112,0,1.43786982248521,1.54437869822485,3.46153846153846,0,63.4260355029586,4.95266272189349,29.6094674556213,34.8284023668639,3.67455621301775,0.479289940828402,61.4556213017751,0.532544378698225,0.63905325443787,83.3,0.532544378698225,0,43.189349112426,225.905325443787,129.621301775148,43.8284023668639,42.6568047337278,97.3,0.266272189349112,0.372781065088757,0,1.17159763313609,1.01183431952663,0.0532544378698225,0.372781065088757,1.54437869822485,0,0,0.0532544378698225,9.15976331360947,1.6508875739645,1.49112426035503,52.5
"9","David Alaba","at AUT","DF","Bayern Munich","Matches","Bundesliga",0.4642166344294,25,1992,23,17,1551,0.11605415860735,0.11605415860735,0,0,0.058027079303675,0,0.058027079303675,0.058027079303675,0.127659574468085,1.3926499032882,0.406189555125725,0.4642166344294,29.2,0.08,0.29,0.04,0.058027079303675,0.058027079303675,64.990328820116,76.5957446808511,84.8,1071.58607350097,340.618955512573,0.812379110251451,2.49516441005803,32.6,55.4738878143133,61.3346228239845,90.4,8.70406189555126,12.7659574468085,68.2,-0.011605415860735,1.1605415860735,4.23597678916828,1.45067698259188,0.754352030947776,7.60154738878143,76.5957446808511,67.311411992263,9.28433268858801,0.406189555125725,0.11605415860735,11.779497098646,1.21856866537718,5.3384912959381,0.34816247582205,0,0.174081237911025,0.174081237911025,52.5145067698259,13.2882011605416,10.7930367504836,57.9690522243714,7.42746615087041,1.91489361702128,8.52998065764023,0.058027079303675,0.058027079303675,0.58027079303675,1.21856866537718,2.49516441005803,2.43713733075435,2.03094777562863,0.2321083172147,0.058027079303675,0.11605415860735,0,0.174081237911025,0.174081237911025,0,0,0,0,0,1.33462282398453,0.870406189555126,0.58027079303675,0.522243713733075,0.2321083172147,0.522243713733075,0.754352030947776,69.2,0.2321083172147,11.7214700193424,4.35203094777563,37.1,4.23597678916828,4.4100580270793,3.07543520309478,1.56673114119923,0.290135396518375,0.058027079303675,1.27659574468085,0.986460348162476,1.74081237911025,0,85.705996131528,2.72727272727273,17.2340425531915,40.3868471953578,32.9593810444874,2.321083172147,76.0154738878143,0.986460348162476,1.50870406189555,65.4,1.04448742746615,0.058027079303675,61.7988394584139,306.78916827853,157.485493230174,64.468085106383,60,93.1,0.754352030947776,0.986460348162476,0,0.522243713733075,0.34816247582205,0.11605415860735,5.3384912959381,0.870406189555126,0,0,0,9.86460348162476,0.870406189555126,0.870406189555126,50
"10","Lucas Alario","ar ARG","FW","Leverkusen","Matches","Bundesliga",0.52258064516129,24,1992,23,17,1550,0.52258064516129,0.232258064516129,0.0580645161290323,0.116129032258065,0.232258064516129,0.0580645161290323,0.632903225806452,0.545806451612903,0.0987096774193548,3.36774193548387,1.21935483870968,0.0580645161290323,36.2,0.14,0.38,0.16,-0.110322580645161,-0.0812903225806452,17.5354838709677,23.2258064516129,75.5,232.2,42.1548387096774,1.16129032258065,2.14838709677419,54.1,15.0387096774194,18.9870967741935,79.2,1.33548387096774,2.09032258064516,63.9,0.133548387096774,0.638709677419355,1.10322580645161,0.348387096774194,0,1.45161290322581,23.2258064516129,21.4838709677419,1.74193548387097,0.0580645161290323,0.116129032258065,5.45806451612903,0.174193548387097,0.174193548387097,0,0,0,0,13.9935483870968,5.74838709677419,3.48387096774194,2.43870967741936,16.2,1.91612903225806,0.0580645161290323,0.638709677419355,0.116129032258065,0.232258064516129,0.232258064516129,0.754838709677419,2.09032258064516,1.45161290322581,0,0.290322580645161,0.0580645161290323,0.290322580645161,0.348387096774194,0.232258064516129,0,0.0580645161290323,0,0.0580645161290323,0,0.638709677419355,0.580645161290323,0.0580645161290323,0.290322580645161,0.290322580645161,0.116129032258065,0.580645161290323,20,0.464516129032258,22.4129032258065,6.50322580645161,29,1.56774193548387,11.1483870967742,9.69677419354839,0.929032258064516,0.232258064516129,0,0.696774193548387,0.348387096774194,0.812903225806452,0,38.2064516129032,0.870967741935484,3.48387096774194,19.1612903225806,17.7677419354839,5.92258064516129,36.3483870967742,1.56774193548387,2.20645161290323,71.1,1.68387096774194,0.116129032258065,24.7354838709677,124.083870967742,49.5290322580645,49.4709677419355,28.9161290322581,58.5,2.90322580645161,2.61290322580645,0,2.32258064516129,2.43870967741936,0.812903225806452,0.174193548387097,0.580645161290323,0.0580645161290323,0,0,3.89032258064516,2.78709677419355,4.58709677419355,37.8
"11","Miiko Albornoz","cl CHI","DF","Hannover 96","Matches","Bundesliga",1.28022759601707,26,1990,10,7,703,0,0,0,0,0.128022759601707,0,0.0256045519203414,0.0256045519203414,0.140825035561878,0.512091038406828,0.128022759601707,0,25,0,0,0.05,-0.0256045519203414,-0.0256045519203414,41.4793741109531,54.1536273115221,76.6,758.534850640114,376.258890469417,1.15220483641536,2.68847795163585,42.9,31.6216216216216,37.126600284495,85.2,8.70554765291607,14.3385490753912,60.7,-0.140825035561878,0.896159317211949,2.30440967283073,1.40825035561878,0.768136557610242,6.52916073968706,54.1536273115221,42.2475106685633,11.9061166429587,0.896159317211949,0,8.19345661450925,1.02418207681366,2.94452347083926,0,0,0,0,20.6116642958748,18.0512091038407,15.4907539118065,34.4381223328592,5.12091038406828,1.9203413940256,11.0099573257468,0.512091038406828,0.256045519203414,1.28022759601707,1.15220483641536,1.53627311522048,1.9203413940256,1.53627311522048,0,0,0.128022759601707,0.256045519203414,0.384068278805121,0.384068278805121,0,0,0,0,0,2.94452347083926,1.66429587482219,1.7923186344239,0.640113798008535,0.512091038406828,1.15220483641536,2.68847795163585,42.9,1.53627311522048,16.8990042674253,4.73684210526316,28,8.83357041251778,5.37695590327169,2.68847795163585,2.43243243243243,0.384068278805121,0,2.04836415362731,0.768136557610242,3.32859174964438,0,65.6756756756757,4.60881934566145,22.6600284495021,26.2446657183499,20.4836415362731,1.53627311522048,54.0256045519203,1.28022759601707,1.66429587482219,76.9,1.28022759601707,0,35.2062588904694,190.49786628734,99.601706970128,38.2788051209104,35.0782361308677,91.6,0.768136557610242,0.512091038406828,0,1.28022759601707,1.7923186344239,0,2.94452347083926,1.66429587482219,0,0,0,9.34566145092461,1.7923186344239,2.30440967283073,43.8
"12","Thiago Alcántara","es ESP","MF,FW","Bayern Munich","Matches","Bundesliga",0.793905372894948,26,1991,19,12,1247,0.144346431435445,0.144346431435445,0,0,0.216519647153168,0,0.173215717722534,0.173215717722534,0.15878107457899,1.65998396150762,0.505212510024058,0.0721732157177225,30.4,0.09,0.29,0.1,-0.028869286287089,-0.028869286287089,85.8861267040898,94.4747393744988,90.9,1711.65998396151,413.55252606255,1.01042502004812,1.5878107457899,63.6,61.9967923015237,66.4715316760225,93.3,22.878909382518,26.4153969526864,86.6,-0.0144346431435445,2.09302325581395,10.4651162790698,1.29911788291901,0,8.58861267040898,94.4747393744988,91.7321571772253,2.74258219727346,1.51563753007217,0.216519647153168,12.5581395348837,4.61908580593424,1.08259823576584,0.57738572574178,0.360866078588613,0.0721732157177225,0.0721732157177225,69.5028067361668,12.1972734562951,12.7746591820369,6.85645549318364,83.8652766639936,1.80433039294306,0.505212510024058,0.360866078588613,0.216519647153168,1.22694466720128,1.01042502004812,0.505212510024058,3.75300721732157,3.39214113873296,0.144346431435445,0.0721732157177225,0,0.144346431435445,0.216519647153168,0.216519647153168,0,0,0,0,0,2.30954290296712,1.87650360866079,0.505212510024058,1.37129109863673,0.433039294306335,0.433039294306335,1.5878107457899,27.3,1.15477145148356,18.981555733761,7.14514835605453,37.6,4.11387329591018,9.5990376904571,5.26864474739375,1.51563753007217,0.144346431435445,0,1.37129109863673,2.02085004009623,0.505212510024058,0,105.012028869286,1.15477145148356,14.0016038492382,66.327185244587,31.3231756214916,2.8869286287089,102.558139534884,1.87650360866079,2.52606255012029,74.3,2.02085004009623,0.0721732157177225,87.906976744186,402.221331194868,208.5084202085,89.8556535685645,85.2365677626303,94.9,0.649558941459503,1.65998396150762,0,1.73215717722534,1.08259823576584,0.0721732157177225,1.08259823576584,1.87650360866079,0.0721732157177225,0,0,10.0320769847634,1.22694466720128,1.37129109863673,47.2
