"","Squad","League","#Pl","Poss","MP","Starts","Min","Gls","Ast","PK","PKatt","xG","npxG","xA","GA","SoTA","Saves","Save%","W","D","L","CS","CS%","PKA","PKsv","PKm","FK","CK","OG","PSxG","PSxG/SoT","PSxG+/-","GKLongPassCmp","GKLongPassAtt","GKLongPassCmp%","GKPassAtt","GKPassThr","GKPassLaunch%","GKPassAvgLen","GKickAtt","GKickLaunch%","GKickAvgLen","GKCrossOpp","GKCrossStp","GKCrossStp%","#OPA","AvgDist","Sh","SoT","SoT%","G/Sh","G/SoT","npxG/Sh","G-xG","np:G-xG","PassCmp","PassAtt","PassCmp%","PassTotDist","PassPrgDist","SPassCmp","SPassAtt","SPassCmp%","MPassCmp","MPassAtt","MPassCmp%","LPassCmp","LPassAtt","LPassCmp%","A-xA","KP","PassF3","PPA","CrsPA","ProgPasses","Att","PassLive","PassDead","PassFK","PassTB","PassPress","PassSw","PassCrs","PassCK","CKIn","CKOut","CKStr","PassGround","PassLow","PassHigh","PassLeft","PassRight","PassHead","PassTI","PassOther","PassOff","PassOut","PassInt","PassBlocks","SCA","SCAPassLive","SCAPassDead","SCADrib","SCASh","SCAFld","GCA","GCAPassLive","GCAPassDead","GCADrib","GCASh","GCAFld","GCAOG","TklTkl","TklTklW","TklDef3rd","TklMid3rd","TklAtt3rd","vDribTkl","vDribAtt","vDribTkl%","vDribPast","Press","PressSucc","Press%","PressDef3rd","PressMid3rd","PressAtt3rd","Blocks","BlockSh","BlockShSv","BlockPass","Int","Clr","Err","Touches","TouchesDefPen","TouchesDef3rd","TouchesMid3rd","TouchesAtt3rd","TouchesAttPen","TouchesLive","DribSucc","DribAtt","DribSucc%","Drib#Pl","DribMegs","Carries","CarryTotDist","CarryPrgDist","Targ","Rec","Rec%","Miscon","Dispos","Mn/MP","Min%","Subs","Mn/Sub","unSub","PPM","onG","onGA","+/-","onxG","onxGA","xG+/-","2CrdY","Fls","Fld","Off","Crs","TklW","PKwon","PKcon","Recov","AerWon","AerLost","AerWon%"
"2","Augsburg","Bundesliga",0.794117647058823,45.6,34,374,3060,1.20588235294118,0.882352941176471,0.117647058823529,0.117647058823529,1.34705882352941,1.25588235294118,0.938235294117647,1.35294117647059,4.85294117647059,3.55882352941176,0.733,0.294117647058824,0.323529411764706,0.382352941176471,0.264705882352941,26.5,0.0588235294117647,0.0294117647058824,0,0.0588235294117647,0.323529411764706,0.0294117647058824,1.44411764705882,0.29,0.120588235294118,8.38235294117647,17.7941176470588,47.1,27.2352941176471,4.35294117647059,48.6,1.2,7.64705882352941,59.6,1.41176470588235,7.82352941176471,0.647058823529412,8.3,0.764705882352941,0.432352941176471,12.7058823529412,4.14705882352941,32.6,0.09,0.26,0.1,-0.141176470588235,-0.167647058823529,299.264705882353,418.970588235294,71.4,6442.41176470588,2605.23529411765,4.5,15.0588235294118,29.9,6911,8526,81.1,91.5,153.147058823529,59.7,-0.114705882352941,9.17647058823529,25.1764705882353,7.73529411764706,3.23529411764706,45.7647058823529,418.970588235294,368.323529411765,50.6470588235294,12.3823529411765,0.382352941176471,74.3823529411765,14.9117647058824,22.0588235294118,5.11764705882353,1.32352941176471,1.52941176470588,0.382352941176471,209.352941176471,79.6470588235294,129.970588235294,122.323529411765,223.941176470588,28.0882352941176,23.2647058823529,7.47058823529412,1.85294117647059,10.3529411764706,6.79411764705882,13,18.8235294117647,13.2352941176471,2.32352941176471,0.911764705882353,1.23529411764706,1.08823529411765,2.05882352941176,1.35294117647059,0.176470588235294,0.0294117647058824,0.294117647058824,0.176470588235294,0.0294117647058824,17.8235294117647,11.5294117647059,8.97058823529412,7.11764705882353,1.73529411764706,5.91176470588235,16.5294117647059,35.8,10.6176470588235,156.294117647059,44.7352941176471,28.6,49.9705882352941,71.8823529411765,34.4411764705882,15.0882352941176,3.26470588235294,0.0588235294117647,11.8235294117647,15.2058823529412,27.5294117647059,0.294117647058824,539.205882352941,61.3235294117647,189.764705882353,247.823529411765,134.058823529412,20.4117647058824,489.764705882353,7.38235294117647,12.3529411764706,59.8,8.29411764705882,0.470588235294118,309.294117647059,1894.47058823529,984.617647058824,368.117647058824,299.264705882353,81.3,13.5294117647059,10.8529411764706,90,100,2.79411764705882,0,4.20588235294118,0.0355882352941176,1.26470588235294,1.35294117647059,-0.0882352941176471,1.34705882352941,1.28823529411765,0.0558823529411765,0.0294117647058824,13.9117647058824,12.2058823529412,2.02941176470588,22.0588235294118,11.5294117647059,0.117647058823529,0.0882352941176471,104.382352941176,18.7941176470588,19.5,49.1
"3","Bayern Munich","Bundesliga",0.823529411764706,65.9,34,374,3060,2.64705882352941,2.11764705882353,0.176470588235294,0.235294117647059,2.27941176470588,2.10294117647059,1.65,0.823529411764706,2.73529411764706,2.02941176470588,0.71,0.794117647058823,0.0882352941176471,0.117647058823529,0.470588235294118,47.1,0.0294117647058824,0.117647058823529,0,0.0294117647058824,0.0588235294117647,0.0882352941176471,0.838235294117647,0.28,0.102941176470588,4.64705882352941,11.3823529411765,40.8,26.7352941176471,4.58823529411765,35.2,1.00294117647059,4.5,43.8,1.22058823529412,5.52941176470588,0.411764705882353,7.4,0.852941176470588,0.494117647058824,17.6176470588235,6.52941176470588,37.1,0.14,0.38,0.12,0.367647058823529,0.367647058823529,601.205882352941,701.176470588235,85.7,11733.7941176471,3504.41176470588,6.70588235294118,15.7058823529412,42.7,15300,16835,90.9,144.5,190.323529411765,75.9,0.408823529411765,13.5882352941176,50.1470588235294,13.5882352941176,3.29411764705882,59.8529411764706,701.176470588235,657.852941176471,43.3235294117647,11.8823529411765,1.76470588235294,113.764705882353,22.6470588235294,26.3235294117647,6.47058823529412,1.41176470588235,1.79411764705882,0.588235294117647,495.647058823529,95.1470588235294,110.382352941176,202.205882352941,438.676470588235,25.0294117647059,18.7941176470588,7.52941176470588,1.76470588235294,8.94117647058824,8.44117647058824,11.4411764705882,28.5294117647059,22.2352941176471,2.29411764705882,1.23529411764706,1.32352941176471,1.41176470588235,4.67647058823529,3.79411764705882,0.205882352941176,0.235294117647059,0.205882352941176,0.205882352941176,0.0294117647058824,15.3823529411765,10.0882352941176,7.08823529411765,6.08823529411765,2.20588235294118,5.44117647058824,14.0588235294118,38.7,8.61764705882353,138,47.8235294117647,34.7,38.2941176470588,62.1764705882353,37.5294117647059,12.3529411764706,2.5,0.117647058823529,9.85294117647059,11.9117647058824,16.1176470588235,0.0882352941176471,810.588235294118,55.7941176470588,195.441176470588,428.794117647059,237.441176470588,35.1176470588235,768.794117647059,10.0588235294118,15.5588235294118,64.7,10.6764705882353,0.441176470588235,609.294117647059,3204.82352941176,1730.55882352941,667.029411764706,601.205882352941,90.1,12.7058823529412,11.4117647058824,90,100,3,0,3.94117647058824,0.0726470588235294,2.70588235294118,0.823529411764706,1.88235294117647,2.27941176470588,0.979411764705882,1.3,0,10.7352941176471,12.2058823529412,1.97058823529412,26.3235294117647,10.0882352941176,0.205882352941176,0.117647058823529,99.5294117647059,14.0294117647059,11.7647058823529,54.4
"4","Dortmund","Bundesliga",0.882352941176471,59,34,374,3060,1.82352941176471,1.29411764705882,0.0882352941176471,0.176470588235294,1.86176470588235,1.73235294117647,1.26470588235294,1.38235294117647,4.32352941176471,3,0.694,0.441176470588235,0.294117647058824,0.264705882352941,0.352941176470588,35.3,0.0588235294117647,0,0,0.0294117647058824,0.117647058823529,0,1.52647058823529,0.35,0.144117647058824,5.52941176470588,15.9705882352941,34.6,31.2058823529412,5,36.4,1.06470588235294,6.67647058823529,69.2,1.62941176470588,8.08823529411765,0.794117647058823,9.8,1.14705882352941,0.514705882352941,13.8823529411765,4.88235294117647,35.2,0.13,0.36,0.13,-0.0382352941176471,0.00294117647058824,487.676470588235,597.588235294118,81.6,9305.67647058824,2955.23529411765,6.5,15.5588235294118,41.8,12621,14374,87.8,109.970588235294,159.264705882353,69,-0.0882352941176471,10.0588235294118,38.2647058823529,9.91176470588235,2,50.0588235294118,597.588235294118,547,50.5882352941176,14.5,0.970588235294118,81.2647058823529,13.3529411764706,16.6470588235294,4.73529411764706,1.14705882352941,1.29411764705882,0.294117647058824,414.352941176471,77.9705882352941,105.264705882353,147.911764705882,384.058823529412,26.1764705882353,22.5,7.64705882352941,2.17647058823529,10.2058823529412,7.55882352941176,11.4117647058824,21.0588235294118,16.3823529411765,1.35294117647059,1.26470588235294,1.26470588235294,0.735294117647059,2.67647058823529,1.85294117647059,0.0294117647058824,0.264705882352941,0.382352941176471,0.0882352941176471,0.0588235294117647,17.6470588235294,11.5882352941176,8.20588235294118,7.35294117647059,2.08823529411765,5.20588235294118,15.1764705882353,34.3,9.97058823529412,153.5,48.5882352941176,31.7,48,67.9411764705882,37.5588235294118,14.2647058823529,2.38235294117647,0,11.8823529411765,12.2352941176471,23.0882352941176,0.205882352941176,716.323529411765,52.8529411764706,185.647058823529,388.882352941176,188.529411764706,28.7058823529412,667.794117647059,11.2647058823529,18.3235294117647,61.5,12.2352941176471,0.558823529411765,501,2876.61764705882,1565.41176470588,564.088235294118,487.676470588235,86.5,13.6764705882353,12.1764705882353,90,100,2.79411764705882,0,4.14705882352941,0.0476470588235294,1.88235294117647,1.38235294117647,0.5,1.86176470588235,1.32058823529412,0.541176470588235,0.0294117647058824,11.8235294117647,12.5588235294118,2.5,16.6470588235294,11.5882352941176,0.117647058823529,0.0294117647058824,99.5,14.3823529411765,12.6176470588235,53.3
"5","Eint Frankfurt","Bundesliga",0.823529411764706,48.4,34,374,3060,1.29411764705882,1,0.0588235294117647,0.0588235294117647,1.27058823529412,1.22647058823529,0.929411764705882,1.32352941176471,3.91176470588235,2.67647058823529,0.677,0.411764705882353,0.205882352941176,0.382352941176471,0.205882352941176,20.6,0.0588235294117647,0,0.0294117647058824,0.0588235294117647,0.235294117647059,0.0588235294117647,1.19705882352941,0.3,-0.0676470588235294,8.29411764705882,20.7058823529412,40.1,31.1764705882353,4.82352941176471,50.8,1.22058823529412,6.35294117647059,76.9,1.73235294117647,8.85294117647059,0.676470588235294,7.6,1.02941176470588,0.447058823529412,11.3529411764706,4.11764705882353,36.3,0.11,0.3,0.11,0.0235294117647059,0.00882352941176471,336.411764705882,456.676470588235,73.7,7298.20588235294,2721.52941176471,4.52941176470588,14.8529411764706,30.5,7792,9497,82,102.705882352941,162.5,63.2,0.1,8,27.3823529411765,8.08823529411765,2.38235294117647,47.1470588235294,456.676470588235,405.558823529412,51.1176470588235,15.5294117647059,0.970588235294118,69.0882352941177,17.0882352941176,17.3235294117647,4.55882352941176,1.08823529411765,1.70588235294118,0.176470588235294,251.294117647059,77.6470588235294,127.735294117647,101.117647058824,283.705882352941,28.8823529411765,22.4705882352941,7.67647058823529,2.44117647058824,11.0294117647059,7.76470588235294,13.3529411764706,16.6176470588235,12.1470588235294,2.02941176470588,0.705882352941177,0.794117647058823,0.911764705882353,2.17647058823529,1.64705882352941,0.235294117647059,0.0294117647058824,0.117647058823529,0.117647058823529,0.0294117647058824,18.0588235294118,12.1470588235294,8.08823529411765,7.97058823529412,2,5.73529411764706,16.5,34.8,10.7647058823529,174.941176470588,53.0882352941176,30.3,52.5588235294118,83.4411764705882,38.9411764705882,16.5,3.17647058823529,0.147058823529412,13.3235294117647,17.2352941176471,24.5,0.176470588235294,577.352941176471,58.2647058823529,186.676470588235,294.705882352941,130.441176470588,22.6764705882353,528.235294117647,9.29411764705882,15.7058823529412,59.2,9.94117647058824,0.294117647058824,349.470588235294,2056.73529411765,1105.23529411765,412.558823529412,336.411764705882,81.5,14.0882352941176,11.9705882352941,90,100,2.97058823529412,0,4.02941176470588,0.0423529411764706,1.32352941176471,1.32352941176471,0,1.27058823529412,1.24705882352941,0.0264705882352941,0,15.5294117647059,13.5294117647059,2.5,17.3235294117647,12.1470588235294,0.0588235294117647,0.0882352941176471,108.794117647059,16.7647058823529,18.1764705882353,48
"6","Freiburg","Bundesliga",0.852941176470588,44.5,34,374,3060,0.941176470588235,0.617647058823529,0.176470588235294,0.294117647058824,1.22352941176471,1,0.711764705882353,1.64705882352941,4.38235294117647,2.97058823529412,0.651,0.235294117647059,0.352941176470588,0.411764705882353,0.264705882352941,26.5,0.117647058823529,0,0.0294117647058824,0.0294117647058824,0.264705882352941,0.117647058823529,1.33235294117647,0.29,-0.197058823529412,10.1470588235294,25,40.6,31.5882352941176,3.64705882352941,53.3,1.26764705882353,9.17647058823529,89.1,1.94705882352941,10.4117647058824,0.676470588235294,6.5,0.941176470588235,0.529411764705882,10.8529411764706,3.20588235294118,29.5,0.07,0.24,0.1,-0.282352941176471,-0.235294117647059,323.911764705882,434.294117647059,74.6,6788.11764705882,2540.55882352941,5.08823529411765,15.1764705882353,33.5,7851,9445,83.1,87.9117647058823,141.323529411765,62.2,-0.123529411764706,7.73529411764706,24.1470588235294,6.11764705882353,1.88235294117647,39.8823529411765,434.294117647059,384.735294117647,49.5588235294118,13.5588235294118,0.735294117647059,80,12.0294117647059,12.7352941176471,3.73529411764706,1,1.20588235294118,0.235294117647059,249.264705882353,67.9117647058823,117.117647058824,107.323529411765,256.764705882353,27.6470588235294,20.8823529411765,6.32352941176471,1.05882352941176,9.64705882352941,6.14705882352941,12.6764705882353,16.4705882352941,11.2352941176471,2.05882352941176,0.794117647058823,0.911764705882353,1.47058823529412,1.52941176470588,0.794117647058823,0.264705882352941,0.176470588235294,0.0882352941176471,0.205882352941176,0,15.9705882352941,9.82352941176471,7.70588235294118,6.85294117647059,1.41176470588235,4.91176470588235,14.4411764705882,34,9.52941176470588,177.764705882353,46.5,26.2,55.8823529411765,85.0294117647059,36.8529411764706,15.3529411764706,3.67647058823529,0.0294117647058824,11.6764705882353,15.4117647058824,30.2941176470588,0.294117647058824,554.705882352941,69.0588235294118,205.411764705882,264.470588235294,117,17.0588235294118,506.147058823529,7.85294117647059,13.4705882352941,58.3,8.88235294117647,0.352941176470588,335.235294117647,1931.05882352941,1009.5,388.176470588235,323.911764705882,83.4,13.0294117647059,10.7647058823529,90,100,2.82352941176471,0,4.17647058823529,0.0311764705882353,0.941176470588235,1.64705882352941,-0.705882352941177,1.22352941176471,1.49117647058824,-0.267647058823529,0.0882352941176471,13.1176470588235,12.8235294117647,1.17647058823529,12.7352941176471,9.82352941176471,0.235294117647059,0.147058823529412,96.2941176470588,19.5588235294118,19.8823529411765,49.6
"7","Hamburger SV","Bundesliga",0.852941176470588,49.1,34,374,3060,0.823529411764706,0.529411764705882,0.0882352941176471,0.147058823529412,1.14117647058824,1.03529411764706,0.761764705882353,1.55882352941176,4.11764705882353,2.61764705882353,0.643,0.235294117647059,0.205882352941176,0.558823529411765,0.205882352941176,20.6,0.0882352941176471,0,0.0294117647058824,0.0294117647058824,0.147058823529412,0.0294117647058824,1.48529411764706,0.35,-0.0441176470588235,6.05882352941176,18.9705882352941,31.9,29.0588235294118,3.5,48,1.2,7.17647058823529,70.1,1.61176470588235,7.41176470588235,0.529411764705882,7.1,0.911764705882353,0.470588235294118,11.4705882352941,3.67647058823529,32.1,0.06,0.2,0.09,-0.317647058823529,-0.3,316.676470588235,442.235294117647,71.6,6463.35294117647,2442.5,5.47058823529412,19.0588235294118,28.7,7631,9465,80.6,86.7647058823529,144.794117647059,59.9,-0.320588235294118,7.73529411764706,25.9117647058824,7.32352941176471,2.47058823529412,46.4117647058824,442.235294117647,386,56.2352941176471,14.9411764705882,0.882352941176471,79.7647058823529,14.3823529411765,19.4705882352941,5.85294117647059,1.5,1.76470588235294,0.529411764705882,232.941176470588,81.3823529411765,127.911764705882,169.705882352941,193.117647058824,30.8529411764706,26.1764705882353,7.11764705882353,1.73529411764706,10.3235294117647,7.85294117647059,14.7647058823529,16.4117647058824,11.1176470588235,2.02941176470588,1.20588235294118,0.823529411764706,1.20588235294118,1.32352941176471,0.764705882352941,0.0882352941176471,0.117647058823529,0.235294117647059,0.0882352941176471,0.0294117647058824,18.9411764705882,11.5882352941176,9.82352941176471,7.35294117647059,1.76470588235294,5.70588235294118,18.2352941176471,31.3,12.5294117647059,169.558823529412,53.2058823529412,31.4,54.8529411764706,78.2058823529412,36.5,17.2647058823529,3.47058823529412,0.0882352941176471,13.7941176470588,13.5588235294118,24.9411764705882,0.235294117647059,569.205882352941,56.6764705882353,180.794117647059,272.676470588235,148.264705882353,23.1470588235294,514.294117647059,9.70588235294118,16.7941176470588,57.8,10.8235294117647,0.558823529411765,333.470588235294,2041.73529411765,1099.08823529412,392.764705882353,316.676470588235,80.6,15.0588235294118,14.6470588235294,90,100,2.85294117647059,0,4.05882352941176,0.0267647058823529,0.852941176470588,1.55882352941176,-0.705882352941177,1.14117647058824,1.58529411764706,-0.444117647058824,0.0882352941176471,14.3823529411765,13.8235294117647,1.82352941176471,19.4705882352941,11.5882352941176,0.0882352941176471,0.117647058823529,112,19.7352941176471,21.4411764705882,47.9
"8","Hannover 96","Bundesliga",0.764705882352941,47.1,34,374,3060,1.29411764705882,0.764705882352941,0.117647058823529,0.147058823529412,1.36470588235294,1.25,0.955882352941177,1.58823529411765,5.08823529411765,3.5,0.699,0.294117647058824,0.264705882352941,0.441176470588235,0.147058823529412,14.7,0.0588235294117647,0,0.0588235294117647,0.0294117647058824,0.352941176470588,0,1.57058823529412,0.31,-0.0176470588235294,8.55882352941176,18.6176470588235,46,27.8235294117647,4.94117647058824,49,1.13529411764706,8.17647058823529,60.8,1.32647058823529,9.67647058823529,0.382352941176471,4,0.676470588235294,0.444117647058824,12.7647058823529,4.11764705882353,32.3,0.09,0.29,0.1,-0.0705882352941176,-0.0735294117647059,319.941176470588,437.852941176471,73.1,6503.35294117647,2680.94117647059,5.55882352941176,17.2647058823529,32.2,7865,9645,81.5,83.0588235294118,136.911764705882,60.7,-0.132352941176471,9,23.7352941176471,6.14705882352941,2.35294117647059,46.0294117647059,437.852941176471,384.058823529412,53.7941176470588,15.6470588235294,0.323529411764706,72.9411764705882,10.9117647058824,16.6470588235294,3.94117647058824,1.11764705882353,1.17647058823529,0.5,225.323529411765,85.6764705882353,126.852941176471,84.2941176470588,272.5,33.3529411764706,23.5588235294118,7.88235294117647,1.41176470588235,11.0294117647059,7.11764705882353,12.9117647058824,19.1764705882353,12.9411764705882,2.35294117647059,1.02941176470588,1.29411764705882,1.55882352941176,2,1.35294117647059,0.205882352941176,0.0588235294117647,0.176470588235294,0.205882352941176,0,18.2058823529412,10.7352941176471,9.79411764705882,6.76470588235294,1.64705882352941,6.08823529411765,20.1470588235294,30.2,14.0588235294118,172.176470588235,50.1764705882353,29.1,60.5882352941176,79.9117647058823,31.6764705882353,17.3235294117647,4.14705882352941,0.117647058823529,13.1764705882353,14.3823529411765,30.1176470588235,0.235294117647059,568.382352941176,68.3235294117647,212.117647058824,260.323529411765,129.264705882353,19.6176470588235,515.764705882353,8.64705882352941,14.7941176470588,58.4,9.58823529411765,0.147058823529412,327.323529411765,1926.29411764706,1062.91176470588,394.264705882353,319.941176470588,81.1,14.3235294117647,11.7352941176471,90,100,2.94117647058824,0,4,0.0338235294117647,1.29411764705882,1.58823529411765,-0.294117647058824,1.36470588235294,1.61764705882353,-0.25,0,14.3235294117647,15.1470588235294,1.67647058823529,16.6470588235294,10.7352941176471,0.147058823529412,0.117647058823529,105.294117647059,22.1176470588235,17.0294117647059,56.5
"9","Hertha BSC","Bundesliga",0.735294117647059,45.9,34,374,3060,1.26470588235294,0.941176470588235,0.117647058823529,0.147058823529412,1.18823529411765,1.07647058823529,0.802941176470588,1.35294117647059,4.17647058823529,3.02941176470588,0.718,0.294117647058824,0.382352941176471,0.323529411764706,0.235294117647059,23.5,0.176470588235294,0,0.0294117647058824,0,0.235294117647059,0.0294117647058824,1.22352941176471,0.26,-0.1,9.52941176470588,25.0882352941176,38,28.4705882352941,2.82352941176471,65.1,1.37352941176471,7.67647058823529,85.4,1.8,9.32352941176471,0.588235294117647,6.3,0.5,0.394117647058824,9.32352941176471,3.79411764705882,40.7,0.12,0.3,0.12,0.0764705882352941,0.0705882352941176,343.323529411765,452.617647058824,75.9,6982.11764705882,2507.05882352941,4.82352941176471,15.2058823529412,31.7,8372,9963,84,92.2647058823529,144.382352941176,63.9,0.197058823529412,6.58823529411765,23.9705882352941,5.17647058823529,1.88235294117647,39.1470588235294,452.617647058824,405.088235294118,47.5294117647059,14.2058823529412,0.529411764705882,70.2058823529412,11.9705882352941,15.5882352941176,3.70588235294118,0.411764705882353,1.5,0.529411764705882,265.470588235294,71.2647058823529,115.882352941176,121.205882352941,266.205882352941,26.2647058823529,19.7647058823529,5.82352941176471,1.32352941176471,9.26470588235294,7.05882352941176,12,14.0294117647059,9.58823529411765,1.76470588235294,0.970588235294118,0.676470588235294,1.02941176470588,1.91176470588235,1.17647058823529,0.235294117647059,0.176470588235294,0.147058823529412,0.176470588235294,0,17.2941176470588,10.5294117647059,8.61764705882353,7.26470588235294,1.41176470588235,4.67647058823529,13.1176470588235,35.7,8.44117647058824,181.235294117647,48.1176470588235,26.5,62.3823529411765,86.3823529411765,32.4705882352941,16,3.02941176470588,0.147058823529412,12.9705882352941,13.4117647058824,29.7058823529412,0.176470588235294,575.911764705882,64.2352941176471,191.676470588235,288.823529411765,127.411764705882,16.0588235294118,529.911764705882,8.52941176470588,15.1176470588235,56.4,9.5,0.382352941176471,354.911764705882,1973.94117647059,1013.35294117647,413.058823529412,343.323529411765,83.1,13.5882352941176,10.0588235294118,90,100,2.79411764705882,0,4.17647058823529,0.0370588235294118,1.26470588235294,1.35294117647059,-0.0882352941176471,1.18823529411765,1.36764705882353,-0.176470588235294,0,14.3235294117647,13.9117647058824,1.41176470588235,15.5882352941176,10.5294117647059,0.147058823529412,0.205882352941176,96.5294117647059,17.7647058823529,18.0882352941176,49.5
"10","Hoffenheim","Bundesliga",0.764705882352941,51.3,34,374,3060,1.88235294117647,1.38235294117647,0.117647058823529,0.147058823529412,1.52352941176471,1.41176470588235,1.14117647058824,1.41176470588235,4.29411764705882,3.05882352941176,0.692,0.441176470588235,0.294117647058824,0.264705882352941,0.294117647058824,29.4,0.0882352941176471,0.0294117647058824,0,0.0294117647058824,0.264705882352941,0.0882352941176471,1.23529411764706,0.27,-0.0882352941176471,6.44117647058824,18.2352941176471,35.3,34.5588235294118,5.08823529411765,40.8,1.05588235294118,6.76470588235294,61.3,1.43235294117647,9.14705882352941,0.588235294117647,6.4,1.08823529411765,0.458823529411765,13.8235294117647,4.97058823529412,36,0.13,0.36,0.11,0.358823529411765,0.352941176470588,404.911764705882,508,79.7,8031.85294117647,2874.11764705882,5.47058823529412,15,36.5,10258,11713,87.6,97.7352941176471,148.5,65.8,0.152941176470588,10.4411764705882,29.0588235294118,8.85294117647059,2.08823529411765,48.3235294117647,508,461.794117647059,46.2058823529412,13.7058823529412,1,78.5588235294118,12.4411764705882,17.2941176470588,4.52941176470588,1.20588235294118,1.32352941176471,0.382352941176471,327.852941176471,77.1176470588235,103.029411764706,129.205882352941,320.911764705882,21.2647058823529,18.9705882352941,8.55882352941176,1.91176470588235,9.02941176470588,8.35294117647059,11.7058823529412,21.5588235294118,16.2941176470588,1.61764705882353,1.5,1.11764705882353,1,2.91176470588235,2.05882352941176,0.117647058823529,0.264705882352941,0.235294117647059,0.205882352941176,0.0294117647058824,18.1470588235294,11.4705882352941,8.55882352941176,7.61764705882353,1.97058823529412,5.70588235294118,16.4411764705882,34.7,10.7352941176471,177.117647058824,53.3235294117647,30.1,59.6176470588235,85,32.5,15.5294117647059,3.11764705882353,0.0588235294117647,12.4117647058824,12.3235294117647,20,0.264705882352941,624.264705882353,66.1764705882353,220,305.441176470588,140.735294117647,25.2941176470588,579.970588235294,9.14705882352941,15.1176470588235,60.5,9.85294117647059,0.352941176470588,411.323529411765,2401.64705882353,1349.88235294118,472.735294117647,404.911764705882,85.7,13.4411764705882,12.9117647058824,90,100,3,0,4,0.0476470588235294,1.94117647058824,1.41176470588235,0.529411764705882,1.52352941176471,1.39411764705882,0.129411764705882,0,15.8235294117647,13.0882352941176,2.44117647058824,17.2941176470588,11.4705882352941,0.147058823529412,0.117647058823529,96.4705882352941,11.0882352941176,13.7647058823529,44.6
"11","Köln","Bundesliga",0.911764705882353,47.5,34,374,3060,0.970588235294118,0.705882352941177,0.0882352941176471,0.0882352941176471,1.23235294117647,1.16764705882353,0.838235294117647,2.05882352941176,5.79411764705882,3.97058823529412,0.685,0.147058823529412,0.205882352941176,0.647058823529412,0.147058823529412,14.7,0.235294117647059,0.0294117647058824,0,0,0.205882352941176,0,2.02647058823529,0.32,-0.0323529411764706,8.61764705882353,22.2058823529412,38.8,22.7647058823529,2.41176470588235,66.3,1.43823529411765,8.20588235294118,86.7,1.81470588235294,10.8823529411765,0.823529411764706,7.6,0.970588235294118,0.461764705882353,11.6176470588235,3.47058823529412,29.9,0.08,0.25,0.1,-0.261764705882353,-0.285294117647059,344.058823529412,461.764705882353,74.5,7120.17647058824,2765.23529411765,4.05882352941176,13.7058823529412,29.6,8409,10079,83.4,92.6764705882353,151.617647058824,61.1,-0.132352941176471,8.08823529411765,30.4705882352941,7.26470588235294,1.94117647058824,44.7647058823529,461.764705882353,412.264705882353,49.5,14.2352941176471,0.676470588235294,74.6176470588235,13.5,19.5,5.02941176470588,0.970588235294118,1.70588235294118,0.441176470588235,262.235294117647,76.7647058823529,122.764705882353,147.705882352941,245.823529411765,28.8823529411765,19.2941176470588,4.26470588235294,2.02941176470588,9.61764705882353,7.70588235294118,13.0882352941176,16.9705882352941,12.5294117647059,1.52941176470588,0.970588235294118,0.911764705882353,0.970588235294118,1.82352941176471,1.08823529411765,0.264705882352941,0.117647058823529,0.0882352941176471,0.205882352941176,0.0588235294117647,17.7647058823529,11.4411764705882,9.26470588235294,7.05882352941176,1.44117647058824,5.41176470588235,16.2352941176471,33.3,10.8235294117647,163.941176470588,45.2647058823529,27.6,62.5,72.9411764705882,28.5,16.0882352941176,3.70588235294118,0.176470588235294,12.3823529411765,14.7941176470588,24.6764705882353,0.117647058823529,579.205882352941,62.7647058823529,186.088235294118,290.176470588235,136.676470588235,21.2352941176471,531.088235294118,8.20588235294118,14.0588235294118,58.4,8.85294117647059,0.147058823529412,357.470588235294,2021.17647058824,1063.47058823529,417.529411764706,344.058823529412,82.4,13.2941176470588,10.0882352941176,90,100,2.97058823529412,0,4,0.0191176470588235,1.02941176470588,2.05882352941176,-1.02941176470588,1.23235294117647,2.00588235294118,-0.770588235294118,0.0294117647058824,13.8823529411765,14.1470588235294,2.41176470588235,19.5,11.4411764705882,0.0588235294117647,0.264705882352941,102.823529411765,17.2941176470588,18.4705882352941,48.4
