"Player" "Pos" "shots" "KP" "xG" "xA" "xPlace" "ShotDist" "KPDist" "A3Passes" "M3Passes" "D3Passes" "percChain" "xGChain" "xB" "Team" "ShotChainPerc" "KPChainPerc" "xBperc" "Vertical" "PassPct" "PassDistance" "xPassPerc" "Passes" "PassScore" "A3perc" "M3perc" "D3perc" "xGper" "xAper" "teamA3pass" "teamM3pass" "teamD3pass" "teampass" "teamxG" "teamshots" "A3teamperc" "M3teamperc" "D3teamperc" "passteamperc" "xGteamperc" "shotteamperc" "SuccDrib" "AttDrib" "PlayerDrib" "Carries" "CarryPrgDis" "TB" "PressPass" "SwPass" "Crs" "npxG" "targeted" "miscontrol" "passprg" "penCrs" "shortpasspct" "medpasspct" "longpasspct"
"Ismael Tajouri" "Wing" 1.69549330085262 1.57856272838002 0.220583722691473 0.183175461513795 0.0618006597947098 18.1892713647937 20.5314230068544 24.4385633270321 19.9366626065773 3.54887218045113 0.196279465096235 1.08706990975288 0.669686030325134 "NYC" 0.0727272727272727 0.0747474747474747 0.616046883753202 -2.21637984496124 0.802238805970149 17.113145139284 0.779070794691253 47.0060901339829 1.08903762640093 0.519902064974434 0.42412935323383 0.0754981358869812 0.130100026098922 0.116039393443539 4014 10051 6099 20164 1.37 12.294 0.00608833167090984 0.0019835501548679 0.000581877714453374 0.00233118875887636 34.3110146963379 3.8234984654289 2.09 3.37 2.09 47.8 212.7 0.06 8.84 1.63 2.5 "0.23" 50.6 2.21 171.9 0.35 0.0407894736842105 0.754385964912281 0.206578947368421
"Diego Chara" "CM" 0.26066718386346 0.930954228083786 0.0510605913291342 0.0801510713002689 0.0159045283369911 15.9316403402072 20.9371989713942 9.39437211255775 33.4771140418929 7.8200155159038 0.223544273452897 0.818156427286862 0.668887165541877 "POR" 0.00928074245939675 0.0290023201856148 0.817554129300205 3.8310593220339 0.879284649776453 19.003345931122 0.83823696363734 49.9736229635376 2.05130159064168 0.187986612845985 0.669895678092399 0.156482861400894 0.195884232807304 0.0860956090883722 3505 7814 4041 15360 1.159 10.029 0.00268027735023046 0.00428424802174212 0.00193516840284677 0.00325349107835531 43.1178800375648 4.98291185198301 1.21 1.51 1.25 45.4 155.6 0.19 6.83 1.09 0.56 "0.08" 43.9 0.75 266.5 0.11 0.0234042553191489 0.754352030947776 0.222437137330754
"Hector Villalba" "Wing" 3.13155080213904 1.43743315508021 0.313362676118727 0.308141455471691 0.0115373410019847 21.5279226184021 16.2476584064854 16.427807486631 12.7828877005348 2.96703296703297 0.167622751579971 1.1406268441973 0.665885662077784 "ATL" 0.150812064965197 0.0649651972157773 0.583789225604622 -0.41378752886836 0.705211726384365 16.5509691533731 0.744247747172605 31.5208556149733 -1.2304487750492 0.521172638436481 0.405537459283388 0.094129201417475 0.100066291725072 0.214369241715797 4305 8726 4626 17657 1.499 11.529 0.00381598315601185 0.00146491951644909 0.000641381964339163 0.00178517616893998 21.027922358221 2.73404940714488 2.64 4.57 2.79 37.1 170.1 0.1 3.25 0.91 2.64 "0.34" 40.5 2.69 98.2 0.46 0.0445141065830721 0.739811912225705 0.216300940438871
"Ebenezer Ofori" "CM" 0.286995515695067 0.286995515695067 0.0463976450573987 0.00847470517136745 -0.0107498687850954 24.0775453879183 31.5492505774658 6.28715365239295 48.9805680119581 11.7048665620094 0.236751296114158 0.719936553906423 0.664266485766575 "NYC" 0.00887198986058302 0.00887198986058302 0.922673646951557 1.67075298804781 0.904830569574621 17.6984788501915 0.874031796825817 66.3437967115097 2.04330751821065 0.0947662624696036 0.738284066330209 0.176427445250187 0.161666794496874 0.0295290508314835 4014 10051 6099 20164 1.37 12.294 0.00156630634090507 0.0048732034635318 0.00191914519790284 0.00329021011265174 48.4261289865034 5.39643701899379 1.28 1.56 1.33 56.4 97.5 0.05 9.15 0.76 0.24 "0.05" 56.2 0.71 271.3 0.05 0.0130769230769231 0.786153846153846 0.2
"Oscar Boniek Garcia" "CDM" 0.127433628318584 1.31681415929204 0.00529510260660749 0.124963454711796 -0.00529510260660749 27.6307908768213 22.7614448352638 12.1911504424779 35.2141592920354 6.4141592920354 0.226519417830761 0.81100608235466 0.662648486161067 "HOU" 0.00842696629213483 0.0646067415730337 0.817069687365532 4.33622148288973 0.830307813733228 20.1961571367473 0.810414170399426 53.8194690265487 1.07066532122878 0.226519337016575 0.654301499605367 0.119179163378058 0.0415518468435171 0.0948983224625867 3482 7961 4046 15489 1.333 10.853 0.00350119197084374 0.0044233336631121 0.00158530877212936 0.00347468971699585 40.3746954437725 4.95894858809073 0.83 1.14 0.92 46 128.8 0.17 8.91 3.19 1.09 "0.01" 44.6 0.74 287.9 0.22 0.0182149362477231 0.693989071038251 0.287795992714026
"Andy Polo" "CM" 1.71132834962622 0.938470385278896 0.161837187876099 0.112680563194179 -0.0336014996373882 23.1986215504927 17.174484061731 15.3467510063255 22.2439024390244 6.89502762430939 0.222562721858176 0.863890229111831 0.661830670140581 "POR" 0.0639097744360902 0.0338345864661654 0.766105053440657 -1.58710102489019 0.860201511335013 18.3002925534176 0.842407729692513 43.8320874065555 0.779938592247194 0.350125944584383 0.50747987958469 0.15730548172064 0.0945681685875459 0.120068320707523 3505 7814 4041 15360 1.159 10.029 0.00437853095758217 0.00284667295098853 0.00170626766253635 0.00285365152386429 37.8188847338701 4.3705341915002 1.1 2.21 1.33 44 181.9 0.17 7.13 1.33 0.94 "0.12" 45.1 1.05 161.6 0.22 0.0271111111111111 0.777777777777778 0.195111111111111
"Russell Teibert" "CM" 0.219805380652547 0.604464796794505 0.0166963938446379 0.068196417537797 0.0104726262320192 23.6035961385033 18.7556270522708 8.67762326169406 32.8059530623927 10.4957069261591 0.214613679992385 0.723869984470597 0.661065953964278 "VAN" 0.0093984962406015 0.0206766917293233 0.913238520931006 3.33117610837438 0.87218045112782 18.9604870514016 0.835572780419049 51.1597023468804 1.87283753707331 0.169618329732585 0.64124597207304 0.205155746509129 0.0759598959546418 0.112821156665276 2959 7106 4048 14113 1.105 9.294 0.00293262023037988 0.00461665537044648 0.00259281297582982 0.00362500548054137 46.2983731645976 5.50459461446959 0.39 0.51 0.45 41.8 79.6 0 6.46 1.4 0.62 "0.02" 42.4 0.9 252.4 0.11 0.0243856332703214 0.727788279773157 0.247637051039698
"Russell Canouse" "CDM" 0.233151183970856 0.349726775956284 0.0161149487080655 0.0182052509594224 -0.00988136522233539 21.0172272674471 30.8902886135092 6.86994399502178 32.6994535519126 10.6471663619744 0.219677623088118 0.733321632212461 0.657147360962001 "DCU" 0.0133333333333333 0.0114285714285714 0.896124336301604 2.78758191349934 0.889277389277389 16.1894307557574 0.844154563903947 50.0109289617486 2.25663441430459 0.137368853921436 0.653846153846155 0.212896792421473 0.0691180221931872 0.0520556394620984 3546 7987 4691 16224 1.019 8.147 0.00193737845319283 0.0040940845814339 0.00226970078063833 0.0030825276726916 49.07843862782 6.13856989833664 0.88 1.29 1 42.6 83.5 0.12 6.71 0.41 0.06 "0.06" 42.8 0.88 257.5 0 0.0277358490566038 0.815094339622642 0.156415094339623
"Ibson" "CDM" 0.842474769635805 0.884598508117595 0.14118558216437 0.0799742800243944 0.00181380553948611 16.9940206331575 24.5005301002206 11.9631417288284 37.0688898639754 7.66652040368583 0.204419541510545 0.783816815650182 0.653835440200059 "MIN" 0.0389261744966443 0.025503355704698 0.834168682203759 4.71405651777575 0.815007429420505 18.4388953191919 0.816163879978356 56.6985519964897 -0.0655690720856509 0.210995542347696 0.653789004457652 0.135215453194651 0.167584344662812 0.0904074326267832 3193 7784 4473 15450 1.113 8.706 0.00374667764761303 0.00476219037306981 0.00171395493040148 0.00366980919071131 50.9420952349413 6.5125835052251 1.24 1.63 1.33 50.2 166.4 0.34 9.79 1.07 0.52 "0.13" 52.7 1.42 321.1 0.13 0.0260416666666667 0.725694444444444 0.248263888888889
"Harrison Afful" "FB/WB" 1.10127826941986 1.25860373647984 0.0657104398165129 0.123713339660479 -0.0349612646729584 24.7432349922888 21.330103786576 19.3510324483776 28.3185840707965 16.047197640118 0.238642314762065 0.829706640791105 0.65367220452698 "CLB" 0.0462882096069869 0.0358078602620087 0.787835329248082 0.00620478234212143 0.805432098765432 18.6629845033954 0.780790895886351 63.716814159292 1.5700589445078 0.303703703703704 0.444444444444445 0.251851851851852 0.0596674261548159 0.0982941144021152 4030 8560 5387 17977 1.089 10.382 0.00480174502441132 0.00330824580266314 0.00297887463154223 0.00354435190294777 58.5094712206538 6.13723889031901 0.91 1.32 0.94 50 170.9 0.16 8.71 1.64 3.4 "0.08" 53.3 0.88 349.8 0.38 0.0234836702954899 0.732503888024883 0.244167962674961
"Yohan Croizet" "CM" 2.44727694090382 1.50173812282735 0.221454723869468 0.156827724828515 -0.0295257036512724 22.0013844686762 20.3876376553669 18.397212543554 19.0662020905923 3.45686421605401 0.207796166273377 0.997878363807265 0.651808103686972 "SKC" 0.1 0.0551020408163265 0.653193943598586 -1.27575539568345 0.772222222222222 18.7517381633937 0.792531580483127 40.0463499420626 -0.813315668014911 0.459397986837011 0.476103368176538 0.0863215803950986 0.0904902588538594 0.104430807505408 5093 9163 4487 18743 1.269 13.618 0.00361225457364108 0.00208078163162636 0.000770417699142859 0.00213660299536161 31.5574073617515 2.94069246159954 2.32 3.95 2.66 42.3 186.8 0.11 9.04 2.2 2.55 "0.2" 49.7 2.66 146.9 0.73 0.0232445520581114 0.738498789346247 0.238014527845036
"Brandt Bronico" "CDM" 0.531365313653137 0.708487084870849 0.0405973486721626 0.0849573537214076 0.0312036319895673 22.9601262749913 22.3887533510002 9.13432835820896 30.9372693726937 7.30693069306931 0.216691528617414 0.726452516414252 0.647770340546882 "CHI" 0.0208333333333333 0.03125 0.891689857093836 -0.334266666666666 0.84375 18.0917786020998 0.830007718619891 47.2324723247232 0.64908192496458 0.193390858208956 0.655 0.154701423267327 0.0764019547927504 0.119913764888028 2943 8357 4704 16004 0.867 7.529 0.00310374731845361 0.00370195876183962 0.0015533441099212 0.00295129169737086 54.4780534310533 6.2734058075074 1.06 1.65 1.24 41.1 110.9 0.18 6 0.94 0.71 "0.09" 44.9 1.12 161.8 0.06 0.0242424242424242 0.768398268398268 0.206277056277056
"Zoltan Stieber" "Wing" 1.42404092071611 1.03120204603581 0.198281940409102 0.125491939064223 0.0112426211634392 21.0082341660814 16.5527922299952 18.9544757033248 22.0971867007673 6.27552674230146 0.181936898181432 0.929168479318965 0.642629598189934 "DCU" 0.0634328358208955 0.0708955223880597 0.6916179492668 0.393099455040872 0.766980146290491 17.06924832248 0.773212045789263 46.9933503836317 -0.292857836701372 0.403343782654127 0.470219435736678 0.133540739084807 0.139238934446765 0.121694811939759 3546 7987 4691 16224 1.019 8.147 0.00534531181706847 0.00276664413431417 0.00133778016250298 0.00289653293784712 46.1171250084708 5.76817851769138 1.08 1.77 1.23 42.9 137.4 0.25 7.19 2.32 2.85 "0.19" 47.5 1.53 196.2 0.49 0.04625 0.741666666666667 0.2125
"Romain Alessandrini" "Wing" 2.67196819085487 1.2882703777336 0.209510357220034 0.279199676550375 0.027541929583944 23.5973636878667 13.1454031411272 24.3817097415507 15.4592445328032 3.94591671173607 0.16396466561456 0.96439584828935 0.631921991276847 "LAG" 0.12 0.09 0.655251671186426 0.294881756756757 0.649835345773875 17.6811257688457 0.677777593532162 43.4671968190855 -1.21457118287712 0.560922063666301 0.355653128430297 0.0907791852361527 0.0784104982750574 0.216724440285245 3623 8288 4178 16089 1.216 9.382 0.00672970183316332 0.00186525633841737 0.000944451103814282 0.00270167175207194 35.7460500156953 4.63304165626578 1.84 4.06 2.26 43.9 155.5 0.33 6.46 2.64 5.23 "0.21" 52 2.59 197.1 0.8 0.0389016018306636 0.670480549199085 0.290617848970252
"Damir Kreilach" "CDM" 1.77837655776356 1.06702593465813 0.212181101214065 0.0709965430147987 -0.0233504057469625 21.8349842224614 26.3451815409102 9.92657460424385 32.8514651397777 6.24528972627088 0.187262947957863 0.847386782642457 0.627683776146174 "RSL" 0.0730088495575221 0.0365044247787611 0.740728778172383 0.322542717656631 0.816069057104914 18.8967229972258 0.829643544126277 48.6951835634894 -0.661012137285502 0.203851261620186 0.674634794156706 0.128252719658161 0.119311683618287 0.0665368485514325 3461 8753 5317 17531 1.021 10.559 0.00286812326039984 0.00375316635893724 0.00117458900249593 0.00277766148899033 47.6936175940151 4.61172303849696 0.36 0.61 0.42 41.3 81.3 0.26 9.9 1.84 0.36 "0.28" 54.7 1.46 167.4 0.03 0.0273100616016427 0.712525667351129 0.260780287474333
"Alex Muyl" "Wing" 1.49787234042553 1.63404255319149 0.155895314185133 0.270880016331908 0.00844620409305252 19.8650281755542 17.1038337286425 20.6297872340426 15.5914893617021 4.97087378640777 0.196542877134786 1.27187605218042 0.627381082437978 "NYRB" 0.0759493670886076 0.0658227848101266 0.493272187460751 0.195667475728155 0.691275167785235 13.6503728592356 0.737666150842537 40.5787234042553 -1.88248686993376 0.508389261744968 0.384228187919463 0.122499511305141 0.104077837595188 0.165772926661454 4166 7307 3632 15105 1.276 9.824 0.00495194124676971 0.00213377437548954 0.00136863265044267 0.00268644312507483 31.801507370106 4.13057037909765 1.89 3.64 2.1 43.3 114.1 0 8.6 0.49 2.52 "0.27" 56.4 2.73 135.3 0.42 0.075 0.792857142857143 0.133095238095238
"Marc Rzatkowski" "CDM" 1.07462686567164 1.13432835820896 0.106751171141808 0.112564464775111 0.0294178425673009 21.3907488403379 22.1488486028691 20 24.7164179104478 5.16269571136828 0.186295324758817 0.95796301645504 0.627100794675538 "NYRB" 0.0429447852760736 0.081799591002045 0.654619002929921 5.42208117443869 0.699275362318841 17.1012678081085 0.728388284184579 49.4328358208955 -1.43913428685559 0.404589371980677 0.500000000000001 0.104438590779491 0.0993378953680715 0.0992344623675317 4166 7307 3632 15105 1.276 9.824 0.00480076812289966 0.0033825671151564 0.00142144705709479 0.00327261408943366 38.7404669442755 5.03184403714327 0.84 1.8 0.9 40.2 122.6 0.24 7.6 1.86 1.44 "0.09" 44.3 1.2 245.1 0.12 0.0419161676646707 0.696606786427146 0.263473053892216
"Cristian Roldan" "Wing" 0.676885346413243 1.32434089515635 0.0810752287996439 0.114419906879972 0.0191974615064474 20.4369891411681 24.2303506904212 14.2145922746781 28.3408951563458 7.2561669829222 0.194730679059495 0.802083975483703 0.62534850432248 "SEA" 0.0308764940239044 0.0428286852589641 0.779654653922439 1.50501799856012 0.82433234421365 18.4192924850657 0.805390992255478 49.5892090741876 0.939286662401561 0.286646884272997 0.571513353115727 0.146325523604675 0.119776900518315 0.0863976241302008 4348 8383 4589 17320 1.006 9.559 0.0032692254541578 0.00338075810048262 0.00158120875635698 0.00286311830682376 49.2934483838843 5.18769840717519 1.06 1.47 1.09 43.7 117.5 0.09 8.29 1.62 1.41 "0.08" 48.2 1.53 214.5 0.24 0.0305389221556886 0.75249500998004 0.217564870259481
"Zlatan Ibrahimovic" "F" 3.19020550940096 1.42719720157411 0.411363864509406 0.161798255561079 0.16163774134423 18.024549543761 19.697152400194 18.1337997376476 20.3165719282903 0 0.163604307655478 1.15206564270197 0.624923604296732 "LAG" 0.191709844559585 0.0587219343696028 0.542437497598733 0.622856012658228 0.680301399354144 17.0792290731974 0.740242527535163 38.9960647135986 -2.33746811355312 0.465016146393973 0.520990312163616 0 0.128945882419547 0.113367834089519 3623 8288 4178 16089 1.216 9.382 0.0050051889974186 0.00245132383304661 0 0.00242377181388518 32.0691321657883 4.15647673348951 1.43 2.56 1.6 35.9 87.1 0.29 9.92 1.43 0.76 "0.42" 55.9 2.1 122.6 0.17 0.0399002493765586 0.775561097256858 0.186533665835411
"Paul Arriola" "Wing" 1.20311149524633 1.36905790838375 0.144296745938326 0.16367057199411 0.0420367905041988 18.8915086301926 21.9542887643645 15.8893690579084 23.2739844425238 6.67424573677306 0.180873883202096 0.854190045951093 0.621897545641466 "DCU" 0.0549450549450549 0.0518053375196232 0.728055247879899 2.50224137931035 0.762466001813237 15.5456450504489 0.772543234691524 45.7597234226448 -0.461131389375995 0.347234814143246 0.508612873980055 0.145854153774676 0.119936303915692 0.119549780174991 3546 7987 4691 16224 1.019 8.147 0.0044809275403013 0.00291398327814246 0.00142277675053785 0.00282049577309201 44.9064999240871 5.61675750860989 1.2 2.69 1.36 44.5 168.6 0.21 7.52 0.66 1.61 "0.16" 51.3 2.15 204.1 0.25 0.0436285097192225 0.809935205183585 0.145572354211663
"Michael Murillo" "FB/WB" 0.322766570605187 0.783861671469741 0.0215173825119438 0.132502624098761 -0.00214360279859908 20.9285780782418 16.1544055067932 18.7204610951009 27.2507204610951 9.95965417867435 0.179928871109954 0.754734794398941 0.620154076719083 "NYRB" 0.027231467473525 0.027231467473525 0.821684757773708 4.12427467300832 0.693322341302556 16.0652594432525 0.706526444860184 55.9308357348703 -0.738516547107903 0.334707337180545 0.48722176422094 0.178070898598516 0.0666654618896831 0.169038274125993 4166 7307 3632 15105 1.276 9.824 0.00449362964356719 0.00372939926934379 0.00274219553377598 0.0037028027629838 43.8329433658858 5.69328539646481 1.72 2.47 1.86 39.7 165.3 0.05 8.65 1.21 3.26 "0.07" 39.6 1.35 348 0.56 0.0350877192982456 0.77719298245614 0.187719298245614
"Justin Morrow" "FB/WB" 0.35480464625132 0.963041182682154 0.0970344373571915 0.124006432351525 -0.0495956528026998 14.5605073974943 16.795855277293 17.6388595564942 23.6198521647307 10.2893347412883 0.177102657039299 0.731792459427645 0.619338230634533 "TOR" 0.0135363790186125 0.0321489001692047 0.846330435160448 0.152119366626066 0.807276302851524 15.9177465366099 0.792973930585759 51.5480464625132 0.737259350079793 0.342182890855457 0.458210422812192 0.19960668633235 0.273486941003751 0.128765451136945 4540 9672 4990 19202 1.316 10.529 0.00388521135605599 0.00244208562497216 0.0020619909301179 0.00268451444966739 39.1702480718185 4.89581598086363 1.21 1.81 1.36 41.2 117.7 0.25 7.64 0.5 1.66 "0.09" 43.3 1.66 234 0.3 0.0368015414258189 0.788053949903661 0.174373795761079
"Efrain Juarez" "CM" 0.231511254019293 0.694533762057878 0.0133687917994209 0.0685266246548026 0.00614888723819769 26.4252609821558 25.5553597334191 8.12614107883817 26.9324758842444 6.07395234182416 0.192703009125885 0.690593899240635 0.618425517872879 "VAN" 0.0123456790123457 0.0308641975308642 0.895498090198724 -0.711784140969163 0.859848484848485 17.6078731776483 0.859666110947728 40.7459807073955 0.00743100344176516 0.199434175782723 0.660984848484849 0.14906874828814 0.057745753466943 0.0986656493872389 2959 7106 4048 14113 1.105 9.294 0.00274624571775538 0.00379010355815429 0.00150048229788146 0.00288712397841674 36.8741906854258 4.38411671050091 0.39 0.62 0.39 35.6 68.4 0.08 5.89 1.32 0.46 "0.05" 38.4 1.4 115.9 0.16 0.0225728155339806 0.75 0.227669902912621
"Yamil Asad" "Wing" 1.25614591593973 0.761300555114988 0.132054728849979 0.0989730619333651 0.0584011721869891 22.6700689966671 22.1061167595906 14.3885804916733 27.3306899286281 4.83705810646079 0.201473518510398 0.885267203402048 0.61841375839887 "DCU" 0.0597609561752988 0.0371845949535193 0.698561695296437 1.70946945337621 0.764754098360656 18.1803342741987 0.784251500831795 46.4393338620143 -0.905446382799284 0.309836065573771 0.588524590163935 0.10415864535941 0.105126902196858 0.130005240727056 3546 7987 4691 16224 1.019 8.147 0.00405769331406466 0.00342189682341656 0.00103113581463671 0.00286238497670207 45.5734385299453 5.70017599877431 0.95 1.87 1.03 42.9 103.6 0.42 6.56 2.82 0.73 "0.18" 51.4 1.72 186.5 0.15 0.0397027600849257 0.715498938428875 0.24416135881104
"Mohamed El-Munir" "FB/WB" 0.859444941808415 0.773500447627574 0.0497328853273353 0.0989035224834505 0.00341562683025379 28.9930181337416 18.3615220444066 15.9427036705461 25.5255147717099 13.6222023276634 0.218151606592259 0.73368644671196 0.617787207290276 "ORL" 0.0300653594771242 0.0261437908496732 0.842031647250552 2.2618237704918 0.761310452418097 16.9885434056136 0.759872737314476 55.0904207699194 0.0792043300057068 0.289391575663027 0.463338533541341 0.247269890795632 0.05786628428191 0.127864854877331 3906 7404 4987 16297 0.916 9.529 0.00408159336163495 0.00344753035814558 0.0027315424759702 0.00338040257531567 60.1423807531871 5.78134334871649 3.49 5.34 3.79 48.2 213.5 0.09 7.63 1.29 3.02 "0.04" 43.2 2.28 303.6 0.43 0.0410071942446043 0.719424460431655 0.241007194244604
"Jackson Yueill" "CM" 0.848931466470155 0.919675755342668 0.0700684835244628 0.0711382805147736 -0.00082021578722519 21.1193969658186 23.0815661791211 11.1940959409594 38.1166051660517 7.09010339734121 0.240090855325289 0.693461278376455 0.617255482216597 "SJE" 0.0339366515837104 0.0361990950226244 0.890108073030014 2.47828402366864 0.849246231155779 18.2705616459334 0.829444856752627 56.3124539425203 1.11506398407607 0.198785440115707 0.676877004950954 0.125906489612019 0.0825372674849792 0.0773514796943491 3435 7881 4497 15813 1.017 10.176 0.00325883433506824 0.00483651886385632 0.00157662961915526 0.00356114930389681 55.371144486254 5.53384964057786 0.7 1.05 0.7 48.1 123.6 0.28 8.46 1.61 0.7 "0.05" 53.8 1.12 250 0.21 0.020253164556962 0.716094032549729 0.264014466546112
"Rolf Feltscher" "FB/WB" 0.281318681318681 0.843956043956044 0.0125530420252375 0.141247059892771 0.00877805918721353 26.3758600827545 18.5303872686673 14.7692307692308 26.232967032967 12.167032967033 0.196126655333075 0.729751129310073 0.61694052710383 "LAG" 0.0167865707434053 0.0287769784172662 0.845412226613616 2.89493613138686 0.724867724867725 19.3684117359972 0.705921465178666 53.1692307692308 1.00735805362136 0.277777777777778 0.493386243386242 0.228835978835979 0.0446221415740865 0.167363052737528 3623 8288 4178 16089 1.216 9.382 0.00407651967133061 0.00316517459374602 0.00291216681834203 0.00330469455958921 43.7246963562753 5.66715314103931 0.63 0.97 0.69 37.9 120.1 0.07 7.78 1.94 4.44 "0.01" 39.3 0.76 330.4 0.63 0.0323420074349442 0.676579925650558 0.28996282527881
"Victor Rodriguez" "Wing" 2.69090909090909 1.23636363636364 0.24178639415201 0.137569434126444 -0.0133224743151576 21.4596823921138 24.7167166189111 28.3636363636364 20 0 0.232444478598325 0.885070093598072 0.614470782293649 "SEA" 0.108040201005025 0.0527638190954774 0.694262281302087 0.688289962825278 0.764204545454545 14.8911824060062 0.7817492223059 51.2 -0.898287454789335 0.553977272727273 0.390625 0 0.0898530518808146 0.111269395249329 4348 8383 4589 17320 1.006 9.559 0.00652337542861923 0.00238578074674937 0 0.00295612009237875 50.8946322067594 5.35620880845277 2 3.5 2.07 55 267 0.36 9.86 0.79 2.14 "0.29" 60.6 2.07 162.3 0.14 0.0469184890656064 0.809145129224652 0.143339960238569
"Santiago Mosquera" "Wing" 2.9667638483965 1.34344023323615 0.233777163780221 0.128775884803196 -0.0126431963159035 24.7755801830787 20.2026386680762 18.136443148688 19.1440233236152 2.92857142857143 0.193072745678156 0.932134418428051 0.611648037469386 "FCD" 0.135944700460829 0.0691244239631336 0.656180080230132 -0.175681818181818 0.715700141442716 19.7107578712909 0.748566188782327 39.5755102040816 -1.30069059185662 0.458274398868457 0.483734087694485 0.073999587458746 0.0787987098826807 0.0958553135579346 3844 7820 4366 16030 1.157 10.971 0.00471811736438293 0.00244808482399171 0.000670767619920163 0.00246884031216978 34.205281075265 3.60728376666499 2.66 3.73 2.71 42.9 222 0.11 6.84 2.66 2.49 "0.3" 49.1 2.15 163 0.73 0.0329787234042553 0.664893617021277 0.303191489361702
"Victor Ulloa" "CDM" 0.249134948096886 1.07958477508651 0.0298003378031496 0.0527576351772373 -0.0298003378031496 21.3230393609812 28.7299862362445 9.73115910092552 34.1730103806228 10.5467128027682 0.210723368954188 0.67333181889476 0.610621335664053 "FCD" 0.0167832167832168 0.0433566433566434 0.906865409489123 2.56040352504638 0.824789594491201 17.674590523068 0.80569280385287 54.2698961937716 1.03638084557642 0.179310442499839 0.629686304514154 0.194338179035961 0.119615244793198 0.0488684505327613 3844 7820 4366 16030 1.157 10.971 0.00253151901689009 0.00436995017655023 0.00241564654209075 0.00338552066087159 46.9057011182123 4.94666814271913 0.33 0.33 0.33 40.6 72.6 0.08 6.68 0.91 0.29 "0.03" 41.6 0.75 221.1 0 0.0136801541425819 0.757225433526012 0.229287090558767
"Sacha Kljestan" "CAM" 1.0059880239521 2.01197604790419 0.133808617907952 0.165278899287474 0.0360313229459356 19.1910578072672 24.4512477395811 23.6047904191617 27.2694610778443 5.02994011976048 0.213872953393911 0.871195708812084 0.609723190380198 "ORL" 0.0517621145374449 0.0814977973568282 0.699869368286471 0.691348709929633 0.821979434447301 16.5791759198536 0.818906622127196 55.9041916167665 0.171783088745475 0.422236503856041 0.487789203084832 0.0899742930591259 0.133012138039452 0.0821475481577624 3906 7404 4987 16297 0.916 9.529 0.00604321311294462 0.00368307145837984 0.00100861041102075 0.00343033635741342 61.0307768741992 5.86674274496448 0.89 1.32 0.93 46.9 119.8 0.32 10.5 1.43 0 "0.15" 59 1.57 209.9 0.14 0.0350877192982456 0.770175438596491 0.194736842105263
"Bastian Schweinsteiger" "CB" 0.433032616238723 1.13254684247051 0.0188415381192568 0.0885869659045204 -0.00767189804528307 30.8897035328045 22.5885570885066 9.73189751206833 40.5385149201943 19.1200555170021 0.2440967048058 0.731768876602278 0.607058484942543 "CHI" 0.0214285714285714 0.0366071428571429 0.829576802666458 5.74215909090909 0.852713178294574 21.0283845966496 0.814886786141108 68.7522553782096 2.60064977337137 0.141550229276591 0.589631782945736 0.278100775193799 0.0435106673555273 0.0782192511448612 2943 8357 4704 16004 0.867 7.529 0.00330679494123966 0.00485084538951709 0.00406463765242392 0.00429594197564419 79.2990258110837 9.13165830498202 1.32 1.78 1.35 57.2 168.2 0.1 11.5 3.2 0.56 "0.06" 59 1.06 439.9 0.2 0.0145374449339207 0.663729809104258 0.3215859030837
"Jonathan Mensah" "CB" 0.0768922707248698 0 0.00147617991231063 0 0.000611156494005825 37.0541803669022 0 1.52908587257618 27.488986784141 26.5278334000801 0.218788862424383 0.69243840866106 0.603570854540182 "CLB" 0.0219653179190751 0.0023121387283237 0.871659987358706 5.76119712689545 0.877450980392157 21.2654295112063 0.833563357179447 54.9010812975571 2.40947796995753 0.0278516531266246 0.500700280112045 0.483193277310924 0.0191980272970815 0 4030 8560 5387 17977 1.089 10.382 0.000379425774832799 0.00321133023179217 0.00492441681828107 0.00305396235732086 50.4142160675455 5.28810261005173 0.15 0.23 0.19 40.3 105.6 0 5.82 1.07 0.11 "0.07" 42.4 0.15 385.2 0 0.0131294964028777 0.642086330935252 0.343525179856115
"Junior Moreno" "CDM" 0.291085506367495 0.465736810187993 0.010536806874156 0.0609096860188562 0.00402054502817575 29.4546310660641 21.9461101044253 4.58560794044665 31.728320194057 11.6434202546998 0.212576967305723 0.684725003423832 0.602960521825852 "DCU" 0.0132575757575758 0.0170454545454545 0.880587854702059 1.99413865546218 0.868613138686131 17.8416513080083 0.849689413863631 47.8544572468163 0.905584580468876 0.095824050762831 0.66301703163017 0.243309002433089 0.0361983219489235 0.130781344069133 3546 7987 4691 16224 1.019 8.147 0.0012931776481801 0.00397249532916702 0.00248207637064587 0.00294960905120909 46.9621759046284 5.87387470809087 0.29 0.47 0.29 39.2 54.7 0.12 7 1.24 0.06 "0.01" 38.1 0.47 213.6 0.06 0.0285425101214575 0.771255060728745 0.198785425101215
