"Player" "Pos" "shots" "KP" "xG" "xA" "xPlace" "ShotDist" "KPDist" "A3Passes" "M3Passes" "D3Passes" "percChain" "xGChain" "xB" "Team" "ShotChainPerc" "KPChainPerc" "xBperc" "Vertical" "PassPct" "PassDistance" "xPassPerc" "Passes" "PassScore" "A3perc" "M3perc" "D3perc" "xGper" "xAper" "teamA3pass" "teamM3pass" "teamD3pass" "teampass" "teamxG" "teamshots" "A3teamperc" "M3teamperc" "D3teamperc" "passteamperc" "xGteamperc" "shotteamperc" "SuccDrib" "AttDrib" "PlayerDrib" "Carries" "CarryPrgDis" "TB" "PressPass" "SwPass" "Crs" "npxG" "targeted" "miscontrol" "passprg" "penCrs" "shortpasspct" "medpasspct" "longpasspct"
"Artur" "CDM" 0.976271186440678 0.520677966101695 0.0558056426484868 0.0492809125624754 -0.0184354736402745 28.1131382203088 22.4195334999916 8.52610169491525 39.7993220338983 13.2772881355932 0.241128769169523 0.916180455096744 0.807879749705056 "CLB" 0.0368043087971275 0.0134649910233393 0.881791076431277 2.982 0.850501848917063 20.04388086164 0.852985601964698 61.6027118644068 -0.153005923335838 0.138404648705758 0.646064447966191 0.21553090332805 0.0571620297961931 0.0946475859761083 4030 8560 5387 17977 1.089 10.382 0.00211565798881272 0.00464945350863298 0.00246469057649772 0.00342675150828318 56.5681467992716 5.9336073843582 0.91 1.42 1 53.1 151.2 0.13 8.25 1.91 0.75 "0.07" 55.6 1 297.9 0 0.0180921052631579 0.717105263157895 0.264802631578947
"Gregory van der Wiel" "CB" 0.0784955028618152 0.392477514309076 0.00352219490222866 0.0675512422794237 0.000121887813687837 26.7929384764264 17.5611107907186 10.0128087831656 31.5159443990188 16.2093213409648 0.205017050921236 0.854597575623075 0.803736490045251 "TOR" 0.0046242774566474 0.0138728323699422 0.940485338329281 2.69512128325509 0.885041551246537 19.0148908662173 0.823873208069508 56.6737530662306 3.4666395766854 0.176674531708961 0.556094182825484 0.286011080332409 0.0448712954731839 0.172114936057782 4540 9672 4990 19202 1.316 10.529 0.00220546448968405 0.00325847233240476 0.00324836099017331 0.00295145052943603 43.0651619044305 5.38263396962965 0.43 0.9 0.43 43.3 140.1 0.08 8.39 1.06 1.45 "0.01" 44.4 0.16 329.4 0.24 0.0207381370826011 0.750439367311072 0.226713532513181
"Roger Espinoza" "CM" 0.955223880597015 1.75124378109453 0.0695027050980142 0.165242852239521 -0.000715837832517994 25.4648264333755 20.9249696638454 15.9522388059701 30.9492537313433 5.327852004111 0.195457863604933 1.03449790163736 0.802342188274455 "SKC" 0.0454086781029263 0.0575176589303734 0.775586095442573 3.57513442867812 0.818960244648318 21.9892726241232 0.816110331303118 52.0597014925373 0.148365638030706 0.306422018348623 0.594495412844037 0.102341193886306 0.0727606443994836 0.0943574241481354 5093 9163 4487 18743 1.269 13.618 0.0031321890449578 0.00337763327854887 0.00118739737109672 0.00277755436656551 41.0241934535361 3.82285956032731 0.8 1.53 0.8 47 134.8 0.19 9.46 2.78 0.86 "0.09" 50.2 1.12 256.2 0.35 0.0234496124031008 0.641472868217054 0.335271317829457
"Lee Nguyen" "CM" 0.634468734112862 1.26893746822572 0.0502888444601432 0.130889315103719 0.0335142691481755 23.9943358317177 22.102546484303 18.0091509913574 37.33604473818 4.99881656804734 0.228796319733094 1.00722022159645 0.799726534097834 "LAFC" 0.0316265060240964 0.0557228915662651 0.793993723468205 0.420820537428023 0.852700490998363 17.4794755522329 0.844967769449744 59.6400610066091 0.461179984906753 0.301963993453355 0.626022913256956 0.0838164227815493 0.0792613437925495 0.103148751125407 4139 8986 4537 17662 1.339 11.412 0.00435108745865122 0.00415491261275095 0.00110178897245919 0.00337674448004808 44.5407475777514 5.22608315865835 1.33 1.63 1.33 55.4 152.9 0.25 8.87 1.72 0.79 "0.05" 57.6 1.23 217.7 0.1 0.0164179104477612 0.752902155887231 0.230514096185738
"Felipe Gutierrez" "CM" 2.02481389578164 1.13151364764268 0.191257193022836 0.0827721775089499 0.10301323252159 21.5207084729714 24.2987911139472 21.0223325062035 27.1563275434243 5.16782773907536 0.205141205204581 1.11958011420337 0.779316411410098 "SKC" 0.0760456273764259 0.0456273764258555 0.696079183189688 0.277528901734104 0.774049217002237 18.6662031668827 0.794239222249162 53.2406947890819 -1.07492990714149 0.394854586129754 0.510067114093959 0.0970653700059363 0.0944566774365231 0.0731517270528658 5093 9163 4487 18743 1.269 13.618 0.00412769144044836 0.00296369393685739 0.00115173339404398 0.00284056419938547 41.954842229379 3.90958252232941 0.95 1.89 1.01 45.9 127.5 0.24 8.76 1.6 1.65 "0.19" 50.2 1.6 180.2 0.12 0.0243137254901961 0.709803921568627 0.266666666666667
"Osvaldo Alonso" "CDM" 0.444673185795162 0.592897581060216 0.0255531020581111 0.0318750156044857 0.00552087350321809 27.600443612764 25.8796956352817 10.1810657009829 45.6906363166063 11.742812336644 0.256382532426249 0.849096165119005 0.779195532801082 "SEA" 0.0175438596491228 0.0175438596491228 0.917676424426996 4.96763052208835 0.916114790286976 21.1551626069649 0.859276301563992 67.1456510550695 3.81645733029095 0.151626584015589 0.680470523387034 0.1748856724468 0.0574649042811457 0.0537614195481907 4348 8383 4589 17320 1.006 9.559 0.0023415514491681 0.00545039202154435 0.00255890440981565 0.00387676969140124 66.7451799752182 7.0243384302824 1.62 2.45 1.72 58.9 149.2 0 7.35 4.17 0.64 "0.06" 59.9 0.59 383.3 0.1 0.0174556213017751 0.705621301775148 0.276627218934911
"Alejandro Romero Gamarra" "CAM" 1.55143870713441 1.81631848640126 0.160332522190724 0.228904674726233 0.0458932835806752 22.4966878450666 19.1422916543135 22.060701616082 25.2014189988175 2.98935750886874 0.171021533116183 1.13123026318941 0.774293914962799 "NYRB" 0.0676020408163265 0.0701530612244898 0.684470651253393 4.90626059322034 0.710843373493976 17.722355472998 0.73610198390614 50.2514781237682 -1.26928250856366 0.439006024096386 0.501506024096386 0.0594879518072289 0.103344412804336 0.126026727382911 4166 7307 3632 15105 1.276 9.824 0.00529541565436438 0.00344894197328829 0.000823060988124653 0.00332681086552587 39.3820361471538 5.11517489044872 1.79 2.61 1.9 45.7 124 0.52 10.6 1.19 2.5 "0.12" 52.2 1.79 280.1 0.49 0.0313111545988258 0.720156555772994 0.24853228962818
"Franco Escobar" "FB/WB" 0.403573305307409 0.756699947451393 0.0629710669518067 0.0771123008404509 0.0146267751028811 18.2696421394 20.3299189721107 13.6708860759494 30.5822784810127 12.9143457698371 0.221829434651295 0.859543650856424 0.768354802313186 "ATL" 0.0214395099540582 0.0229709035222052 0.893910159824484 -1.49524134312697 0.843362831858407 17.6353773149788 0.8253025486884 57.0047293746716 1.02952155453621 0.239820208356671 0.536486688323812 0.226548672566372 0.156033776574594 0.101906047569012 4305 8726 4626 17657 1.499 11.529 0.00317558329290346 0.00350473051581626 0.00279168736918225 0.00322844930478969 38.0285052532832 4.94446433989692 1.11 1.41 1.16 44.1 139.5 0 5.73 0.75 1.21 "0.06" 45.2 0.5 257.4 0.2 0.0344178082191781 0.763698630136986 0.202054794520548
"Tyler Adams" "CDM" 0.307939053728949 0.538893344025662 0.0477908462827426 0.0819828471822522 -0.0228167030964544 19.3067934640064 20.6004571420892 10.700882117081 33.5268644747394 7.73696872493986 0.176524655851785 0.973543045385459 0.765157252469344 "NYRB" 0.0158924205378973 0.0183374083129584 0.785951125732085 4.27103097773475 0.765185185185185 16.7942460131304 0.780828700507129 51.9647153167602 -0.812910820258172 0.205925925925926 0.645185185185186 0.148888888888889 0.155195795090052 0.152131860768257 4166 7307 3632 15105 1.276 9.824 0.00256862268772948 0.00458832140067598 0.00213022266655833 0.00344023272537307 40.7246985241067 5.28956792719465 0.69 1.39 0.85 40.2 95.1 0.19 8.34 0.77 0.38 "0.04" 43.2 0.97 252.7 0.08 0.032258064516129 0.77988614800759 0.18899430740038
"Federico Higuain" "CAM" 1.54340836012862 1.96784565916399 0.139280102904387 0.188341520363324 -0.0764435291151389 21.8615975006408 22.5281676030529 25.5434083601286 33.4533762057878 4.65857885615251 0.245790227024383 1.10439510881338 0.747946806428135 "CLB" 0.060849598163031 0.101033295063146 0.677245670919142 2.33771255060729 0.752589884216941 18.7655049331023 0.769290055310051 63.3183279742765 -1.05742691050005 0.403412553321146 0.528336380255942 0.0735739398874381 0.0902419000068006 0.0957094980931269 4030 8560 5387 17977 1.089 10.382 0.00633831472956045 0.00390810469693783 0.000864781669974477 0.00352218545776695 58.1435518588398 6.09885647989564 1.02 1.55 1.02 50.6 128.6 0.53 8.86 2.8 1.67 "0.15" 64.3 2.01 299.3 0.23 0.028525641025641 0.661858974358974 0.309294871794872
"DaMarcus Beasley" "FB/WB" 0.402178466694596 0.643485546711353 0.0255384770523678 0.0553715215556218 0.0066983085099075 22.8465589899069 25.5974107965233 12.4675324675325 33.0188521156263 11.5425219941349 0.232718779608369 0.806531908817682 0.746333868845711 "HOU" 0.0134969325153374 0.0184049079754601 0.925361861925318 0.764372950819672 0.860366713681241 18.4065855301343 0.818456549536173 57.0289065772937 2.39009083566815 0.218617771509168 0.578984485190409 0.202397743300423 0.063500359087502 0.0860493632508263 3482 7961 4046 15489 1.333 10.853 0.00358056647545448 0.00414757594719587 0.00285282303364679 0.00368189725465128 42.782375526852 5.25466751840908 0.65 1.14 0.73 45.8 113.7 0.08 8.65 0.69 1.19 "0.02" 45.1 0.53 341.6 0.29 0.024114671163575 0.760539629005059 0.215851602023609
"Darwin Ceren" "CDM" 0.142152023692004 0.852912142152024 0.00397185976502521 0.0494938398202445 -0.00397185976502521 32.9470884197667 25.6973608168412 7.536354056902 35.1589338598223 8.30218687872763 0.238758821882689 0.794691026958617 0.745669958139079 "HOU" 0.0126382306477093 0.028436018957346 0.938314304356565 4.60425925925926 0.861971830985915 24.5499473918777 0.83895342152898 50.4639684106614 1.16160028769845 0.14934128833415 0.696713615023474 0.164517122616414 0.0279409301525732 0.0580292358077635 3482 7961 4046 15489 1.333 10.853 0.00216437508813957 0.00441639666622564 0.00205194930270085 0.00325805206344253 37.8574406681631 4.6497713453111 0.63 0.77 0.63 44.7 91.2 0.14 5.99 3.82 0.53 "0.01" 41.6 0.39 283.2 0.05 0.0163227016885553 0.575984990619137 0.407129455909944
