"First","Last","Player","Season","Team","Min","Pos","Passes","PassPct","xPassPct","Score","Per100","Distance","Vertical","Comp ($K)","Passes/96","PassPct/96","xPassPct/96","Score/96","Per100/96","Distance/96","Vertical/96","extreme1","extreme2","plotnames"
"Alexander","Callens","Alexander Callens",2018,"NYC",2923,"CB",1040,0.86,0.811,50.3041632771493,4.83693877664897,21.2281461206537,4.49014541387025,564.00004,34.1566883339035,0.859615384615385,0.811245996848895,1.65213810284171,4.83693877664897,21.2281461206537,4.49014541387025,323,448,"Callens"
"Matt","Besler","Matt Besler",2018,"SKC",2959,"CB",832,0.879,0.826,44.0869009131566,5.2989063597544,22.0540469115746,7.09790697674419,783.25,26.9929030077729,0.878605769230769,0.825616705633225,1.43032865416121,5.2989063597544,22.0540469115746,7.09790697674419,347,478,"Besler"
"Reto","Ziegler","Reto Ziegler",2018,"FCD",2747,"CB",752,0.84,0.783,42.9076330363751,5.70580226547541,25.2093067807074,7.02482594936709,800,26.2803057881325,0.840425531914894,0.78336750926014,1.49950228303313,5.70580226547541,25.2093067807074,7.02482594936709,245,406,"Ziegler"
"Matt","Hedges","Matt Hedges",2018,"FCD",3153,"CB",721,0.845,0.792,37.9531024538446,5.26395318361229,22.612710861343,7.5227750410509,525.004,21.9524262607041,0.844660194174757,0.792020662338634,1.15556544103047,5.26395318361229,22.612710861343,7.5227750410509,269,414,"Hedges"
"Tommy","Smith","Tommy Smith",2018,"COL",3212,"CB",799,0.845,0.802,33.8399872146547,4.23529251747868,20.0983343415998,6.80544444444444,639.99996,23.8804483188045,0.844806007509387,0.8024530823346,1.01140684078669,4.23529251747868,20.0983343415998,6.80544444444444,302,415,"Smith"
"Jonathan","Mensah","Jonathan Mensah",2018,"CLB",2497,"CB",690,0.886,0.841,30.3850164413452,4.40362557120945,20.9269168644233,5.01106382978723,868.996,26.5278334000801,0.885507246376812,0.841470990664717,1.16818645509377,4.40362557120945,20.9269168644233,5.01106382978723,410,488,"Mensah"
"Lalas","Abubakar","Lalas Abubakar",2018,"CLB",1889,"CB",564,0.904,0.854,28.4999200105667,5.05317730683807,21.3996966253807,4.20110784313725,75.75004,28.6627845420858,0.904255319148936,0.853723546080555,1.44838132398857,5.05317730683807,21.3996966253807,4.20110784313725,451,503,"Abubakar"
"Walker","Zimmerman","Walker Zimmerman",2018,"LAFC",2499,"CB",638,0.875,0.835,25.4292792696506,3.98578044978849,20.8528465393832,4.72262544802867,235,24.5090036014406,0.874608150470219,0.834750345972335,0.976875073984175,3.98578044978849,20.8528465393832,4.72262544802867,377,471,"Zimmerman"
"Larrys","Mabiala","Larrys Mabiala",2018,"POR",2955,"CB",544,0.824,0.777,25.3747059777379,4.66446801061358,21.7429412967491,8.48869419642857,793.33333,17.6730964467005,0.823529411764706,0.77688473165857,0.82435593024123,4.66446801061358,21.7429412967491,8.48869419642857,223,376,"Mabiala"
"Josh","Williams","Josh Williams",2018,"CLB",1588,"CB",394,0.926,0.864,24.433986261487,6.20151935570735,22.0271409044997,3.60406849315068,200.00004,23.8186397984887,0.926395939086294,0.864380745529221,1.47711755736949,6.20151935570735,22.0271409044997,3.60406849315068,472,510,"Williams"
"Chad","Marshall","Chad Marshall",2018,"SEA",2759,"CB",598,0.878,0.837,24.4186044614762,4.08337867248766,23.1791078901253,4.79473333333333,341.25,20.8075389633925,0.877926421404682,0.837092634679806,0.84965060830073,4.08337867248766,23.1791078901253,4.79473333333333,387,476,"Marshall"
"Frederic","Brillant","Frederic Brillant",2018,"DCU",2337,"CB",535,0.845,0.801,23.2072179093957,4.33779774007397,22.8433466862874,6.26012168141593,299.99996,21.9768934531451,0.844859813084112,0.801481835683373,0.95331318754899,4.33779774007397,22.8433466862874,6.26012168141593,299,417,"Brillant"
"Maxime","Chanot","Maxime Chanot",2018,"NYC",1664,"CB",604,0.877,0.839,23.0267185866833,3.81237062693432,21.5139210422133,3.31525471698113,408,34.8461538461538,0.877483443708609,0.839359737439266,1.32846453384711,3.81237062693432,21.5139210422133,3.31525471698113,396,475,"Chanot"
"Deklan","Wynne","Deklan Wynne",2018,"COL",2169,"CB",436,0.814,0.762,22.9166011177003,5.25610117378448,20.5979237635228,6.82257746478873,67.5,19.2973720608575,0.814220183486238,0.761659171748394,1.01428939940029,5.25610117378448,20.5979237635228,6.82257746478873,188,358,"Wynne"
"Gregory","van der Wiel","Gregory van der Wiel",2018,"TOR",2446,"CB",413,0.893,0.84,22.0617125034332,5.34181900809522,19.1259102514461,3.19413279132791,835.00004,16.2093213409648,0.893462469733656,0.840044279652704,0.865872608474894,5.34181900809522,19.1259102514461,3.19413279132791,405,495,"Wiel"
"Ike","Opara","Ike Opara",2018,"SKC",2990,"CB",672,0.859,0.827,21.0235430961474,3.1285034369267,21.1190137894684,3.6803986135182,342.91663,21.5759197324415,0.858630952380952,0.827345918011685,0.675003390377977,3.1285034369267,21.1190137894684,3.6803986135182,351,446,"Opara"
"Bastian","Schweinsteiger","Bastian Schweinsteiger",2018,"CHI",2882,"CB",574,0.875,0.838,20.9854565113783,3.65600287654674,21.5860995357188,6.36738047808765,6100.00008,19.1200555170021,0.874564459930314,0.838004431164846,0.699029779698929,3.65600287654674,21.5860995357188,6.36738047808765,392,470,"Schweinsteiger"
