Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,3-Jan,PPA,CrsPA,Prog,Matches
438,Tim Parker/Tim-Parker,us USA,DF,NY Red Bulls,24,1993,29,27.6,36.8,75.1,586.1,303.4,0.31,0.59,52.9,19,23,82.7,8.31,13.2,62.8,0.07,0.04,0.02,0.17,2.62,0.1,0,3.52,Matches
439,Michael Parkhurst/Michael-Parkhurst,us USA,DF,Atlanta,34,1984,32.2,50.2,57.5,87.3,1229,358.8,0.19,0.56,33.3,28.1,29.9,93.8,22,27,81.3,0,0.02,-0.02,0.25,5.59,0.31,0,3.51,Matches
440,Kevin Partida/Kevin-Partida,us USA,DF,San Jose,22,1995,3.2,30,39.1,76.8,550.6,232.2,0,0.63,0,23.4,27.8,84.3,6.56,10.6,61.8,0,0,0,0,0.94,0.94,0.63,3.13,Matches
441,PC/PC,br BRA,DFMF,Orlando City,23,1994,4.6,55,65.7,83.8,1055.4,354.1,0.65,1.3,50,43.3,48.5,89.2,11.1,15.9,69.9,0,0.11,-0.11,0.65,3.04,0.43,0,6.52,Matches
442,Taylor Peay/Taylor-Peay,us USA,DF,Real Salt Lake,26,1991,0,1,1,100,18,0,0,0,,1,1,100,0,0,,0,0,0,0,0,0,0,0,Matches
443,João Pedro/Joao-Pedro,pt POR,MF,LA Galaxy,24,1993,0.9,26.7,34.4,77.4,453.3,190,0,0,,23.3,31.1,75,3.33,3.33,100,0,0,0,1.11,4.44,1.11,0,5.56,Matches
444,Marquinhos Pedroso/Marquinhos-Pedroso,br BRA,DF,FC Dallas,24,1993,13,42.2,53.2,79.3,806.6,237.6,0.23,0.62,37.5,32.5,36.9,88.1,9.38,15.6,60.1,0,0.03,-0.03,0.54,2.69,0.92,0.62,5.38,Matches
445,Ronaldo Peña/Ronaldo-Pena,ve VEN,FW,Houston,20,1997,2.5,15.2,22,69.1,234,67.6,0,0.4,0,13.2,16.8,78.6,2,4.8,41.7,0,0.12,-0.12,1.6,0.8,0.8,0.8,2.4,Matches
446,Cristian Penilla/Cristian-Penilla,ec ECU,FWMF,New England,26,1991,31.2,20.4,32.4,63,415.5,131.7,0.29,1.67,17.3,15.4,22,70.3,4.71,8.78,53.6,0.22,0.15,0.07,1.31,1.99,1.76,0.61,4.78,Matches
447,Joshua Pérez/Joshua-Perez,us USA,MF,Los Angeles FC,20,1998,0.3,40,46.7,85.7,610,30,0,0,,33.3,36.7,90.9,6.67,10,66.7,0,0,0,0,0,0,0,0,Matches
448,Michael Petrasso/Michael-Petrasso,ca CAN,DF,Montreal,22,1995,8.7,37.4,49.2,75.9,625.7,253.3,0.11,0.92,12.5,32.9,38.5,85.4,4.37,9.77,44.7,0,0.06,-0.06,0.69,3.68,0.69,0.11,5.98,Matches
449,Demar Phillips/Demar-Phillips,jm JAM,DF,Real Salt Lake,34,1983,4,39,50.8,76.8,660,311,0.25,1.75,14.3,33,38.5,85.7,5.75,10.5,54.8,0,0,0,0,3.5,0.25,0,7.5,Matches
450,Ignacio Piatti/Ignacio-Piatti,ar ARG,FW,Montreal,32,1985,31.3,24.9,32,77.7,482.3,113.4,0.42,1.12,37.1,19,22.8,83.6,5.4,8.08,66.8,0.35,0.22,0.13,1.6,2.33,1.31,0.26,3.8,Matches
451,Fafà Picault/Fafa-Picault,us USA,FW,Philadelphia,26,1991,24.3,21.4,30.5,70.4,383.4,64.8,0.25,1.03,24,17.4,22.8,76,3.83,6.58,58.1,0.16,0.1,0.06,1.03,0.82,0.82,0.29,2.26,Matches
452,Samuel Piette/Samuel-Piette,ca CAN,MF,Montreal,23,1994,33.3,48.9,56,87.3,1049.7,276.7,0.27,0.93,29,34.1,37.5,91,14.5,17.5,82.7,0.09,0.04,0.05,0.66,6.01,0.18,0.03,4.32,Matches
453,Stefano Pinho/Stefano-Pinho,br BRA,FW,Orlando City,27,1991,6.8,16.8,23.2,72.2,236.3,36.5,1.03,1.91,53.8,14.9,18.7,79.5,0.88,2.65,33.3,0,0.01,-0.01,0.29,0.44,0.15,0,1.32,Matches
454,Joao Plata/Joao-Plata,ec ECU,FW,Real Salt Lake,25,1992,19.1,42.8,54.7,78.4,861.4,231.3,0.31,1.57,20,31.7,37.3,85,10.8,15.8,68.4,0.42,0.29,0.13,2.93,4.71,1.83,0.42,7.64,Matches
455,Andy Polo/Andy-Polo,pe PER,MFFW,Portland,23,1994,18.1,38.5,45,85.6,707.3,161.6,0.33,1.22,27.3,31.3,35,89.4,6.91,8.78,78.6,0.11,0.08,0.03,0.88,2.98,0.94,0.22,4.36,Matches
456,Matt Polster/Matt-Polster,us USA,DF,Chicago,24,1993,1.4,47.9,57.1,83.8,878.6,202.1,0,0.71,0,38.6,40.7,94.7,9.29,15.7,59.1,0,0,0,1.43,0.71,0.71,0.71,1.43,Matches
457,Paxton Pomykal/Paxton-Pomykal,us USA,MFFW,FC Dallas,18,1999,1.4,38.6,52.1,74,703.6,194.3,0.71,3.57,20,32.1,37.1,86.5,5.71,11.4,50,0,0.21,-0.21,0.71,2.86,1.43,0.71,5.71,Matches
458,Chris Pontius/Chris-Pontius,us USA,FWDF,LA Galaxy,30,1987,16.6,33.3,43.9,75.8,541,158.4,0.6,1.69,35.7,28.3,33.6,84.1,4.4,8.55,51.4,0.36,0.13,0.23,1.02,2.23,1.14,0.3,5.12,Matches
459,Alvas Powell/Alvas-Powell,jm JAM,DF,Portland,23,1994,22.9,28.3,43.9,64.4,566.3,244.7,0.22,1.75,12.5,21.3,27.9,76.1,6.81,14.2,47.9,0.09,0.05,0.03,0.57,1.92,0.96,0.31,5.37,Matches
460,Dillon Powers/Dillon-Powers,us USA,MFFW,Orlando City,26,1991,0.8,30,36.3,82.8,425,106.3,0,0,,28.8,32.5,88.5,1.25,3.75,33.3,0,0.13,-0.13,1.25,0,1.25,1.25,2.5,Matches
461,Jack Price/Jack-Price,eng ENG,MF,Colorado,25,1992,30.5,56.3,67.7,83.2,1312.7,399.2,0.52,0.98,53.3,36.4,39.8,91.4,19.4,26.9,72.1,0.07,0.08,-0.02,1.48,7.15,0.75,0.16,7.51,Matches
462,Andrew Putna/Andrew-Putna,us USA,GK,Real Salt Lake,23,1994,1.5,26.7,34,78.4,752.7,508,0,0,,16,16,100,10.7,18,59.3,0,0,0,0,0,0,0,0,Matches
463,Valeri Qazaishvili/Valeri-Qazaishvili,ge GEO,FWMF,San Jose,25,1993,30.1,30.1,37.1,81.1,512.6,121.5,0.37,0.96,37.9,24.8,28.3,87.7,4.98,7.91,63,0.13,0.13,0.01,1.69,2.33,0.96,0.17,3.55,Matches
464,Yeferson Quintana/Yeferson-Quintana,uy URU,DF,San Jose,21,1996,8.8,30.9,40.7,76,739,266.5,0.23,0.8,28.6,17.7,20.3,87.2,13,19.5,66.3,0,0.01,-0.01,0.11,2.27,0.11,0,1.7,Matches
465,Darwin Quintero/Darwin-Quintero,co COL,MFFW,Minnesota,30,1987,26.6,28.7,43.6,65.8,570,235.1,0.68,2.18,31,19.8,26.2,75.6,8.2,15.2,53.8,0.45,0.32,0.13,2.63,5.08,2.67,0.11,8.8,Matches
466,Romell Quioto/Romell-Quioto,hn HON,FW,Houston,26,1991,24.9,25,36.4,68.7,495.9,141.6,0.12,1.49,8.1,18.7,23.6,79.1,6.22,11.3,55,0.36,0.22,0.14,1.61,1.81,1.41,0.92,4.26,Matches
467,Joel Qwiberg/Joel-Qwiberg,se SWE,DF,San Jose,25,1992,4.2,38.3,46.7,82.1,713.8,222.6,0,0.24,0,32.1,37.1,86.5,6.19,9.29,66.7,0,0.02,-0.02,0.71,1.67,0.71,0.71,4.29,Matches
468,Jukka Raitala/Jukka-Raitala,fi FIN,DF,Montreal,29,1988,25.5,37.1,44,84.2,826.9,295.2,0.08,0.59,13.3,24.5,26.8,91.5,12.5,16.6,75,0.08,0.02,0.06,0.27,2.94,0.2,0,2.47,Matches
469,Christian Ramirez/Christian-Ramirez,us USA,FW,Minnesota,26,1991,15.2,13.3,18.3,72.7,198.9,39.1,0.86,1.51,56.5,10.7,14,76.1,1.78,2.76,64.3,0.13,0.03,0.1,0.53,0.66,0.33,0,1.18,Matches
470,Christian Ramirez/Christian-Ramirez,us USA,FW,Los Angeles FC,26,1991,2.9,8.62,11.7,73.5,141.4,10,0,0,,7.59,10.3,73.3,1.03,1.38,75,0,0,0,0.34,0,0.34,0,0.34,Matches
471,Rafael Ramos/Rafael-Ramos,pt POR,DF,Chicago,23,1995,1.2,31.7,47.5,66.7,594.2,221.7,0,0.83,0,25,31.7,78.9,6.67,15,44.4,0,0,0,0,1.67,0.83,0.83,4.17,Matches
472,Matthew Real/Matthew-Real,us USA,DF,Philadelphia,18,1999,2.6,41.9,56.5,74.1,648.1,186.5,0.77,2.31,33.3,36.5,43.5,84.1,4.62,10.8,42.9,0,0.08,-0.08,0.77,1.92,0.77,0.77,3.46,Matches
473,Kristoffer Reaves/Kristoffer-Reaves,us USA,DF,FC Dallas,22,1995,1.9,35.3,40.5,87,757.4,335.8,0,0.53,0,23.2,25.8,89.8,12.1,14.2,85.2,0,0,0,0,0.53,0,0,6.32,Matches
474,Tommy Redding/Tommy-Redding,us USA,DF,NY Red Bulls,21,1997,1,19,28,67.9,282,228,0,0,,18,24,75,1,4,25,0,0,0,0,3,0,0,6,Matches
475,Eric Remedi/Eric-Remedi,ar ARG,MF,Atlanta,22,1995,12.2,46.8,53.1,88.1,940.3,202.2,0.41,1.07,38.5,32.6,35.8,91.1,13.8,16.2,84.8,0,0.09,-0.09,0.82,5.16,0.33,0.08,4.75,Matches
476,Yordy Reyna/Yordy-Reyna,pe PER,FWMF,Vancouver,24,1993,20.8,25.7,32.4,79.2,477.5,141.6,0.29,0.91,31.6,19.8,22.7,86.9,5.63,8.75,64.3,0.43,0.32,0.12,1.83,2.55,1.15,0.34,4.47,Matches
477,Tosaint Ricketts/Tosaint-Ricketts,ca CAN,FWMF,Toronto FC,30,1987,6.8,15.1,19.4,78,212.2,26.2,0.29,0.88,33.3,13.2,16.3,81.1,1.62,2.21,73.3,0,0.09,-0.09,0.29,0.74,0.29,0,0.59,Matches
478,Liam Ridgewell/Liam-Ridgewell,eng ENG,DF,Portland,33,1984,12,34.3,44.9,76.4,854.6,441,0.42,0.75,55.6,19.8,22.6,87.8,14.1,21.6,65.3,0,0.02,-0.02,0.33,3.75,0.42,0.08,3.67,Matches
479,Nick Rimando/Nick-Rimando,us USA,GK,Real Salt Lake,38,1979,32.5,26.6,37,72,855.6,571.2,0.03,0.03,100,13,13.2,98.8,13.6,23.8,57.1,0,0,0,0,0.25,0,0,0,Matches
480,Alexander Ring/Alexander-Ring,fi FIN,MFDF,NYCFC,26,1991,29,57.9,67.9,85.4,1203,348.8,0.66,1.48,44.2,41.1,45.4,90.5,16.2,21,77.2,0,0.06,-0.06,0.62,5.34,0.69,0.14,5.93,Matches
481,Carlos Rivas/Carlos-Rivas,co COL,FW,NY Red Bulls,23,1994,2.9,15.5,26.2,59.2,267.2,96.9,1.03,2.41,42.9,10.7,15.2,70.5,3.79,8.62,44,0,0.03,-0.03,0.69,2.07,1.38,1.03,2.41,Matches
482,Jalen Robinson/Jalen-Robinson,us USA,DF,D.C. United,23,1994,3.8,43.4,53.9,80.5,757.4,317.6,0.26,0.79,33.3,37.6,42.6,88.3,5.53,10.5,52.5,0,0,0,0.26,2.11,0.26,0.26,4.21,Matches
483,Miles Robinson/Miles-Robinson,us USA,DF,Atlanta,20,1997,3.1,32.9,37.1,88.7,663.9,205.5,0.65,0.97,66.7,24.8,26.8,92.8,7.42,9.35,79.3,0,0,0,0,1.94,0,0,0.65,Matches
484,Luis Robles/Luis-Robles,us USA,GK,NY Red Bulls,33,1984,31,15.5,27.2,57.1,557.5,410.5,0.03,0.1,33.3,6.26,6.35,98.5,9.26,20.8,44.6,0,0,0,0,0.35,0,0,0,Matches
485,Tony Rocha/Tony-Rocha,bz BLZ,DFMF,Orlando City,24,1993,9.1,41.4,47.7,86.9,796.7,242.7,0.44,1.76,25,31.5,34.4,91.7,9.45,11.5,81.9,0.22,0.12,0.1,1.43,2.86,0.77,0.22,4.29,Matches
486,Angelo Rodríguez/Angelo-Rodriguez,co COL,FW,Minnesota,28,1989,9.6,16.6,23.5,70.4,259.4,55.7,1.15,3.13,36.7,13.2,17.1,77.4,2.19,3.33,65.6,0.1,0.11,-0.01,1.46,1.67,0.83,0,2.08,Matches
487,Memo Rodriguez/Memo-Rodriguez,us USA,FWMF,Houston,22,1995,7.3,34.5,45.8,75.4,678.1,200.1,0.82,2.05,40,26,30.1,86.4,7.67,13.6,56.6,0,0.11,-0.11,1.64,4.93,0.96,0.41,5.34,Matches
488,Víctor Rodríguez/Victor-Rodriguez,es ESP,FWMF,Seattle,28,1989,14,38.7,50.3,77,584.4,162.3,0.86,2.36,36.4,33.4,40.7,81.9,4.5,7.21,62.4,0.21,0.16,0.05,1.29,3,2.5,0.14,5.93,Matches
489,Alex Roldan/Alex-Roldan,us USA,FWMF,Seattle,21,1996,8.2,38.7,48,80.5,643.3,199,0.37,1.83,20,32.9,38,86.5,5.37,8.17,65.7,0,0.04,-0.04,0.37,3.66,0.49,0.12,4.51,Matches
490,Cristian Roldan/Cristian-Roldan,us USA,MFFW,Seattle,22,1995,33.9,41.4,50.1,82.5,757.8,214.5,0.56,1.53,36.5,32.6,37.7,86.5,8.2,10.9,74.9,0.18,0.1,0.08,1.27,4.04,0.91,0.24,4.63,Matches
491,David Romney/David-Romney,us USA,DF,LA Galaxy,24,1993,26.2,35.8,47.1,76.1,759.4,343,0.19,1.03,18.5,25,29.5,84.5,10.7,16.5,64.7,0.08,0.03,0.05,0.31,3.36,0.76,0.34,5,Matches
492,Wayne Rooney/Wayne-Rooney,eng ENG,FW,D.C. United,32,1985,18.2,37.5,50.2,74.6,730.9,192.3,0.88,2.09,42.1,27.9,33.4,83.7,8.68,14.8,58.7,0.33,0.2,0.13,2.2,3.74,1.1,0.16,6.04,Matches
493,Oriol Rosell/Oriol-Rosell,es ESP,MF,Orlando City,25,1992,18.9,59.1,66.9,88.3,1233.2,368.9,0.79,1.48,53.6,41.6,45.7,91.1,16.7,19.8,84.5,0.05,0.05,0,0.63,8.36,0.79,0.05,6.72,Matches
494,Keegan Rosenberry/Keegan-Rosenberry,us USA,DF,Philadelphia,24,1993,30.8,52.3,63.2,82.8,927,344.6,0.75,2.11,35.4,42,47.3,88.8,9.58,13.8,69.4,0.1,0.05,0.05,0.78,3.12,0.97,0.39,6.07,Matches
495,Diego Rossi/Diego-Rossi,uy URU,FW,Los Angeles FC,19,1998,28.9,26.6,33.3,80.1,442.2,97,0.24,1.56,15.6,23.3,27.1,86.2,3.08,4.64,66.4,0.21,0.15,0.06,1.28,1.31,1.49,0.21,3.18,Matches
496,Brian Rowe/Brian-Rowe,us USA,GK,Vancouver,29,1988,10,18.1,27.7,65.3,701.1,531.9,0,0.2,0,6.8,6.9,98.6,11.3,20.6,54.9,0,0.01,-0.01,0.1,0.3,0.1,0,0,Matches
497,Kelyn Rowe/Kelyn-Rowe,us USA,MFFW,New England,26,1991,17.9,32,46.5,68.9,687.4,260.5,0.17,1.68,10,22.3,28.7,78,9.5,16.1,58.8,0.11,0.13,-0.02,1.12,4.02,1.68,0.28,7.09,Matches
498,Daniel Royer/Daniel-Royer,at AUT,FW,NY Red Bulls,27,1990,22.7,18.7,28.1,66.7,283,106.2,0.26,1.5,17.6,16.7,22.6,73.7,1.76,3.92,44.9,0.09,0.11,-0.02,0.7,1.67,1.23,0.13,3.61,Matches
499,Diego Rubio/Diego-Rubio,cl CHI,FW,Sporting KC,24,1993,8.7,23.6,29.9,78.8,407.2,83,0.57,1.61,35.7,18.9,22.9,82.4,4.14,5.4,76.6,0.46,0.21,0.25,2.18,1.95,2.64,0,3.91,Matches
500,Raúl Ruidíaz/Raul-Ruidiaz,pe PER,FW,Seattle,27,1990,12.2,19.4,22.1,87.8,311.2,32.7,0.57,0.82,70,16.1,18.3,88.3,2.7,3.03,89.2,0.08,0.07,0.01,0.57,0.74,0.33,0,0.74,Matches
501,Pablo Ruíz/Pablo-Ruiz,ar ARG,DFMF,Real Salt Lake,19,1998,5.9,44.9,57.5,78.2,976.3,399.7,0.34,1.02,33.3,32.9,37.6,87.4,11.7,18.8,62.2,0,0.03,-0.03,0.85,8.31,0.85,0,8.64,Matches
502,Albert Rusnák/Albert-Rusnak,sk SVK,MFFW,Real Salt Lake,23,1994,28.8,38.8,48,80.9,769.7,203.6,0.56,1.32,42.1,28.7,32.2,89.1,9.55,14.4,66.1,0.17,0.27,-0.1,2.67,3.78,1.42,0.17,6.49,Matches
503,Johnny Russell/Johnny-Russell,sco SCO,FW,Sporting KC,27,1990,24.2,24.5,33.9,72.1,413.6,125.3,0.5,1.61,30.8,20.2,25,81.1,3.72,7.36,50.6,0.29,0.24,0.05,1.98,1.61,1.65,0.37,4.3,Matches
504,Marc Rzatkowski/Marc-Rzatkowski,de GER,MFFW,NY Red Bulls,27,1990,16.7,34.8,50.1,69.4,618,245.1,0.6,2.1,28.6,27.7,34.9,79.4,6.53,13.2,49.5,0.18,0.29,-0.11,2.57,4.61,1.56,0.12,7.6,Matches
505,Bacary Sagna/Bacary-Sagna,fr FRA,DF,Montreal,34,1983,9,51.7,65.8,78.5,911.2,360.2,0.11,1.78,6.3,44,51.2,85.9,7.56,12.8,59.1,0,0.09,-0.09,1.33,3.67,0.78,0.44,8.67,Matches
506,Shea Salinas/Shea-Salinas,us USA,DF,San Jose,31,1986,20.2,44.4,58.5,75.9,861.6,355.6,0.54,1.88,28.9,34.3,40.3,85,9.6,16.3,58.8,0.1,0.08,0.01,1.09,3.76,1.49,0.45,7.03,Matches
507,Dániel Sallói/Daniel-Salloi,hu HUN,FW,Sporting KC,21,1996,25.4,21.4,27.4,78.3,342.6,63.1,0.35,1.42,25,18.4,22.2,83,2.64,3.74,70.5,0.28,0.17,0.1,1.38,0.67,0.83,0.08,2.01,Matches
508,Ilie Sánchez/Ilie-Sanchez,es ESP,MF,Sporting KC,27,1990,34,61.3,71.3,85.9,1280.3,339.6,0.29,0.97,30.3,44.1,48.5,90.8,16.9,21.8,77.5,0.09,0.08,0.01,1.41,8,1.09,0.09,7.91,Matches
509,Richard Sánchez/Richard-Sanchez,mx MEX,GK,Chicago,23,1994,24.5,19.7,29.7,66.3,662.7,452,0,0.08,0,8.2,8.45,97.1,11.5,21.1,54.2,0,0,0,0,0.29,0,0,0.04,Matches
510,James Sands/James-Sands,us USA,MF,NYCFC,17,2000,2.4,58.3,67.5,86.4,1262.9,425,0,0,,41.3,48.3,85.3,17.1,19.2,89.1,0,0.04,-0.04,0.42,5.42,0.42,0,6.25,Matches
511,Lamine Sané/Lamine-Sane,sn SEN,DF,Orlando City,30,1987,15.2,32.2,36.8,87.7,687.6,245.5,0.26,0.39,66.7,21.6,23.1,93.4,10.4,13.3,78.2,0,0,0,0.13,1.58,0,0,1.58,Matches
512,Harold Santiago Mosquera/Harold-Santiago-Mosquera,co COL,FWMF,FC Dallas,22,1995,17.7,27.5,37.6,73.1,548,163,0.34,1.24,27.3,20.4,25,81.7,6.78,11.4,59.4,0.23,0.2,0.03,1.86,3.33,1.53,0.73,5.48,Matches
513,Pedro Santos/Pedro-Santos,pt POR,FWMF,Columbus,29,1988,24.5,28.2,42.4,66.5,581.3,193.6,0.69,1.63,42.5,20,26.4,75.7,7.47,14.3,52.1,0.16,0.21,-0.05,2.04,2.82,2.08,0.57,6.86,Matches
514,C.J. Sapong/CJ-Sapong,us USA,FW,Philadelphia,29,1988,25.6,18,25.7,70.3,263.2,58.8,0.51,1.45,35.1,15.8,21,75.1,1.76,3.2,54.9,0.12,0.1,0.02,0.78,1.13,0.63,0.08,1.99,Matches
515,Sebastián Saucedo/Sebastian-Saucedo,us USA,FW,Real Salt Lake,21,1997,11.5,27.4,36.3,75.4,550.4,136,0.61,1.74,35,20.4,24.5,83.3,6.35,10.1,62.9,0.17,0.07,0.1,1.22,2.26,0.96,0.26,4,Matches
516,Gastón Sauro/Gaston-Sauro,ar ARG,DF,Columbus,27,1990,5.8,47.2,52.6,89.8,972.4,377.1,0,0.34,0,35.2,37.8,93.2,12.1,14.5,83.3,0,0.02,-0.02,0.17,2.76,0,0,3.62,Matches
517,Jefferson Savarino/Jefferson-Savarino,ve VEN,FW,Real Salt Lake,21,1996,31.7,27.4,35.3,77.6,468.2,118.8,0.38,1.55,24.5,22.4,26.6,84.4,4.57,7.19,63.6,0.28,0.25,0.03,1.55,2.02,1.04,0.41,3.66,Matches
518,Chris Schuler/Chris-Schuler,us USA,DF,Orlando City,30,1987,8.7,31.6,35.3,89.6,700.6,221.4,0.23,0.57,40,20.2,21,96.2,11.1,13.7,81.5,0,0,0,0,1.03,0,0,1.15,Matches
519,Rasmus Schüller/Rasmus-Schuller,fi FIN,MFFW,Minnesota,26,1991,28.2,44.1,53.8,82.1,853.9,209.2,0.5,1.13,43.8,33.2,38.4,86.4,10.5,14.2,73.6,0.11,0.06,0.05,0.78,4.57,0.6,0.04,4.68,Matches
520,Bastian Schweinsteiger/Bastian-Schweinsteiger,de GER,MFDF,Chicago,33,1984,30.3,57.9,68.1,85.1,1216.5,439.9,0.36,0.99,36.7,41.4,45.2,91.7,16.1,21.9,73.8,0.17,0.08,0.08,1.35,6.9,1.16,0.2,7.26,Matches
521,Mark Segbers/Mark-Segbers,us USA,DF,New England,21,1996,0.5,66,92,71.7,1212,524,0,8,0,52,60,86.7,14,24,58.3,0,0,0,0,6,2,0,12,Matches
522,Ulises Segura/Ulises-Segura,cr CRC,MFFW,D.C. United,24,1993,14.4,34.3,45.1,76,573.2,139.5,1.18,2.78,42.5,27.6,34.4,80.4,5.49,7.99,68.7,0.07,0.11,-0.04,0.83,2.5,0.56,0.21,3.33,Matches
523,Chris Seitz/Chris-Seitz,us USA,GK,Houston,30,1987,6,19.5,32.8,59.4,770,540.8,0,0,,6,6.17,97.3,13.5,26.7,50.6,0,0,0,0,1.33,0,0,0,Matches
524,Philippe Senderos/Philippe-Senderos,ch SUI,DF,Houston,32,1985,6.7,39.3,46,85.4,909.3,380.7,0.3,0.9,33.3,24.8,26.9,92.2,14.2,18.2,77.9,0,0.03,-0.03,0.3,2.54,0,0,2.54,Matches
525,Dillon Serna/Dillon-Serna,us USA,MFFW,Colorado,23,1994,13.2,34.4,45.5,75.7,583.1,134.7,0.45,1.29,35.3,29.2,33.6,86.7,4.77,10.5,45.3,0,0.06,-0.06,0.83,1.97,1.14,0.38,4.09,Matches
526,Brek Shea/Brek-Shea,us USA,FWDF,Vancouver,27,1990,16.9,27,37.6,72,527,204.8,0.41,1.6,25.9,20.7,25.1,82.3,5.98,10.9,54.9,0.12,0.09,0.03,1.01,2.19,1.3,0.59,4.73,Matches
527,Khiry Shelton/Khiry-Shelton,us USA,FW,Sporting KC,24,1993,15.2,18.2,22.1,82.4,249,33.5,1.25,1.91,65.5,15.5,18.1,85.5,1.51,2.11,71.9,0.33,0.25,0.08,1.45,0.59,0.39,0.07,0.92,Matches
528,Harry Shipp/Harry-Shipp,us USA,FW,Seattle,26,1991,13.6,36.2,45.1,80.3,632.6,187.9,0.51,1.4,36.8,29.9,35.3,84.8,5.74,8.38,68.4,0.07,0.04,0.03,0.81,3.46,0.96,0.07,3.9,Matches
529,Shamit Shome/Shamit-Shome,ca CAN,MF,Montreal,20,1997,2.8,17.5,23.2,75.4,305,89.3,0,0,,14.3,18.6,76.9,3.21,4.64,69.2,0,0,0,0,2.14,0.36,0,2.5,Matches
530,Bobby Shuttleworth/Bobby-Shuttleworth,us USA,GK,Minnesota,30,1987,25,17.9,29.4,61,536.6,339,0,0.04,0,9.28,9.4,98.7,8.64,20,43.3,0,0,0,0,0.12,0,0,0,Matches
531,Alejandro Silva González/Alejandro-Silva-Gonzalez,uy URU,FWMF,Montreal,28,1989,26.2,33.7,45.8,73.5,646.5,188.9,0.31,1.53,20,26.3,32.7,80.5,7.06,11.6,60.9,0.31,0.23,0.07,1.91,2.18,1.72,0.42,5.23,Matches
532,Danilo da Silva/Danilo-da-Silva,br BRA,DF,Los Angeles FC,31,1986,8,42.8,48.5,88.1,1007.4,337.3,0.25,0.63,40,26.8,29.3,91.5,15.8,18.6,84.6,0,0.01,-0.01,0.25,4.13,0.25,0.13,2.75,Matches
533,Luis Silva/Luis-Silva,us USA,FW,Real Salt Lake,29,1988,9,19,25.2,75.3,277.8,45,1,1.56,64.3,15.2,19.8,77,2.78,3.89,71.4,0,0.13,-0.13,1.22,0.89,0.33,0,1.44,Matches
534,Marcelo Silva/Marcelo-Silva,uy URU,DF,Real Salt Lake,28,1989,17.3,38.7,44.5,86.9,863,245.6,0.06,0.23,25,25.2,27.2,92.8,13.4,17.1,78.4,0,0,0,0.06,1.21,0,0,1.33,Matches
535,Pierre da Silva/Pierre-da-Silva,us USA,FW,Orlando City,19,1998,0.6,21.7,43.3,50,460,101.7,0,1.67,0,13.3,25,53.3,8.33,16.7,50,0,0,0,0,1.67,1.67,1.67,3.33,Matches
536,Jay Simpson/Jay-Simpson,eng ENG,FWMF,Philadelphia,29,1988,1.8,14.4,21.7,66.7,248.9,27.8,0,1.11,0,11.7,16.7,70,2.78,3.89,71.4,0,0,0,0,1.11,0,0,0.56,Matches
537,Seth Sinovic/Seth-Sinovic,us USA,DF,Sporting KC,31,1987,18.3,49,58,84.4,926.7,314,0.44,1.04,42.1,38.7,42.8,90.4,9.84,14.2,69.5,0.05,0.03,0.02,0.6,5.52,0.93,0.05,7.6,Matches
538,Axel Sjöberg/Axel-Sjoberg,se SWE,DF,Colorado,26,1991,14.8,34,38.6,88.1,701.6,217,0.07,0.27,25,23.5,25.5,92.3,10.4,12.8,81.1,0,0,0,0,0.34,0.14,0.07,1.35,Matches
539,Jørgen Skjelvik/Jorgen-Skjelvik,no NOR,DF,LA Galaxy,26,1991,28.8,33.1,41,80.7,737.3,310.6,0.21,0.66,31.6,21.8,24.2,90.2,11.1,16.2,68.5,0.03,0.01,0.03,0.17,2.95,0.38,0,3.4,Matches
540,Brad Smith/Brad-Smith,au AUS,DF,Seattle,23,1994,4.9,41.4,58.6,70.7,727.8,271.2,0.41,1.84,22.2,35.1,45.1,77.8,5.92,11.6,50.9,0.2,0.16,0.04,0.2,3.67,0.41,0,3.47,Matches
541,Graham Smith/Graham-Smith,us USA,DF,Sporting KC,22,1995,2,40.5,47,86.2,913,302,0.5,0.5,100,24.5,26.5,92.5,15.5,20,77.5,0,0,0,0,2.5,0.5,0,1.5,Matches
542,Tommy Smith/Tommy-Smith,nz NZL,DF,Colorado,27,1990,33,36.2,44.3,81.6,741.3,315.1,0.12,0.39,30.8,27.6,30.5,90.5,8.45,13.4,63,0.09,0.02,0.07,0.21,2.76,0.06,0,2.91,Matches
543,Luis Solignac/Luis-Solignac,ar ARG,FWMF,Chicago,26,1991,7.8,19.1,26.8,71.3,310,79.4,0.51,1.67,30.8,15.6,20.9,74.8,2.95,4.23,69.7,0.13,0.04,0.09,0.64,1.54,1.28,0.13,2.69,Matches
544,Gabriel Somi/Gabriel-Somi,sy SYR,DF,New England,26,1991,11.5,34.7,51.5,67.4,611,331,0.26,1.65,15.8,29.7,38.6,76.8,4.78,11.2,42.6,0.09,0.05,0.03,0.7,2.43,1.57,0.87,8.52,Matches
545,Eduardo Sosa/Eduardo-Sosa,ve VEN,MFFW,Columbus,20,1997,4.3,38.4,44.9,85.5,607.7,160.5,0.93,2.56,36.4,31.6,35.6,88.9,5.81,6.74,86.2,0,0.16,-0.16,1.86,5.12,2.09,0.23,6.51,Matches
