"First","Last","Player","Season","Team","Games","Minutes","Pos","NumChains/96","TeamChain%","ChainShot%","PlayerShot%","PlayerKP%","xB/96","xGChain/96","xB%","xB% (0)","Comp ($K)"
"Joao","Paulo","Joao Paulo",2020,"SEA",2,198,"CDM",42.6666666666667,0.249512670565302,0.272727272727273,0,0.0681818181818182,1.64928033933084,1.72021242215658,0.958765509473061,0.958421236275788,NA
"Corey","Baird","Corey Baird",2020,"RSL",2,127,"Wing",27.9685039370079,0.208720178634387,0.243243243243243,0.0540540540540541,0.0540540540540541,1.59153438411964,2.011144852965,0.791357411065278,0,NA
"Jose","Cifuentes","Jose Cifuentes",2020,"LAFC",1,21,"sub",22.8571428571429,0.215633423180593,0.2,0,0,1.55753041716777,1.55753041716777,1,NA,NA
"Bruno","Miranda","Bruno Miranda",2018,"DCU",7,122,"sub",33.8360655737705,0.385753190580445,0.302325581395349,0.0465116279069767,0.0232558139534884,1.47876319764127,1.57363202426864,0.939713462128188,1,71.97609
"Jake","Nerwinski","Jake Nerwinski",2020,"VAN",1,96,"FB/WB",42,0.247058823529412,0.166666666666667,0.0238095238095238,0,1.36280024633774,1.36280024633774,1,NA,NA
"Xavier","Arreaga","Xavier Arreaga",2020,"SEA",2,198,"CB",41.6969696969697,0.243841928052454,0.22093023255814,0.0348837209302326,0,1.34812915852706,1.36809042799313,0.985409393226039,0.996202327329893,NA
"Lee","Nguyen","Lee Nguyen",2020,"MIA",1,29,"CM",26.4827586206897,0.304399524375743,0.375,0.125,0,1.34279990250168,1.34279990250168,1,NA,NA
"Yordy","Reyna","Yordy Reyna",2020,"VAN",1,96,"F",24,0.141176470588235,0.208333333333333,0.0416666666666667,0.0416666666666667,1.33690954881845,1.33690954881845,1,NA,NA
"James","Sands","James Sands",2018,"NYC",3,224,"CDM",39.4285714285714,0.210472801220132,0.326086956521739,0.0326086956521739,0.0108695652173913,1.33412140413213,1.42100675871243,0.938856480416019,0.938219364481302,75.33337
"Jimmy","Medranda","Jimmy Medranda",2018,"SKC",12,782,"FB/WB",40.7570332480818,0.272167166932099,0.262048192771084,0.0271084337349398,0.0391566265060241,1.32373765769645,1.48290381403264,0.892665893208978,0.912545491187471,140.004
"Joevin","Jones","Joevin Jones",2020,"SEA",2,186,"FB/WB",30.4516129032258,0.178079607621204,0.271186440677966,0.0169491525423729,0.0169491525423729,1.31828941089158,1.38602242835661,0.951131369825416,0.904836256975879,NA
"Kelvin","Leerdam","Kelvin Leerdam",2020,"SEA",2,198,"FB/WB",33.9393939393939,0.198475987949672,0.285714285714286,0.0285714285714286,0.0714285714285714,1.27257721739334,1.69334923594936,0.751514921066993,0.652474545153758,NA
"Reggie","Cannon","Reggie Cannon",2020,"FCD",2,197,"FB/WB",33.6243654822335,0.200145032632342,0.217391304347826,0,0.0289855072463768,1.27105696849171,1.32078853810675,0.962347061486215,1,NA
"Cristian","Lobato","Cristian Lobato",2018,"SKC",7,353,"Wing",34.2662889518414,0.252488444908305,0.26984126984127,0.0476190476190476,0.0555555555555556,1.24389812227257,1.50754456356891,0.82511532483511,0.889564190054267,240
"Richie","Laryea","Richie Laryea",2020,"TOR",2,86,"FB/WB",20.093023255814,0.151075362825669,0.388888888888889,0.111111111111111,0.0555555555555556,1.21173930435859,1.43993688935001,0.841522509299395,1,NA
"Cristian","Roldan","Cristian Roldan",2020,"SEA",2,198,"CAM",28.1212121212121,0.164451532872586,0.310344827586207,0.0689655172413793,0.0517241379310345,1.19479150177373,1.62675106635539,0.734464864652316,0.891661548031223,NA
"Christian","Dean","Christian Dean",2018,"CHI",2,181,"CB",36.0662983425414,0.228267711028743,0.132352941176471,0,0.0147058823529412,1.18668079274069,1.2548227129205,0.945695978022893,0,93.125
"Henry","Wingo","Henry Wingo",2018,"SEA",5,169,"Wing",30.6745562130178,0.256476222516871,0.185185185185185,0.0555555555555556,0.0555555555555556,1.18088428335395,1.2508757150508,0.944046054412362,NA,55.65
"Ezequiel","Barco","Ezequiel Barco",2018,"ATL",26,1811,"Wing",32.2827167310878,0.232571525355578,0.28735632183908,0.0344827586206897,0.083743842364532,1.14112867400293,1.4084537539371,0.810199604220653,0.831306514530798,1425
"Ali","Adnan","Ali Adnan",2020,"VAN",2,195,"FB/WB",29.5384615384615,0.186952288218111,0.216666666666667,0,0.05,1.13464597967682,1.2012945132511,0.944519405658563,0.74540879615903,NA
"Mauro","Diaz","Mauro Diaz",2018,"FCD",12,853,"CAM",35.9015240328253,0.254771311882853,0.29153605015674,0.0626959247648903,0.119122257053292,1.12861093029189,1.51114858063317,0.746856361284473,0.745568297095265,949.89
"Ben","Spencer","Ben Spencer",2018,"TOR",2,85,"F",24.8470588235294,0.193362325474937,0.318181818181818,0.181818181818182,0.0454545454545455,1.1191851039133,1.37777043371356,0.812316098914035,NA,72.80034
"Ifunanyachi","Achara","Ifunanyachi Achara",2020,"TOR",1,98,"Wing",21.5510204081633,0.113426423200859,0.272727272727273,0.0909090909090909,0.0454545454545455,1.10166948631565,1.1271261616441,0.977414528919002,0.977414528919002,NA
"Diego","Rubio","Diego Rubio",2020,"COL",2,47,"F",32.6808510638298,0.256320400500626,0.3125,0,0.0625,1.09675441072823,1.43248128002011,0.765632630614784,0.765632630614784,NA
"Milton","Valenzuela","Milton Valenzuela",2020,"CLB",2,146,"FB/WB",39.4520547945205,0.233444111210181,0.183333333333333,0,0.0166666666666667,1.0893023783214,1.0893023783214,1,1,NA
"Jorge","Moreira","Jorge Moreira",2020,"POR",1,90,"FB/WB",38.4,0.213333333333333,0.222222222222222,0.0277777777777778,0,1.08246574675702,1.22653647778768,0.882538568041184,0.837832228215829,NA
"Matt","Polster","Matt Polster",2018,"CHI",3,138,"FB/WB",32,0.325423728813559,0.130434782608696,0.0217391304347826,0.0434782608695652,1.07675630854796,1.0960233951935,0.982420916624562,0.954495193478889,124.89
"Alejandro","Pozuelo","Alejandro Pozuelo",2020,"TOR",2,175,"F",32.3657142857143,0.189273182957393,0.288135593220339,0.101694915254237,0.0847457627118644,1.07630558627861,1.62808969868578,0.661084943383294,0.765393795990032,NA
"Vito","Wormgoor","Vito Wormgoor",2020,"CLB",1,98,"CB",42.1224489795918,0.253749692648144,0.209302325581395,0,0,1.0612544514404,1.0612544514404,1,1,NA
"Victor","Vazquez","Victor Vazquez",2018,"TOR",21,1498,"CM",32.7476635514019,0.202264980758659,0.273972602739726,0.0567514677103718,0.0704500978473581,1.05860024727874,1.32703649252847,0.79771751058762,0.772353612130701,1500
"Jordy","Delem","Jordy Delem",2020,"SEA",1,88,"CDM",33.8181818181818,0.219598583234947,0.161290322580645,0,0.032258064516129,1.05199984804667,1.05199984804667,1,1,NA
"Tajon","Buchanan","Tajon Buchanan",2020,"NER",2,30,"Wing",28.8,0.309677419354839,0.222222222222222,0.222222222222222,0,1.0426667772755,1.22395970093066,0.851879989580281,0,NA
"A.J.","DeLaGarza","A.J. DeLaGarza",2018,"HOU",4,387,"FB/WB",25.3023255813953,0.178815021776646,0.205882352941176,0,0.00980392156862745,1.0242573924078,1.0242573924078,1,1,207.50004
"Jose","Hernandez","Jose Hernandez",2018,"ATL",1,21,"Wing",13.7142857142857,0.210989010989011,0.666666666666667,0,0.333333333333333,1.02261730247792,1.02261730247792,1,NA,NA
"Jordan","Morris","Jordan Morris",2020,"SEA",2,150,"Wing",19.84,0.116023391812866,0.451612903225806,0.161290322580645,0.129032258064516,1.02251329813699,1.60176207497149,0.638367778906978,0.553466497449719,NA
"Ager","Aketxe","Ager Aketxe",2018,"TOR",11,760,"CM",39.4105263157895,0.252044063647491,0.25,0.0801282051282051,0.0480769230769231,1.02154710434638,1.19941450741853,0.851704809328205,0.865363428912771,1295.00004
"Albert","Rusnak","Albert Rusnak",2020,"RSL",2,189,"CAM",24.3809523809524,0.181947405828003,0.270833333333333,0.0625,0.145833333333333,1.02121470710979,1.4797102126063,0.690145069223427,0.211833971230936,NA
"Rodolfo","Pizarro","Rodolfo Pizarro",2020,"MIA",2,202,"Wing",25.1881188118812,0.149042123147226,0.264150943396226,0.113207547169811,0.0377358490566038,1.01885177345083,1.3369172191195,0.762090396383592,0.405933891404695,NA
"Ryan","Raposo","Ryan Raposo",2020,"VAN",1,30,"sub",25.6,0.175342465753425,0.25,0,0,1.01279724752295,1.01279724752295,1,1,NA
"Gianluca","Busio","Gianluca Busio",2018,"SKC",7,200,"CM",29.28,0.267921568627451,0.295081967213115,0.131147540983607,0.0491803278688525,1.00458686643722,1.62549078977432,0.61802064506111,0.395436859139497,82.504
"Cameron","Lindley","Cameron Lindley",2018,"ORL",3,217,"CM",34.9493087557604,0.201630627437079,0.20253164556962,0.0253164556962025,0.0379746835443038,1.00199960021868,1.11309825965271,0.900189710593303,0.540289546079671,88.90629
"Mohammed","Abu","Mohammed Abu",2018,"CLB",4,109,"CDM",40.5137614678899,0.497101367704171,0.304347826086957,0.0217391304347826,0.108695652173913,0.990071134819227,1.1222085467657,0.882252356456109,NA,181.258
"Marco","Delgado","Marco Delgado",2018,"TOR",28,2100,"CM",36.0685714285714,0.22437680515441,0.214195183776933,0.0164765525982256,0.026615969581749,0.977714723004916,1.09041733819337,0.896642678687422,0.901313437790247,230
"Reto","Ziegler","Reto Ziegler",2020,"FCD",2,197,"CB",37.5228426395939,0.223350253807107,0.12987012987013,0.012987012987013,0.025974025974026,0.976835337675639,1.04860772801227,0.931554585743252,1,NA
"Derek","Cornelius","Derek Cornelius",2020,"VAN",1,96,"CB",36,0.211764705882353,0.138888888888889,0.0277777777777778,0,0.975130623929685,1.02090183913032,0.95516589994624,NA,NA
"Robinho","Robinho","Robinho",2020,"ORL",1,29,"Wing",29.7931034482759,0.381962864721485,0.333333333333333,0,0,0.974980991046713,0.974980991046713,1,1,NA
"Tomas","Martinez","Tomas Martinez",2018,"HOU",32,2568,"CAM",28.8598130841122,0.21147561682885,0.303108808290155,0.0803108808290155,0.0686528497409326,0.955358357654812,1.21029374320756,0.789360734132928,0.771437883135622,487.929
"Miguel","Almiron","Miguel Almiron",2018,"ATL",32,2951,"CAM",29.7987123009149,0.201470271208383,0.34061135371179,0.138646288209607,0.0786026200873362,0.952884802276427,1.50262856026693,0.634145275467916,0.601912545048878,2297
"Micheal","Azira","Micheal Azira",2020,"CHI",1,15,"CM",12.8,0.0780487804878049,0.5,0,0,0.951077906877213,0.951077906877213,1,1,NA
"Cristian","Dajome","Cristian Dajome",2020,"VAN",2,148,"Wing",23.3513513513514,0.192192192192192,0.25,0.0833333333333333,0.0277777777777778,0.949663322328905,0.996086247610078,0.953394673008933,1,NA
"Marco","Delgado","Marco Delgado",2020,"TOR",2,195,"CM",30.5230769230769,0.178497525865947,0.241935483870968,0.0161290322580645,0.032258064516129,0.948774604491511,0.988765374748526,0.959554843567226,0.942200498954576,NA
"Luke","Mulholland","Luke Mulholland",2018,"RSL",1,96,"CDM",20,0.114942528735632,0.25,0,0.05,0.947078807566894,1.21075052016726,0.782224572107605,NA,173.25
"Michael","Bradley","Michael Bradley",2018,"TOR",32,3034,"CM",45.9749505603164,0.270142933883607,0.174810736407433,0.00894700619408121,0.024776324845148,0.929113651909604,1.01032309543297,0.919620323547523,0.973715547113888,6500
"Haris","Medunjanin","Haris Medunjanin",2018,"PHI",30,2669,"CDM",40.8242787560884,0.274356712070487,0.208810572687225,0.0378854625550661,0.0502202643171806,0.928217713690412,1.14609284292544,0.809897487293527,0.788171469923711,545.004
"Ilie","Sanchez","Ilie Sanchez",2018,"SKC",34,3301,"CM",38.6791881248107,0.240067980329237,0.22781954887218,0.0338345864661654,0.0368421052631579,0.918617152355195,1.00066243853159,0.918009027802833,0.912795602867886,330.008
"Paul","Christensen","Paul Christensen",2018,"ATL",1,60,"sub",8,0.0689655172413793,0.4,0,0,0.916308734672519,0.916308734672519,1,1,NA
"Tanner","Tessmann","Tanner Tessmann",2020,"FCD",2,161,"CDM",30.4099378881988,0.181011535048802,0.176470588235294,0,0,0.912785130844523,0.912785130844523,1,1,NA
"Kevin","Kratz","Kevin Kratz",2018,"ATL",25,628,"CDM",29.9617834394904,0.344705285774165,0.229591836734694,0.0510204081632653,0.0510204081632653,0.908591544203659,1.0044600280683,0.904557193730241,0.892255975829581,179.25
"Artur","Artur","Artur",2020,"CLB",2,197,"CDM",38.497461928934,0.227795632715586,0.189873417721519,0.0379746835443038,0.0253164556962025,0.908007924269405,1.06181486673126,0.855147119068558,0.829150657225919,NA
"Daniel","Johnson","Daniel Johnson",2018,"CHI",7,282,"FB/WB",25.531914893617,0.196183758787398,0.226666666666667,0.04,0.0266666666666667,0.897719073753702,0.926547481728471,0.968886205463545,0.899985899717513,68.2542
"Wil","Trapp","Wil Trapp",2020,"MIA",2,181,"CDM",30.232044198895,0.17888783549642,0.175438596491228,0,0.0350877192982456,0.8882225821431,0.963874753502859,0.921512446420214,0.775062367231554,NA
"Pedro","Santos","Pedro Santos",2020,"CLB",2,180,"Wing",25.0666666666667,0.148323471400394,0.234042553191489,0.0851063829787234,0.0425531914893617,0.886804812373314,0.922285657169795,0.961529440991893,0.964838348475241,NA
"Maximiliano","Moralez","Maximiliano Moralez",2018,"NYC",32,2973,"CAM",37.0050454086781,0.212329469800556,0.277486910994764,0.0610820244328098,0.0898778359511344,0.886259955832073,1.22262368304802,0.724883680988914,0.725769465434663,2000.00004
"Hwang","In-Beom","Hwang In-Beom",2020,"VAN",2,195,"CM",36.4307692307692,0.230574488802337,0.189189189189189,0.0135135135135135,0.0675675675675676,0.877946828275677,1.04767110959926,0.837998509485959,0.643023826220879,NA
"Jonathan","dos Santos","Jonathan dos Santos",2018,"LAG",23,2022,"CM",35.9881305637982,0.237579507166291,0.197889182058047,0.0145118733509235,0.0329815303430079,0.875514696574404,0.940015037333307,0.931383713879852,0.955322071494986,2000.00004
"Saphir","Taider","Saphir Taider",2020,"MTL",2,196,"CM",36.734693877551,0.232498062516146,0.146666666666667,0.0133333333333333,0.04,0.872060944756157,0.936302981808118,0.931387554776445,0.931995364096977,NA
"Mark-Anthony","Kaye","Mark-Anthony Kaye",2018,"LAFC",20,1681,"CM",33.0660321237359,0.214575159790629,0.226252158894646,0.0518134715025907,0.0328151986183074,0.862872578402816,1.11448208928616,0.774236380017102,0.727160178393834,74.99996
"Benny","Feilhaber","Benny Feilhaber",2018,"LAFC",34,2985,"CM",37.9497487437186,0.252256394386399,0.219491525423729,0.0322033898305085,0.0355932203389831,0.859702220859041,1.10465492174128,0.778254099030205,0.811423910249878,625
"Eric","Calvillo","Eric Calvillo",2018,"SJE",3,168,"Wing",37.1428571428571,0.490874764002517,0.215384615384615,0.0461538461538462,0.0615384615384615,0.858046119075688,0.94383039487544,0.90911049668932,0.90911049668932,114.99996
"Samuel","Piette","Samuel Piette",2020,"MTL",2,196,"CM",28.8979591836735,0.182898475846035,0.152542372881356,0.0169491525423729,0.0169491525423729,0.856223747660128,0.856223747660128,1,1,NA
"Liam","Fraser","Liam Fraser",2018,"TOR",10,644,"CM",37.5652173913044,0.263061746437706,0.194444444444444,0.0198412698412698,0.00793650793650794,0.856086562568782,0.867144718100688,0.987247623953558,0.967616009861106,72.5
"Zachary","Brault-Guillard","Zachary Brault-Guillard",2020,"MTL",2,190,"FB/WB",31.8315789473684,0.201465689540306,0.174603174603175,0.0476190476190476,0.0158730158730159,0.852700744240173,1.10248744949773,0.77343351584514,0.946911602285369,NA
"Seth","Sinovic","Seth Sinovic",2018,"SKC",23,1757,"FB/WB",33.1656232214001,0.226420105103058,0.222405271828666,0.0214168039538715,0.0230642504118616,0.851860486263216,0.905209380813554,0.941064580547773,0.934563825178872,157.66667
"Jonathan","Osorio","Jonathan Osorio",2018,"TOR",30,2757,"CM",32.974972796518,0.199767605794737,0.231256599788807,0.0348468848996832,0.0549102428722281,0.848467173702697,1.04672888763986,0.810589240176414,0.72279624451387,209.82525
"Leandro","Gonzalez Pirez","Leandro Gonzalez Pirez",2018,"ATL",32,2965,"CB",34.1261382799325,0.22525503815137,0.189753320683112,0.0113851992409867,0.00759013282732448,0.848330182948719,0.952018272099351,0.891086030395212,0.81308547714359,685.004
"Andre","Horta","Andre Horta",2018,"LAFC",11,366,"CM",35.672131147541,0.338854440952462,0.257352941176471,0.0808823529411765,0.0294117647058824,0.847043163575647,1.02446144964428,0.826817996782367,0.909184332032336,1198.00004
"Shaft","Brewer","Shaft Brewer",2018,"LAFC",3,49,"FB/WB",29.3877551020408,0.37357315807679,0.2,0.0666666666666667,0.0666666666666667,0.843335854245118,0.843335854245118,1,NA,56.16671
"Darlington","Nagbe","Darlington Nagbe",2020,"CLB",2,197,"CDM",30.7005076142132,0.181659808368125,0.158730158730159,0,0.0158730158730159,0.84089802776393,0.84089802776393,1,1,NA
