"First","Last","Player","Season","Team","Games","Minutes","Pos","NumChains/96","TeamChain%","ChainShot%","PlayerShot%","PlayerKP%","xB/96","xGChain/96","xB%","xB% (0)","Comp ($K)"
"Diego","Chara","Diego Chara",2018,"POR",27,2578,"CM",32.0993017843289,0.223544273452897,0.215777262180974,0.00928074245939675,0.0290023201856148,0.668887165541877,0.818156427286862,0.817554129300205,0.845553680852221,572
"Hassani","Dotson","Hassani Dotson",2020,"MIN",2,69,"FB/WB",26.4347826086957,0.350129570976101,0.263157894736842,0.157894736842105,0,0.668736095298122,0.710912970279823,0.940672238733949,NA,NA
"Maximiliano","Urruti","Maximiliano Urruti",2020,"MTL",2,175,"CAM",14.2628571428571,0.0902712477396022,0.384615384615385,0.269230769230769,0.0769230769230769,0.666291052459023,1.20153482625311,0.554533283514386,0.582874008834891,NA
"Hector","Villalba","Hector Villalba",2018,"ATL",28,1870,"Wing",22.1262032085561,0.167622751579971,0.341067285382831,0.150812064965197,0.0649651972157773,0.665885662077784,1.1406268441973,0.583789225604622,0.62879828001758,770.75
"Frankie","Amaya","Frankie Amaya",2020,"CIN",2,178,"CM",28.0449438202247,0.152418172936004,0.192307692307692,0.0384615384615385,0.0192307692307692,0.664764417927107,0.664764417927107,1,1,NA
"Ebenezer","Ofori","Ebenezer Ofori",2018,"NYC",27,2007,"CM",37.7399103139013,0.236751296114158,0.154626108998733,0.00887198986058302,0.00887198986058302,0.664266485766575,0.719936553906423,0.922673646951557,0.984103419767793,381.24996
"Bradford","Jamieson","Bradford Jamieson",2018,"LAG",6,285,"Wing",19.8736842105263,0.158989473684211,0.23728813559322,0.0169491525423729,0.0338983050847458,0.663359269775082,0.766499084769596,0.865440393806188,0.901964936594487,72.765
"Oscar","Boniek Garcia","Oscar Boniek Garcia",2018,"HOU",29,2260,"CDM",30.2442477876106,0.226519417830761,0.22752808988764,0.00842696629213483,0.0646067415730337,0.662648486161067,0.81100608235466,0.817069687365532,0.798013048065953,165
"Andy","Polo","Andy Polo",2018,"POR",23,1739,"CM",29.3686026451984,0.222562721858176,0.257518796992481,0.0639097744360902,0.0338345864661654,0.661830670140581,0.863890229111831,0.766105053440657,0.748631240869548,150
"Russell","Teibert","Russell Teibert",2018,"VAN",23,1747,"CM",29.2341156267888,0.214613679992385,0.176691729323308,0.0093984962406015,0.0206766917293233,0.661065953964278,0.723869984470597,0.913238520931006,1,160.00004
"Russell","Canouse","Russell Canouse",2018,"DCU",20,1647,"CDM",30.6010928961749,0.219677623088118,0.16,0.0133333333333333,0.0114285714285714,0.657147360962001,0.733321632212461,0.896124336301604,0.808481294969428,247.5
"Fernando","Bob","Fernando Bob",2018,"MIN",7,653,"CDM",34.8422664624809,0.22052067381317,0.139240506329114,0.00421940928270042,0.00421940928270042,0.65691604889773,0.691355655152136,0.950185398791845,1,152.496
"Mohammed","Adams","Mohammed Adams",2018,"CHI",15,969,"CM",24.4705882352941,0.187084007915093,0.165991902834008,0,0.00404858299595142,0.655968282359029,0.663596171560714,0.988505224218301,1,125
"Ibson","Ibson","Ibson",2018,"MIN",27,2279,"CDM",31.3821851689337,0.204419541510545,0.179865771812081,0.0389261744966443,0.025503355704698,0.653835440200059,0.783816815650182,0.834168682203759,0.771144131644471,317.08333
"Harrison","Afful","Harrison Afful",2018,"CLB",32,3051,"FB/WB",36.0275319567355,0.238642314762065,0.206113537117904,0.0462882096069869,0.0358078602620087,0.65367220452698,0.829706640791105,0.787835329248082,0.755591154048254,363.79996
"Miguel","Angel Navarro","Miguel Angel Navarro",2020,"CHI",1,14,"sub",34.2857142857143,0.326530612244898,0.2,0,0,0.652283091780865,0.652283091780865,1,1,NA
"Yohan","Croizet","Yohan Croizet",2018,"SKC",32,1726,"CM",27.2537659327926,0.207796166273377,0.308163265306122,0.1,0.0551020408163265,0.651808103686972,0.997878363807265,0.653193943598586,0.701021587703465,680.004
"Brandt","Bronico","Brandt Bronico",2018,"CHI",23,1626,"CDM",28.3394833948339,0.216691528617414,0.197916666666667,0.0208333333333333,0.03125,0.647770340546882,0.726452516414252,0.891689857093836,0.878131968207786,68.254
"Luis","Martins","Luis Martins",2020,"SKC",2,192,"FB/WB",35.5,0.216463414634146,0.211267605633803,0.0140845070422535,0.0422535211267606,0.643607652700412,0.694457674865318,0.926777363106012,0.782316923722353,NA
"Zoltan","Stieber","Zoltan Stieber",2018,"DCU",27,1955,"Wing",26.3202046035806,0.181936898181432,0.263059701492537,0.0634328358208955,0.0708955223880597,0.642629598189934,0.929168479318965,0.6916179492668,0.793209165549027,999.99996
"Valeri","Qazaishvili","Valeri Qazaishvili",2020,"SJE",2,170,"Wing",21.4588235294118,0.123326572008114,0.421052631578947,0.157894736842105,0.131578947368421,0.641607536137602,0.988072528667038,0.649352671512044,0.484308268864223,NA
"Danilo","Silva","Danilo Silva",2018,"LAFC",10,773,"CB",28.9366106080207,0.192397676915031,0.1931330472103,0.0128755364806867,0.00858369098712446,0.640709357355074,0.698142945262724,0.917733770286776,0.86391558720063,69.99996
"Pablo","Aranguiz","Pablo Aranguiz",2018,"FCD",9,318,"CAM",25.6603773584906,0.281638288080994,0.258823529411765,0.0823529411764706,0.0588235294117647,0.637272363355633,0.731665177629414,0.870989057345038,0.862984253817719,459.99996
"Mark","Segbers","Mark Segbers",2018,"NER",1,49,"sub",52.8979591836735,0.594359091951387,0.148148148148148,0,0,0.636544455555084,0.636544455555084,1,NA,57.76082
"Romain","Alessandrini","Romain Alessandrini",2018,"LAG",26,2012,"Wing",23.8568588469185,0.16396466561456,0.32,0.12,0.09,0.631921991276847,0.96439584828935,0.655251671186426,0.577788122723761,1869.996
"Mathieu","Deplagne","Mathieu Deplagne",2020,"CIN",2,194,"FB/WB",36.1237113402062,0.196324518153294,0.136986301369863,0,0,0.629244064544417,0.629244064544417,1,NA,NA
"Damir","Kreilach","Damir Kreilach",2018,"RSL",33,2969,"CDM",29.2300437857865,0.187262947957863,0.23783185840708,0.0730088495575221,0.0365044247787611,0.627683776146174,0.847386782642457,0.740728778172383,0.645614184540371,1013.33333
"Alex","Muyl","Alex Muyl",2018,"NYRB",30,1410,"Wing",26.8936170212766,0.196542877134786,0.258227848101266,0.0759493670886076,0.0658227848101266,0.627381082437978,1.27187605218042,0.493272187460751,0.452458055134667,114
"Marc","Rzatkowski","Marc Rzatkowski",2018,"NYRB",24,1608,"CDM",29.1940298507463,0.186295324758817,0.231083844580777,0.0429447852760736,0.081799591002045,0.627100794675538,0.95796301645504,0.654619002929921,0.642458021686051,976.16666
"Romario","Ibarra","Romario Ibarra",2018,"MIN",9,310,"F",23.5354838709677,0.212031386224935,0.315789473684211,0.144736842105263,0.0131578947368421,0.625748716780113,1.15136132450759,0.543485961757253,0.236383526514733,546.25004
"Cristian","Roldan","Cristian Roldan",2018,"SEA",34,3262,"Wing",29.5475168608216,0.194730679059495,0.214143426294821,0.0308764940239044,0.0428286852589641,0.62534850432248,0.802083975483703,0.779654653922439,0.799452384103799,191
"Zlatan","Ibrahimovic","Zlatan Ibrahimovic",2018,"LAG",27,2287,"F",24.3043288150415,0.163604307655478,0.336787564766839,0.191709844559585,0.0587219343696028,0.624923604296732,1.15206564270197,0.542437497598733,0.554849177797753,1500
"Yangel","Herrera","Yangel Herrera",2018,"NYC",15,1188,"CM",38.4646464646465,0.231621716968967,0.168067226890756,0.0441176470588235,0.0147058823529412,0.624024626735894,0.7479995987365,0.834257969910652,0.925299978246467,200.00004
"Tony","Tchani","Tony Tchani",2018,"CHI",13,891,"CDM",31.2457912457912,0.237541103038179,0.144827586206897,0.0206896551724138,0.0206896551724138,0.623396520144555,0.647726922388493,0.962437253411949,0.966262223133444,353.33333
"Paul","Arriola","Paul Arriola",2018,"DCU",28,2314,"Wing",26.4269662921348,0.180873883202096,0.240188383045526,0.0549450549450549,0.0518053375196232,0.621897545641466,0.854190045951093,0.728055247879899,0.841283085113695,663.99996
"Michael","Murillo","Michael Murillo",2018,"NYRB",23,2082,"FB/WB",30.478386167147,0.179928871109954,0.16036308623298,0.027231467473525,0.027231467473525,0.620154076719083,0.754734794398941,0.821684757773708,0.780908538719662,88.754
"Justin","Morrow","Justin Morrow",2018,"TOR",21,1894,"FB/WB",29.9556494192186,0.177102657039299,0.191201353637902,0.0135363790186125,0.0321489001692047,0.619338230634533,0.731792459427645,0.846330435160448,0.826566088245239,300
"Thiago","Santos","Thiago Santos",2020,"FCD",2,197,"CDM",37.0355329949239,0.220449601160261,0.105263157894737,0.0131578947368421,0,0.618986301317455,0.618986301317455,1,1,NA
"Efrain","Juarez","Efrain Juarez",2018,"VAN",16,1244,"CM",25.0032154340836,0.192703009125885,0.20679012345679,0.0123456790123457,0.0308641975308642,0.618425517872879,0.690593899240635,0.895498090198724,0.95424306961661,619.83333
"Yamil","Asad","Yamil Asad",2018,"DCU",30,2522,"Wing",28.6629659000793,0.201473518510398,0.228419654714475,0.0597609561752988,0.0371845949535193,0.61841375839887,0.885267203402048,0.698561695296437,0.735159404920242,520.52265
"Andre","Shinyashiki","Andre Shinyashiki",2020,"COL",2,144,"Wing",26,0.194756554307116,0.487179487179487,0.179487179487179,0.0769230769230769,0.618263162670481,0.951811851239381,0.64956447208072,0.620352917931413,NA
"Mohamed","El-Munir","Mohamed El-Munir",2018,"ORL",26,2234,"FB/WB",32.8737690241719,0.218151606592259,0.194771241830065,0.0300653594771242,0.0261437908496732,0.617787207290276,0.73368644671196,0.842031647250552,0.785016307089761,192.83329
"Jackson","Yueill","Jackson Yueill",2018,"SJE",21,1357,"CM",31.2689756816507,0.240090855325289,0.18552036199095,0.0339366515837104,0.0361990950226244,0.617255482216597,0.693461278376455,0.890108073030014,0.920045644226208,196
"Rolf","Feltscher","Rolf Feltscher",2018,"LAG",15,1365,"FB/WB",29.3274725274725,0.196126655333075,0.179856115107914,0.0167865707434053,0.0287769784172662,0.61694052710383,0.729751129310073,0.845412226613616,0.645334240177138,270
"Magnus","Wolff Eikrem","Magnus Wolff Eikrem",2018,"SEA",15,655,"Wing",25.5022900763359,0.231418240257131,0.258620689655172,0.0862068965517241,0.0747126436781609,0.616318807336269,0.946339922534459,0.65126577951574,0.459606489706037,546.66667
"Alan","Winn","Alan Winn",2020,"NSH",1,30,"sub",22.4,0.329411764705882,0.571428571428571,0.142857142857143,0,0.615794617845318,0.643827240885549,0.956459402056871,NA,NA
"Memo","Rodriguez","Memo Rodriguez",2018,"HOU",18,749,"Wing",24.7369826435247,0.227873944515581,0.253886010362694,0.0569948186528497,0.0621761658031088,0.615047467993758,0.866782126651139,0.709575623542249,0.742630865429181,55.6542
"Victor","Rodriguez","Victor Rodriguez",2018,"SEA",19,1320,"Wing",28.9454545454545,0.232444478598325,0.256281407035176,0.108040201005025,0.0527638190954774,0.614470782293649,0.885070093598072,0.694262281302087,0.716403811947542,1087.49996
"Andreu","Fontas","Andreu Fontas",2018,"SKC",2,103,"CB",41.0097087378641,0.366158113730929,0.204545454545455,0,0,0.613777075998038,0.613777075998038,1,1,999.99996
"Collin","Martin","Collin Martin",2018,"MIN",12,580,"CM",26.3172413793103,0.215127313727333,0.169811320754717,0.0251572327044025,0.0125786163522013,0.612517739010043,0.632981229374354,0.967671252456354,1,95.004
"Giovani","dos Santos","Giovani dos Santos",2018,"LAG",14,872,"CAM",25.9816513761468,0.170691280744277,0.279661016949153,0.105932203389831,0.0593220338983051,0.6124212243091,1.07010881577361,0.572298083411606,0.526473947001756,6000
"Santiago","Mosquera","Santiago Mosquera",2018,"FCD",29,1715,"Wing",24.2938775510204,0.193072745678156,0.336405529953917,0.135944700460829,0.0691244239631336,0.611648037469386,0.932134418428051,0.656180080230132,0.688661588074916,541.4
"Jon","Bakero","Jon Bakero",2018,"CHI,TOR",6,240,"Wing",26,0.209959623149394,0.246153846153846,0.0615384615384615,0.0461538461538462,0.610916373831223,0.799625665691254,0.764002957937953,0.967852557536653,101.37496
"Ola","Kamara","Ola Kamara",2020,"DCU",2,110,"F",30.5454545454545,0.18739542665923,0.228571428571429,0.0571428571428571,0.0571428571428571,0.610658687133076,0.716101597069277,0.852754259496505,0.886941067576676,NA
"Victor","Ulloa","Victor Ulloa",2018,"FCD",27,2312,"CDM",29.6885813148789,0.210723368954188,0.195804195804196,0.0167832167832168,0.0433566433566434,0.610621335664053,0.67333181889476,0.906865409489123,0.890874036032896,182.5
"Sacha","Kljestan","Sacha Kljestan",2018,"ORL",30,2672,"CAM",32.622754491018,0.213872953393911,0.241189427312775,0.0517621145374449,0.0814977973568282,0.609723190380198,0.871195708812084,0.699869368286471,0.682264427594717,1100.00004
"Alex","Roldan","Alex Roldan",2018,"SEA",19,816,"Wing",29.1764705882353,0.289933546640413,0.17741935483871,0.0403225806451613,0.0120967741935484,0.609553557734727,0.634639421166357,0.960472257797149,0.97091988215706,54.50004
"Bastian","Schweinsteiger","Bastian Schweinsteiger",2018,"CHI",31,2882,"CB",37.3074253990285,0.2440967048058,0.146428571428571,0.0214285714285714,0.0366071428571429,0.607058484942543,0.731768876602278,0.829576802666458,0.8526953834195,6100.00008
"Sacha","Kljestan","Sacha Kljestan",2020,"LAG",2,178,"CM",28.5842696629213,0.182065411865741,0.245283018867925,0.0188679245283019,0.0566037735849057,0.605629015612276,0.666669638997703,0.908439473144153,0.893218133600632,NA
"Chris","Cadden","Chris Cadden",2020,"CLB",2,58,"sub",24.8275862068966,0.1947261663286,0.133333333333333,0,0,0.605291229338774,0.605291229338774,1,1,NA
"Alex","Crognale","Alex Crognale",2018,"CLB",3,112,"CB",17.1428571428571,0.169172932330827,0.25,0.05,0,0.604506046228106,0.846416443267393,0.714194591842464,1,95.004
"Jonathan","Mensah","Jonathan Mensah",2018,"CLB",27,2497,"CB",33.2559070885062,0.218788862424383,0.173410404624277,0.0219653179190751,0.0023121387283237,0.603570854540182,0.69243840866106,0.871659987358706,0.866653674268678,868.996
"Junior","Moreno","Junior Moreno",2018,"DCU",20,1649,"CDM",30.7386294724075,0.212576967305723,0.162878787878788,0.0132575757575758,0.0170454545454545,0.602960521825852,0.684725003423832,0.880587854702059,0.872048409079731,139.5
"Cristian","Espinoza","Cristian Espinoza",2020,"SJE",2,194,"CM",32.659793814433,0.187699964450764,0.257575757575758,0.0606060606060606,0.0606060606060606,0.601121343587298,0.781773828726267,0.768919758501889,0.695969653904796,NA
"Kaku","Kaku","Kaku",2020,"NYRB",2,144,"Wing",24,0.117647058823529,0.305555555555556,0.0833333333333333,0.0833333333333333,0.60082827720651,0.796678214090921,0.75416682241287,0.717484870986654,NA
"Nouhou","Tolo","Nouhou Tolo",2018,"SEA",27,2159,"FB/WB",33.7489578508569,0.24221740084347,0.164690382081686,0.0197628458498024,0.0158102766798419,0.600050830529129,0.68353616887918,0.877862588475831,0.918181120290732,54.5
"Diego","Rubio","Diego Rubio",2018,"SKC",20,862,"F",22.385150812065,0.167365613548149,0.378109452736318,0.139303482587065,0.0845771144278607,0.595800349113738,1.086023243724,0.548607364121163,0.549553639155439,266.875
"Sam","Vines","Sam Vines",2020,"COL",2,192,"FB/WB",34,0.195402298850575,0.235294117647059,0.0147058823529412,0.0294117647058824,0.595050053778491,0.671288461044459,0.886429736707602,0.964207699343138,NA
"Adam","Lundqvist","Adam Lundqvist",2018,"HOU",16,1313,"FB/WB",27.4181264280274,0.211825216247435,0.184,0.016,0.04,0.594586139219381,0.696513575023413,0.853660517958166,0.938053918737052,433.75
"Adolfo","Machado","Adolfo Machado",2018,"HOU",21,1849,"FB/WB",26.842617631152,0.185548048141603,0.187620889748549,0.00967117988394584,0.0154738878143133,0.59301608061295,0.656530065235548,0.90325807150993,0.920675466180712,236.508
"Ilsinho","Ilsinho","Ilsinho",2018,"PHI",23,1051,"Wing",32.2435775451951,0.282407571797215,0.28328611898017,0.0651558073654391,0.0594900849858357,0.59245470227897,0.819097010311214,0.723302239931102,0.728191784585771,NA
"Darlington","Nagbe","Darlington Nagbe",2018,"ATL",23,2115,"CM",26.4170212765957,0.178283887723504,0.22680412371134,0.0292096219931271,0.0446735395189003,0.591841563120231,0.713414326811466,0.829590240730666,0.864173548933504,620
"Ian","Harkes","Ian Harkes",2018,"DCU",8,377,"CM",27.2466843501326,0.202954818250522,0.149532710280374,0,0,0.5913594344358,0.5913594344358,1,1,137.7375
"Cristian","Pavon","Cristian Pavon",2020,"LAG",2,193,"Wing",24.8704663212435,0.158410613511105,0.34,0.1,0.08,0.590730600094058,0.916599441323591,0.64448064602901,0.658009460014258,NA
"Walker","Zimmerman","Walker Zimmerman",2018,"LAFC",26,2499,"CB",29.5798319327731,0.190742963852208,0.174025974025974,0.0311688311688312,0.00519480519480519,0.589605627287804,0.722560501521603,0.815994821258821,0.866685970763941,235
"Samuel","Piette","Samuel Piette",2018,"MTL",34,3186,"CM",33.2956685499058,0.210028335936326,0.176470588235294,0.0117647058823529,0.0190045248868778,0.589338254822219,0.637961573409178,0.923783311387983,0.871944776392532,129.23437
"Daniel","Lovitz","Daniel Lovitz",2018,"MTL",31,2821,"FB/WB",28.9939737681673,0.185398759656185,0.186619718309859,0.0117370892018779,0.0293427230046948,0.587356549461462,0.666416301754385,0.881365818806064,0.930789720744519,86.625
"Drew","Moor","Drew Moor",2020,"COL",2,192,"CB",40.5,0.232758620689655,0.197530864197531,0.0493827160493827,0,0.586956850374765,0.685600964734664,0.856120222354011,0.84358933233046,NA
"Osvaldo","Alonso","Osvaldo Alonso",2020,"MIN",2,193,"CDM",24.8704663212435,0.164705074975123,0.18,0.02,0.02,0.586549907226447,0.596304246539541,0.983642009310348,1,NA
"Diego","Valeri","Diego Valeri",2018,"POR",32,2939,"CAM",29.0057842803675,0.200645286850791,0.296171171171171,0.0945945945945946,0.108108108108108,0.586156403760758,1.07834207572876,0.543571856235532,0.570505774035296,2380
"Chris","Mueller","Chris Mueller",2020,"ORL",2,110,"Wing",20.9454545454545,0.177503852080123,0.416666666666667,0.208333333333333,0.125,0.58547501981495,0.954864450285254,0.61314987655059,0.827195423140042,NA
"Eric","Alexander","Eric Alexander",2018,"HOU",21,1772,"CDM",26.1670428893905,0.19355685124241,0.204968944099379,0.0144927536231884,0.0227743271221532,0.585306550218277,0.685567340728589,0.853755007635341,0.957653588118047,260.004
"Reggie","Cannon","Reggie Cannon",2018,"FCD",33,3137,"FB/WB",27.848262671342,0.188549993466206,0.182417582417582,0.010989010989011,0.0153846153846154,0.584999038458862,0.667723692626625,0.876109452036441,0.909218386724966,67.5
"Jan","Gregus","Jan Gregus",2020,"MIN",2,193,"CDM",32.3316062176166,0.214116597467659,0.2,0.0307692307692308,0.0615384615384615,0.582724055284065,0.829395566266251,0.702588823698872,0.886501332260632,NA
"Sebastian","Giovinco","Sebastian Giovinco",2018,"TOR",28,2543,"F",25.2174596932757,0.155560447546094,0.383233532934132,0.244011976047904,0.0703592814371257,0.582097396829498,1.28199032769327,0.4540575574208,0.530734800033139,7115.55567
"Anibal","Godoy","Anibal Godoy",2018,"SJE",27,2485,"CM",35.3480885311871,0.232213720277872,0.165027322404372,0.0153005464480874,0.0163934426229508,0.581977596773191,0.656905393706277,0.885938222381854,0.921848220634034,473.12504
"Jozy","Altidore","Jozy Altidore",2018,"TOR",13,908,"F",20.9339207048458,0.1321714274711,0.313131313131313,0.136363636363636,0.0252525252525253,0.580345563445805,1.04396527114051,0.555905047312341,0.572742281508746,5000
"Yordy","Reyna","Yordy Reyna",2018,"VAN",26,2005,"F",22.4558603491272,0.168987661093287,0.319829424307036,0.0916844349680171,0.0724946695095949,0.579975127878807,1.09337164685782,0.530446467626596,0.563273052472744,533.70004
"Christopher","Durkin","Christopher Durkin",2018,"DCU",22,1626,"CDM",29.7564575645756,0.219457615293552,0.152777777777778,0.0138888888888889,0.00198412698412698,0.578054577049615,0.689453791744921,0.838423958169309,0.991419663551936,89.16667
"Luis","Diaz","Luis Diaz",2020,"CLB",2,104,"Wing",16.6153846153846,0.130316742081448,0.277777777777778,0.166666666666667,0.111111111111111,0.577082247015496,1.10913893965518,0.520297526651535,1,NA
"Albert","Rusnak","Albert Rusnak",2018,"RSL",30,2775,"CAM",27.8486486486486,0.177530696867713,0.285714285714286,0.0832298136645963,0.0869565217391304,0.575890686166942,0.846172642741537,0.680582965080387,0.706337823890313,925.8205
"Ryan","Telfer","Ryan Telfer",2018,"TOR",15,873,"FB/WB",23.3127147766323,0.166281845767705,0.264150943396226,0.0377358490566038,0.0613207547169811,0.575365814588968,0.883541254583976,0.65120424383566,0.52031190973654,54.50004
"Marcus","Epps","Marcus Epps",2018,"PHI",13,636,"Wing",22.3396226415094,0.19622641509434,0.243243243243243,0.0675675675675676,0.0337837837837838,0.574998985615617,0.80164355974744,0.71727512636261,0.533440016890295,55.6542
"Chris","Pontius","Chris Pontius",2018,"LAG",26,1584,"Wing",26.7272727272727,0.200724751851268,0.26530612244898,0.0589569160997732,0.0385487528344671,0.574969734880156,0.802519715958773,0.716455587877038,0.774611086344255,174.99996
"Jahmir","Hyka","Jahmir Hyka",2018,"SJE",18,953,"Wing",26.7953830010493,0.206825426251667,0.263157894736842,0.0601503759398496,0.0789473684210526,0.574381604450929,0.692290761333917,0.829682608134481,0.805099603800572,539.996
"Reto","Ziegler","Reto Ziegler",2018,"FCD",29,2747,"CB",31.0331270476884,0.208904522837271,0.167792792792793,0.0168918918918919,0.0123873873873874,0.574365383874524,0.651092965779245,0.882155719785897,0.893495902055559,800
"Valeri","Qazaishvili","Valeri Qazaishvili",2018,"SJE",33,2863,"Wing",26.5232273838631,0.178116911613244,0.298356510745891,0.130214917825537,0.0644753476611884,0.573977554838192,0.927594316606245,0.618780801652798,0.664154900518504,1454.04236
"Dax","McCarty","Dax McCarty",2018,"CHI",26,2377,"CM",37.1964661337821,0.24009635538191,0.146579804560261,0.01085776330076,0.0141150922909881,0.573508005150788,0.621857626526778,0.922249692994787,0.927343374639472,712.50008
"Harry","Shipp","Harry Shipp",2018,"SEA",19,1277,"Wing",28.6421299921691,0.194287922117534,0.233595800524934,0.073490813648294,0.026246719160105,0.572981664171883,0.715451028711091,0.800867761982435,0.866006378324578,174.99996
"Michael","Barrios","Michael Barrios",2018,"FCD",34,2688,"Wing",20.9642857142857,0.157105072577852,0.379897785349233,0.0971039182282794,0.110732538330494,0.571946744322356,1.05814470798288,0.540518456509267,0.51633774390022,400.00008
"Justin","Meram","Justin Meram",2018,"CLB,ORL",26,1980,"Wing",26.8606060606061,0.190656772474954,0.306859205776173,0.101083032490975,0.0613718411552347,0.57059109634403,0.989555672899241,0.576613435676933,0.627985905935558,578.758
"Cristian","Casseres Jr","Cristian Casseres Jr",2018,"NYRB",3,104,"CDM",26.7692307692308,0.235506429054816,0.103448275862069,0.0344827586206897,0,0.57010951569299,0.607893049951771,0.937845095840825,0.362838780779187,108.74996
"Hector","Jimenez","Hector Jimenez",2018,"CLB",11,713,"FB/WB",28.8134642356241,0.246268925090804,0.186915887850467,0.0186915887850467,0.0280373831775701,0.568905826528918,0.627737962125323,0.906279149667454,0.96678666645555,159.996
"Micheal","Azira","Micheal Azira",2018,"COL,MTL",15,1069,"CM",26.8512628624883,0.180290484752607,0.20066889632107,0.0301003344481605,0.0100334448160535,0.568700974479015,0.592533273091664,0.959778969899363,0.963841508644546,131.625
"Oniel","Fisher","Oniel Fisher",2018,"DCU",24,1975,"FB/WB",28.6298734177215,0.195370191079135,0.151103565365025,0.0220713073005093,0.0169779286926995,0.568076137494172,0.607525334880665,0.935065757555211,0.879319378645317,68.90625
"Brett","Levis","Brett Levis",2018,"VAN",14,1005,"FB/WB",27.7014925373134,0.191233183196444,0.175862068965517,0.00344827586206897,0.0275862068965517,0.567903020737157,0.614247190167939,0.924551271584798,0.98923075535732,70.75
"Isaac","Angking","Isaac Angking",2018,"NER",3,49,"sub",17.6326530612245,0.171746620726213,0.555555555555556,0.111111111111111,0.222222222222222,0.56465077825471,2.20077843594287,0.256568661812064,1,72.5
"Alejandro","Fuenmayor","Alejandro Fuenmayor",2018,"HOU",22,1913,"CB",24.5896497647674,0.180685469213388,0.195918367346939,0.0163265306122449,0.0122448979591837,0.564023714543394,0.636363728372918,0.886322851846874,1,112.508
"Nedum","Onuoha","Nedum Onuoha",2020,"RSL",2,189,"CB",32,0.238805970149254,0.0952380952380952,0.0634920634920635,0,0.563644444587187,1.14552624070853,0.492039749555245,1,NA
"Jonathan","Lewis","Jonathan Lewis",2018,"NYC",14,296,"Wing",21.4054054054054,0.183063943601512,0.439393939393939,0.151515151515152,0.136363636363636,0.563565919434092,1.46312232405753,0.385180316209795,0.295369817876561,125.5
"Gustav","Svensson","Gustav Svensson",2018,"SEA",24,2218,"CDM",30.4274120829576,0.200510129047497,0.189189189189189,0.0298719772403983,0.0170697012802276,0.563465428540204,0.609987236022709,0.923733145982134,0.952524267294296,367.50004
"Luis","Amarilla","Luis Amarilla",2020,"MIN",2,172,"F",21.7674418604651,0.144155244109041,0.333333333333333,0.205128205128205,0.0512820512820513,0.563294301694193,1.05383649955491,0.534517737744042,0.297161654432882,NA
"Nick","Besler","Nick Besler",2018,"RSL",20,1558,"CB",30.1309370988447,0.211445172623471,0.149284253578732,0.00408997955010225,0,0.562963176863745,0.610267179675066,0.92248640532085,0.854785718443877,67.5
"Maynor","Figueroa","Maynor Figueroa",2018,"FCD",16,1120,"CB",28.3714285714286,0.221760066996999,0.190332326283988,0.0422960725075529,0.00302114803625378,0.561714817139487,0.616066242395717,0.911776654009037,0.942415573271809,250
"Zarek","Valentin","Zarek Valentin",2018,"POR",32,2934,"FB/WB",28.4335378323108,0.1971129139155,0.196777905638665,0.0138089758342923,0.0322209436133487,0.561515013898408,0.619946754041379,0.905747163345788,0.911319761204902,130
"Ben","Sweat","Ben Sweat",2018,"NYC",27,2331,"FB/WB",36.4066924066924,0.210443308709205,0.165158371040724,0.0180995475113122,0.0271493212669683,0.56049800318827,0.68676472577255,0.816142679077989,0.800795424684427,67.5
"Greg","Garza","Greg Garza",2020,"CIN",2,165,"FB/WB",32,0.173913043478261,0.181818181818182,0,0.0727272727272727,0.559136771028821,0.721326233359141,0.775151027607826,0.225859161177082,NA
"Kelvin","Leerdam","Kelvin Leerdam",2018,"SEA",26,2071,"FB/WB",25.4022211492033,0.179423458266581,0.215328467153285,0.0200729927007299,0.031021897810219,0.557963421890557,0.632181679803787,0.882599796412536,0.824736516738375,575.00004
"Younes","Namli","Younes Namli",2020,"COL",2,138,"CAM",27.8260869565217,0.15992003998001,0.325,0.075,0.05,0.555076000698178,0.770236516793727,0.720656562751399,0.720656562751399,NA
"Eriq","Zavaleta","Eriq Zavaleta",2018,"TOR",21,1570,"CB",32.6522292993631,0.209373073369962,0.125468164794007,0.00749063670411985,0.00374531835205993,0.553814988418132,0.571219408492801,0.969531112185787,1,263.55845
"Oscar","Boniek Garcia","Oscar Boniek Garcia",2020,"HOU",2,170,"CM",25.9764705882353,0.150153009180551,0.304347826086957,0.0869565217391304,0,0.552392732674652,0.614705230471506,0.89863027885893,1,NA
"Jack","Price","Jack Price",2018,"COL",31,2969,"CM",35.4058605591108,0.234375758559136,0.157077625570776,0.0182648401826484,0.0365296803652968,0.552374750171162,0.633466187557331,0.871987741447005,0.951195173651768,407.49996
"Joao","Plata","Joao Plata",2018,"RSL",25,1830,"Wing",30.8983606557377,0.217778126978698,0.293718166383701,0.0899830220713073,0.0916808149405773,0.551080435567301,0.966236135038471,0.570337224601272,0.565446697274605,683.33333
"Rodney","Wallace","Rodney Wallace",2018,"NYC",18,886,"Wing",22.2121896162528,0.180505378371355,0.263414634146341,0.0975609756097561,0.0292682926829268,0.550121587431706,0.822165147457782,0.669113242190742,0.587956554358477,300.00008
