"First","Last","Player","Season","Team","Min","Pos","Passes","PassPct","xPassPct","Score","Per100","Distance","Vertical","Comp ($K)","Passes/96","PassPct/96","xPassPct/96","Score/96","Per100/96","Distance/96","Vertical/96","extreme1","extreme2","plotnames"
"Alberth","Elis","Alberth Elis",2018,"HOU",2587,"Wing",309,0.725,0.822,-29.8837624043226,-9.67112051919825,14.2447697270789,-1.495,650.34,11.4665635871666,0.724919093851133,0.821630299043115,-1.10894518392538,-9.67112051919825,14.2447697270789,-1.495,234,74,"Elis"
"Sebastian","Blanco","Sebastian Blanco",2018,"POR",2736,"CAM",749,0.776,0.816,-30.4697638601065,-4.06805926036135,21.4688722147131,4.41849397590362,1375.008,26.280701754386,0.775700934579439,0.816381527183053,-1.06911452140724,-4.06805926036135,21.4688722147131,4.41849397590362,212,137,"Blanco"
"Danny","Hoesen","Danny Hoesen",2018,"SJE",2622,"F",241,0.722,0.849,-30.6688999086618,-12.7256846094033,16.8331627919663,-0.781206896551724,518,8.82379862700229,0.721991701244813,0.849248547338846,-1.12288878384117,-12.7256846094033,16.8331627919663,-0.781206896551724,370,71,"Hoesen"
"Darwin","Quintero","Darwin Quintero",2018,"MIN",2564,"CAM",595,0.734,0.786,-30.9061654657125,-5.19431352364916,20.3595211941411,6.69657894736842,1650,22.2776911076443,0.734453781512605,0.786396916749097,-1.15717312196116,-5.19431352364916,20.3595211941411,6.69657894736842,101,80,"Quintero"
"Florian","Valot","Florian Valot",2018,"NYRB",1214,"Wing",333,0.688,0.783,-31.7515689507127,-9.53500569090471,14.6999119322555,2.622903930131,71.13645,26.332784184514,0.687687687687688,0.783037744596735,-2.51083247056707,-9.53500569090471,14.6999119322555,2.622903930131,94,44,"Valot"
"David","Villa","David Villa",2018,"NYC",1835,"F",299,0.746,0.852,-31.7699635028839,-10.6254058538073,17.5092038337804,-1.76058295964125,5610,15.6425068119891,0.745819397993311,0.852073456531384,-1.6620798344833,-10.6254058538073,17.5092038337804,-1.76058295964125,383,92,"Villa"
"Daniel","Royer","Daniel Royer",2018,"NYRB",2155,"Wing",279,0.674,0.792,-32.9170621931553,-11.7982301767582,14.0357373668688,3.06952127659574,668.75,12.4287703016241,0.673835125448029,0.79181742721561,-1.46637492832617,-11.7982301767582,14.0357373668688,3.06952127659574,115,32,"Royer"
"Bradley","Wright-Phillips","Bradley Wright-Phillips",2018,"NYRB",2702,"F",269,0.647,0.781,-36.0696164779365,-13.4087793598277,14.5106983744578,0.91867816091954,1635,9.55736491487787,0.646840148698885,0.780927942297162,-1.28152597404956,-13.4087793598277,14.5106983744578,0.91867816091954,90,26,"Wright-Phillips"
"Teal","Bunbury","Teal Bunbury",2018,"NER",2698,"F",298,0.671,0.796,-37.303004078567,-12.517786603546,15.2696048288673,-3.236675,260.00004,10.6034099332839,0.671140939597315,0.796318805632775,-1.32731222814768,-12.517786603546,15.2696048288673,-3.236675,133,31,"Bunbury"
"Borek","Dockal","Borek Dockal",2018,"PHI",2460,"CAM",950,0.814,0.856,-40.6048235595227,-4.27419195363397,19.8159221341381,1.92673350582147,1714.28568,37.0731707317073,0.813684210526316,0.856426130062655,-1.58457848037162,-4.27419195363397,19.8159221341381,1.92673350582147,398,213,"Dockal"
"Cristian","Penilla","Cristian Penilla",2018,"NER",2991,"Wing",418,0.706,0.807,-42.1423935815692,-10.0819123400883,21.7398935180678,1.72577966101695,550.00004,13.4162487462387,0.705741626794258,0.806560750195142,-1.35261443792399,-10.0819123400883,21.7398935180678,1.72577966101695,167,57,"Penilla"
