Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,PK,PKatt,Sh,SoT,FK,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
504,Miles Robinson/Miles-Robinson,us USA,DF,Atlanta,21,1997,33.1,0,0,0,0.45,0.15,0,33.3,0.01,0,0,0,0.04,0.04,0.09,-0.04,-0.04,Matches
505,Luis Robles/Luis-Robles,us USA,GK,NY Red Bulls,34,1984,33,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
506,Tony Rocha/Tony-Rocha,bz BLZ,MFDF,NYCFC,25,1993,9.7,0,0,0,0.21,0,0,0,0.02,0,0,,0.01,0.01,0.03,-0.01,-0.01,Matches
507,Angelo Rodríguez/Angelo-Rodriguez,co COL,FW,Minnesota,29,1989,19.4,0.26,0.05,0.05,2.84,0.93,0,32.7,0.15,0.05,0.07,0.22,0.53,0.48,0.18,-0.27,-0.23,Matches
508,Brian Rodríguez/Brian-Rodriguez,uy URU,FW,Los Angeles FC,18,2000,4.3,0,0,0,3.95,1.16,0.23,29.4,0.93,0.27,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
509,Lucas Rodríguez/Lucas-Rodriguez,ar ARG,FWMF,D.C. United,21,1997,30,0.2,0,0,1.3,0.43,0,33.3,0.04,0.01,0.15,0.46,0.11,0.11,0.09,0.09,0.09,Matches
510,Memo Rodriguez/Memo-Rodriguez,us USA,FWMF,Houston,23,1995,15.4,0.45,0,0,3.05,1.17,0.39,38.3,0.2,0.08,0.15,0.39,0.4,0.4,0.13,0.06,0.06,Matches
511,Víctor Rodríguez/Victor-Rodriguez,es ESP,FWMF,Seattle,29,1989,12.4,0.16,0.08,0.08,1.94,0.65,0.16,33.3,0.16,0.05,0.04,0.13,0.25,0.19,0.1,-0.09,-0.11,Matches
512,Alex Roldan/Alex-Roldan,us USA,FWMF,Seattle,22,1996,4.9,0,0,0,0.82,0,0,0,0.17,0,0,,0.04,0.04,0.06,-0.04,-0.04,Matches
513,Cristian Roldan/Cristian-Roldan,us USA,MFFW,Seattle,23,1995,28.2,0.21,0,0,1.17,0.35,0,30.3,0.04,0.01,0.18,0.6,0.12,0.12,0.11,0.09,0.09,Matches
514,David Romney/David-Romney,us USA,DF,LA Galaxy,25,1993,10.3,0,0,0,0.78,0.49,0,62.5,0.08,0.05,0,0,0.09,0.09,0.11,-0.09,-0.09,Matches
515,Eloy Room/Eloy-Room,cw CUW,GK,Columbus,29,1989,12,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
516,Wayne Rooney/Wayne-Rooney,eng ENG,FW,D.C. United,33,1985,25.7,0.43,0.16,0.16,3.11,0.86,1.13,27.5,0.12,0.03,0.09,0.32,0.45,0.33,0.11,-0.02,-0.06,Matches
517,Andy Rose/Andy-Rose,au AUS,MFDF,Vancouver,28,1990,20.6,0.05,0,0,0.68,0.19,0,28.6,0.03,0.01,0.07,0.25,0.08,0.08,0.11,-0.03,-0.03,Matches
518,Oriol Rosell/Oriol-Rosell,es ESP,MF,Orlando City,26,1992,16.3,0,0,0,0.86,0.12,0,14.3,0.05,0.01,0,0,0.04,0.04,0.04,-0.04,-0.04,Matches
519,Keegan Rosenberry/Keegan-Rosenberry,us USA,DF,Colorado,25,1993,34,0.03,0,0,0.65,0.03,0.03,4.5,0.02,0,0.05,1,0.03,0.03,0.05,0,0,Matches
520,Diego Rossi/Diego-Rossi,uy URU,FW,Los Angeles FC,20,1998,32.1,0.5,0,0,3.4,1.53,0,45,0.11,0.05,0.15,0.33,0.38,0.38,0.11,0.12,0.12,Matches
521,Brian Rowe/Brian-Rowe,us USA,GK,Orlando City,30,1988,32,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
522,Kelyn Rowe/Kelyn-Rowe,us USA,FWMF,Sporting KC,27,1991,7.7,0,0,0,2.47,0.52,0.26,21.1,0.32,0.07,0,0,0.26,0.26,0.11,-0.26,-0.26,Matches
523,Kelyn Rowe/Kelyn-Rowe,us USA,MF,Real Salt Lake,27,1991,2,0,0,0,1.5,1.5,0,100,0.74,0.74,0,0,0.05,0.05,0.02,-0.05,-0.05,Matches
524,Daniel Royer/Daniel-Royer,at AUT,FW,NY Red Bulls,28,1990,25.7,0.43,0.16,0.19,2.92,1.17,0.04,40,0.11,0.05,0.09,0.23,0.56,0.42,0.14,-0.14,-0.14,Matches
525,Ruan/Ruan,br BRA,DF,Orlando City,23,1995,23.3,0,0,0,0.3,0.13,0,42.9,0.01,0.01,0,0,0.03,0.03,0.11,-0.03,-0.03,Matches
526,Diego Rubio/Diego-Rubio,cl CHI,MFFW,Colorado,25,1993,22.8,0.48,0,0,2.11,0.66,0.09,31.3,0.09,0.03,0.23,0.73,0.25,0.25,0.12,0.24,0.24,Matches
527,Raúl Ruidíaz/Raul-Ruidiaz,pe PER,FW,Seattle,28,1990,19.9,0.55,0,0,3.57,1.36,0.05,38,0.18,0.07,0.15,0.41,0.62,0.62,0.17,-0.07,-0.07,Matches
528,Albert Rusnák/Albert-Rusnak,sk SVK,MFFW,Real Salt Lake,24,1994,27.2,0.37,0.15,0.18,2.61,0.88,0.29,33.8,0.1,0.03,0.08,0.25,0.31,0.17,0.07,0.06,0.05,Matches
529,Johnny Russell/Johnny-Russell,sco SCO,FWMF,Sporting KC,28,1990,23.5,0.38,0,0,2.38,0.94,0.43,39.3,0.1,0.04,0.16,0.41,0.25,0.25,0.1,0.14,0.14,Matches
530,Abdul Rwatubyaye/Abdul-Rwatubyaye,rw RWA,DF,Sporting KC,22,1996,1.8,0,0,0,1.11,0,0,0,0.61,0,0,,0,0,0.02,0,0,Matches
531,Marc Rzatkowski/Marc-Rzatkowski,de GER,MFFW,NY Red Bulls,28,1990,25.7,0.08,0,0,1.52,0.54,0,35.9,0.06,0.02,0.05,0.14,0.09,0.09,0.06,-0.01,-0.01,Matches
532,Bacary Sagna/Bacary-Sagna,fr FRA,DF,Montreal,35,1983,24.2,0.04,0,0,0.5,0.12,0,25,0.02,0,0.08,0.33,0.03,0.03,0.07,0.01,0.01,Matches
533,Kenny Saief/Kenny-Saief,us USA,FWMF,FC Cincinnati,25,1993,6.3,0.16,0,0,0.79,0.32,0,40,0.13,0.05,0.2,0.5,0.14,0.14,0.19,0.02,0.02,Matches
534,Michael Salazar/Michael-Salazar,bz BLZ,FWMF,Houston,26,1992,1.8,0,0,0,0.56,0,0,0,0.32,0,0,,0.11,0.11,0.15,-0.11,-0.11,Matches
535,Shea Salinas/Shea-Salinas,us USA,MFDF,San Jose,32,1986,14.9,0.4,0,0,1.34,0.54,0,40,0.09,0.04,0.3,0.75,0.33,0.33,0.25,0.07,0.07,Matches
536,Dániel Sallói/Daniel-Salloi,hu HUN,FWMF,Sporting KC,22,1996,17.2,0.06,0,0.06,2.73,0.81,0,29.8,0.16,0.05,0.02,0.07,0.37,0.33,0.12,-0.31,-0.27,Matches
537,Ilie Sánchez/Ilie-Sanchez,es ESP,MF,Sporting KC,28,1990,27.9,0.07,0.04,0.04,0.57,0.11,0,18.8,0.02,0,0.06,0.33,0.08,0.05,0.1,-0.01,-0.02,Matches
538,James Sands/James-Sands,us USA,DFMF,NYCFC,18,2000,16.5,0,0,0,0.12,0,0,0,0.01,0,0,,0.01,0.01,0.03,-0.01,-0.01,Matches
539,Lamine Sané/Lamine-Sane,sn SEN,DF,Orlando City,31,1987,25.3,0,0,0,0.32,0.04,0,12.5,0.01,0,0,0,0.02,0.02,0.07,-0.02,-0.02,Matches
540,Harold Santiago Mosquera/Harold-Santiago-Mosquera,co COL,FWMF,FC Dallas,23,1995,13,0.23,0,0,2.69,0.92,0.23,34.3,0.21,0.07,0.09,0.25,0.2,0.2,0.07,0.03,0.03,Matches
541,Sergio Santos Gomes/Sergio-Santos-Gomes,br BRA,FWMF,Philadelphia,24,1994,7,0.57,0,0,3.14,1,0,31.8,0.45,0.14,0.18,0.57,0.5,0.5,0.16,0.07,0.07,Matches
542,Pedro Santos/Pedro-Santos,pt POR,FWMF,Columbus,30,1988,30.7,0.36,0.03,0.03,2.41,0.65,0.26,27,0.08,0.02,0.14,0.5,0.19,0.16,0.07,0.17,0.17,Matches
543,C.J. Sapong/CJ-Sapong,us USA,FW,Chicago,30,1988,28.3,0.46,0,0,2.08,0.92,0,44.1,0.07,0.03,0.22,0.5,0.39,0.39,0.19,0.07,0.07,Matches
544,Sebastián Saucedo/Sebastian-Saucedo,us USA,FWMF,Real Salt Lake,22,1997,13.2,0.15,0,0,3.11,1.06,0.15,34.1,0.23,0.08,0.05,0.14,0.12,0.12,0.04,0.03,0.03,Matches
545,Gastón Sauro/Gaston-Sauro,ar ARG,DF,Columbus,28,1990,14.3,0.14,0,0,0.77,0.14,0,18.2,0.05,0.01,0.18,1,0.05,0.05,0.06,0.09,0.09,Matches
546,Jefferson Savarino/Jefferson-Savarino,ve VEN,FWMF,Real Salt Lake,22,1996,25.7,0.31,0,0,3.07,1.4,0,45.6,0.12,0.05,0.1,0.22,0.21,0.21,0.07,0.1,0.1,Matches
547,Tate Schmitt/Tate-Schmitt,us USA,FW,Real Salt Lake,21,1997,1,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
548,Rasmus Schüller/Rasmus-Schuller,fi FIN,MFFW,Minnesota,27,1991,10.2,0,0,0,1.57,0.1,0,6.3,0.15,0.01,0,0,0.11,0.11,0.07,-0.11,-0.11,Matches
549,Bastian Schweinsteiger/Bastian-Schweinsteiger,de GER,DFMF,Chicago,34,1984,29.7,0.03,0,0,0.81,0.13,0.07,16.7,0.03,0,0.04,0.25,0.04,0.04,0.05,0,0,Matches
550,Eddie Segura/Eddie-Segura,co COL,DF,Los Angeles FC,21,1997,32.8,0.03,0,0,0.55,0.06,0,11.1,0.02,0,0.06,0.5,0.04,0.04,0.08,-0.01,-0.01,Matches
551,Ulises Segura/Ulises-Segura,cr CRC,FWDF,D.C. United,25,1993,19.9,0.15,0,0,1.31,0.35,0,26.9,0.07,0.02,0.12,0.43,0.14,0.14,0.11,0.01,0.01,Matches
552,Chris Seitz/Chris-Seitz,us USA,GK,D.C. United,31,1987,1,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
553,Amar Sejdic/Amar-Sejdic,us USA,MF,Montreal,22,1996,0.7,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
554,Dillon Serna/Dillon-Serna,us USA,DFMF,Colorado,24,1994,6.5,0,0,0,1.23,0.46,0.15,37.5,0.19,0.07,0,0,0.06,0.06,0.05,-0.06,-0.06,Matches
555,Brandon Servania/Brandon-Servania,us USA,MF,FC Dallas,19,1999,12.4,0.16,0,0,2.1,0.73,0,34.6,0.17,0.06,0.08,0.22,0.19,0.19,0.09,-0.02,-0.02,Matches
556,Jacob Shaffelburg/Jacob-Shaffelburg,ca CAN,MFFW,Toronto FC,19,1999,7.4,0,0,0,1.49,0.54,0,36.4,0.2,0.07,0,0,0.09,0.09,0.07,-0.09,-0.09,Matches
557,Brek Shea/Brek-Shea,us USA,DF,Atlanta,28,1990,10.1,0,0,0,0.69,0.3,0,42.9,0.07,0.03,0,0,0.05,0.05,0.07,-0.05,-0.05,Matches
558,Andre Shinyashiki/Andre-Shinyashiki,br BRA,FWMF,Colorado,23,1995,18.6,0.38,0,0,2.85,0.91,0,32.1,0.15,0.05,0.13,0.41,0.35,0.35,0.12,0.03,0.03,Matches
559,Harry Shipp/Harry-Shipp,us USA,FWMF,Seattle,27,1991,15.4,0.32,0,0,2.08,0.78,0,37.5,0.14,0.05,0.16,0.42,0.16,0.16,0.08,0.17,0.17,Matches
560,Shamit Shome/Shamit-Shome,ca CAN,MF,Montreal,21,1997,18.1,0.06,0,0,0.5,0.11,0,22.2,0.03,0.01,0.11,0.5,0.11,0.11,0.23,-0.06,-0.06,Matches
561,Danilo da Silva/Danilo-da-Silva,br BRA,DF,Los Angeles FC,32,1986,2.5,0,0,0,0.8,0,0,0,0.32,0,0,,0.04,0.04,0.07,-0.04,-0.04,Matches
562,Luis Silva/Luis-Silva,us USA,FWMF,Seattle,30,1988,2.2,0,0,0,5,1.82,0,36.4,2.27,0.83,0,0,0.59,0.59,0.12,-0.59,-0.59,Matches
563,Marcelo Silva/Marcelo-Silva,uy URU,DF,Real Salt Lake,29,1989,14.9,0.13,0,0,0.34,0.2,0,60,0.02,0.01,0.4,0.67,0.02,0.02,0.07,0.11,0.11,Matches
564,Josh Sims/Josh-Sims,eng ENG,FW,NY Red Bulls,21,1997,5.3,0,0,0,2.26,0.57,0,25,0.43,0.11,0,0,0.17,0.17,0.08,-0.17,-0.17,Matches
565,Seth Sinovic/Seth-Sinovic,us USA,DF,Sporting KC,32,1987,21.2,0,0,0,0.47,0.05,0,10,0.02,0,0,0,0.01,0.01,0.03,-0.01,-0.01,Matches
566,Pablo Sisniega/Pablo-Sisniega,mx MEX,GK,Los Angeles FC,23,1995,6,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
567,Axel Sjöberg/Axel-Sjoberg,se SWE,DFFW,Colorado,27,1991,4.8,0,0,0,0.83,0,0,0,0.17,0,0,,0.04,0.04,0.06,-0.04,-0.04,Matches
568,Jørgen Skjelvik/Jorgen-Skjelvik,no NOR,DF,LA Galaxy,27,1991,18.7,0.05,0,0,0.32,0.05,0,16.7,0.02,0,0.17,1,0.05,0.05,0.17,0,0,Matches
569,Brad Smith/Brad-Smith,au AUS,DF,Seattle,24,1994,21.9,0,0,0,0.5,0.18,0,36.4,0.02,0.01,0,0,0.02,0.02,0.04,-0.02,-0.02,Matches
570,Graham Smith/Graham-Smith,us USA,DF,Sporting KC,23,1995,9.8,0.1,0,0,0.71,0.31,0,42.9,0.07,0.03,0.14,0.33,0.1,0.1,0.14,0,0,Matches
571,Kyle Smith/Kyle-Smith,us USA,DF,Orlando City,27,1992,15.4,0,0,0,0.39,0.06,0,16.7,0.03,0,0,0,0.07,0.07,0.18,-0.07,-0.07,Matches
572,Tommy Smith/Tommy-Smith,nz NZL,DF,Colorado,28,1990,26.8,0.11,0,0,0.78,0.26,0,33.3,0.03,0.01,0.14,0.43,0.12,0.12,0.15,-0.01,-0.01,Matches
573,Eduardo Sosa/Eduardo-Sosa,ve VEN,MFFW,Columbus,21,1997,3.6,0,0,0,1.94,0.56,0,28.6,0.54,0.15,0,0,0.11,0.11,0.05,-0.11,-0.11,Matches
574,Caleb Stanko/Caleb-Stanko,us USA,MF,FC Cincinnati,25,1993,16,0,0,0,0.38,0.13,0,33.3,0.02,0.01,0,0,0.02,0.02,0.05,-0.02,-0.02,Matches
575,Zack Steffen/Zack-Steffen,us USA,GK,Columbus,23,1995,13,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
576,Daniel Steres/Daniel-Steres,us USA,DF,LA Galaxy,28,1990,29,0.1,0,0,0.83,0.21,0,25,0.03,0.01,0.13,0.5,0.09,0.09,0.11,0.01,0.01,Matches
577,Zoltán Stieber/Zoltan-Stieber,hu HUN,FWMF,D.C. United,30,1988,3.4,0,0,0,0.88,0.29,0,33.3,0.26,0.09,0,0,0.06,0.06,0.06,-0.06,-0.06,Matches
578,Aljaž Struna/Aljaz-Struna,si SVN,DF,Houston,28,1990,29,0,0,0,0.1,0,0,0,0,0,0,,0.01,0.01,0.14,-0.01,-0.01,Matches
579,Brad Stuver/Brad-Stuver,us USA,GK,NYCFC,27,1991,5,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
580,Scott Sutter/Scott-Sutter,ch SUI,DF,Vancouver,32,1986,10.9,0.09,0,0,0.55,0.18,0.09,33.3,0.05,0.02,0.17,0.5,0.03,0.03,0.05,0.06,0.06,Matches
581,Gustav Svensson/Gustav-Svensson,se SWE,MF,Seattle,31,1987,20.1,0,0,0,0.95,0.15,0.05,15.8,0.05,0.01,0,0,0.05,0.05,0.05,-0.05,-0.05,Matches
582,Ben Sweat/Ben-Sweat,us USA,DF,NYCFC,27,1991,14.1,0,0,0,0.28,0.21,0,75,0.02,0.01,0,0,0.01,0.01,0.04,-0.01,-0.01,Matches
583,Ballou Tabla/Ballou-Tabla,ca CAN,MFFW,Montreal,19,1999,1.4,0,0,0,1.43,0,0,0,1,0,0,,0.21,0.21,0.15,-0.21,-0.21,Matches
584,Saphir Taïder/Saphir-Taider,dz ALG,MFFW,Montreal,26,1992,30.3,0.3,0.17,0.17,2.21,0.59,0.23,26.9,0.07,0.02,0.06,0.22,0.29,0.16,0.07,0.01,-0.03,Matches
585,Ismael Tajouri-Shradi/Ismael-Tajouri-Shradi,ly LBY,FWMF,NYCFC,24,1994,10.4,0.48,0,0,2.31,0.96,0.19,41.7,0.22,0.09,0.21,0.5,0.13,0.13,0.06,0.36,0.36,Matches
586,Amro Tarek/Amro-Tarek,eg EGY,DF,NY Red Bulls,26,1992,16.3,0.06,0,0,0.49,0.31,0,62.5,0.03,0.02,0.13,0.2,0.06,0.06,0.11,0.01,0.01,Matches
587,Russell Teibert/Russell-Teibert,ca CAN,MF,Vancouver,26,1992,24.4,0,0,0,0.33,0.08,0,25,0.01,0,0,0,0.02,0.02,0.07,-0.02,-0.02,Matches
588,Ryan Telfer/Ryan-Telfer,tt TRI,DF,Toronto FC,24,1994,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
589,Tommy Thompson/Tommy-Thompson,us USA,DF,San Jose,23,1995,25.4,0.08,0,0,0.47,0.12,0,25,0.02,0,0.17,0.67,0.02,0.02,0.04,0.06,0.06,Matches
590,Anton Tinnerholm/Anton-Tinnerholm,se SWE,DF,NYCFC,27,1991,29.2,0.03,0,0,1.1,0.38,0,34.4,0.04,0.01,0.03,0.09,0.11,0.11,0.1,-0.08,-0.08,Matches
591,Donny Toia/Donny-Toia,us USA,DF,Real Salt Lake,26,1992,23.8,0.04,0,0,0.46,0.08,0,18.2,0.02,0,0.09,0.5,0.03,0.03,0.06,0.01,0.01,Matches
592,Nouhou Tolo/Nouhou-Tolo,cm CMR,DF,Seattle,21,1997,8.8,0,0,0,0.68,0.23,0,33.3,0.08,0.03,0,0,0.03,0.03,0.04,-0.03,-0.03,Matches
593,Román Torres/Roman-Torres,pa PAN,DF,Seattle,32,1986,12.6,0.08,0,0,1.03,0.4,0,38.5,0.08,0.03,0.08,0.2,0.13,0.13,0.12,-0.05,-0.05,Matches
594,Mason Toye/Mason-Toye,us USA,FW,Minnesota,20,1998,9.1,0.66,0,0,3.08,1.43,0,46.4,0.34,0.16,0.21,0.46,0.45,0.45,0.15,0.21,0.21,Matches
595,Diedie Traoré/Diedie-Traore,fr FRA,DF,LA Galaxy,20,1999,2.4,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
596,Wil Trapp/Wil-Trapp,us USA,MF,Columbus,26,1993,25.9,0,0,0,0.15,0,0,0,0.01,0,0,,0,0,0.02,0,0,Matches
597,Auston Trusty/Auston-Trusty,us USA,DF,Philadelphia,20,1998,21.8,0.05,0,0,0.46,0.18,0,40,0.02,0.01,0.1,0.25,0.05,0.05,0.1,0,0,Matches
598,Bill Tuiloma/Bill-Tuiloma,nz NZL,DF,Portland,23,1995,21.3,0.05,0,0,1.13,0.28,0.05,25,0.05,0.01,0.04,0.17,0.07,0.07,0.06,-0.02,-0.02,Matches
599,Matt Turner/Matt-Turner,us USA,GK,New England,24,1994,19.6,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
600,Ema Twumasi/Ema-Twumasi,gh GHA,DFMF,FC Dallas,21,1997,0.3,0,0,0,3.33,0,0,0,10.3,0,0,,0.33,0.33,0.13,-0.33,-0.33,Matches
601,Przemysław Tytoń/Przemyslaw-Tyton,pl POL,GK,FC Cincinnati,32,1987,15,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
602,Victor Ulloa/Victor-Ulloa,us USA,MF,FC Cincinnati,26,1992,21.6,0.05,0,0,0.42,0.14,0,33.3,0.02,0.01,0.11,0.33,0.02,0.02,0.04,0.03,0.03,Matches
603,Maximiliano Urruti/Maximiliano-Urruti,ar ARG,FW,Montreal,27,1991,27,0.15,0.04,0.04,1.89,0.67,0.04,35.3,0.07,0.02,0.06,0.17,0.17,0.14,0.08,-0.02,-0.03,Matches
604,Zarek Valentin/Zarek-Valentin,us USA,DF,Portland,27,1991,18.1,0,0,0,0.17,0,0,0,0.01,0,0,,0.01,0.01,0.03,-0.01,-0.01,Matches
605,Diego Valeri/Diego-Valeri,ar ARG,MFFW,Portland,32,1986,28.8,0.28,0.07,0.14,2.74,0.97,0.24,35.4,0.1,0.03,0.08,0.21,0.29,0.17,0.06,-0.01,0.03,Matches
606,Florian Valot/Florian-Valot,fr FRA,MFFW,NY Red Bulls,25,1993,1.4,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
607,Peter-Lee Vassell/Peter-Lee-Vassell,jm JAM,MF,Los Angeles FC,20,1998,2,0,0,0,2.5,1.5,0,60,1.25,0.74,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
608,Brandon Vazquez/Brandon-Vazquez,us USA,FW,Atlanta,20,1998,7.1,0.28,0.14,0.14,2.82,0.99,0.14,35,0.4,0.14,0.05,0.14,0.46,0.35,0.13,-0.18,-0.21,Matches
609,Carlos Vela/Carlos-Vela,mx MEX,FW,Los Angeles FC,29,1989,30.3,1.12,0.3,0.36,4.92,1.98,0.73,40.3,0.16,0.07,0.17,0.42,0.83,0.56,0.11,0.29,0.27,Matches
610,Lucas Venuto/Lucas-Venuto,br BRA,FW,Vancouver,24,1995,12.6,0.24,0,0,0.95,0.48,0,50,0.08,0.04,0.25,0.5,0.15,0.15,0.16,0.09,0.09,Matches
611,Matías Vera/Matias-Vera,ar ARG,MF,Houston,23,1995,29.3,0,0,0,0.82,0,0,0,0.03,0,0,,0.03,0.03,0.04,-0.03,-0.03,Matches
612,Jorge Villafaña/Jorge-Villafana,us USA,DF,Portland,29,1989,21.6,0,0,0,0.46,0,0,0,0.02,0,0,,0.02,0.02,0.04,-0.02,-0.02,Matches
613,Héctor Villalba/Hector-Villalba,py PAR,FWMF,Atlanta,24,1994,10.4,0.1,0,0,3.65,0.96,0.1,26.3,0.35,0.09,0.03,0.1,0.33,0.33,0.09,-0.23,-0.23,Matches
614,Sam Vines/Sam-Vines,us USA,DF,Colorado,19,1999,23.9,0,0,0,0.17,0,0,0,0.01,0,0,,0.01,0.01,0.04,-0.01,-0.01,Matches
615,Kai Wagner/Kai-Wagner,de GER,DF,Philadelphia,21,1997,29.9,0,0,0,0.2,0,0,0,0.01,0,0,,0.01,0.01,0.05,-0.01,-0.01,Matches
616,Rodney Wallace/Rodney-Wallace,cr CRC,DF,Sporting KC,30,1988,0.3,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
617,Akeem Ward/Akeem-Ward,us USA,DF,D.C. United,23,1996,0.5,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
618,Kendall Waston/Kendall-Waston,cr CRC,DF,FC Cincinnati,31,1988,24.2,0.04,0,0,0.79,0.17,0,21.1,0.03,0.01,0.05,0.25,0.06,0.06,0.07,-0.02,-0.02,Matches
619,Quentin Westberg/Quentin-Westberg,us USA,GK,Toronto FC,32,1986,27.8,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
620,Brian White/Brian-White,us USA,FW,NY Red Bulls,22,1996,14.8,0.54,0,0,2.03,0.74,0,36.7,0.14,0.05,0.27,0.73,0.43,0.43,0.21,0.11,0.11,Matches
621,JJ Williams/JJ-Williams,us USA,FW,Columbus,21,1998,3.6,0,0,0,1.39,0.28,0,20,0.38,0.08,0,0,0.22,0.22,0.16,-0.22,-0.22,Matches
622,Josh Williams/Josh-Williams,us USA,DF,Columbus,30,1988,14.2,0.14,0,0,0.35,0.14,0,40,0.02,0.01,0.4,1,0.04,0.04,0.12,0.1,0.1,Matches
623,Romario Williams/Romario-Williams,jm JAM,FWMF,Columbus,24,1994,1.4,0.71,0,0,3.57,2.14,0,60,2.53,1.52,0.2,0.33,0.43,0.43,0.12,0.29,0.29,Matches
624,Romario Williams/Romario-Williams,jm JAM,FWDF,Atlanta,24,1994,0.4,0,0,0,5,2.5,0,50,11.5,5.77,0,0,0.25,0.25,0.04,-0.25,-0.25,Matches
625,Eryk Williamson/Eryk-Williamson,us USA,MFFW,Portland,21,1997,2.6,0,0,0,1.54,0.38,0,25,0.59,0.15,0,0,0.27,0.27,0.18,-0.27,-0.27,Matches
626,Joe Willis/Joe-Willis,us USA,GK,Houston,30,1988,27,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
627,Danny Wilson/Danny-Wilson,sco SCO,MFDF,Colorado,27,1991,14.8,0.14,0,0,0.88,0.34,0,38.5,0.06,0.02,0.15,0.4,0.14,0.14,0.18,0,0,Matches
628,Henry Wingo/Henry-Wingo,us USA,FW,Seattle,23,1995,2.2,0,0,0,1.82,0,0,0,0.81,0,0,,0.05,0.05,0.03,-0.05,-0.05,Matches
629,Chris Wondolowski/Chris-Wondolowski,us USA,FW,San Jose,36,1983,22,0.68,0,0,3.55,1.45,0,41,0.16,0.07,0.19,0.47,0.65,0.65,0.18,0.03,0.03,Matches
630,Andrew Wooten/Andrew-Wooten,us USA,FW,Philadelphia,29,1989,3.9,0,0,0,1.54,0.51,0,33.3,0.39,0.13,0,0,0.36,0.36,0.23,-0.36,-0.36,Matches
631,Brian Wright/Brian-Wright,ca CAN,FWMF,New England,23,1995,0.1,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
632,Bradley Wright-Phillips/Bradley-Wright-Phillips,eng ENG,FW,NY Red Bulls,33,1985,12.3,0.16,0,0,2.44,0.81,0.08,33.3,0.2,0.07,0.07,0.2,0.29,0.29,0.12,-0.13,-0.13,Matches
633,Deklan Wynne/Deklan-Wynne,nz NZL,DF,Colorado,23,1995,10.2,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
634,Griffin Yow/Griffin-Yow,us USA,FW,D.C. United,16,2002,0.6,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
635,Jackson Yueill/Jackson-Yueill,us USA,MF,San Jose,21,1997,29.7,0.1,0,0,1.14,0.3,0,26.5,0.04,0.01,0.09,0.33,0.07,0.07,0.06,0.03,0.03,Matches
636,Wilfried Zahibo/Wilfried-Zahibo,cf CTA,MF,New England,25,1993,16.7,0.06,0,0,0.72,0.12,0,16.7,0.04,0.01,0.08,0.5,0.08,0.08,0.11,-0.02,-0.02,Matches
637,Renzo Zambrano/Renzo-Zambrano,ve VEN,MF,Portland,24,1994,8.7,0,0,0,0.92,0.11,0,12.5,0.11,0.01,0,0,0.03,0.03,0.04,-0.03,-0.03,Matches
638,Gyasi Zardes/Gyasi-Zardes,us USA,FW,Columbus,27,1991,27.5,0.47,0.11,0.11,2.15,0.8,0,37.3,0.08,0.03,0.17,0.45,0.52,0.43,0.2,-0.04,-0.07,Matches
639,Eriq Zavaleta/Eriq-Zavaleta,us USA,DF,Toronto FC,26,1992,11.3,0,0,0,0.44,0.09,0,20,0.04,0.01,0,0,0.03,0.03,0.05,-0.03,-0.03,Matches
640,Gedion Zelalem/Gedion-Zelalem,us USA,MF,Sporting KC,22,1997,4.8,0,0,0,0.63,0.42,0,66.7,0.13,0.09,0,0,0.04,0.04,0.06,-0.04,-0.04,Matches
641,Rodolfo Zelaya/Rodolfo-Zelaya,sv SLV,FW,Los Angeles FC,30,1988,1.3,0.77,0,0,3.85,0.77,1.54,20,2.88,0.58,0.2,1,0.77,0.77,0.2,0,0,Matches
642,Adrian Zendejas/Adrian-Zendejas,mx MEX,GK,Sporting KC,23,1995,1,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
