Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
505,Luis Robles/Luis-Robles,us USA,GK,NY Red Bulls,34,1984,33,25,13.7,11.3,3.45,0,1.06,0.42,0,0,0,0,0,6.42,1.03,17.6,0.85,18.8,0.03,0,3.09,12.4,0.06,0.91,0.06,0.06,Matches
506,Tony Rocha/Tony-Rocha,bz BLZ,MFDF,NYCFC,25,1993,9.7,53,50.8,2.16,0.82,0,7.42,1.03,0.62,0,0,0,0,40.7,6.49,5.77,43.7,6.08,1.13,1.34,0.1,46.7,0.1,0.62,0.72,1.55,Matches
507,Angelo Rodríguez/Angelo-Rodriguez,co COL,FW,Minnesota,29,1989,19.4,17.9,16.3,1.6,0,0.05,4.59,0.31,0.67,0,0,0,0,11.1,3.76,2.99,2.01,13,1.24,0.1,0.72,12.1,0.15,0.21,0.41,1.08,Matches
508,Brian Rodríguez/Brian-Rodriguez,uy URU,FW,Los Angeles FC,18,2000,4.3,43.7,37.4,6.28,0.47,0.7,8.14,1.86,4.88,5.81,1.63,1.16,0,34.7,4.88,4.19,3.49,39.8,0.23,0,0.23,33.3,0,0.47,2.33,1.16,Matches
509,Lucas Rodríguez/Lucas-Rodriguez,ar ARG,FWMF,D.C. United,21,1997,30,33.5,32.1,1.43,0.23,0.07,6,1.17,0.67,0.07,0,0.07,0,24.1,4.83,4.6,11.6,19.4,0.9,1.1,0.1,28.5,0.13,0.33,0.53,0.93,Matches
510,Memo Rodriguez/Memo-Rodriguez,us USA,FWMF,Houston,23,1995,15.4,35.3,31,4.35,0.84,0.26,6.88,2.47,4.81,2.73,1.1,0.84,0.19,21.8,5.45,8.12,5.26,27.9,0.78,0.78,0.06,24.8,0.52,1.17,0.78,1.36,Matches
511,Víctor Rodríguez/Victor-Rodriguez,es ESP,FWMF,Seattle,29,1989,12.4,47.2,44.7,2.5,0.65,0.16,13,0.89,3.63,1.21,0.56,0.32,0.16,32.7,7.34,7.1,11.3,34.4,0.89,0.16,0.32,35.8,0.4,0.89,1.05,2.82,Matches
512,Alex Roldan/Alex-Roldan,us USA,FWMF,Seattle,22,1996,4.9,30.4,29.6,0.82,0.41,0,7.76,0.41,0,0,0,0,0,23.5,3.67,3.27,2.04,25.9,1.63,0.41,0,25.1,0,0.61,0.61,1.02,Matches
513,Cristian Roldan/Cristian-Roldan,us USA,MFFW,Seattle,23,1995,28.2,57.9,56,1.91,1.13,0.04,11.8,2.62,1.38,0.04,0,0,0,40.3,7.62,10,6.99,45.5,3.44,0.64,0.43,49.3,0.18,0.74,0.74,1.13,Matches
514,David Romney/David-Romney,us USA,DF,LA Galaxy,25,1993,10.3,37.6,32.3,5.24,0.68,0,4.17,0.49,1.26,0,0,0,0,21.7,7.67,8.16,18.6,11.7,1.65,4.56,0,31.3,0.19,0.58,0.58,0.87,Matches
515,Eloy Room/Eloy-Room,cw CUW,GK,Columbus,29,1989,12,35.3,22,13.3,2.5,0,2.25,0.67,0,0,0,0,0,17.2,1.33,16.8,1.5,29,0,0,3.08,23.3,0.08,0.83,0.08,0.08,Matches
516,Wayne Rooney/Wayne-Rooney,eng ENG,FW,D.C. United,33,1985,25.7,47.1,36.7,10.4,4.09,0.27,7.82,5.37,5.8,3.74,1.09,1.87,0.47,24.8,7,15.3,3.81,40.3,1.28,0.66,0.23,35,0.16,0.97,0.93,1.4,Matches
517,Andy Rose/Andy-Rose,au AUS,MFDF,Vancouver,28,1990,20.6,42.5,41.4,1.12,0.92,0.05,6.55,1.41,0.39,0,0,0,0,29.5,6.21,6.8,6.89,31.4,2.48,0.19,0.19,35.6,0.1,0.83,0.34,0.58,Matches
518,Oriol Rosell/Oriol-Rosell,es ESP,MF,Orlando City,26,1992,16.3,58.7,56.7,1.96,1.84,0.06,11.1,2.82,0.25,0,0,0,0,43.1,6.93,8.71,7.73,47.5,2.64,0.06,0,51.1,0.18,1.35,0.98,1.1,Matches
519,Keegan Rosenberry/Keegan-Rosenberry,us USA,DF,Colorado,25,1993,34,45.1,36.3,8.88,0.82,0.03,6,1.18,1.65,0,0,0,0,25.7,8.62,10.9,3.32,31.4,1.74,8.06,0.15,36.7,0.15,0.41,0.88,1.15,Matches
520,Diego Rossi/Diego-Rossi,uy URU,FW,Los Angeles FC,20,1998,32.1,34.1,33.2,0.97,0.22,0.19,6.29,0.28,0.9,0.4,0.12,0,0,28.8,3.46,1.87,4.17,28.8,0.5,0.31,0.22,27.5,0.19,0.5,0.69,1.43,Matches
521,Brian Rowe/Brian-Rowe,us USA,GK,Orlando City,30,1988,32,28.9,16.3,12.7,2.81,0.03,1.16,0.75,0,0,0,0,0,10.3,1.88,16.8,0.78,21.5,0.03,0,5.19,17.6,0.09,1.22,0.09,0.06,Matches
522,Kelyn Rowe/Kelyn-Rowe,us USA,FWMF,Sporting KC,27,1991,7.7,34.7,33,1.69,0.39,0.26,7.66,1.56,2.47,0.39,0.13,0,0,23.5,5.71,5.45,4.68,27.1,0.78,0.91,0.26,24.8,0,0.91,0.91,2.86,Matches
523,Kelyn Rowe/Kelyn-Rowe,us USA,MF,Real Salt Lake,27,1991,2,40,38.5,1.5,1.5,0.5,6.5,1,0.5,0,0,0,0,25.5,9,5.5,4.5,33,2.5,0,0,31.5,0,0,0.5,0.5,Matches
524,Daniel Royer/Daniel-Royer,at AUT,FW,NY Red Bulls,28,1990,25.7,32,30.8,1.21,0.16,0.08,7.67,0.27,1.36,0.16,0.04,0.08,0,19.1,6.54,6.3,4.63,22.4,2.37,0.82,0.31,21.6,0.19,0.78,1.21,1.71,Matches
525,Ruan/Ruan,br BRA,DF,Orlando City,23,1995,23.3,41.4,33.2,8.2,0.47,0.04,5.32,0.69,3.22,0.04,0,0.04,0,23.3,8.76,9.36,2.4,30.3,0.56,7.68,0.04,30.4,0.13,0.9,0.86,2.53,Matches
526,Diego Rubio/Diego-Rubio,cl CHI,MFFW,Colorado,25,1993,22.8,30.5,29.3,1.27,0.31,0.13,7.32,1.36,1.49,0,0,0,0,18.5,5.7,6.32,2.32,24.8,1.45,0.53,0.22,22.4,0.22,0.83,0.79,1.05,Matches
527,Raúl Ruidíaz/Raul-Ruidiaz,pe PER,FW,Seattle,28,1990,19.9,19.5,17.8,1.66,0,0.15,3.37,0.6,0.2,0,0,0,0,14.3,2.81,2.41,3.12,14.6,0.65,0.2,0.55,16.6,0,0.1,0.25,0.5,Matches
528,Albert Rusnák/Albert-Rusnak,sk SVK,MFFW,Real Salt Lake,24,1994,27.2,46.9,40.2,6.73,1.99,0.18,7.32,4.04,3.75,2.76,0.96,1.25,0.18,32.1,5.77,9.12,4.89,39.4,1.36,0.92,0.29,39.2,0.26,0.55,0.26,0.77,Matches
529,Johnny Russell/Johnny-Russell,sco SCO,FWMF,Sporting KC,28,1990,23.5,36.8,29.8,6.98,1.74,0.38,7.45,3.74,6.38,4.55,1.49,1.57,0.51,19.8,4.89,12,30,4.04,1.11,0.64,0.3,24.3,0.09,1.28,0.77,1.49,Matches
530,Abdul Rwatubyaye/Abdul-Rwatubyaye,rw RWA,DF,Sporting KC,22,1996,1.8,60.6,59.4,1.11,1.11,0,4.44,2.78,0,0,0,0,0,47.2,5.56,7.78,7.78,51.7,1.11,0,0,50,0,1.11,1.11,0,Matches
531,Marc Rzatkowski/Marc-Rzatkowski,de GER,MFFW,NY Red Bulls,28,1990,25.7,49.9,42.7,7.2,3.5,0.35,9.65,1.13,4.67,2.65,0.7,1.21,0.31,28.7,7.39,13.8,37.7,8.21,2.1,0.74,0.27,35.6,0.35,0.89,1.17,1.71,Matches
532,Bacary Sagna/Bacary-Sagna,fr FRA,DF,Montreal,35,1983,24.2,61.9,53.5,8.39,0.62,0.21,10,0.91,3.39,0.12,0,0,0,36.2,11.3,14.3,6.65,40.9,3.6,7.64,0.12,48,0.12,1.24,0.79,1.74,Matches
533,Kenny Saief/Kenny-Saief,us USA,FWMF,FC Cincinnati,25,1993,6.3,39.8,34,5.87,1.75,0.16,7.14,1.27,4.13,2.22,1.75,0.16,0.16,25.6,6.03,8.25,29.4,7.78,1.11,0.79,0,28.9,0.16,0.16,0.63,1.43,Matches
534,Michael Salazar/Michael-Salazar,bz BLZ,FWMF,Houston,26,1992,1.8,29.4,27.8,1.67,0,0.56,5.56,0,1.67,0,0,0,0,23.9,2.22,3.33,2.22,24.4,1.67,0.56,0,23.9,0,0,0,1.11,Matches
535,Shea Salinas/Shea-Salinas,us USA,MFDF,San Jose,32,1986,14.9,45.9,42.8,3.09,0.13,0.07,10.4,0.74,2.42,0.07,0.07,0,0,33.9,6.38,5.64,8.39,33,1.07,2.89,0.13,36.6,0.2,0.81,1.14,1.34,Matches
536,Dániel Sallói/Daniel-Salloi,hu HUN,FWMF,Sporting KC,22,1996,17.2,27,26.5,0.52,0.12,0.29,6.05,0.81,0.52,0.17,0,0.12,0,20.4,4.13,2.5,3.02,23,0.52,0.17,0.06,20.9,0.06,0.35,0.87,1.16,Matches
537,Ilie Sánchez/Ilie-Sanchez,es ESP,MF,Sporting KC,28,1990,27.9,62.8,60.8,2.04,1.86,0.29,8.67,2.72,0.14,0.07,0.04,0,0,43.1,6.77,12.9,4.16,54.9,2.47,0.04,0.29,54,0.14,0.93,0.9,0.68,Matches
538,James Sands/James-Sands,us USA,DFMF,NYCFC,18,2000,16.5,47,46.1,0.85,0.79,0,4.42,1.52,0.12,0,0,0,0,37.6,3.39,5.94,6.36,37.6,2.12,0.06,0.06,41.1,0,0.97,0.61,0.67,Matches
539,Lamine Sané/Lamine-Sane,sn SEN,DF,Orlando City,31,1987,25.3,40.6,39.2,1.42,1.3,0.04,5.45,1.15,0.12,0,0,0,0,30.4,4.15,6.05,3.12,35.1,1.58,0.12,0.04,36,0.08,0.63,0.36,0.28,Matches
540,Harold Santiago Mosquera/Harold-Santiago-Mosquera,co COL,FWMF,FC Dallas,23,1995,13,40.2,37.7,2.46,1.08,0.23,8.69,1.62,3.15,0.85,0.08,0.31,0.08,27.5,5,7.62,6.08,31.8,1.15,0.46,0.31,29.5,0.08,0.69,1.15,2.08,Matches
541,Sergio Santos Gomes/Sergio-Santos-Gomes,br BRA,FWMF,Philadelphia,24,1994,7,25.1,24.1,1,0.29,0,4.57,0.71,1.57,0,0,0,0,17.9,3.71,3.57,16.9,6.14,1,0.43,0.14,17.4,0.14,0.57,0.43,1.43,Matches
542,Pedro Santos/Pedro-Santos,pt POR,FWMF,Columbus,30,1988,30.7,41.2,35.1,6.09,1.47,0.29,6.78,2.61,6.22,2.83,1.4,0.59,0.29,21.9,6.94,12.4,28.7,8.96,1.14,1.27,0.39,26.4,0.26,1.5,1.14,2.05,Matches
543,C.J. Sapong/CJ-Sapong,us USA,FW,Chicago,30,1988,28.3,21.6,20.6,0.92,0,0.07,7,0.14,0.53,0,0,0,0,11.9,4.7,4.91,2.44,13.4,2.08,0.21,0.21,14.9,0.04,0.32,0.42,1.06,Matches
544,Sebastián Saucedo/Sebastian-Saucedo,us USA,FWMF,Real Salt Lake,22,1997,13.2,40.1,35.8,4.24,1.52,0.23,8.64,3.48,3.11,1.14,0.68,0.3,0.08,25.6,5.61,8.86,3.79,33.6,0.98,1.52,0.23,31.4,0.23,1.06,0.76,1.21,Matches
545,Gastón Sauro/Gaston-Sauro,ar ARG,DF,Columbus,28,1990,14.3,44.7,43.7,0.98,0.91,0,3.78,0.77,0,0,0,0,0,35.5,5.24,3.99,3.43,38.5,1.61,0.07,0.28,40.7,0,0.49,0.42,0.14,Matches
546,Jefferson Savarino/Jefferson-Savarino,ve VEN,FWMF,Real Salt Lake,22,1996,25.7,35.6,34,1.6,0.54,0.16,7.35,2.02,3.23,0.62,0.08,0.43,0.08,24.9,4.71,5.95,1.75,33.1,0.54,0.12,0.08,27.5,0.31,0.93,0.82,1.28,Matches
547,Tate Schmitt/Tate-Schmitt,us USA,FW,Real Salt Lake,21,1997,1,32,30,2,0,0,7,1,1,0,0,0,0,23,3,6,16,14,0,0,0,25,0,0,0,0,Matches
548,Rasmus Schüller/Rasmus-Schuller,fi FIN,MFFW,Minnesota,27,1991,10.2,46,44.7,1.27,0.59,0.1,10,0.88,0.78,0.2,0.1,0,0,34.3,6.18,5.49,25,18.5,1.37,0.39,0,38.3,0.1,1.08,1.27,0.98,Matches
549,Bastian Schweinsteiger/Bastian-Schweinsteiger,de GER,DFMF,Chicago,34,1984,29.7,59.7,56.8,2.86,2.22,0.2,9.19,2.26,0.27,0.03,0,0,0,40.4,6.13,13.2,7.78,48.8,1.65,0.61,0.27,52.1,0.3,1.04,0.61,0.37,Matches
550,Eddie Segura/Eddie-Segura,co COL,DF,Los Angeles FC,21,1997,32.8,58.7,57.1,1.65,1.37,0,6.46,1.1,0,0,0,0,0,45.7,7.13,5.91,24.3,30.7,2.38,0.27,0.18,53.3,0.03,0.52,0.61,0.61,Matches
551,Ulises Segura/Ulises-Segura,cr CRC,FWDF,D.C. United,25,1993,19.9,38.3,37.3,1.01,0.1,0.2,8.44,0.45,1.76,0,0,0,0,27.3,5.48,5.53,3.22,32.3,1.26,0.85,0.15,29.6,0.2,0.75,0.95,1.86,Matches
552,Chris Seitz/Chris-Seitz,us USA,GK,D.C. United,31,1987,1,20,14,6,3,0,1,1,0,0,0,0,0,5,1,14,2,11,0,0,2,8,0,2,0,0,Matches
553,Amar Sejdic/Amar-Sejdic,us USA,MF,Montreal,22,1996,0.7,41.4,37.1,4.29,0,0,12.9,0,0,0,0,0,0,34.3,2.86,4.29,4.29,37.1,0,0,0,37.1,1.43,0,0,0,Matches
554,Dillon Serna/Dillon-Serna,us USA,DFMF,Colorado,24,1994,6.5,46.8,39.2,7.54,1.54,0,8,1.23,5.54,0.15,0.15,0,0,24,9.08,13.7,34.8,4.62,1.38,5.85,0,34.3,0.15,0.77,0.62,1.69,Matches
555,Brandon Servania/Brandon-Servania,us USA,MF,FC Dallas,19,1999,12.4,47.8,46.9,0.89,0.81,0,6.77,1.13,0.4,0,0,0,0,39,4.11,4.68,4.03,41.5,1.61,0,0.08,39.7,0.24,1.21,1.29,0.97,Matches
556,Jacob Shaffelburg/Jacob-Shaffelburg,ca CAN,MFFW,Toronto FC,19,1999,7.4,24.5,24.2,0.27,0,0,4.59,0.81,4.86,0,0,0,0,15.4,3.78,5.27,19.7,3.65,0.27,0.27,0.14,14.9,0.14,0.95,0.81,2.3,Matches
557,Brek Shea/Brek-Shea,us USA,DF,Atlanta,28,1990,10.1,58,48.4,9.6,0.2,0,7.82,2.18,3.76,0,0,0,0,34.2,14.1,9.8,33.2,12.6,1.78,9.41,0.1,46.7,0,1.09,0.89,2.38,Matches
558,Andre Shinyashiki/Andre-Shinyashiki,br BRA,FWMF,Colorado,23,1995,18.6,28.4,26.5,1.99,0.16,0.22,5.65,0.65,1.67,0,0,0,0,18.4,4.78,5.22,5.7,19.8,1.4,0.81,0.27,19.5,0,0.81,0.86,1.94,Matches
559,Harry Shipp/Harry-Shipp,us USA,FWMF,Seattle,27,1991,15.4,48.2,46.6,1.62,0.52,0.26,9.61,0.84,1.36,0.26,0.13,0.06,0.06,36.2,6.56,5.45,3.96,40.8,1.62,0.84,0.52,39.6,0.26,0.71,1.17,0.71,Matches
560,Shamit Shome/Shamit-Shome,ca CAN,MF,Montreal,21,1997,18.1,35,34,0.99,0.28,0,5.14,0.55,0.33,0.06,0.06,0,0,26.2,4.75,4.03,3.7,27.9,1.93,0.66,0.11,29.4,0.06,0.61,0.28,0.72,Matches
561,Danilo da Silva/Danilo-da-Silva,br BRA,DF,Los Angeles FC,32,1986,2.5,49.6,45.2,4.4,1.2,0,6,1.6,0.4,0,0,0,0,32.8,8.4,8.4,6.8,36.4,1.6,3.2,0.4,40.8,0,1.6,1.6,0.4,Matches
562,Luis Silva/Luis-Silva,us USA,FWMF,Seattle,30,1988,2.2,23.2,21.8,1.36,0,0,7.73,0.45,0,0,0,0,0,17.3,4.09,1.82,3.18,19.1,0,0,0.45,18.6,0,1.36,0.91,0.91,Matches
563,Marcelo Silva/Marcelo-Silva,uy URU,DF,Real Salt Lake,29,1989,14.9,37.5,36,1.54,1.54,0,4.36,0.67,0,0,0,0,0,28.7,3.02,5.77,3.83,30.9,1.74,0,0.07,32.6,0.07,0.4,0.4,0.2,Matches
564,Josh Sims/Josh-Sims,eng ENG,FW,NY Red Bulls,21,1997,5.3,36.8,32.1,4.72,0.38,0,9.06,1.13,4.53,3.4,1.32,1.13,0,23.6,7.36,5.85,6.42,27,1.7,0.75,0.38,25.3,0,0.57,1.7,1.89,Matches
565,Seth Sinovic/Seth-Sinovic,us USA,DF,Sporting KC,32,1987,21.2,55.2,45.2,10,0.94,0.05,6.89,0.71,1.56,0,0,0,0,32.9,10.9,11.4,35.5,7.36,2.5,9.06,0.09,45.1,0.14,0.8,0.57,1.18,Matches
566,Pablo Sisniega/Pablo-Sisniega,mx MEX,GK,Los Angeles FC,23,1995,6,27,20.3,6.67,1,0.17,2.33,0.67,0,0,0,0,0,13.7,3.17,10.2,1.33,19.5,0.17,0,5,19.8,0,1.17,0,0,Matches
567,Axel Sjöberg/Axel-Sjoberg,se SWE,DFFW,Colorado,27,1991,4.8,39.6,38.3,1.25,1.25,0,6.25,0.83,0,0,0,0,0,31,3.13,5.42,6.25,30.2,2.92,0,0,35.4,0,0.63,0,0.21,Matches
568,Jørgen Skjelvik/Jorgen-Skjelvik,no NOR,DF,LA Galaxy,27,1991,18.7,41.2,33.4,7.81,0.27,0,4.6,0.53,2.09,0,0,0,0,25.4,9.84,5.99,24.7,6.95,1.44,7.54,0.43,33.7,0,0.7,0.43,1.18,Matches
569,Brad Smith/Brad-Smith,au AUS,DF,Seattle,24,1994,21.9,61.5,52.9,8.63,0.55,0.05,8.95,1.19,4.47,0,0,0,0,40.8,9.27,11.5,41.8,10.1,1.37,8.08,0,48.3,0.09,1.19,0.91,2.92,Matches
570,Graham Smith/Graham-Smith,us USA,DF,Sporting KC,23,1995,9.8,49,48,1.02,1.02,0,5.51,1.73,0.2,0,0,0,0,40.9,2.14,5.92,6.33,40,1.84,0,0.1,44.7,0,0.51,0.41,0.31,Matches
571,Kyle Smith/Kyle-Smith,us USA,DF,Orlando City,27,1992,15.4,46.5,39.4,7.08,0.19,0.06,7.47,0.65,1.75,0,0,0,0,29.7,8.51,8.31,3.7,32.9,2.27,6.88,0.06,37,0.06,0.52,0.91,1.56,Matches
572,Tommy Smith/Tommy-Smith,nz NZL,DF,Colorado,28,1990,26.8,30.6,29.6,0.97,0.97,0,4.63,0.9,0.04,0,0,0,0,21.3,2.54,6.72,22.8,5.07,1.53,0,0.07,25.6,0.07,0.45,0.41,0.11,Matches
573,Eduardo Sosa/Eduardo-Sosa,ve VEN,MFFW,Columbus,21,1997,3.6,43.3,40.6,2.78,0.83,0.28,7.22,0,1.11,0.28,0,0.28,0,35.6,5,2.78,7.78,33.1,0.56,0,1.39,36.7,0,0,1.94,2.5,Matches
574,Caleb Stanko/Caleb-Stanko,us USA,MF,FC Cincinnati,25,1993,16,42.9,40.9,1.94,1.31,0,6.5,2.94,0.31,0,0,0,0,29.3,6.06,7.5,12.4,27.1,1.75,0.56,0.19,36.7,0.06,0.63,0.88,0.75,Matches
575,Zack Steffen/Zack-Steffen,us USA,GK,Columbus,23,1995,13,31.3,21.2,10.1,1.38,0,2.69,0.38,0,0,0,0,0,17.5,1.62,12.2,4.46,20.5,0,0,5.15,23.2,0,0.85,0.15,0,Matches
576,Daniel Steres/Daniel-Steres,us USA,DF,LA Galaxy,28,1990,29,42.4,40.5,1.86,1.07,0,4.24,1.55,0.28,0,0,0,0,30,4.45,7.97,3.86,34.9,1.79,0.76,0.14,36.8,0.28,0.86,0.38,0.28,Matches
577,Zoltán Stieber/Zoltan-Stieber,hu HUN,FWMF,D.C. United,30,1988,3.4,43.2,39.4,3.82,0.29,0,8.53,1.18,3.24,1.18,0.29,0.59,0.29,27.1,7.65,8.53,35.3,5,0.88,2.06,0,34.7,0,0.29,0.29,0.59,Matches
578,Aljaž Struna/Aljaz-Struna,si SVN,DF,Houston,28,1990,29,42.8,40,2.79,2.72,0,4.83,0.93,0.07,0,0,0,0,34.8,3.24,4.76,3.52,37,1.41,0.07,0.24,38.2,0.03,0.24,0.59,0.17,Matches
579,Brad Stuver/Brad-Stuver,us USA,GK,NYCFC,27,1991,5,37,28,9,2.2,0,3.6,0.8,0,0.2,0,0,0.2,26.8,2.8,7.4,3.4,28,0,0,4.2,31.4,0,1,0,0,Matches
580,Scott Sutter/Scott-Sutter,ch SUI,DF,Vancouver,32,1986,10.9,50.6,43.1,7.52,0.46,0.09,6.97,1.01,3.49,0.09,0,0.09,0,28.1,11,11.6,6.7,34,1.83,6.97,0.09,40.8,0,0.83,0.92,1.19,Matches
581,Gustav Svensson/Gustav-Svensson,se SWE,MF,Seattle,31,1987,20.1,58.7,54.8,3.83,3.53,0.1,8.81,3.38,0.1,0,0,0,0,41.6,6.37,10.7,5.72,48.2,2.49,0.25,0.45,51.1,0.25,0.8,0.75,0.7,Matches
582,Ben Sweat/Ben-Sweat,us USA,DF,NYCFC,27,1991,14.1,55.2,48.4,6.88,0.57,0.14,6.88,1.06,2.27,0,0,0,0,36,11.2,8.01,37.2,7.59,2.55,6.31,0.21,45.9,0.21,1.06,1.35,1.28,Matches
583,Ballou Tabla/Ballou-Tabla,ca CAN,MFFW,Montreal,19,1999,1.4,40.7,39.3,1.43,0,0,5,0.71,1.43,0,0,0,0,29.3,7.14,4.29,3.57,34.3,1.43,1.43,0,31.4,0,0,0.71,1.43,Matches
584,Saphir Taïder/Saphir-Taider,dz ALG,MFFW,Montreal,26,1992,30.3,60.4,53.9,6.5,2.44,0.1,9.74,5.41,5.35,3.47,1.09,1.62,0.33,41.7,6.3,12.3,8.51,50,1.12,0.43,0.07,49.7,0.13,1.39,0.73,1.42,Matches
585,Ismael Tajouri-Shradi/Ismael-Tajouri-Shradi,ly LBY,FWMF,NYCFC,24,1994,10.4,41,38.8,2.12,0.67,0.19,6.25,1.15,1.92,0.67,0.19,0.19,0.29,29,6.63,5.29,35.8,3.46,0.48,0.77,0.1,33,0.1,0.58,0.77,1.44,Matches
586,Amro Tarek/Amro-Tarek,eg EGY,DF,NY Red Bulls,26,1992,16.3,29.1,26.3,2.76,1.6,0.06,4.29,0.25,0.8,0,0,0,0,12.8,3.68,12.6,19.3,4.6,2.52,1.17,0.18,17.8,0.12,1.23,0.8,0.74,Matches
587,Russell Teibert/Russell-Teibert,ca CAN,MF,Vancouver,26,1992,24.4,37.1,35.9,1.27,0.94,0.04,5.82,0.86,1.02,0,0,0,0,28.6,3.48,5,28.8,6.76,0.94,0.33,0.12,32.7,0.12,0.29,0.49,0.53,Matches
588,Ryan Telfer/Ryan-Telfer,tt TRI,DF,Toronto FC,24,1994,0,3,2,1,0,0,1,0,0,0,0,0,0,1,2,0,0,2,0,1,0,3,0,0,0,0,Matches
589,Tommy Thompson/Tommy-Thompson,us USA,DF,San Jose,23,1995,25.4,58.3,48,10.3,1.14,0.08,8.66,0.67,0.87,0,0,0,0,40.6,11.5,6.18,6.5,41.6,0.71,9.13,0.12,51.5,0.12,0.83,0.63,1.34,Matches
590,Anton Tinnerholm/Anton-Tinnerholm,se SWE,DF,NYCFC,27,1991,29.2,52.4,42.7,9.69,0.38,0.14,6.27,0.75,1.92,0.03,0,0,0,28.8,12,11.6,8.53,30.5,3.18,9.28,0.14,40.2,0.07,0.65,0.92,2.33,Matches
591,Donny Toia/Donny-Toia,us USA,DF,Real Salt Lake,26,1992,23.8,51.9,42.7,9.16,0.76,0.08,6.97,1.18,1.55,0,0,0,0,30,10.1,11.8,34.3,6.05,2.48,8.4,0.08,41.3,0.34,1.6,0.8,1.01,Matches
592,Nouhou Tolo/Nouhou-Tolo,cm CMR,DF,Seattle,21,1997,8.8,56.8,48.3,8.52,1.14,0.11,9.66,0.91,2.16,0.23,0,0,0,38.9,9.2,8.75,40.3,6.7,1.36,7.16,0.34,47.2,0.11,1.59,0.45,2.27,Matches
593,Román Torres/Roman-Torres,pa PAN,DF,Seattle,32,1986,12.6,38,36.8,1.19,1.19,0,4.13,1.43,0.16,0,0,0,0,26.1,3.49,8.41,1.11,34.7,1.59,0,0.32,30.8,0.16,0.4,0.48,0.56,Matches
594,Mason Toye/Mason-Toye,us USA,FW,Minnesota,20,1998,9.1,17.8,16.6,1.21,0,0.11,4.4,0.44,0.55,0,0,0,0,9.67,4.73,3.41,1.98,11.5,1.65,0,0.33,12.5,0,0.99,0.22,0.44,Matches
595,Diedie Traoré/Diedie-Traore,fr FRA,DF,LA Galaxy,20,1999,2.4,49.2,40,9.17,2.5,0,7.08,2.5,1.25,0,0,0,0,28.8,7.5,12.9,35.8,2.08,3.75,6.67,0,37.5,0.83,1.67,0.83,0.42,Matches
596,Wil Trapp/Wil-Trapp,us USA,MF,Columbus,26,1993,25.9,66.5,63.2,3.32,2.2,0.12,9.65,2.24,1.08,0.93,0.15,0.77,0,49.7,6.72,10.1,6.95,56.3,2.51,0.15,0.19,56.9,0.08,1.24,0.77,0.58,Matches
597,Auston Trusty/Auston-Trusty,us USA,DF,Philadelphia,20,1998,21.8,46.5,45.7,0.78,0.69,0.09,5.78,0.96,0.14,0,0,0,0,34.4,3.81,8.3,34.9,7.98,2.57,0.09,0,37.9,0.28,1.15,0.41,0.6,Matches
598,Bill Tuiloma/Bill-Tuiloma,nz NZL,DF,Portland,23,1995,21.3,37.5,36.5,0.99,0.85,0,3.71,2.54,0,0,0,0,0,25.9,4.46,7.09,2.96,31.8,1.6,0.14,0.19,32.4,0.05,0.42,0.38,0.28,Matches
599,Matt Turner/Matt-Turner,us USA,GK,New England,24,1994,19.6,27.6,15.6,12,3.27,0,0.87,0.71,0,0,0,0,0,10.6,1.89,15.2,1.63,18.4,0.05,0,5.46,17.4,0,1.48,0,0.1,Matches
600,Ema Twumasi/Ema-Twumasi,gh GHA,DFMF,FC Dallas,21,1997,0.3,50,50,0,0,0,3.33,0,3.33,0,0,0,0,40,6.67,3.33,6.67,43.3,0,0,0,36.7,0,3.33,3.33,0,Matches
601,Przemysław Tytoń/Przemyslaw-Tyton,pl POL,GK,FC Cincinnati,32,1987,15,31.7,19,12.7,2.13,0,2.53,0.53,0,0,0,0,0,12.7,1.93,17,3,23.7,0.07,0,3.93,19.9,0.07,0.6,0.33,0.07,Matches
602,Victor Ulloa/Victor-Ulloa,us USA,MF,FC Cincinnati,26,1992,21.6,53.7,50.5,3.24,1.85,0.09,7.92,1.53,1.16,0.79,0.56,0.14,0.05,40.4,5.56,7.73,6.02,43.8,2.55,0.42,0.23,44.5,0.32,1.11,0.83,0.65,Matches
603,Maximiliano Urruti/Maximiliano-Urruti,ar ARG,FW,Montreal,27,1991,27,22.9,19.7,3.19,0.44,0.07,4.85,0.48,0.93,0.56,0.04,0.15,0,16.6,3.22,3,1.52,20.7,0.11,0.33,0.15,18.1,0,0.41,0.37,0.96,Matches
604,Zarek Valentin/Zarek-Valentin,us USA,DF,Portland,27,1991,18.1,54.4,46.4,8.01,0.83,0.11,5.25,1.22,0.99,0,0,0,0,35.3,10.6,8.51,7.46,36.7,2.32,7.18,0.22,46.7,0.17,0.33,0.72,0.83,Matches
605,Diego Valeri/Diego-Valeri,ar ARG,MFFW,Portland,32,1986,28.8,55.8,45.8,10,2.5,0.35,8.3,4.17,8.13,5.59,2.19,2.43,0.59,34.4,8.13,13.2,3.37,49,2.05,0.52,0.52,40.5,0.28,1.18,1.81,1.53,Matches
