"First","Last","Player","Season","Team","Games","Minutes","Pos","NumChains/96","TeamChain%","ChainShot%","PlayerShot%","PlayerKP%","xB/96","xGChain/96","xB%","xB% (0)","Comp ($K)"
"Jasser","Khmiri","Jasser Khmiri",2019,"VAN",1,96,"CB",15,0.107142857142857,0.266666666666667,0.0666666666666667,0,0.724160599171125,0.724160599171125,1,1,NA
"Alejandro","Romero Gamarra","Alejandro Romero Gamarra",2019,"NYRB",26,2066,"CAM",30.946757018393,0.183158589227912,0.258258258258258,0.0510510510510511,0.0795795795795796,0.723522004690835,1.05902461050015,0.683196591955624,0.579846044039303,800
"Pablo","Aranguiz","Pablo Aranguiz",2019,"FCD",11,611,"CAM",27.3387888707038,0.212078051888393,0.264367816091954,0.0632183908045977,0.0344827586206897,0.72282565953479,0.900359844872507,0.802818632629207,1,466.667
"Joevin","Jones","Joevin Jones",2019,"SEA",17,999,"FB/WB",28.5405405405405,0.240788679498357,0.265993265993266,0.0471380471380471,0.0538720538720539,0.719657012905707,0.798535989106886,0.901220511940357,0.919247960123518,528.671
"Marvin","Loria","Marvin Loria",2019,"POR",19,801,"Wing",26.247191011236,0.208834434344005,0.328767123287671,0.091324200913242,0.0502283105022831,0.719589873476287,0.955070273032999,0.753441808204436,0.549632816908656,56.25
"Keaton","Parks","Keaton Parks",2019,"NYC",22,1472,"CM",35.3478260869565,0.2411324570273,0.215867158671587,0.0387453874538745,0.0313653136531365,0.716542460426829,0.897215187583589,0.798629437333362,0.847085901408169,165
"Diego","Polenta","Diego Polenta",2019,"LAG",28,2714,"CB",29.2881355932203,0.191291765012869,0.193236714975845,0.0217391304347826,0.0193236714975845,0.716456425048646,0.808946649724712,0.88566585360414,0.892763588973245,777.276
"Judson","Judson","Judson",2019,"SJE",27,2023,"CDM",32.0316361838853,0.222785723071845,0.223703703703704,0.0222222222222222,0.0133333333333333,0.713764297462485,0.745669068444889,0.957213229926592,0.958499712173664,305
"Rolf","Feltscher","Rolf Feltscher",2019,"LAG",25,2331,"FB/WB",28.2522522522523,0.185479597244303,0.198250728862974,0.0247813411078717,0.0306122448979592,0.713169137741143,0.887727931378034,0.803364536062395,0.799911493103448,242.65
"Luis","Martins","Luis Martins",2019,"SKC",10,896,"FB/WB",27.8571428571429,0.201279933938893,0.223076923076923,0.0230769230769231,0.0153846153846154,0.712644426051737,0.773346927387003,0.921506765999099,0.975611230347177,NA
"Alejandro","Bedoya","Alejandro Bedoya",2019,"PHI",32,3060,"CM",29.9294117647059,0.188161331330175,0.208595387840671,0.0283018867924528,0.0387840670859539,0.711761981365064,0.839330156873221,0.848011924195135,0.786418947127466,1266.25
"Carlos","Vela","Carlos Vela",2019,"LAFC",31,2931,"Wing",26.6939611054248,0.156400074516758,0.401226993865031,0.187730061349693,0.10920245398773,0.704820950206198,1.55482077855857,0.453313307826784,0.556794205075743,6300
"Eddie","Segura","Eddie Segura",2019,"LAFC",34,3187,"CB",34.8214621901475,0.207670534022981,0.167820069204152,0.0129757785467128,0.00346020761245675,0.703549393084073,0.739911493347358,0.950856148890481,0.944109134619229,212
"Drew","Moor","Drew Moor",2019,"TOR",13,1111,"CB",32.1440144014401,0.214293429342934,0.163978494623656,0.00268817204301075,0.00268817204301075,0.701812287934819,0.701812287934819,1,1,375
"Diego","Rossi","Diego Rossi",2019,"LAFC",34,3078,"Wing",24.046783625731,0.143411794996466,0.357976653696498,0.138780804150454,0.0609597924773022,0.700773900792561,1.21602119498861,0.576284281623171,0.702786376173805,1052
"Carles","Gil","Carles Gil",2019,"NER",34,3283,"CM",35.4115138592751,0.213701006605494,0.246077621800165,0.0545004128819158,0.0850536746490504,0.69929172311239,1.00195331035143,0.697928452242066,0.715663565525372,2337.5
"Matt","Besler","Matt Besler",2019,"SKC",27,2264,"CB",35.0671378091873,0.226672904201115,0.16807738814994,0.00241837968561064,0.00725513905683192,0.698730612865853,0.708328890711217,0.986449405112183,0.989206691587228,674.998
"Aleksandar","Katai","Aleksandar Katai",2019,"CHI",29,2241,"Wing",27.7161981258367,0.181971869062546,0.332302936630603,0.157650695517774,0.0510046367851623,0.698503185270435,1.19958042365458,0.582289583504884,0.516662452593749,1380.333
"Graham","Zusi","Graham Zusi",2019,"SKC",27,2538,"FB/WB",35.0260047281324,0.226950354609929,0.203023758099352,0.0377969762419006,0.0226781857451404,0.697721300599199,0.798842003601688,0.873415891319469,0.921304603106063,688.333
"Marco","Fabian","Marco Fabian",2019,"PHI",23,1341,"CAM",33.7181208053691,0.247058546837684,0.278131634819533,0.133757961783439,0.0573248407643312,0.696047181133514,1.14536580884371,0.60770731565333,0.415031461833918,2274.087
"Steven","Beitashour","Steven Beitashour",2019,"LAFC",25,2003,"FB/WB",33.0703944083874,0.206174528730595,0.17536231884058,0.00869565217391304,0.0231884057971014,0.694695640956243,0.797522463440443,0.871067177166881,0.810647332094313,298.375
"Jorge","Moreira","Jorge Moreira",2019,"POR",26,2435,"FB/WB",34.4180698151951,0.21531997478226,0.238258877434135,0.0320733104238259,0.0389461626575029,0.693374448762195,0.809920470940982,0.856101893506432,0.871360126598054,607.955
"Osvaldo","Alonso","Osvaldo Alonso",2019,"MIN",27,2539,"CDM",35.201260338716,0.236191359131544,0.181525241675618,0.0118152524167562,0.0150375939849624,0.68947716196349,0.781949181293534,0.881741650810257,0.887348973513617,697.5
"Joao","Moutinho","Joao Moutinho",2019,"ORL",16,1321,"FB/WB",30.2316426949281,0.204354154253844,0.197115384615385,0.0216346153846154,0.0288461538461538,0.686626896506243,0.736639010253635,0.932107703975421,0.899966929455958,203
"Nani","Nani","Nani",2019,"ORL",30,2447,"Wing",29.8161013485901,0.208942546240996,0.263157894736842,0.0789473684210526,0.0828947368421053,0.685743872069493,0.994512963930357,0.689527333418967,0.729176515306654,2486.25
"Gustav","Svensson","Gustav Svensson",2019,"SEA",22,1943,"CDM",33.2516726711271,0.217784102043702,0.196136701337296,0.0282317979197623,0.0178306092124814,0.683420337131482,0.788869085065775,0.866329217444868,0.851772492834653,600
"Matt","Real","Matt Real",2019,"PHI",3,79,"FB/WB",35.2405063291139,0.266973532796318,0.310344827586207,0.0344827586206897,0.103448275862069,0.683118650075648,0.860354737238715,0.793996499941523,1,57.225
"Tristan","Blackmon","Tristan Blackmon",2019,"LAFC",18,1480,"FB/WB",38.2054054054054,0.233434248912864,0.183361629881155,0.0152801358234295,0.0254668930390492,0.679228200565544,0.778003358323684,0.873040191020557,0.9212739505157,72.984
"Zarek","Valentin","Zarek Valentin",2019,"POR",21,1771,"FB/WB",31.7651044607566,0.217853427065934,0.21160409556314,0.00511945392491468,0.0204778156996587,0.677810133106823,0.702396345335011,0.964996668346186,0.943746934991857,160
"Anibal","Godoy","Anibal Godoy",2019,"SJE",15,1452,"CM",31.0743801652893,0.201956543535242,0.180851063829787,0.0127659574468085,0.0276595744680851,0.676199381864389,0.70071823857874,0.965008964567439,0.935821826213589,498.125
"Bryan","Acosta","Bryan Acosta",2019,"FCD",26,2267,"CM",37.3498014997794,0.272320482051112,0.199546485260771,0.0612244897959184,0.0260770975056689,0.675952590008297,0.785142466294165,0.860929855442364,0.802907175600437,650
"Warren","Creavalle","Warren Creavalle",2019,"PHI",13,419,"CM",22.6825775656325,0.192980044733784,0.222222222222222,0.0101010101010101,0.0404040404040404,0.674829661034252,0.789716878888222,0.854521005026877,0.826777005233008,175.3
"Amar","Sejdic","Amar Sejdic",2019,"MTL",1,71,"CAM",28.3943661971831,0.189295774647887,0.333333333333333,0,0.0476190476190476,0.674614190300711,1.19307723300686,0.565440502624053,0.386182761131001,NA
"Valeri","Qazaishvili","Valeri Qazaishvili",2019,"SJE",32,2260,"Wing",27.483185840708,0.200287393965533,0.360123647604328,0.165378670788253,0.0525502318392581,0.674029774423523,1.09123078653015,0.617678480797612,0.575333239899698,1604.042
"Brandt","Bronico","Brandt Bronico",2019,"CHI",29,2017,"CDM",26.7010411502231,0.198393592968606,0.212121212121212,0.0249554367201426,0.0249554367201426,0.673439555496051,0.718225881963407,0.937643118144219,0.950864787972498,90.625
"Dillon","Powers","Dillon Powers",2019,"ORL",7,673,"CM",28.5289747399703,0.213357717072427,0.155,0.02,0.03,0.669402330660445,0.735535279145462,0.910088679142828,1,200
"Sebastian","Blanco","Sebastian Blanco",2019,"POR",30,2720,"Wing",32.1882352941176,0.206334841628959,0.309210526315789,0.110745614035088,0.0866228070175439,0.66757001247534,1.06745774860939,0.6253830780141,0.550652049498191,1375.008
"Guram","Kashia","Guram Kashia",2019,"SJE",23,2071,"CB",34.5340415258329,0.220695458486846,0.163758389261745,0.0120805369127517,0.00805369127516779,0.665363795700733,0.715013772512399,0.930560810546059,0.989729179447801,590
"Gonzalo","Martinez","Gonzalo Martinez",2019,"ATL",32,2263,"CAM",29.3557224922669,0.194731160811057,0.315028901734104,0.119942196531792,0.088150289017341,0.664212657241109,1.04867574164018,0.633382303859005,0.670935821194317,900
"Sacha","Kljestan","Sacha Kljestan",2019,"ORL",23,1493,"CAM",31.8928332217013,0.243375966854389,0.193548387096774,0.0362903225806452,0.0383064516129032,0.662968098127876,0.807484354881885,0.821029031856415,0.891786990188217,1100
"Mauricio","Pereyra","Mauricio Pereyra",2019,"ORL",6,422,"CM",26.1611374407583,0.192361304711458,0.260869565217391,0.0260869565217391,0.0956521739130435,0.662374218092011,0.840326037517147,0.788234790450004,0.8174442054467,NA
"Diego","Palacios","Diego Palacios",2019,"LAFC",2,98,"FB/WB",48.9795918367347,0.348609194567507,0.2,0,0,0.658509386420892,0.658509386420892,1,1,NA
"Edwin","Cerrillo","Edwin Cerrillo",2019,"FCD",12,997,"CDM",31.9679037111334,0.239459952892385,0.162650602409639,0.0120481927710843,0.0180722891566265,0.653478543936055,0.686012721500331,0.952574964654995,0.985121306151355,100.25
"Joao","Plata","Joao Plata",2019,"RSL",17,375,"Wing",32.256,0.368763954270343,0.285714285714286,0.103174603174603,0.0396825396825397,0.649991098827376,0.991094469718441,0.655831627243397,0.50200832404404,856.254
"Adam","Lundkvist","Adam Lundkvist",2019,"HOU",28,2589,"FB/WB",28.1066048667439,0.183019752620658,0.195250659630607,0.0079155672823219,0.0422163588390501,0.649621080088448,0.739054511422925,0.878989398004908,0.920990173846752,303.75
"Memo","Rodriguez","Memo Rodriguez",2019,"HOU",26,1495,"Wing",20.4842809364548,0.155501110758489,0.376175548589342,0.144200626959248,0.0846394984326019,0.648446962587643,1.01557580190217,0.638501785266158,0.633688192734789,82.75
"Oriol","Rosell","Oriol Rosell",2019,"ORL",20,1601,"CM",31.420362273579,0.2335218303499,0.154580152671756,0.0267175572519084,0.0114503816793893,0.648290832745815,0.705458873409323,0.918963326115345,0.954871402866214,522.5
"Roger","Espinoza","Roger Espinoza",2019,"SKC",16,1210,"CM",25.8644628099174,0.176248468892111,0.291411042944785,0.049079754601227,0.0613496932515337,0.643681950744709,0.819082610750812,0.785857180089171,0.790411873098454,800
"Paxton","Pomykal","Paxton Pomykal",2019,"FCD",25,2046,"CAM",31.3431085043988,0.238968500338509,0.236526946107784,0.0419161676646707,0.0538922155688623,0.639489437511322,0.816814010826722,0.782907037630361,0.809781150716041,105
"Tomas","Martinez","Tomas Martinez",2019,"HOU",33,2447,"CAM",26.4814058030241,0.187690376181228,0.271111111111111,0.0755555555555556,0.0474074074074074,0.637445607543366,0.78518091295081,0.811845521241422,0.828622002561087,386.804
"Alexander","Ring","Alexander Ring",2019,"NYC",31,3049,"CM",37.3105936372581,0.218396601728663,0.1957805907173,0.0388185654008439,0.0253164556962025,0.635803187603926,0.758289282025055,0.838470492298106,0.887545189282237,945
"Ben","Sweat","Ben Sweat",2019,"NYC",18,1380,"FB/WB",33.6695652173913,0.207126511932004,0.161157024793388,0.00826446280991736,0.0206611570247934,0.634969912955504,0.691681745957192,0.918008775953446,0.886569591546566,200
"Seth","Sinovic","Seth Sinovic",2019,"SKC",22,2039,"FB/WB",30.9798921039725,0.195512801574124,0.180851063829787,0.0151975683890578,0.00911854103343465,0.63475047730748,0.693261832653322,0.915599918256135,0.865191785706509,143
"Marc","Rzatkowski","Marc Rzatkowski",2019,"NYRB",28,2502,"CDM",28.968824940048,0.163434837461484,0.249006622516556,0.0529801324503311,0.0754966887417219,0.634205741484387,0.857305176339637,0.739766607023419,0.689346952676247,341.667
"Sebastian","Mendez","Sebastian Mendez",2019,"ORL",20,1764,"CM",35.1020408163265,0.231773131834444,0.141085271317829,0.0108527131782946,0.00465116279069767,0.633314717727101,0.652327361568737,0.970854137106997,0.973216443493422,486.75
"Jan","Gregus","Jan Gregus",2019,"MIN",30,2870,"CDM",35.7909407665505,0.23046323738925,0.217757009345794,0.0542056074766355,0.0551401869158879,0.63287770497964,0.849282821549133,0.745190752622595,0.692588740092434,883.5
"Jorge","Villafana","Jorge Villafana",2019,"POR",22,2101,"FB/WB",30.5226082817706,0.184781888332128,0.220059880239521,0.0119760479041916,0.0464071856287425,0.631762212140476,0.711361258256535,0.888103203270942,0.845210966060364,617.5
"Shaft","Brewer","Shaft Brewer",2019,"LAFC",1,101,"FB/WB",41.8217821782178,0.264694823912771,0.227272727272727,0.0227272727272727,0,0.630569855600136,0.642013364304001,0.982175591132327,1,81.667
"Adrien","Perez","Adrien Perez",2019,"LAFC",12,255,"Wing",24.8470588235294,0.253541416566627,0.333333333333333,0.106060606060606,0.0757575757575758,0.62997646286204,0.978218399968411,0.644003898191225,0.930783232786595,56.25
"Saphir","Taider","Saphir Taider",2019,"MTL",32,2918,"CM",33.787525702536,0.236121603511935,0.206426484907498,0.0691333982473223,0.0555014605647517,0.628551197508221,0.78900300064004,0.796639806183677,0.773394816372903,1400
"Kai","Wagner","Kai Wagner",2019,"PHI",30,2896,"FB/WB",31.0276243093923,0.190743592065936,0.172008547008547,0.00641025641025641,0.030982905982906,0.625604189346179,0.693806700511378,0.901698108255614,0.966652152306349,360.15
"Johnny","Russell","Johnny Russell",2019,"SKC",28,2270,"Wing",21.9066079295154,0.150634828591953,0.361003861003861,0.108108108108108,0.113899613899614,0.623295106354398,1.06493235066357,0.585290798956398,0.646861104714574,1700
"Eric","Remedi","Eric Remedi",2019,"ATL",28,2172,"CM",36.1546961325967,0.231073154921869,0.17481662591687,0.0134474327628362,0.0146699266503667,0.619270885166838,0.676637218315525,0.915218478091555,0.945010250512257,300
"Ryan","Hollingshead","Ryan Hollingshead",2019,"FCD",34,3225,"FB/WB",31.3451162790698,0.219106487148103,0.196581196581197,0.0408357075023742,0.0208926875593542,0.617218878826687,0.680160701672867,0.907460365335172,0.890665056136959,175
"Jay","Chapman","Jay Chapman",2019,"TOR",16,583,"CM",28.9811320754717,0.248232394650721,0.221590909090909,0.0340909090909091,0.0511363636363636,0.61619081167511,0.858325247531983,0.717898970637175,0.72700173375167,138.5
"Carlos","Fierro","Carlos Fierro",2019,"SJE",7,255,"Wing",21.4588235294118,0.179464473961628,0.333333333333333,0.12280701754386,0.0350877192982456,0.614132447417513,1.00149499273811,0.613215694407478,0.866514117735089,NA
"Benny","Feilhaber","Benny Feilhaber",2019,"COL,SKC",26,1830,"CM",29.744262295082,0.210607521697203,0.218694885361552,0.0458553791887125,0.037037037037037,0.614029590735058,0.799507424098173,0.768009867360106,0.764420079187147,463.4
"Nick","DeLeon","Nick DeLeon",2019,"TOR",32,1971,"Wing",27.3729071537291,0.204180193221289,0.236654804270463,0.0729537366548043,0.0427046263345196,0.611230028230666,0.850639410541563,0.718553620554125,0.761193757114757,175.27
"Florian","Jungwirth","Florian Jungwirth",2019,"SJE",30,2886,"CB",33.1975051975052,0.21408537315674,0.17935871743487,0.0180360721442886,0.00400801603206413,0.608892290448015,0.699475885767096,0.870497901125297,0.805779445169876,616.675
"Brandon","Servania","Brandon Servania",2019,"FCD",18,1222,"CDM",27.1031096563011,0.212480824831629,0.257971014492754,0.072463768115942,0.0405797101449275,0.60809542167212,0.887887193375236,0.684879144793711,0.633771218919965,211
"Chris","Mueller","Chris Mueller",2019,"ORL",29,1495,"Wing",25.5571906354515,0.202391733595875,0.276381909547739,0.100502512562814,0.0527638190954774,0.604263459809133,0.94845350504428,0.637103934558102,0.67255980840286,109.375
"Shandon","Hopeau","Shandon Hopeau",2019,"SEA",1,39,"sub",27.0769230769231,0.322344322344322,0.181818181818182,0,0,0.603962859727945,0.603962859727945,1,NA,NA
"Yohan","Croizet","Yohan Croizet",2019,"SKC",20,1183,"FB/WB",25.7244294167371,0.186815028443988,0.252365930599369,0.0757097791798107,0.0378548895899054,0.603529736447353,0.860099508134864,0.701697571896203,0.539078492036843,730.008
"Dejan","Jakovic","Dejan Jakovic",2019,"LAFC",3,194,"CB",25.7319587628866,0.181210977203427,0.115384615384615,0,0.0192307692307692,0.603282920196365,0.618426060344186,0.975513418468502,NA,153.75
"Cole","Bassett","Cole Bassett",2019,"COL",19,1124,"CM",25.5373665480427,0.197400310989752,0.240802675585284,0.0434782608695652,0.0367892976588629,0.603090795092082,0.824973265807828,0.731042835068753,0.791178492633666,84
"Eriq","Zavaleta","Eriq Zavaleta",2019,"TOR",16,1086,"CB",33.5911602209945,0.250680300156675,0.171052631578947,0.0131578947368421,0.00526315789473684,0.601033941972624,0.660813712101688,0.909536123366846,0.862383479933435,296.962
"Leandro","Gonzalez Pirez","Leandro Gonzalez Pirez",2019,"ATL",31,2879,"CB",38.0465439388677,0.225946908449214,0.172655565293602,0.0192813321647677,0.00876424189307625,0.600660571512077,0.703377109410001,0.853966618299416,0.811994498924223,810.008
"Ebenezer","Ofori","Ebenezer Ofori",2019,"NYC",20,1376,"CM",33.3488372093023,0.223293185197873,0.177824267782427,0.0167364016736402,0.0125523012552301,0.598689222169078,0.62478807900668,0.95822766516433,0.964954553256864,400
"Nicolas","Hasler","Nicolas Hasler",2019,"CHI,SKC",12,780,"FB/WB",31.8769230769231,0.227692307692308,0.173745173745174,0.0115830115830116,0.027027027027027,0.596398089242961,0.690906423075271,0.863211093896556,0.990160864049882,183.667
"Jeff","Larentowicz","Jeff Larentowicz",2019,"ATL",27,1605,"CDM",28.5906542056075,0.20756861079629,0.188284518828452,0.0230125523012552,0.00627615062761506,0.595123328099217,0.634269515197384,0.938281462122636,0.884029935978602,210
"Maynor","Figueroa","Maynor Figueroa",2019,"HOU",25,2433,"CB",30.1060419235512,0.203089867266265,0.195281782437746,0.036697247706422,0.0104849279161206,0.594202070658323,0.689804838115456,0.8614060641872,0.929525500763054,70.25
"Francisco","Calvo","Francisco Calvo",2019,"CHI,MIN",30,2757,"CB",30.5723612622416,0.200957677008599,0.187927107061503,0.0466970387243736,0.0193621867881549,0.593206777783659,0.765907628540176,0.774514779170321,0.751565906033396,672.6
"Romell","Quioto","Romell Quioto",2019,"HOU",18,865,"Wing",23.9722543352601,0.212666622984072,0.291666666666667,0.12037037037037,0.087962962962963,0.588861245020614,0.860193360073575,0.68456846140994,0.6779387995903,556.501
"Albert","Rusnak","Albert Rusnak",2019,"RSL",29,2615,"CAM",28.3411089866157,0.185194267826015,0.284974093264249,0.094559585492228,0.0854922279792746,0.587462750649958,0.780461145054161,0.752712360343308,0.709532153954071,2001.667
"Jack","Price","Jack Price",2019,"COL",27,2397,"CDM",29.8773466833542,0.205003395286039,0.233243967828418,0.00536193029490617,0.10455764075067,0.587277137185505,0.787658633367178,0.74559855285905,0.752258301832731,437.5
"Nicolas","Gaitan","Nicolas Gaitan",2019,"CHI",27,2121,"CAM",24.5318246110325,0.162741834028963,0.289667896678967,0.0608856088560886,0.11070110701107,0.587214292305897,1.01574941143301,0.578109409364522,0.563411155056435,2197.504
"Darlington","Nagbe","Darlington Nagbe",2019,"ATL",33,3011,"CM",34.4018598472268,0.210467440667127,0.213160333642261,0.0194624652455978,0.0305838739573679,0.586251727412499,0.758120671590733,0.773296058769103,0.743251435136906,665.5
"Kelvin","Leerdam","Kelvin Leerdam",2019,"SEA",29,2565,"FB/WB",28.6315789473684,0.199021042539234,0.184313725490196,0.0287581699346405,0.0287581699346405,0.585037011546395,0.678787841063803,0.861884930981555,0.8476072467341,600
"Gedion","Zelalem","Gedion Zelalem",2019,"SKC",9,463,"CM",28.4060475161987,0.217024132127155,0.18978102189781,0.0218978102189781,0.0291970802919708,0.582442328756257,0.644812070386249,0.903274543864181,0.509372569521528,77.917
"Bressan","Bressan","Bressan",2019,"FCD",18,1230,"FB/WB",30.8292682926829,0.252124865637571,0.184810126582278,0.0177215189873418,0.0177215189873418,0.582014578020407,0.664662432770065,0.875654391349887,0.88680593298159,521.931
"Alexandru","Mitrita","Alexandru Mitrita",2019,"NYC",29,2286,"Wing",23.1391076115486,0.146482017187275,0.341197822141561,0.163339382940109,0.0508166969147005,0.579513083653583,0.90860712073493,0.637803810281436,0.656084199512476,500
"Renzo","Zambrano","Renzo Zambrano",2019,"POR",10,852,"CDM",32.112676056338,0.209066901408451,0.210526315789474,0.0245614035087719,0.0175438596491228,0.579302836507627,0.615571224222218,0.941081736300432,0.944949592295808,70.25
"Tajon","Buchanan","Tajon Buchanan",2019,"NER",10,434,"Wing",13.0506912442396,0.120951726081924,0.338983050847458,0.186440677966102,0.0338983050847458,0.578445275930684,1.12020532472733,0.516374331706986,0.100698948459726,126
"Romain","Metanire","Romain Metanire",2019,"MIN",27,2606,"FB/WB",31.9017651573292,0.21008479493851,0.191685912240185,0.01270207852194,0.0484988452655889,0.578016790457095,0.69493461752459,0.831757083157023,0.86317466422215,411.833
"Matias","Vera","Matias Vera",2019,"HOU",30,2845,"CDM",30.7065026362039,0.208651207041023,0.185714285714286,0.021978021978022,0.0164835164835165,0.577261811113608,0.627537019765962,0.919884872017424,0.96777134963105,231.25
"Tony","Rocha","Tony Rocha",2019,"NYC",17,972,"CM",30.1234567901235,0.217636534395282,0.163934426229508,0.00655737704918033,0.0131147540983607,0.577135145402153,0.59858919800558,0.96415897133642,1,72.347
"Luciano","Acosta","Luciano Acosta",2019,"DCU",31,2316,"CAM",29.6787564766839,0.245017696611772,0.245810055865922,0.0754189944134078,0.0418994413407821,0.576985026741384,0.82319816854314,0.700906596722035,0.621656667145632,702
"Servando","Carrasco","Servando Carrasco",2019,"LAG",15,450,"CDM",22.1866666666667,0.22951724137931,0.182692307692308,0,0.00961538461538462,0.573666118292126,0.573666118292126,1,1,70.25
"Michael","Parkhurst","Michael Parkhurst",2019,"ATL",20,1548,"FB/WB",33.4883720930233,0.228122425701793,0.183333333333333,0.00740740740740741,0.0185185185185185,0.57357544996302,0.599939779925084,0.956055039448532,0.964733291855521,300
"Junior","Moreno","Junior Moreno",2019,"DCU",29,2770,"CDM",33.7559566787004,0.239345414103254,0.175564681724846,0.0123203285420945,0.0205338809034908,0.572470981639344,0.6134577201968,0.933187345748445,0.951079149616608,159.5
"Gianluca","Busio","Gianluca Busio",2019,"SKC",22,1014,"CM",24.9940828402367,0.203580089776086,0.284090909090909,0.102272727272727,0.0454545454545455,0.57169370350986,0.864789351839552,0.661078564732291,0.869865421463534,90
"Robin","Lod","Robin Lod",2019,"MIN",10,622,"Wing",22.0707395498392,0.176143172784032,0.328671328671329,0.0909090909090909,0.041958041958042,0.568908702540733,0.757654409514736,0.750881530413199,0.67180931934545,NA
"Florentin","Pogba","Florentin Pogba",2019,"ATL",13,845,"CB",32.1514792899408,0.244140905823149,0.190812720848057,0.0106007067137809,0.0106007067137809,0.568827564526118,0.598086560458337,0.951078994468966,0.972703533152566,324
"Favio","Alvarez","Favio Alvarez",2019,"LAG",18,1314,"CAM",30.4657534246575,0.21778536999358,0.244604316546763,0.079136690647482,0.0575539568345324,0.565751889651111,0.894986767405215,0.632134362490479,0.745674418027171,586.25
"Daniel","Steres","Daniel Steres",2019,"LAG",30,2806,"CB",26.2066999287242,0.175687373823849,0.163185378590078,0.0261096605744125,0.00783289817232376,0.563929425117802,0.623827186919926,0.903983405888637,0.886390275073042,155.5
"Ronald","Matarrita","Ronald Matarrita",2019,"NYC",24,2129,"FB/WB",34.4499765147957,0.199372904836049,0.18848167539267,0.0327225130890052,0.0366492146596859,0.563639501890354,0.694063321624809,0.812086569523468,0.828995593971099,420
"Efrain","Alvarez","Efrain Alvarez",2019,"LAG",14,576,"Wing",24.8333333333333,0.234592892487629,0.228187919463087,0.0805369127516778,0.0805369127516778,0.561170118471362,0.748251573945203,0.749975192851995,0.821260637404845,75.606
"Olivier","Mbaizo","Olivier Mbaizo",2019,"PHI",3,215,"FB/WB",26.7906976744186,0.179401993355482,0.183333333333333,0.0166666666666667,0.0333333333333333,0.560878624801243,0.611449260461378,0.917293814989691,0.960909650460435,70.875
"Harry","Shipp","Harry Shipp",2019,"SEA",25,1503,"Wing",28.6147704590818,0.220724856981501,0.229910714285714,0.0669642857142857,0.0357142857142857,0.559236880670665,0.722786767513772,0.773723186153943,0.731457426024493,235
"Diego","Rubio","Diego Rubio",2019,"COL",26,2170,"CAM",22.3410138248848,0.15949103773943,0.310891089108911,0.0950495049504951,0.0673267326732673,0.558862965295904,0.903347238137905,0.618657966396071,0.648487500464278,353.75
"Reto","Ziegler","Reto Ziegler",2019,"FCD",32,3148,"CB",34.277001270648,0.238864120352948,0.154804270462633,0.0231316725978648,0.00622775800711744,0.558847476456667,0.611321304530254,0.914163259672573,0.858506358796675,870
"Brad","Smith","Brad Smith",2019,"SEA",25,2110,"FB/WB",32.121327014218,0.215002188850187,0.168555240793201,0.0169971671388102,0.0382436260623229,0.558758414673514,0.672937668938671,0.830327146873446,0.791687493998774,564.365
"Ismael","Tajouri","Ismael Tajouri",2019,"NYC",19,1014,"Wing",25.4674556213018,0.177116272622523,0.278810408921933,0.0929368029739777,0.0669144981412639,0.558664109861396,0.8371462588902,0.667343494554958,0.532156529953053,380.5
"Julian","Gressel","Julian Gressel",2019,"ATL",33,2847,"FB/WB",29.1338250790306,0.186284872623137,0.28587962962963,0.0798611111111111,0.0798611111111111,0.557210007665678,0.882452778311997,0.631433229471541,0.629320112582449,133
"Josue","Colman","Josue Colman",2019,"ORL",8,189,"Wing",31.4920634920635,0.331932158019115,0.32258064516129,0.0645161290322581,0.161290322580645,0.556721975759781,0.920476342186341,0.604819429076731,1,450
"Franco","Escobar","Franco Escobar",2019,"ATL",25,2156,"FB/WB",31.3024118738404,0.193034113676865,0.194879089615932,0.00995732574679943,0.015647226173542,0.55544954468097,0.605159712044843,0.917856119013769,0.940873629896146,300
"Justin","Morrow","Justin Morrow",2019,"TOR",28,2515,"FB/WB",29.7351888667992,0.197857720596573,0.191270860077022,0.0192554557124519,0.0282413350449294,0.554711181748134,0.660005043898201,0.840465064436224,0.805307495450212,330
"Nick","Lima","Nick Lima",2019,"SJE",24,1963,"FB/WB",28.2669383596536,0.195168734358943,0.22318339100346,0.027681660899654,0.0346020761245675,0.554623985011431,0.71890594306031,0.771483377436627,0.771720686815927,218.438
"Gustavo","Bou","Gustavo Bou",2019,"NER",14,1245,"F",23.2867469879518,0.143681999925661,0.370860927152318,0.195364238410596,0.0463576158940397,0.55217308312636,0.941883325065767,0.586243612591618,0.69371148067746,NA
"Federico","Higuain","Federico Higuain",2019,"CLB",14,1203,"CAM",34.7930174563591,0.21252279423605,0.197247706422018,0.0435779816513761,0.0619266055045872,0.550153163908455,0.804318011510712,0.683999557432673,0.650566722071523,1100
"Jack","Elliott","Jack Elliott",2019,"PHI",34,3310,"CB",29.7861027190332,0.18326592335272,0.156767283349562,0.0243427458617332,0.00973709834469328,0.550094022214031,0.639882909315823,0.859679191623048,0.958586843218732,265
"Raymon","Gaddis","Raymon Gaddis",2019,"PHI",34,3185,"FB/WB",28.7246467817896,0.176735068870946,0.159496327387198,0.00314795383001049,0.00734522560335782,0.54850746309344,0.587682676338084,0.933339513274836,1,190
