"Player" "Pos" "shots" "KP" "xG" "xA" "xPlace" "ShotDist" "KPDist" "A3Passes" "M3Passes" "D3Passes" "percChain" "xGChain" "xB" "Team" "ShotChainPerc" "KPChainPerc" "xBperc" "Vertical" "PassPct" "PassDistance" "xPassPerc" "Passes" "PassScore" "A3perc" "M3perc" "D3perc" "xGper" "xAper" "cluster"
"Mark-Anthony Kaye" "CM" 1.37061273051755 1.19928613920286 0.149340884913271 0.182097908571075 -0.0206986279922032 22.8652376443357 21.4777274243219 11.4217727543129 37.4063057703748 5.71428571428571 0.214575159790629 1.11448208928616 0.862872578402816 "LAFC" 0.0518134715025907 0.0328151986183074 0.774236380017102 3.17342857142857 0.847368421052632 17.0966336128886 0.841308527237883 54.2534205829863 0.328769967819804 0.210526315789474 0.689473684210527 0.105325814536341 0.10895921334167 0.151838583486099 "mf"
"Benny Feilhaber" "CM" 0.739698492462312 1.09346733668342 0.0449860155874787 0.134920226847677 -0.00108075477011815 26.1183858171287 20.2794810236054 13.4753768844221 42.6452261306533 10.1949748743719 0.252256394386399 1.10465492174128 0.859702220859041 "LAFC" 0.0322033898305085 0.0355932203389831 0.778254099030205 3.14344119302195 0.861784675072745 19.473018800558 0.836832363599284 66.3155778894472 1.65472695504001 0.203200775945684 0.643064985451019 0.153734238603298 0.0608166922683985 0.123387523633675 "mf"
"Seth Sinovic" "FB/WB" 0.546385885031303 0.710301650540694 0.016694032060756 0.0406243559933608 -0.015303437964914 30.3219707789096 28.8833691157055 16.5688073394495 33.6027319294252 9.34319863403529 0.226420105103058 0.905209380813554 0.851860486263216 "SKC" 0.0214168039538715 0.0230642504118616 0.941064580547773 0.912980022197558 0.828886844526219 18.3934892498058 0.795556723655963 59.3921457029027 1.97954739502159 0.278973038326173 0.565777368905244 0.157313707451702 0.0305535565945295 0.0571931037502684 "mf"
"Jonathan Osorio" "CM" 1.04461371055495 1.81066376496192 0.224449886376498 0.160084854974789 0.0952551843108595 14.5754728948178 22.0987042364499 16.4210526315789 30.1893362350381 7.18465588567131 0.199767605794737 1.04672888763986 0.848467173702697 "TOR" 0.0348468848996832 0.0549102428722281 0.810589240176414 0.44235938641344 0.892438070404172 16.5479841125164 0.862065939310418 53.4145810663765 1.62231465846592 0.307426404995539 0.565189048239896 0.134507389971723 0.214864005812502 0.0884122486309079 "B2B"
"Leandro Gonzalez Pirez" "CB" 0.0323777403035413 0.25902192242833 0.00197147829340387 0.0231925773560342 -0.00197147829340387 21.6154395051315 24.410188131384 3.81227436823105 38.2057335581787 22.6644182124789 0.22525503815137 0.952018272099351 0.848330182948719 "ATL" 0.0113851992409867 0.00759013282732448 0.891086030395212 6.99131944444444 0.841463414634146 25.8363551805725 0.812589433122042 63.7193929173693 1.83983257305863 0.0598291068650759 0.599593495934959 0.355691056910569 0.0608899285410675 0.089539051901877 "mf"
"Yoshimar Yotun" "CDM" 1.45454545454545 1.68181818181818 0.075823966770219 0.164597752214618 -0.031410947301476 28.2338313316398 21.8318021787788 20.6363636363636 37.5909090909091 11.5 0.248349124318117 1.04091899989514 0.827873378574311 "ORL" 0.0427745664739884 0.069364161849711 0.795329299069102 5.23865733113674 0.791395045632334 21.4138249898868 0.772509274955698 69.7272727272727 1.3168532826345 0.295958279009126 0.539113428943938 0.164928292046936 0.0521289771545257 0.0978689337492324 "B2B"
"Borek Dockal" "CAM" 1.48292682926829 2.02926829268293 0.135444541601167 0.261253250317797 0.0385991114167698 23.5277918977741 21.0075818558698 28.4487804878049 37.0731707317073 4.47179487179487 0.236290630774949 1.11912057807103 0.816890438885172 "PHI" 0.0483516483516484 0.089010989010989 0.729939610522756 1.89611192392099 0.764541387024608 19.4868487085276 0.787237505943116 69.7756097560976 -1.5836355366358 0.407718120805369 0.531319910514541 0.0640882234841966 0.0913359573297345 0.12874258729603 "B2B"
"Michael Parkhurst" "CB" 0 0.18432 0 0.0178460972864496 0 0 25.668186125004 2.81296758104738 31.45728 23.22432 0.202384399677679 0.825948710622666 0.816859334983648 "ATL" 0 0.00605449041372351 0.988995229943315 4.42094392523364 0.878489326765189 24.3240554990014 0.846826991252907 56.12544 1.77706251205445 0.050119296722616 0.56048166392994 0.413793103448276 0 0.0968212743405469 "def"
"Graham Zusi" "FB/WB" 1.27961223871554 1.2505301423811 0.0697041660140159 0.126302442953068 0.0191828336323473 27.9740840282126 21.114482614332 22.8876098152075 35.5674038170251 14.5992123598909 0.238082455679898 0.9968888808606 0.816794638444549 "SKC" 0.0432145564821835 0.0523123578468537 0.819343714356029 1.53037586547972 0.804936305732484 20.0423973905219 0.772222689869754 73.0542259921236 2.38986788625538 0.313296178343949 0.48686305732484 0.19984076433121 0.0544728816316919 0.100999119231608 "B2B"
"Nicolas Lodeiro" "CAM" 1.40740740740741 1.81481481481481 0.0923533506105852 0.177060600132382 -0.0524749941329238 27.5249450751118 22.0043187482225 30.5555555555556 39.3333333333333 5.425250501002 0.243167484232656 1.05322421245288 0.811681787598352 "SEA" 0.0528338136407301 0.0835734870317003 0.77066381308117 2.53995891276865 0.780078895463511 19.3008630526171 0.76530134307103 75.1111111111111 1.10995837970188 0.406804733727811 0.523668639053254 0.0722296664334586 0.0656194859601525 0.0975640041545781 "B2B"
"Artur" "CDM" 0.976271186440678 0.520677966101695 0.0558056426484868 0.0492809125624754 -0.0184354736402745 28.1131382203088 22.4195334999916 8.52610169491525 39.7993220338983 13.2772881355932 0.241128769169523 0.916180455096744 0.807879749705056 "CLB" 0.0368043087971275 0.0134649910233393 0.881791076431277 2.982 0.850501848917063 20.04388086164 0.852985601964698 61.6027118644068 -0.153005923335838 0.138404648705758 0.646064447966191 0.21553090332805 0.0571620297961931 0.0946475859761083 "mf"
"Gregory van der Wiel" "CB" 0.0784955028618152 0.392477514309076 0.00352219490222866 0.0675512422794237 0.000121887813687837 26.7929384764264 17.5611107907186 10.0128087831656 31.5159443990188 16.2093213409648 0.205017050921236 0.854597575623075 0.803736490045251 "TOR" 0.0046242774566474 0.0138728323699422 0.940485338329281 2.69512128325509 0.885041551246537 19.0148908662173 0.823873208069508 56.6737530662306 3.4666395766854 0.176674531708961 0.556094182825484 0.286011080332409 0.0448712954731839 0.172114936057782 "mf"
"Roger Espinoza" "CM" 0.955223880597015 1.75124378109453 0.0695027050980142 0.165242852239521 -0.000715837832517994 25.4648264333755 20.9249696638454 15.9522388059701 30.9492537313433 5.327852004111 0.195457863604933 1.03449790163736 0.802342188274455 "SKC" 0.0454086781029263 0.0575176589303734 0.775586095442573 3.57513442867812 0.818960244648318 21.9892726241232 0.816110331303118 52.0597014925373 0.148365638030706 0.306422018348623 0.594495412844037 0.102341193886306 0.0727606443994836 0.0943574241481354 "B2B"
"Lee Nguyen" "CM" 0.634468734112862 1.26893746822572 0.0502888444601432 0.130889315103719 0.0335142691481755 23.9943358317177 22.102546484303 18.0091509913574 37.33604473818 4.99881656804734 0.228796319733094 1.00722022159645 0.799726534097834 "LAFC" 0.0316265060240964 0.0557228915662651 0.793993723468205 0.420820537428023 0.852700490998363 17.4794755522329 0.844967769449744 59.6400610066091 0.461179984906753 0.301963993453355 0.626022913256956 0.0838164227815493 0.0792613437925495 0.103148751125407 "B2B"
"Felipe Gutierrez" "CM" 2.02481389578164 1.13151364764268 0.191257193022836 0.0827721775089499 0.10301323252159 21.5207084729714 24.2987911139472 21.0223325062035 27.1563275434243 5.16782773907536 0.205141205204581 1.11958011420337 0.779316411410098 "SKC" 0.0760456273764259 0.0456273764258555 0.696079183189688 0.277528901734104 0.774049217002237 18.6662031668827 0.794239222249162 53.2406947890819 -1.07492990714149 0.394854586129754 0.510067114093959 0.0970653700059363 0.0944566774365231 0.0731517270528658 "B2B"
"Osvaldo Alonso" "CDM" 0.444673185795162 0.592897581060216 0.0255531020581111 0.0318750156044857 0.00552087350321809 27.600443612764 25.8796956352817 10.1810657009829 45.6906363166063 11.742812336644 0.256382532426249 0.849096165119005 0.779195532801082 "SEA" 0.0175438596491228 0.0175438596491228 0.917676424426996 4.96763052208835 0.916114790286976 21.1551626069649 0.859276301563992 67.1456510550695 3.81645733029095 0.151626584015589 0.680470523387034 0.1748856724468 0.0574649042811457 0.0537614195481907 "mf"
"Alejandro Romero Gamarra" "CAM" 1.55143870713441 1.81631848640126 0.160332522190724 0.228904674726233 0.0458932835806752 22.4966878450666 19.1422916543135 22.060701616082 25.2014189988175 2.98935750886874 0.171021533116183 1.13123026318941 0.774293914962799 "NYRB" 0.0676020408163265 0.0701530612244898 0.684470651253393 4.90626059322034 0.710843373493976 17.722355472998 0.73610198390614 50.2514781237682 -1.26928250856366 0.439006024096386 0.501506024096386 0.0594879518072289 0.103344412804336 0.126026727382911 "B2B"
"Franco Escobar" "FB/WB" 0.403573305307409 0.756699947451393 0.0629710669518067 0.0771123008404509 0.0146267751028811 18.2696421394 20.3299189721107 13.6708860759494 30.5822784810127 12.9143457698371 0.221829434651295 0.859543650856424 0.768354802313186 "ATL" 0.0214395099540582 0.0229709035222052 0.893910159824484 -1.49524134312697 0.843362831858407 17.6353773149788 0.8253025486884 57.0047293746716 1.02952155453621 0.239820208356671 0.536486688323812 0.226548672566372 0.156033776574594 0.101906047569012 "B2B"
"Tyler Adams" "CDM" 0.307939053728949 0.538893344025662 0.0477908462827426 0.0819828471822522 -0.0228167030964544 19.3067934640064 20.6004571420892 10.700882117081 33.5268644747394 7.73696872493986 0.176524655851785 0.973543045385459 0.765157252469344 "NYRB" 0.0158924205378973 0.0183374083129584 0.785951125732085 4.27103097773475 0.765185185185185 16.7942460131304 0.780828700507129 51.9647153167602 -0.812910820258172 0.205925925925926 0.645185185185186 0.148888888888889 0.155195795090052 0.152131860768257 "mf"
"Federico Higuain" "CAM" 1.54340836012862 1.96784565916399 0.139280102904387 0.188341520363324 -0.0764435291151389 21.8615975006408 22.5281676030529 25.5434083601286 33.4533762057878 4.65857885615251 0.245790227024383 1.10439510881338 0.747946806428135 "CLB" 0.060849598163031 0.101033295063146 0.677245670919142 2.33771255060729 0.752589884216941 18.7655049331023 0.769290055310051 63.3183279742765 -1.05742691050005 0.403412553321146 0.528336380255942 0.0735739398874381 0.0902419000068006 0.0957094980931269 "B2B"
"DaMarcus Beasley" "FB/WB" 0.402178466694596 0.643485546711353 0.0255384770523678 0.0553715215556218 0.0066983085099075 22.8465589899069 25.5974107965233 12.4675324675325 33.0188521156263 11.5425219941349 0.232718779608369 0.806531908817682 0.746333868845711 "HOU" 0.0134969325153374 0.0184049079754601 0.925361861925318 0.764372950819672 0.860366713681241 18.4065855301343 0.818456549536173 57.0289065772937 2.39009083566815 0.218617771509168 0.578984485190409 0.202397743300423 0.063500359087502 0.0860493632508263 "mf"
"Darwin Ceren" "CDM" 0.142152023692004 0.852912142152024 0.00397185976502521 0.0494938398202445 -0.00397185976502521 32.9470884197667 25.6973608168412 7.536354056902 35.1589338598223 8.30218687872763 0.238758821882689 0.794691026958617 0.745669958139079 "HOU" 0.0126382306477093 0.028436018957346 0.938314304356565 4.60425925925926 0.861971830985915 24.5499473918777 0.83895342152898 50.4639684106614 1.16160028769845 0.14934128833415 0.696713615023474 0.164517122616414 0.0279409301525732 0.0580292358077635 "mf"
"Wil Trapp" "CDM" 0.206008583690987 0.652360515021459 0.0099551950004837 0.0502680687383716 -0.00500962500608486 29.9538368693127 26.0099882011128 6.28634850166482 45.0472103004292 20.1201716738197 0.266763657525278 0.783631505237729 0.745578223469701 "CLB" 0.00698080279232112 0.0183246073298429 0.951439826610233 5.59664577656676 0.88433734939759 21.4889442029005 0.848175475766142 71.244635193133 2.57633949477273 0.0882360964390304 0.632289156626507 0.282409638554216 0.0483241757315147 0.077055658000267 "mf"
"Alejandro Bedoya" "CDM" 0.878942014242116 0.944048830111902 0.101317921543351 0.0867277820612117 0.00516013230312155 21.14704372578 23.5788990842363 13.0864699898271 35.7110885045778 5.69907881269191 0.212076844507619 0.940315024199477 0.745025423765575 "PHI" 0.0398773006134969 0.0347648261758691 0.792314707935078 3.10034412955466 0.885833831440526 17.7785525667241 0.83875334703737 54.4618514750763 2.56409034893932 0.240286909742977 0.655708308427973 0.104643501062391 0.115272588978141 0.0918678984549258 "mf"
"Sebastian Blanco" "CAM" 2.42105263157895 2 0.231082612797627 0.315876805293651 0.00313950294636964 20.9123894546792 19.496630820195 20.4210526315789 26.280701754386 4.34113447044823 0.20276215796532 1.18905783012556 0.744794293165839 "POR" 0.0935251798561151 0.0719424460431655 0.626373481840821 4.19744455159113 0.717647058823529 20.6043792625716 0.749308910643985 50.7017543859649 -1.60531143440555 0.402768166089965 0.518339100346022 0.0856209912856572 0.0954471661555415 0.157938402646825 "attack"
"Luciano Acosta" "CAM" 1.64383561643836 1.90684931506849 0.185683642796542 0.276854185869068 0.0140782463024924 20.5320897893064 18.8138596247984 20.1205479452055 33.2383561643836 4.80170273146506 0.200230087601645 1.00495938019539 0.738850974271602 "DCU" 0.0654827968923418 0.0665926748057714 0.735204814077109 4.08148379970545 0.76984126984127 15.7323065131475 0.778743969315617 57.9945205479452 -0.516307787597177 0.346938775510205 0.573129251700681 0.0827958001221063 0.112957549367896 0.145189335980187 "B2B"
"Alexander Ring" "CM" 0.761081081081081 0.657297297297297 0.0328857965151135 0.0561719680560847 0.0130219818847458 30.9396697222546 22.3092715619671 6.67264573991031 41.9286486486486 20.8556624722428 0.226774370798692 0.792712717478195 0.732225506082186 "NYC" 0.0252173913043478 0.0156521739130435 0.92369592405628 3.78070965842167 0.855415617128463 20.4203112579079 0.847080616217566 68.6702702702703 0.572366765254254 0.0971693531079508 0.61057934508816 0.303707301429858 0.0432093207052273 0.0854589974537473 "mf"
"Sebastian Lletget" "CAM" 1.15546639919759 0.722166499498496 0.097917477884461 0.0955319427199593 0.009475449129299 21.6921321084291 18.8040716627972 19.8836509528586 36.4453360080241 6.91657638136511 0.247176584526663 0.910508606591262 0.726289379047747 "LAG" 0.0412517780938834 0.0412517780938834 0.797674369896195 -0.849182561307902 0.844973138910207 16.6955584865382 0.820680436987719 62.7321965897693 1.52393455269822 0.316960859554874 0.580966999232541 0.110255606488568 0.084742817231604 0.132285204016388 "B2B"
"Carlos Vela" "Wing" 2.95787831513261 1.83463338533541 0.291602160043081 0.255621853833389 -0.0520804154653289 21.1693033221395 20.2421914895418 24.0374414976599 18.9079563182527 2.53083109919571 0.18742083016654 1.31447536532793 0.723475578046502 "LAFC" 0.124833997343958 0.102257636122178 0.550391127235781 2.29600434310532 0.763681592039801 19.5779479906503 0.748754627672124 45.1544461778471 0.674018809138895 0.532338308457711 0.418739635157545 0.0560483255453445 0.0985849074829191 0.139331299580955 "attack"
"Jordan Harvey" "FB/WB" 0.165946413137424 0.456352636127917 0.00686976405973133 0.0400857943286613 -0.00686976405973133 24.7606731818128 22.0263629721903 12.5506493506494 29.4969749351772 12.43195785777 0.215966162198294 0.752430862853359 0.719633660327615 "LAFC" 0.00972222222222222 0.0180555555555556 0.956411672959067 1.5236170212766 0.826452599388379 17.0980049584927 0.802073094814757 54.2644770959378 1.32294106754565 0.231286654222435 0.543577981651376 0.229099376297144 0.0413974844641102 0.0878395152239794 "mf"
"Matt Besler" "CB" 0 0.129773572152754 0 0.00711462355630242 0 0 27.7999786368247 3.84192096048024 39.4511659344373 26.9929030077729 0.223566006328182 0.741121230345921 0.7188858146576 "SKC" 0.0009000900090009 0.0099009900990099 0.969997599882623 7.26104795258621 0.87218045112782 22.8493108533882 0.821855778164752 69.0395403852653 3.47439229140897 0.0556481248142868 0.571428571428571 0.390977443609023 0 0.0548233622476534 "def"
"Julian Gressel" "FB/WB" 1.70720863766275 1.46332168942521 0.14345736812466 0.210680122933961 -0.0092147030331701 21.9439313042506 18.5452040326549 21.0962210225468 24.4191806922833 8.65798666243252 0.189626202411053 0.985415769586364 0.713084680903304 "ATL" 0.0671563483735572 0.0587618048268625 0.723638389918021 -1.91846538461538 0.731570061902082 19.0859411824851 0.752254959555908 54.1733883772626 -1.12057099414462 0.389420371412492 0.450759707371976 0.159819921215532 0.084030366857246 0.143973894774098 "attack"
"Sean Davis" "CDM" 0.245614035087719 0.491228070175439 0.0139994020032711 0.045730475478479 -0.00845801983390935 25.4578362105485 25.1723429758681 13.5438596491228 34.8418348623853 8.10526315789474 0.186354634547957 0.868082545979375 0.711849588350277 "NYRB" 0.00873362445414847 0.0458515283842795 0.820025228761125 5.36788211382114 0.76587795765878 16.6696089228746 0.754750166883968 56.3508771929825 0.627060771380594 0.240348692403487 0.618301552663749 0.143835616438356 0.0569975652990324 0.0930941822240465 "mf"
"Chris McCann" "FB/WB" 0.295839753466872 0.640986132511556 0.0113764130200657 0.051783421482041 -0.0093508314204934 25.3052826131311 18.0121283034567 14.9691391445587 25.8366718027735 12.9676425269646 0.205620386049819 0.840067666578872 0.709301412949459 "ATL" 0.0159235668789809 0.0222929936305732 0.844338427924561 1.86688478747204 0.831627906976744 18.8654326020742 0.78196121264509 53.0046224961479 2.6325643836809 0.282411956535424 0.487441860465116 0.244651162790698 0.0384546460938679 0.0807871166871265 "mf"
"Jesus Medina" "Wing" 1.89830508474576 1.26553672316384 0.32514709918818 0.158524660694029 -0.0682869523123688 18.9231929996067 18.7407087986262 15.774011299435 18.5762711864407 3.09677419354839 0.168817486791231 1.14754247729652 0.707304617758715 "NYC" 0.0809859154929577 0.0528169014084507 0.616364650330894 -0.928265625 0.778588807785888 16.0804491584018 0.802745221422899 37.1525423728814 -0.897472181225898 0.424574209245741 0.5 0.0833529550270779 0.171282846893774 0.125262789923407 "attack"
"Jeff Larentowicz" "CDM" 0.227180527383367 0.292089249492901 0.00952896074514113 0.0325490522780012 -0.00460985555130409 28.7321449579533 23.3785497113635 4.119189511323 30.5395537525355 12.9703172978506 0.186868998416713 0.809663789405681 0.702071846174631 "ATL" 0.028169014084507 0.00821596244131455 0.867115283357273 2.2496875 0.885813148788927 20.320252752455 0.859075372312927 46.8965517241379 1.25390951749519 0.0878356586973287 0.65121107266436 0.276572942380638 0.0419444432799516 0.111435297035101 "mf"
"Anton Tinnerholm" "FB/WB" 0.903135888501742 1.10383275261324 0.0552512128239502 0.112332326474435 0.00698130160406355 24.2036787495847 20.9840099924064 15.4536585365854 29.9707317073171 16.0557491289199 0.200106722368476 0.818533689537168 0.701827725171273 "NYC" 0.0339302544769086 0.0320452403393025 0.85742069525338 2.18172569444444 0.783460282916213 18.8023160354668 0.770519095846939 61.4801393728223 0.795625984668734 0.251360174102286 0.487486398258978 0.261153427638738 0.0611770759277535 0.10176571243107 "B2B"
"Steven Beitashour" "FB/WB" 0.272243885147111 0.714640198511166 0.0328512759824826 0.0919501871999964 0.00331108065776513 16.5357000832814 17.3645324261256 13.8504076568593 30.7635590216235 12.9315845444878 0.21045548218867 0.84266782891581 0.700085608561036 "LAFC" 0.0092497430626927 0.0226104830421377 0.830796649092179 0.820278571428572 0.827912477823773 17.2403089689566 0.808469095108188 57.5455512229706 1.11888017600751 0.240685984624483 0.534594914251921 0.224719101123596 0.120668554097114 0.128666407783328 "B2B"
"Ronald Matarrita" "FB/WB" 1.30612244897959 1.17551020408163 0.0946722371786551 0.154821375135447 0.0454608587584439 23.5820359164611 18.3338838561704 21.0285714285714 33.3570451436388 10.0069492703266 0.245687258202431 0.913379583029294 0.698413147444618 "NYC" 0.0448598130841121 0.0411214953271028 0.764647207383679 -0.385144356955381 0.777551020408163 17.9640307449661 0.774120916114474 64 0.219526674796121 0.328571428571428 0.521203830369356 0.156358582348853 0.0724834315899079 0.131705683708974 "B2B"
"Collen Warner" "CM" 0.144905660377358 0.434716981132075 0.00560630307622034 0.0172803495781605 -0.00560630307622034 29.7590744154883 29.1631952345298 3.97080291970803 31.5894339622642 8.47275518035303 0.18918564390415 0.73320840117562 0.694994225316429 "MIN" 0.0105263157894737 0.0157894736842105 0.94788088107294 3.4394387755102 0.813953488372093 19.1885383741455 0.829968200569533 43.6166037735849 -0.698507356463738 0.0910387920233448 0.724252491694353 0.194255270867382 0.0386893311249582 0.0397508041511505 "mf"
"Keegan Rosenberry" "FB/WB" 0.423625254582485 0.619144602851324 0.0198106103841492 0.0770638053744122 0.0203589821485093 26.3581995484026 17.7298172233534 16.9373297002725 33.0427698574338 13.0672097759674 0.226615364423001 0.744070293233957 0.69361541871977 "PHI" 0.0271281571562208 0.0224508886810103 0.932190715080299 0.656103731815307 0.817899637868598 17.4903150028703 0.795509711985245 62.989816700611 1.4103373273327 0.268889966465138 0.524573202276254 0.207449560269012 0.0467644697048906 0.124468185654067 "B2B"
"Auro" "FB/WB" 0.506596306068602 0.823218997361478 0.0541508741213913 0.151859540069569 -0.0303572707829988 20.2614822457952 17.3721498073406 22.6701846965699 31.2823218997361 16.4643799472296 0.23405698220027 0.925067156974557 0.68770743670085 "TOR" 0.0202702702702703 0.0236486486486486 0.743413525727154 2.33004504504505 0.798561151079137 16.7680399174308 0.776194185495926 70.4168865435356 1.57501207779612 0.321942446043165 0.444244604316546 0.233812949640289 0.106891569229205 0.184470402840919 "B2B"
"Milton Valenzuela" "FB/WB" 0.319526627218935 1.17159763313609 0.0501381228718297 0.147632775834399 -0.0195831307510085 17.1873982711944 19.2940564361692 18.4615384615385 23.6804733727811 13.810650887574 0.221975521989741 0.793413951807172 0.681474229650676 "CLB" 0.0188470066518847 0.0388026607538803 0.858913847051051 0.136703431372549 0.776649746192893 18.1553521354043 0.749489117574495 55.9526627218935 1.51970949239985 0.329949238578681 0.423223350253808 0.246827411167513 0.156913754913689 0.12600979351522 "B2B"
"Diego Rossi" "Wing" 2.8122965641953 1.38878842676311 0.346871431208712 0.157871528351486 0.0267030019369103 18.7213946490236 18.7352866529449 19.0264014466546 13.0198915009042 2.858934169279 0.158588286153274 1.12985923981197 0.678789619810979 "LAFC" 0.125179856115108 0.0575539568345324 0.600773614883164 -3.24530888030888 0.792857142857143 15.7217013871801 0.792575849505255 34.0253164556962 0.00957109531485311 0.559183673469387 0.382653061224491 0.0840237348858039 0.123340986020073 0.113675722888505 "attack"
"Wayne Rooney" "F" 2.74285714285714 1.37142857142857 0.422796028990012 0.134298151091474 -0.0343286210952207 18.9151356590549 20.683154894015 21.1748571428571 25.5085714285714 0 0.19593203448104 1.19135333658499 0.678007747180511 "DCU" 0.134765625 0.076171875 0.569107187901131 1.58577151335312 0.759009009009009 18.9478895303727 0.794753992200099 48.7131428571429 -1.74125047261374 0.434684684684683 0.523648648648648 0 0.154144385569275 0.0979257351708666 "attack"
