"Player" "Pos" "shots" "KP" "xG" "xA" "xPlace" "ShotDist" "KPDist" "A3Passes" "M3Passes" "D3Passes" "percChain" "xGChain" "xB" "Team" "ShotChainPerc" "KPChainPerc" "xBperc" "Vertical" "PassPct" "PassDistance" "xPassPerc" "Passes" "PassScore" "A3perc" "M3perc" "D3perc" "xGper" "xAper" "cluster"
"Eduard Atuesta" "CM" 0.943488943488944 0.707616707616708 0.0666533013870019 0.0775662409750116 0.0196137810476781 24.2741132786038 22.9851354395307 8.82418260333128 44.1209130166564 13.5314285714286 0.237214213117828 0.797464673985642 0.676945826655494 "LAFC" 0.0316139767054908 0.0249584026622296 0.848872493965397 3.08933943089431 0.881720430107527 17.9860466873782 0.854463277211059 66.0925354719309 1.80149434467365 0.133512544802867 0.667562724014337 0.2047345963475 0.0706455564179942 0.109616180822325 "mf"
"Saphir Taider" "CM" 1.97347480106101 1.3368700265252 0.166353290264233 0.117892741260345 0.0235236803769294 23.6409105624254 23.0131947288989 21.4854111405836 35.6498673740053 7.0026525198939 0.228454360811064 0.906222494713366 0.675511407422469 "MTL" 0.0718132854578097 0.0610412926391382 0.74541452166902 1.22206302021403 0.834739454094293 21.0592834283253 0.818676532022932 64.1379310344828 1.03024258802519 0.33498759305211 0.555831265508684 0.109181141439206 0.0842946107924943 0.0881856417760913 "B2B"
"Sunny" "CM" 0.3125 0.5 0.0107982689707148 0.0308359046159178 -0.00967692072064714 30.3222186159853 26.8661597783095 6.08022519352569 41.5625 13.1576846307385 0.24453712406015 0.732881806072535 0.674590438600234 "RSL" 0.0147329650092081 0.0165745856353591 0.920462799063493 1.36644690781797 0.891779396462019 19.7202039785562 0.880130882891482 60.0625 0.699638846330344 0.101231636936952 0.691987513007284 0.219066549523222 0.0345544607062874 0.0616718092318356 "mf"
"Josh Williams" "CB" 0.0604534005037783 0.0604534005037783 0.00194036784126212 0.00134187453426245 -0.00194036784126212 22.1975409674135 36.1100886180026 0 30.0189513581807 23.8186397984887 0.243015081732239 0.755941011984522 0.674555825590227 "CLB" 0.0145719489981785 0.00546448087431694 0.892339236654669 5.07376184834123 0.90948275862069 21.2394991249775 0.845207285135984 56.1007556675063 3.60590263337873 0 0.535089964493433 0.424568965517242 0.0320969180408776 0.022196841254258 "def"
"Darwin Quintero" "CAM" 2.58346333853354 1.98439937597504 0.289502592707335 0.293144914726234 -0.0210475418764066 19.9677391920853 19.764506441004 20.5179407176287 22.2776911076443 1.66542750929368 0.162203394213117 1.14299066623991 0.669890496611155 "MIN" 0.106169296987088 0.109038737446198 0.586085710406446 5.67451737451738 0.663535439795047 19.8118983460939 0.700507029095692 43.8439937597504 -1.62098213058552 0.46797608881298 0.508112724167378 0.0379853057734575 0.112059880389735 0.147724756556223 "attack"
"Ismael Tajouri" "Wing" 1.69549330085262 1.57856272838002 0.220583722691473 0.183175461513795 0.0618006597947098 18.1892713647937 20.5314230068544 24.4385633270321 19.9366626065773 3.54887218045113 0.196279465096235 1.08706990975288 0.669686030325134 "NYC" 0.0727272727272727 0.0747474747474747 0.616046883753202 -2.21637984496124 0.802238805970149 17.113145139284 0.779070794691253 47.0060901339829 1.08903762640093 0.519902064974434 0.42412935323383 0.0754981358869812 0.130100026098922 0.116039393443539 "B2B"
"Diego Chara" "CM" 0.26066718386346 0.930954228083786 0.0510605913291342 0.0801510713002689 0.0159045283369911 15.9316403402072 20.9371989713942 9.39437211255775 33.4771140418929 7.8200155159038 0.223544273452897 0.818156427286862 0.668887165541877 "POR" 0.00928074245939675 0.0290023201856148 0.817554129300205 3.8310593220339 0.879284649776453 19.003345931122 0.83823696363734 49.9736229635376 2.05130159064168 0.187986612845985 0.669895678092399 0.156482861400894 0.195884232807304 0.0860956090883722 "mf"
"Hector Villalba" "Wing" 3.13155080213904 1.43743315508021 0.313362676118727 0.308141455471691 0.0115373410019847 21.5279226184021 16.2476584064854 16.427807486631 12.7828877005348 2.96703296703297 0.167622751579971 1.1406268441973 0.665885662077784 "ATL" 0.150812064965197 0.0649651972157773 0.583789225604622 -0.41378752886836 0.705211726384365 16.5509691533731 0.744247747172605 31.5208556149733 -1.2304487750492 0.521172638436481 0.405537459283388 0.094129201417475 0.100066291725072 0.214369241715797 "attack"
"Ebenezer Ofori" "CM" 0.286995515695067 0.286995515695067 0.0463976450573987 0.00847470517136745 -0.0107498687850954 24.0775453879183 31.5492505774658 6.28715365239295 48.9805680119581 11.7048665620094 0.236751296114158 0.719936553906423 0.664266485766575 "NYC" 0.00887198986058302 0.00887198986058302 0.922673646951557 1.67075298804781 0.904830569574621 17.6984788501915 0.874031796825817 66.3437967115097 2.04330751821065 0.0947662624696036 0.738284066330209 0.176427445250187 0.161666794496874 0.0295290508314835 "mf"
"Oscar Boniek Garcia" "CDM" 0.127433628318584 1.31681415929204 0.00529510260660749 0.124963454711796 -0.00529510260660749 27.6307908768213 22.7614448352638 12.1911504424779 35.2141592920354 6.4141592920354 0.226519417830761 0.81100608235466 0.662648486161067 "HOU" 0.00842696629213483 0.0646067415730337 0.817069687365532 4.33622148288973 0.830307813733228 20.1961571367473 0.810414170399426 53.8194690265487 1.07066532122878 0.226519337016575 0.654301499605367 0.119179163378058 0.0415518468435171 0.0948983224625867 "mf"
"Andy Polo" "CM" 1.71132834962622 0.938470385278896 0.161837187876099 0.112680563194179 -0.0336014996373882 23.1986215504927 17.174484061731 15.3467510063255 22.2439024390244 6.89502762430939 0.222562721858176 0.863890229111831 0.661830670140581 "POR" 0.0639097744360902 0.0338345864661654 0.766105053440657 -1.58710102489019 0.860201511335013 18.3002925534176 0.842407729692513 43.8320874065555 0.779938592247194 0.350125944584383 0.50747987958469 0.15730548172064 0.0945681685875459 0.120068320707523 "mf"
"Russell Teibert" "CM" 0.219805380652547 0.604464796794505 0.0166963938446379 0.068196417537797 0.0104726262320192 23.6035961385033 18.7556270522708 8.67762326169406 32.8059530623927 10.4957069261591 0.214613679992385 0.723869984470597 0.661065953964278 "VAN" 0.0093984962406015 0.0206766917293233 0.913238520931006 3.33117610837438 0.87218045112782 18.9604870514016 0.835572780419049 51.1597023468804 1.87283753707331 0.169618329732585 0.64124597207304 0.205155746509129 0.0759598959546418 0.112821156665276 "mf"
"Russell Canouse" "CDM" 0.233151183970856 0.349726775956284 0.0161149487080655 0.0182052509594224 -0.00988136522233539 21.0172272674471 30.8902886135092 6.86994399502178 32.6994535519126 10.6471663619744 0.219677623088118 0.733321632212461 0.657147360962001 "DCU" 0.0133333333333333 0.0114285714285714 0.896124336301604 2.78758191349934 0.889277389277389 16.1894307557574 0.844154563903947 50.0109289617486 2.25663441430459 0.137368853921436 0.653846153846155 0.212896792421473 0.0691180221931872 0.0520556394620984 "mf"
"Ibson" "CDM" 0.842474769635805 0.884598508117595 0.14118558216437 0.0799742800243944 0.00181380553948611 16.9940206331575 24.5005301002206 11.9631417288284 37.0688898639754 7.66652040368583 0.204419541510545 0.783816815650182 0.653835440200059 "MIN" 0.0389261744966443 0.025503355704698 0.834168682203759 4.71405651777575 0.815007429420505 18.4388953191919 0.816163879978356 56.6985519964897 -0.0655690720856509 0.210995542347696 0.653789004457652 0.135215453194651 0.167584344662812 0.0904074326267832 "mf"
"Harrison Afful" "FB/WB" 1.10127826941986 1.25860373647984 0.0657104398165129 0.123713339660479 -0.0349612646729584 24.7432349922888 21.330103786576 19.3510324483776 28.3185840707965 16.047197640118 0.238642314762065 0.829706640791105 0.65367220452698 "CLB" 0.0462882096069869 0.0358078602620087 0.787835329248082 0.00620478234212143 0.805432098765432 18.6629845033954 0.780790895886351 63.716814159292 1.5700589445078 0.303703703703704 0.444444444444445 0.251851851851852 0.0596674261548159 0.0982941144021152 "B2B"
"Yohan Croizet" "CM" 2.44727694090382 1.50173812282735 0.221454723869468 0.156827724828515 -0.0295257036512724 22.0013844686762 20.3876376553669 18.397212543554 19.0662020905923 3.45686421605401 0.207796166273377 0.997878363807265 0.651808103686972 "SKC" 0.1 0.0551020408163265 0.653193943598586 -1.27575539568345 0.772222222222222 18.7517381633937 0.792531580483127 40.0463499420626 -0.813315668014911 0.459397986837011 0.476103368176538 0.0863215803950986 0.0904902588538594 0.104430807505408 "attack"
"Brandt Bronico" "CDM" 0.531365313653137 0.708487084870849 0.0405973486721626 0.0849573537214076 0.0312036319895673 22.9601262749913 22.3887533510002 9.13432835820896 30.9372693726937 7.30693069306931 0.216691528617414 0.726452516414252 0.647770340546882 "CHI" 0.0208333333333333 0.03125 0.891689857093836 -0.334266666666666 0.84375 18.0917786020998 0.830007718619891 47.2324723247232 0.64908192496458 0.193390858208956 0.655 0.154701423267327 0.0764019547927504 0.119913764888028 "mf"
"Zoltan Stieber" "Wing" 1.42404092071611 1.03120204603581 0.198281940409102 0.125491939064223 0.0112426211634392 21.0082341660814 16.5527922299952 18.9544757033248 22.0971867007673 6.27552674230146 0.181936898181432 0.929168479318965 0.642629598189934 "DCU" 0.0634328358208955 0.0708955223880597 0.6916179492668 0.393099455040872 0.766980146290491 17.06924832248 0.773212045789263 46.9933503836317 -0.292857836701372 0.403343782654127 0.470219435736678 0.133540739084807 0.139238934446765 0.121694811939759 "B2B"
"Romain Alessandrini" "Wing" 2.67196819085487 1.2882703777336 0.209510357220034 0.279199676550375 0.027541929583944 23.5973636878667 13.1454031411272 24.3817097415507 15.4592445328032 3.94591671173607 0.16396466561456 0.96439584828935 0.631921991276847 "LAG" 0.12 0.09 0.655251671186426 0.294881756756757 0.649835345773875 17.6811257688457 0.677777593532162 43.4671968190855 -1.21457118287712 0.560922063666301 0.355653128430297 0.0907791852361527 0.0784104982750574 0.216724440285245 "attack"
"Damir Kreilach" "CDM" 1.77837655776356 1.06702593465813 0.212181101214065 0.0709965430147987 -0.0233504057469625 21.8349842224614 26.3451815409102 9.92657460424385 32.8514651397777 6.24528972627088 0.187262947957863 0.847386782642457 0.627683776146174 "RSL" 0.0730088495575221 0.0365044247787611 0.740728778172383 0.322542717656631 0.816069057104914 18.8967229972258 0.829643544126277 48.6951835634894 -0.661012137285502 0.203851261620186 0.674634794156706 0.128252719658161 0.119311683618287 0.0665368485514325 "mf"
"Alex Muyl" "Wing" 1.49787234042553 1.63404255319149 0.155895314185133 0.270880016331908 0.00844620409305252 19.8650281755542 17.1038337286425 20.6297872340426 15.5914893617021 4.97087378640777 0.196542877134786 1.27187605218042 0.627381082437978 "NYRB" 0.0759493670886076 0.0658227848101266 0.493272187460751 0.195667475728155 0.691275167785235 13.6503728592356 0.737666150842537 40.5787234042553 -1.88248686993376 0.508389261744968 0.384228187919463 0.122499511305141 0.104077837595188 0.165772926661454 "attack"
"Marc Rzatkowski" "CDM" 1.07462686567164 1.13432835820896 0.106751171141808 0.112564464775111 0.0294178425673009 21.3907488403379 22.1488486028691 20 24.7164179104478 5.16269571136828 0.186295324758817 0.95796301645504 0.627100794675538 "NYRB" 0.0429447852760736 0.081799591002045 0.654619002929921 5.42208117443869 0.699275362318841 17.1012678081085 0.728388284184579 49.4328358208955 -1.43913428685559 0.404589371980677 0.500000000000001 0.104438590779491 0.0993378953680715 0.0992344623675317 "B2B"
"Cristian Roldan" "Wing" 0.676885346413243 1.32434089515635 0.0810752287996439 0.114419906879972 0.0191974615064474 20.4369891411681 24.2303506904212 14.2145922746781 28.3408951563458 7.2561669829222 0.194730679059495 0.802083975483703 0.62534850432248 "SEA" 0.0308764940239044 0.0428286852589641 0.779654653922439 1.50501799856012 0.82433234421365 18.4192924850657 0.805390992255478 49.5892090741876 0.939286662401561 0.286646884272997 0.571513353115727 0.146325523604675 0.119776900518315 0.0863976241302008 "B2B"
"Zlatan Ibrahimovic" "F" 3.19020550940096 1.42719720157411 0.411363864509406 0.161798255561079 0.16163774134423 18.024549543761 19.697152400194 18.1337997376476 20.3165719282903 0 0.163604307655478 1.15206564270197 0.624923604296732 "LAG" 0.191709844559585 0.0587219343696028 0.542437497598733 0.622856012658228 0.680301399354144 17.0792290731974 0.740242527535163 38.9960647135986 -2.33746811355312 0.465016146393973 0.520990312163616 0 0.128945882419547 0.113367834089519 "attack"
"Paul Arriola" "Wing" 1.20311149524633 1.36905790838375 0.144296745938326 0.16367057199411 0.0420367905041988 18.8915086301926 21.9542887643645 15.8893690579084 23.2739844425238 6.67424573677306 0.180873883202096 0.854190045951093 0.621897545641466 "DCU" 0.0549450549450549 0.0518053375196232 0.728055247879899 2.50224137931035 0.762466001813237 15.5456450504489 0.772543234691524 45.7597234226448 -0.461131389375995 0.347234814143246 0.508612873980055 0.145854153774676 0.119936303915692 0.119549780174991 "B2B"
"Michael Murillo" "FB/WB" 0.322766570605187 0.783861671469741 0.0215173825119438 0.132502624098761 -0.00214360279859908 20.9285780782418 16.1544055067932 18.7204610951009 27.2507204610951 9.95965417867435 0.179928871109954 0.754734794398941 0.620154076719083 "NYRB" 0.027231467473525 0.027231467473525 0.821684757773708 4.12427467300832 0.693322341302556 16.0652594432525 0.706526444860184 55.9308357348703 -0.738516547107903 0.334707337180545 0.48722176422094 0.178070898598516 0.0666654618896831 0.169038274125993 "B2B"
"Justin Morrow" "FB/WB" 0.35480464625132 0.963041182682154 0.0970344373571915 0.124006432351525 -0.0495956528026998 14.5605073974943 16.795855277293 17.6388595564942 23.6198521647307 10.2893347412883 0.177102657039299 0.731792459427645 0.619338230634533 "TOR" 0.0135363790186125 0.0321489001692047 0.846330435160448 0.152119366626066 0.807276302851524 15.9177465366099 0.792973930585759 51.5480464625132 0.737259350079793 0.342182890855457 0.458210422812192 0.19960668633235 0.273486941003751 0.128765451136945 "B2B"
"Efrain Juarez" "CM" 0.231511254019293 0.694533762057878 0.0133687917994209 0.0685266246548026 0.00614888723819769 26.4252609821558 25.5553597334191 8.12614107883817 26.9324758842444 6.07395234182416 0.192703009125885 0.690593899240635 0.618425517872879 "VAN" 0.0123456790123457 0.0308641975308642 0.895498090198724 -0.711784140969163 0.859848484848485 17.6078731776483 0.859666110947728 40.7459807073955 0.00743100344176516 0.199434175782723 0.660984848484849 0.14906874828814 0.057745753466943 0.0986656493872389 "mf"
"Yamil Asad" "Wing" 1.25614591593973 0.761300555114988 0.132054728849979 0.0989730619333651 0.0584011721869891 22.6700689966671 22.1061167595906 14.3885804916733 27.3306899286281 4.83705810646079 0.201473518510398 0.885267203402048 0.61841375839887 "DCU" 0.0597609561752988 0.0371845949535193 0.698561695296437 1.70946945337621 0.764754098360656 18.1803342741987 0.784251500831795 46.4393338620143 -0.905446382799284 0.309836065573771 0.588524590163935 0.10415864535941 0.105126902196858 0.130005240727056 "B2B"
"Mohamed El-Munir" "FB/WB" 0.859444941808415 0.773500447627574 0.0497328853273353 0.0989035224834505 0.00341562683025379 28.9930181337416 18.3615220444066 15.9427036705461 25.5255147717099 13.6222023276634 0.218151606592259 0.73368644671196 0.617787207290276 "ORL" 0.0300653594771242 0.0261437908496732 0.842031647250552 2.2618237704918 0.761310452418097 16.9885434056136 0.759872737314476 55.0904207699194 0.0792043300057068 0.289391575663027 0.463338533541341 0.247269890795632 0.05786628428191 0.127864854877331 "B2B"
"Jackson Yueill" "CM" 0.848931466470155 0.919675755342668 0.0700684835244628 0.0711382805147736 -0.00082021578722519 21.1193969658186 23.0815661791211 11.1940959409594 38.1166051660517 7.09010339734121 0.240090855325289 0.693461278376455 0.617255482216597 "SJE" 0.0339366515837104 0.0361990950226244 0.890108073030014 2.47828402366864 0.849246231155779 18.2705616459334 0.829444856752627 56.3124539425203 1.11506398407607 0.198785440115707 0.676877004950954 0.125906489612019 0.0825372674849792 0.0773514796943491 "mf"
"Rolf Feltscher" "FB/WB" 0.281318681318681 0.843956043956044 0.0125530420252375 0.141247059892771 0.00877805918721353 26.3758600827545 18.5303872686673 14.7692307692308 26.232967032967 12.167032967033 0.196126655333075 0.729751129310073 0.61694052710383 "LAG" 0.0167865707434053 0.0287769784172662 0.845412226613616 2.89493613138686 0.724867724867725 19.3684117359972 0.705921465178666 53.1692307692308 1.00735805362136 0.277777777777778 0.493386243386242 0.228835978835979 0.0446221415740865 0.167363052737528 "B2B"
"Victor Rodriguez" "Wing" 2.69090909090909 1.23636363636364 0.24178639415201 0.137569434126444 -0.0133224743151576 21.4596823921138 24.7167166189111 28.3636363636364 20 0 0.232444478598325 0.885070093598072 0.614470782293649 "SEA" 0.108040201005025 0.0527638190954774 0.694262281302087 0.688289962825278 0.764204545454545 14.8911824060062 0.7817492223059 51.2 -0.898287454789335 0.553977272727273 0.390625 0 0.0898530518808146 0.111269395249329 "attack"
"Santiago Mosquera" "Wing" 2.9667638483965 1.34344023323615 0.233777163780221 0.128775884803196 -0.0126431963159035 24.7755801830787 20.2026386680762 18.136443148688 19.1440233236152 2.92857142857143 0.193072745678156 0.932134418428051 0.611648037469386 "FCD" 0.135944700460829 0.0691244239631336 0.656180080230132 -0.175681818181818 0.715700141442716 19.7107578712909 0.748566188782327 39.5755102040816 -1.30069059185662 0.458274398868457 0.483734087694485 0.073999587458746 0.0787987098826807 0.0958553135579346 "attack"
"Victor Ulloa" "CDM" 0.249134948096886 1.07958477508651 0.0298003378031496 0.0527576351772373 -0.0298003378031496 21.3230393609812 28.7299862362445 9.73115910092552 34.1730103806228 10.5467128027682 0.210723368954188 0.67333181889476 0.610621335664053 "FCD" 0.0167832167832168 0.0433566433566434 0.906865409489123 2.56040352504638 0.824789594491201 17.674590523068 0.80569280385287 54.2698961937716 1.03638084557642 0.179310442499839 0.629686304514154 0.194338179035961 0.119615244793198 0.0488684505327613 "mf"
"Sacha Kljestan" "CAM" 1.0059880239521 2.01197604790419 0.133808617907952 0.165278899287474 0.0360313229459356 19.1910578072672 24.4512477395811 23.6047904191617 27.2694610778443 5.02994011976048 0.213872953393911 0.871195708812084 0.609723190380198 "ORL" 0.0517621145374449 0.0814977973568282 0.699869368286471 0.691348709929633 0.821979434447301 16.5791759198536 0.818906622127196 55.9041916167665 0.171783088745475 0.422236503856041 0.487789203084832 0.0899742930591259 0.133012138039452 0.0821475481577624 "B2B"
"Bastian Schweinsteiger" "CB" 0.433032616238723 1.13254684247051 0.0188415381192568 0.0885869659045204 -0.00767189804528307 30.8897035328045 22.5885570885066 9.73189751206833 40.5385149201943 19.1200555170021 0.2440967048058 0.731768876602278 0.607058484942543 "CHI" 0.0214285714285714 0.0366071428571429 0.829576802666458 5.74215909090909 0.852713178294574 21.0283845966496 0.814886786141108 68.7522553782096 2.60064977337137 0.141550229276591 0.589631782945736 0.278100775193799 0.0435106673555273 0.0782192511448612 "mf"
"Jonathan Mensah" "CB" 0.0768922707248698 0 0.00147617991231063 0 0.000611156494005825 37.0541803669022 0 1.52908587257618 27.488986784141 26.5278334000801 0.218788862424383 0.69243840866106 0.603570854540182 "CLB" 0.0219653179190751 0.0023121387283237 0.871659987358706 5.76119712689545 0.877450980392157 21.2654295112063 0.833563357179447 54.9010812975571 2.40947796995753 0.0278516531266246 0.500700280112045 0.483193277310924 0.0191980272970815 0 "def"
"Junior Moreno" "CDM" 0.291085506367495 0.465736810187993 0.010536806874156 0.0609096860188562 0.00402054502817575 29.4546310660641 21.9461101044253 4.58560794044665 31.728320194057 11.6434202546998 0.212576967305723 0.684725003423832 0.602960521825852 "DCU" 0.0132575757575758 0.0170454545454545 0.880587854702059 1.99413865546218 0.868613138686131 17.8416513080083 0.849689413863631 47.8544572468163 0.905584580468876 0.095824050762831 0.66301703163017 0.243309002433089 0.0361983219489235 0.130781344069133 "mf"
"Nouhou Tolo" "FB/WB" 0.666975451597962 0.5780453913849 0.0278099238513956 0.0638099895971884 -0.0143645574718392 27.3655021995043 20.3142012996568 17.0301065308013 29.9720410065238 14.122905027933 0.24221740084347 0.68353616887918 0.600050830529129 "SEA" 0.0197628458498024 0.0158102766798419 0.877862588475831 -1.83744916820702 0.790357925493061 16.6125207299113 0.790850843861427 60.8726262158407 -0.03000523559249 0.279766252739226 0.492373056162382 0.232007486876882 0.0416955733299744 0.110389236811162 "B2B"
"Adam Lundqvist" "FB/WB" 0.292460015232292 0.658035034272658 0.0120613553559647 0.0641486046407687 -0.0111055755255182 25.6920127998809 19.7856049948781 16.1584158415842 23.2505712109673 9.65197215777262 0.211825216247435 0.696513575023413 0.594586139219381 "HOU" 0.016 0.04 0.853660517958166 -1.45350980392157 0.762331838565022 18.9353050245704 0.753517953417249 48.9139375476009 0.431121827669936 0.330343796711511 0.475336322869956 0.197325601693377 0.0412410405791189 0.0974850901543163 "B2B"
"Adolfo Machado" "FB/WB" 0.0519199567333694 0.415359653866955 0.00311771909128406 0.0403875486253113 -0.00311771909128406 21.9231475842316 22.9752078329221 7.33190578158458 27.3618171984857 13.0319091400757 0.185548048141603 0.656530065235548 0.59301608061295 "HOU" 0.00967117988394584 0.0154738878143133 0.90325807150993 4.53577922077922 0.783050847457627 20.349239943014 0.764795180647976 45.9491617090319 0.838832586342864 0.159565604874646 0.595480225988701 0.283615819209039 0.0600485687477523 0.0972351268335945 "mf"
"Darlington Nagbe" "CM" 0.635460992907801 1.13475177304965 0.0486592793702851 0.0860302918721479 -0.0434265877174436 24.9400937848675 24.0630163130972 11.3021276595745 24.7829787234043 6.44539007092199 0.178283887723504 0.713414326811466 0.591841563120231 "ATL" 0.0292096219931271 0.0446735395189003 0.829590240730666 1.47073141486811 0.890074706510139 18.2136467496775 0.877601568717331 42.5304964539007 0.530488742666041 0.265741728922093 0.582710779082178 0.151547491995731 0.076573196330471 0.07581419471233 "mf"
"Walker Zimmerman" "CB" 0.115246098439376 0.115246098439376 0.0122606414928506 0.0089192103325693 -0.0122606414928506 14.221866385321 21.7966125767364 0 25.3157262905162 24.5090036014406 0.190742963852208 0.722560501521603 0.589605627287804 "LAFC" 0.0311688311688312 0.00519480519480519 0.815994821258821 6.0466918294849 0.856925418569254 20.636832412962 0.810536222981751 50.4777911164466 2.34162412492597 0 0.50152207001522 0.485540334855404 0.106386607953589 0.0773927313232314 "def"
"Samuel Piette" "CM" 0.180790960451977 0.512241054613936 0.00730393763824653 0.0455803444484703 -0.00324985345799226 29.1294332912444 25.4467598615729 5.34368932038835 36.7608286252354 12.7156308851224 0.210028335936326 0.637961573409178 0.589338254822219 "MTL" 0.0117647058823529 0.0190045248868778 0.923783311387983 3.44956494325347 0.874310915104741 20.7476589483852 0.863376259673366 54.6591337099812 0.597678793296077 0.0977638860641611 0.672546857772877 0.23263506063947 0.0403999050615512 0.0889822165519769 "mf"
"Daniel Lovitz" "FB/WB" 0.136121942573555 0.714640198511166 0.0127855907982499 0.112139250905563 -0.0127855907982499 22.5479653553288 18.2188189270297 12.5572492024105 26.6458702587735 11.9787309464729 0.185398759656185 0.666416301754385 0.587356549461462 "MTL" 0.0117370892018779 0.0293427230046948 0.881365818806064 1.45376211453744 0.754654255319149 17.4355973769411 0.74602935425417 51.1818504076569 0.441438396088581 0.245345744680851 0.520611702127659 0.23404255319149 0.0939274782340185 0.156917076787993 "B2B"
"Diego Valeri" "CAM" 2.05784280367472 1.60054440285812 0.242487821077749 0.178698089749869 -0.0251465098384234 20.7997106093415 19.8542929545545 22.276964954066 24.7267778155835 3.20502749410841 0.200645286850791 1.07834207572876 0.586156403760758 "POR" 0.0945945945945946 0.108108108108108 0.543571856235532 2.23860433604336 0.726377952755906 19.9317137100653 0.739120555454938 49.7801973460361 -0.634329277059986 0.44750656167979 0.496719160104986 0.0643835835328126 0.117835930249257 0.11164831755418 "attack"
"Eric Alexander" "CDM" 0.325056433408578 0.650112866817156 0.0526280102177653 0.0435818488075219 -0.00873697370435737 24.497521279448 23.3513232699278 7.27601809954751 29.5801354401806 6.1619676064787 0.19355685124241 0.685567340728589 0.585306550218277 "HOU" 0.0144927536231884 0.0227743271221532 0.853755007635341 1.41263744427935 0.855146124523507 20.3905866012783 0.843418745051837 42.6365688487585 0.500015222259356 0.170652055172572 0.693773824650572 0.144523064891469 0.161904225878264 0.0670373577143479 "mf"
"Reggie Cannon" "FB/WB" 0.183614918712145 0.489639783232388 0.0181874290966364 0.0699430235477923 0.000759840546519827 21.2676709950758 19.1925169802025 12.669429391138 22.9824673254702 10.160025502072 0.188549993466206 0.667723692626625 0.584999038458862 "FCD" 0.010989010989011 0.0153846153846154 0.876109452036441 0.139080414012739 0.839011356045424 15.8397686520985 0.796737619743819 45.8119222186803 1.93664111934215 0.276553106212424 0.501670006680026 0.221776887107547 0.0990520227016467 0.142845875566031 "B2B"
"Sebastian Giovinco" "F" 4.22807707432167 1.39677546205269 0.334758610242995 0.264931191314626 0.0303027493093326 23.5449897666827 18.2381673094909 18.2713330711758 15.515532835234 0 0.155560447546094 1.28199032769327 0.582097396829498 "TOR" 0.244011976047904 0.0703592814371257 0.4540575574208 2.17544670846395 0.701870187018702 19.8925491427816 0.733219634182136 34.3153755407 -1.07576805240659 0.532453245324532 0.452145214521452 0 0.0791751437730595 0.189673428916975 "attack"
"Anibal Godoy" "CM" 0.424949698189135 0.618108651911469 0.0207421952439522 0.0497476907155329 -0.0195565140378233 27.673763975759 24.0237217899156 6.41287726358149 41.4519114688129 10.5464788732394 0.232213720277872 0.656905393706277 0.581977596773191 "SJE" 0.0153005464480874 0.0163934426229508 0.885938222381854 3.69414348462665 0.903439153439153 22.3457550545411 0.867916260195512 58.4112676056338 2.07493722338072 0.10978835978836 0.709656084656085 0.180555555555555 0.0488109424064595 0.0804837313985021 "mf"
"Yordy Reyna" "F" 1.72369077306733 1.53216957605985 0.224198103575138 0.288912729978361 0.0303348383366655 18.3811536369722 16.2865063176057 11.9635258358663 18.0508728179551 2.65909090909091 0.168987661093287 1.09337164685782 0.579975127878807 "VAN" 0.0916844349680171 0.0724946695095949 0.530446467626596 2.15799242424242 0.797583081570997 18.4827293020003 0.785062714747162 31.6967581047382 0.396855038597696 0.377436891064198 0.569486404833836 0.0838915734001647 0.130068633584535 0.188564460809445 "attack"
"Christopher Durkin" "CDM" 0.177012907191149 0.1180086047941 0.0035590364586443 0.00874953322723303 -0.0035590364586443 38.9896479210226 23.3035205128153 4.38174273858921 29.181141439206 14.6491557223265 0.219457615293552 0.689453791744921 0.578054577049615 "DCU" 0.0138888888888889 0.00198412698412698 0.838423958169309 3.06718702865762 0.840304182509506 19.2936951721453 0.819236694359432 46.6979038224414 0.983807535412574 0.0938316793672331 0.624891891296897 0.313700498806686 0.0201060844382441 0.074143180003688 "mf"
"Albert Rusnak" "CAM" 1.69147788565264 1.7259978425027 0.149891691768052 0.143561263919005 -0.0060444120628406 22.5637130030608 23.6798938726624 19.3037837837838 24.8389189189189 3.2572706935123 0.177530696867713 0.846172642741537 0.575890686166942 "RSL" 0.0832298136645963 0.0869565217391304 0.680582965080387 1.2322167266187 0.813460131675201 19.9658823203507 0.800253121697377 47.2908108108108 0.624570210237759 0.408193123628384 0.525237746891002 0.0688774549995172 0.0886158152225666 0.0831758072830734 "B2B"
"Chris Pontius" "Wing" 1.21212121212121 1.03030303030303 0.138896102912715 0.116068665967714 0.000957578689535862 16.5818507942137 18.4955159660604 16.3636363636364 23.5757575757576 4.40611961057024 0.200724751851268 0.802519715958773 0.574969734880156 "LAG" 0.0589569160997732 0.0385487528344671 0.716455587877038 -1.97905504587156 0.751724137931034 15.4632868881621 0.755612783904733 43.9393939393939 -0.170864747329193 0.372413793103449 0.536551724137932 0.100277204930219 0.11458928490299 0.112654881674546 "B2B"
"Reto Ziegler" "CB" 0.139788860575173 0.139788860575173 0.00325788520560658 0.0194746419597074 -0.00294923071371384 35.3276199484405 21.7087265399541 2.97706032285472 27.9228248998908 26.2803057881325 0.208904522837271 0.651092965779245 0.574365383874524 "FCD" 0.0168918918918919 0.0123873873873874 0.882155719785897 7.51880553532411 0.845443349753695 24.7864995239199 0.79125303458973 56.7542773935202 3.07553217885795 0.0524552590496839 0.491995073891626 0.463054187192118 0.0233057569265658 0.139314691310719 "def"
