"Player" "Pos" "shots" "KP" "xG" "xA" "xPlace" "ShotDist" "KPDist" "A3Passes" "M3Passes" "D3Passes" "percChain" "xGChain" "xB" "Team" "ShotChainPerc" "KPChainPerc" "xBperc" "Vertical" "PassPct" "PassDistance" "TouchPerc" "xPassPerc" "Passes" "PassScore" "A3perc" "M3perc" "D3perc" "role" "subtype"
"Tristan Blackmon" "FB/WB" 0.259459459459459 0.843243243243243 0.0100918706441337 0.0996460147644749 -0.00323522497133182 27.8594502999539 25.3220723129733 10.9367088607595 35.2216216216216 21.6963921034717 0.233434248912864 0.778003358323684 0.679228200565544 "LAFC" 0.0152801358234295 0.0254668930390492 0.873040191020557 4.34982681564246 0.870622568093385 18.2403710243935 0.109031217970683 0.82753780063836 66.6810810810811 2.87293887202804 0.164015170171896 0.528210116731517 0.325375530086111 "M3" "Indirect MF Creator"
"Zarek Valentin" "FB/WB" 0.0542066629023151 0.596273291925466 0.00157341491230401 0.0452932202340535 -0.00157341491230401 30.8142698274679 23.2650466614122 11.1296402055968 31.656691134952 11.5984117980715 0.217853427065934 0.702396345335011 0.677810133106823 "POR" 0.00511945392491468 0.0204778156996587 0.964996668346186 1.85560714285714 0.84 20.6545070879789 0.100717762906494 0.800989961702377 54.2066629023151 2.11460399580567 0.205318675042833 0.584 0.213966534316506 "M3" "Indirect MF Creator"
"Anibal Godoy" "CM" 0.198347107438017 0.859504132231405 0.0045302763069099 0.0793068294360383 0.00456007673449728 33.9366899253368 25.4714362263251 5.75206611570248 40 10.9752066115702 0.201956543535242 0.70071823857874 0.676199381864389 "SJE" 0.0127659574468085 0.0276595744680851 0.965008964567439 2.57551769331586 0.889277389277389 21.3217199332842 0.104475469116429 0.869992401598495 56.7272727272727 1.09398475560275 0.101398601398601 0.705128205128206 0.193473193473193 "M3" "Indirect MF Creator"
"Bryan Acosta" "CM" 1.65152183502426 0.635200705778562 0.0718147466620339 0.0396392875155541 0.0155843649154565 29.2696322008032 25.2450312344547 7.88059701492537 45.776797529775 17.3142857142857 0.272320482051112 0.785142466294165 0.675952590008297 "FCD" 0.0612244897959184 0.0260770975056689 0.860929855442364 2.64094785059901 0.854304635761589 22.3568968896896 0.124656923139437 0.840140106621849 70.3378914865461 0.996303113589059 0.112039142038154 0.650812763395544 0.246158725380579 "M3" "Indirect MF Creator"
"Valeri Qazaishvili" "Wing" 4.0353982300885 1.44424778761062 0.30918447763336 0.150636487142818 -0.040031507403094 22.2437372176675 20.2527413343424 16.9061946902655 17.2646536412078 3.29113924050633 0.200287393965533 1.09123078653015 0.674029774423523 "SJE" 0.165378670788253 0.0525502318392581 0.617678480797612 0.0489697802197803 0.838709677419355 15.722143027269 0.0896216453244596 0.824118420052501 36.870796460177 0.53799128047133 0.45852534562212 0.468247374581529 0.0892614089327034 "A3" "finisher"
"Brandt Bronico" "CDM" 0.475954387704512 0.618740704015865 0.0237587094361873 0.12266025254307 0.0316476639322584 23.3545805262489 16.1373898321492 15.1043872919818 24.6203750633553 7.17437722419929 0.198393592968606 0.718225881963407 0.673439555496051 "CHI" 0.0249554367201426 0.0249554367201426 0.937643118144219 1.34578266494179 0.801036269430052 17.3832463196601 0.0964841158460568 0.791478857131665 45.9295984134854 0.438968108737002 0.328859554921495 0.536045946705393 0.156203787361938 "M3" "Indirect MF Creator"
"Sebastian Blanco" "Wing" 3.07058823529412 2.57647058823529 0.204735003866334 0.295273021572494 -0.0661327361702845 23.5219304420144 19.1258559200442 26.6470588235294 28.9411764705882 4.33082706766917 0.206334841628959 1.06745774860939 0.66757001247534 "POR" 0.110745614035088 0.0866228070175439 0.6253830780141 5.38239316239316 0.692717584369449 21.6840081085568 0.123534708972725 0.709763198203196 59.6117647058824 -1.01611912112463 0.447010065127294 0.48549437537004 0.0726505428758396 "A3" "creative forward"
"Guram Kashia" "CB" 0.0463544181554804 0.278126508932883 0.000751425664191251 0.0139412565701372 -0.000751425664191251 39.1763193779099 25.3816054010986 0 26.6640586797066 31.938194109126 0.220695458486846 0.715013772512399 0.665363795700733 "SJE" 0.0120805369127517 0.00805369127516779 0.930560810546059 7.96385454545455 0.862745098039216 23.9634595787646 0.108128802080245 0.811666809865365 59.1018831482376 3.01882301906294 0 0.451154130111702 0.540392156862744 "D3" "Back Third General"
"Gonzalo Martinez" "CAM" 2.50287229341582 1.65444100751215 0.197202554972725 0.223532406812992 -0.0368564491576419 23.1011989411502 20.8619788899021 25.8593054318789 24.6469288555015 3.14648829431438 0.194731160811057 1.04867574164018 0.664212657241109 "ATL" 0.119942196531792 0.088150289017341 0.633382303859005 2.11904819277108 0.672064777327935 19.3950501466834 0.112238845052328 0.738646954273888 52.3906319045515 -3.48828232377912 0.493586438869281 0.470445344129554 0.0600582237688381 "A3" "creative forward"
"Sacha Kljestan" "CAM" 1.02880107166778 1.15740120562626 0.0876863427263833 0.14248075487221 -0.00160417131812291 22.1279150898319 20.3334246111195 23.8048780487805 29.8352310783657 5.11282410651717 0.243375966854389 0.807484354881885 0.662968098127876 "ORL" 0.0362903225806452 0.0383064516129032 0.821029031856415 2.0921958041958 0.789183222958057 16.4198260974357 0.1164952129273 0.807955222430477 58.2558606831882 -1.09357898601013 0.408626321362552 0.512141280353201 0.0877649741426386 "M3" "Direct MF Creator"
"Adam Lundkvist" "FB/WB" 0.111239860950174 0.704519119351101 0.00706383744666504 0.119557790721333 -0.00706383744666504 25.7065313719001 20.8982370999495 17.4681764935572 23.8794901506373 11.6801853997683 0.183019752620658 0.739054511422925 0.649621080088448 "HOU" 0.0079155672823219 0.0422163588390501 0.878989398004908 -1.59282112274025 0.737543859649123 18.2424352293044 0.109063937256249 0.740811079981034 52.8389339513326 -0.172636439322317 0.330592901621488 0.451929824561403 0.221052631578948 "M3" "Direct MF Creator"
"Memo Rodriguez" "Wing" 2.63277591973244 1.28428093645485 0.329561825409473 0.117784926795834 0.0924794580934492 21.2794924240594 19.3097653506998 19.2525667351129 13.228093645485 3.51471643933955 0.155501110758489 1.01557580190217 0.648446962587643 "HOU" 0.144200626959248 0.0846394984326019 0.638501785266158 -0.598543307086614 0.692727272727273 18.0380622431787 0.0950764213435046 0.70894922575998 35.3177257525084 -0.572922488379237 0.545124758882457 0.374545454545456 0.0995170658487239 "A3" "finisher"
"Oriol Rosell" "CM" 0.599625234228607 0.239850093691443 0.0249034879069528 0.0226937579999124 6.93620003603778e-05 28.2284586165842 22.837266063089 8.19071518193225 37.7164272329794 11.6235884567127 0.2335218303499 0.705458873409323 0.648290832745815 "ORL" 0.0267175572519084 0.0114503816793893 0.918963326115345 5.16913834951456 0.860125260960334 20.4631797882943 0.120172357548303 0.842762772102757 57.4440974391006 0.997372501719974 0.142585845144763 0.656576200417536 0.20234608906573 "M3" "Indirect MF Creator"
"Roger Espinoza" "CM" 1.03140495867769 1.58677685950413 0.0820272378801845 0.109020797251859 0.00806993817515629 27.387456193141 24.866874219645 13.9636363636364 22.7702479338843 4.44297520661157 0.176248468892111 0.819082610750812 0.643681950744709 "SKC" 0.049079754601227 0.0613496932515337 0.785857180089171 2.69449742268041 0.747591522157996 18.8826264446521 0.0868984277471807 0.780062151128904 41.1768595041322 -1.33703852714586 0.339113680154144 0.552986512524085 0.107899807321773 "M3" "Direct MF Creator"
"Paxton Pomykal" "CAM" 1.17302052785924 1.31378299120235 0.0946454052660074 0.111444440995028 0.047092320673417 22.2767358820765 21.9742522542726 14.0293255131965 29.7478005865103 7.44296296296296 0.238968500338509 0.816814010826722 0.639489437511322 "FCD" 0.0419161676646707 0.0538922155688623 0.782907037630361 0.857341356673961 0.838532110091743 18.2958801770306 0.103244390912184 0.809166011863619 51.1436950146628 1.50189077154982 0.274311926605505 0.581651376146789 0.14553041114509 "M3" "Direct MF Creator"
"Tomas Martinez" "CAM" 1.60850020433183 1.29464650592562 0.115170642085326 0.0754922864772172 0.0135571630581111 23.173439286711 22.137655925093 15.8354586589881 21.7736003269309 3.94105263157895 0.187690376181228 0.78518091295081 0.637445607543366 "HOU" 0.0755555555555556 0.0474074074074074 0.811845521241422 2.52215909090909 0.808510638297872 17.8904172586015 0.103292065917357 0.805008655680592 40.5655905190029 0.142059992857254 0.390366772833493 0.536750483558993 0.0971526010383793 "M3" "Direct MF Creator"
"Alexander Ring" "CM" 1.22794358806166 0.787143325680551 0.0955693972800236 0.0751963676846203 0.0506430383049496 22.2992127340887 24.9164418750482 6.40867502541511 41.1833387996064 18.2617251557888 0.218396601728663 0.758289282025055 0.635803187603926 "NYC" 0.0388185654008439 0.0253164556962025 0.838470492298106 4.53694621168305 0.829256594724221 21.2774567316578 0.118420551463923 0.834466705623148 65.6477533617579 -0.342032075280165 0.0976221530400214 0.627338129496403 0.278177458033574 "M3" "Direct MF Creator"
"Ben Sweat" "FB/WB" 0.208695652173913 0.626086956521739 0.0107282094990894 0.0670301720460203 0.0174961374986068 22.8144767872418 16.0034504484837 12.7390029325513 26.504347826087 17.9478260869565 0.207126511932004 0.691681745957192 0.634969912955504 "NYC" 0.00826446280991736 0.0206611570247934 0.918008775953446 0.434887048192771 0.809756097560976 16.2436462085513 0.0972696370432533 0.784754875302315 57.0434782608696 1.42615667840709 0.223320935555396 0.464634146341464 0.314634146341463 "M3" "Indirect MF Creator"
"Seth Sinovic" "FB/WB" 0.188327611574301 0.235409514467876 0.00621640140662753 0.0136459008585138 -0.00511101455305343 27.2111202869492 18.8351553360856 14.5483079941148 29.2378616969103 11.4879843060324 0.195512801574124 0.693261832653322 0.63475047730748 "SKC" 0.0151975683890578 0.00911854103343465 0.915599918256135 -0.502323869610936 0.810051107325383 17.802667995488 0.0999408917999669 0.793771790299292 55.2741539970574 0.899825476267108 0.263202725724021 0.528960817717207 0.207836456558774 "M3" "Indirect MF Creator"
"Marc Rzatkowski" "CDM" 1.38129496402878 1.07434052757794 0.0943247220178883 0.109808074275099 -0.0297835462495732 23.7691057946828 19.8306655942396 20.10551558753 23.7122302158273 4.94964028776978 0.163434837461484 0.857305176339637 0.634205741484387 "NYRB" 0.0529801324503311 0.0754966887417219 0.739766607023419 4.21478841870824 0.706530291109363 16.1692007029106 0.116735875040497 0.738948396201166 48.7673860911271 -1.58094624735468 0.412273800157357 0.486231313926042 0.101494885916601 "A3" "support forward"
"Sebastian Mendez" "CM" 0.217687074829932 0.217687074829932 0.015804364955037 0.0126086948375127 -0.015804364955037 23.9940169035331 23.3890536296442 9.57823129251701 45.0068027210884 13.1700680272109 0.231773131834444 0.652327361568737 0.633314717727101 "ORL" 0.0108527131782946 0.00465116279069767 0.970854137106997 2.71571364452424 0.894779116465863 17.6942806975252 0.127874152979195 0.868913146470445 67.7551020408163 1.75255143642426 0.14136546184739 0.66425702811245 0.194377510040161 "M3" "Indirect MF Creator"
"Jan Gregus" "CDM" 1.73937282229965 0.970034843205575 0.0523940466512989 0.0569687843311356 0.000747874964737229 32.0007023798388 25.1643973587983 14.9519163763066 40.005574912892 9.36585365853658 0.23046323738925 0.849282821549133 0.63287770497964 "MIN" 0.0542056074766355 0.0551401869158879 0.745190752622595 3.42501928020566 0.809152366094644 20.1678542484341 0.130136456417976 0.796263082279352 64.3233449477352 0.829081848980243 0.232449297971919 0.621944877795112 0.145605824232969 "M3" "Direct MF Creator"
"Jorge Villafana" "FB/WB" 0.228353948620362 1.3244529019981 0.012953058369476 0.114585539357766 -0.012953058369476 23.8951011249234 19.4830451820014 14.5302237029986 25.0851975249881 11.5145168967159 0.184781888332128 0.711361258256535 0.631762212140476 "POR" 0.0119760479041916 0.0464071856287425 0.888103203270942 1.47973684210526 0.781054512957998 16.9593721475378 0.100519346054353 0.752490437770191 51.1299381247025 1.46047939694195 0.284182305630027 0.490616621983914 0.22520107238606 "M3" "Direct MF Creator"
"Saphir Taider" "CM" 1.67786154900617 1.11857436600411 0.169082439804793 0.11524594439049 0.025800813637198 21.404109104839 22.7281363334128 21.3407665505226 33.6230294722413 7.19917440660475 0.236121603511935 0.78900300064004 0.628551197508221 "MTL" 0.0691333982473223 0.0555014605647517 0.796639806183677 0.286935905820798 0.814164004259851 21.3223355807325 0.124250220568183 0.815665087778681 61.7847840986977 -0.0927441211250074 0.345404889922929 0.544195953141641 0.116520183919466 "M3" "Direct MF Creator"
"Kai Wagner" "FB/WB" 0.132596685082873 0.895027624309392 0.00695241743418164 0.0811095705151847 -0.00695241743418164 23.1428925187439 21.5475297995216 17.3701657458564 28.3093922651934 9.97790055248619 0.190743592065936 0.693806700511378 0.625604189346179 "PHI" 0.00641025641025641 0.030982905982906 0.901698108255614 -0.753754688672168 0.793924955330554 17.9120497091833 0.104657793521061 0.770683415175292 55.6574585635359 1.29356505814425 0.312090530077428 0.508636092912448 0.179273377010125 "M3" "Indirect MF Creator"
"Johnny Russell" "Wing" 1.73392070484581 1.52246696035242 0.190847140362847 0.208073162788041 0.00774142506216003 17.5412782219782 17.6578493381605 22.0334801762115 12.8743853375056 2.8762278978389 0.150634828591953 1.06493235066357 0.623295106354398 "SKC" 0.108108108108108 0.113899613899614 0.585290798956398 -1.00199823943662 0.643990929705215 21.1151675985551 0.0868885103629871 0.671742506865877 37.3004405286344 -1.03514605345705 0.590702947845806 0.345153707437378 0.0771097568038348 "A3" "creative forward"
"Eric Remedi" "CM" 0.397790055248619 0.574585635359116 0.0246924418247155 0.034114697900359 -0.00101927685927829 27.6623027075251 30.0292617527082 6.45041705282669 42.9613259668508 9.47544022242817 0.231073154921869 0.676637218315525 0.619270885166838 "ATL" 0.0134474327628362 0.0146699266503667 0.915218478091555 1.85552991452991 0.879699248120301 19.1871949334381 0.106081248866205 0.87313416423206 58.7845303867403 0.385925373319761 0.109729838962559 0.730827067669173 0.161189349648449 "M3" "Indirect MF Creator"
"Ryan Hollingshead" "FB/WB" 0.773953488372093 0.654883720930233 0.0558410294675606 0.0488106469469388 0.0312635663974899 21.0502123744856 22.6802792685918 11.4604651162791 25.9274418604651 15.8958139534884 0.219106487148103 0.680160701672867 0.617218878826687 "FCD" 0.0408357075023742 0.0208926875593542 0.907460365335172 0.615219002695418 0.829050279329609 17.5194585601522 0.108136930717981 0.800197524869003 53.2837209302326 1.53738211674746 0.215083798882682 0.486592178770949 0.298324022346369 "M3" "Indirect MF Creator"
"Benny Feilhaber" "CM" 1.1016393442623 0.839344262295082 0.100549161683012 0.0880046912882582 -0.0244011559438285 23.4965568335274 21.3316651687039 11.3979933110368 26.8065573770492 8.24406779661017 0.210607521697203 0.799507424098173 0.614029590735058 "COL,SKC" 0.0458553791887125 0.037037037037037 0.768009867360106 1.60493112947658 0.828767123287671 18.8414266558582 0.0972254995116339 0.83230385776252 45.9540983606557 -0.162527443932704 0.248029962889999 0.583333333333334 0.179397879421098 "M3" "Direct MF Creator"
"Nick DeLeon" "Wing" 1.70471841704718 1.07153729071537 0.186498902873571 0.104423240793021 -0.0416539405142607 20.5159723526626 19.9435299243599 17.6803652968037 19.4337899543379 7.07857911733046 0.204180193221289 0.850639410541563 0.611230028230666 "TOR" 0.0729537366548043 0.0427046263345196 0.718553620554125 -0.252151639344262 0.814238042269188 16.5081897375633 0.0898759378902506 0.800728821224669 43.7869101978691 0.591527048719527 0.403781979977754 0.443826473859844 0.161659708011892 "M3" "Direct MF Creator"
"Florian Jungwirth" "CB" 0.166320166320166 0.133056133056133 0.00388900752779239 0.00421530605923133 -0.0034872495377689 33.8759401092616 28.0492510243295 1.92427616926503 25.2141372141372 31.3679833679834 0.21408537315674 0.699475885767096 0.608892290448015 "SJE" 0.0180360721442886 0.00400801603206413 0.870497901125297 5.41318181818182 0.869415807560137 23.855081615012 0.105505012384085 0.837697297793398 58.0790020790021 1.84217939468531 0.0331320460129037 0.434135166093929 0.540091638029783 "D3" "Back Third General"
"Brandon Servania" "CDM" 1.64975450081833 1.09983633387889 0.124432105718135 0.0586619658027266 -0.0178508435800025 26.8295540030777 26.1004538658698 8.47524752475248 27.5744680851064 10.4554455445545 0.212480824831629 0.887887193375236 0.60809542167212 "FCD" 0.072463768115942 0.0405797101449275 0.684879144793711 1.80526530612245 0.830508474576271 17.8489223361344 0.0928180982606384 0.842005889597586 46.3502454991817 -0.532908008843902 0.182852268277675 0.594915254237288 0.225574760865918 "M3" "Direct MF Creator"
"Chris Mueller" "Wing" 1.79799331103679 1.22006688963211 0.128983654425753 0.217924734638671 0.0137509561501552 20.454729255594 18.7416908382329 25.1076923076923 15.21872909699 2.90909090909091 0.202391733595875 0.94845350504428 0.604263459809133 "ORL" 0.100502512562814 0.0527638190954774 0.637103934558102 -0.877459349593496 0.736526946107784 15.1941784964385 0.104390922526615 0.749244666906509 42.894983277592 -0.54552642099036 0.585329341317365 0.354790419161677 0.0678189076392669 "A3" "creative forward"
"Leandro Gonzalez Pirez" "CB" 0.233414379993053 0.266759291420632 0.00910616824310468 0.0148297390594004 0.00261628157234538 31.2609728337039 22.8806582410873 4.29106029106029 39.5137200416811 24.5085098992706 0.225946908449214 0.703377109410001 0.600660571512077 "ATL" 0.0192813321647677 0.00876424189307625 0.853966618299416 7.06637573964497 0.84247258225324 23.6730980611561 0.122486536668201 0.809236061204492 66.8898923237235 2.22318731416593 0.0641511017881905 0.590727816550348 0.366400797607179 "D3" "Back Third General"
"Ebenezer Ofori" "CM" 0.488372093023256 0.558139534883721 0.0172249909263131 0.0330309255525872 0.0139049072178738 29.0149567414274 26.4295564592154 6.04044943820225 37.046511627907 9.76744186046512 0.223293185197873 0.62478807900668 0.598689222169078 "NYC" 0.0167364016736402 0.0125523012552301 0.95822766516433 2.34370342771982 0.888741721854305 18.4016957636653 0.097736034632209 0.870378403000484 52.6744186046512 0.967277144276823 0.114675199047548 0.703311258278146 0.185430463576159 "M3" "Indirect MF Creator"
"Jeff Larentowicz" "CDM" 0.418691588785047 0.179439252336449 0.0327595330401286 0.010974304162923 -0.0219282127685463 24.5798688408055 22.434388931496 5.39837398373984 32.8184653774173 8.2406015037594 0.20756861079629 0.634269515197384 0.595123328099217 "ATL" 0.0230125523012552 0.00627615062761506 0.938281462122636 1.29348297213622 0.841145833333333 18.7413450039728 0.0836023889470356 0.843427469643454 45.9937616968185 -0.104941036726484 0.117371873588528 0.713541666666665 0.179167808845029 "M3" "Indirect MF Creator"
"Maynor Figueroa" "CB" 0.749691738594328 0.236744759556104 0.0153254481054666 0.0162149876878535 -0.0129185222677003 36.3678687003962 21.9768437796584 3.18653576437588 29.0012330456227 21.6621454993835 0.203089867266265 0.689804838115456 0.594202070658323 "HOU" 0.036697247706422 0.0104849279161206 0.8614060641872 8.60809738503156 0.818450184501845 22.3998274743051 0.118083542419076 0.787172984263114 53.4648581997534 1.67223107564905 0.0596005651501116 0.542435424354244 0.405166051660517 "D3" "Back Third General"
"Francisco Calvo" "CB" 0.626768226332971 0.487486398258977 0.0571811608718977 0.0389074800456251 -0.0157942040804743 26.5302210246057 22.1024756781397 4.7843137254902 27.913900036483 22.3101058008026 0.200957677008599 0.765907628540176 0.593206777783659 "CHI,MIN" 0.0466970387243736 0.0193621867881549 0.774514779170321 7.13228099173554 0.777634961439589 21.8704860694004 0.116740343072475 0.766139420378441 54.496898941992 0.626471339492891 0.0877905682410068 0.512210796915166 0.409383033419022 "D3" "Back Third General"
"Albert Rusnak" "CAM" 2.23938814531549 1.87227533460803 0.146543868795994 0.134114734821442 0.0134605018545714 23.4363222251413 23.8993218092887 17.2910133843212 26.1384321223709 3.31823599523242 0.185194267826015 0.780461145054161 0.587462750649958 "RSL" 0.094559585492228 0.0854922279792746 0.752712360343308 0.880326086956522 0.833070866141732 19.9274557288672 0.0933617455064471 0.806157202625603 46.623326959847 1.25480453379979 0.370866141732283 0.560629921259842 0.0711711542612597 "A3" "creative forward"
"Jack Price" "CDM" 0.160200250312891 1.08135168961201 0.0058069995610787 0.0443674826406407 0.00251914952178752 25.9460383162324 29.0247123401387 11.4699200673117 33.80225281602 9.93241551939925 0.205003395286039 0.787658633367178 0.587277137185505 "COL" 0.00536193029490617 0.10455764075067 0.74559855285905 4.23094703770198 0.809593023255814 21.551599283989 0.118258230341058 0.774945684681582 55.1088861076345 1.90937623542003 0.208131952529571 0.613372093023256 0.180232558139535 "M3" "Direct MF Creator"
"Nicolas Gaitan" "CAM" 1.26732673267327 1.4031117397454 0.13003297674896 0.159713137119674 -0.0289045035795345 24.5238887173383 19.8759242133458 21.997171145686 22.2687411598303 3.26102502979738 0.162741834028963 1.01574941143301 0.587214292305897 "CHI" 0.0608856088560886 0.11070110701107 0.578109409364522 2.10186746987952 0.641545893719807 19.5788300508371 0.103548897079316 0.704442864411695 46.8458274398868 -2.94646063552382 0.469565217391305 0.475362318840581 0.0696118567653004 "A3" "creative forward"
"Darlington Nagbe" "CM" 0.478246429757556 0.89272666888077 0.0366141278604637 0.113987783235329 0.012968667605679 23.4440122337813 21.4853782818365 12.6109979633401 34.6888077050814 7.58817668548655 0.210467440667127 0.758120671590733 0.586251727412499 "ATL" 0.0194624652455978 0.0305838739573679 0.773296058769103 1.40073770491803 0.925861062463514 18.2072920312736 0.0975232332560415 0.884418633776802 54.6157422783129 2.26340900454082 0.230904084376928 0.635143023934618 0.138937536485698 "M3" "Direct MF Creator"
"Kelvin Leerdam" "FB/WB" 0.449122807017544 0.748538011695906 0.0466027787704561 0.0977117274554521 0.0334431833185184 19.3728401254428 17.7060369935392 16.6858041683052 24.6643274853801 9.98188263095707 0.199021042539234 0.678787841063803 0.585037011546395 "SEA" 0.0287581699346405 0.0287581699346405 0.861884930981555 -0.0671728971962618 0.783882783882784 18.0790381796098 0.0974268058862329 0.772003651999838 51.0877192982456 0.60687775514279 0.326610864558172 0.482783882783883 0.195387125674641 "M3" "Indirect MF Creator"
"Bressan" "FB/WB" 0.15609756097561 0.468292682926829 0.00423271464795785 0.0345371887782153 -0.000528115052314914 31.361555034053 26.5917585527465 0 29.6655737704918 22.8079470198675 0.252124865637571 0.664662432770065 0.582014578020407 "FCD" 0.0177215189873418 0.0177215189873418 0.875654391349887 4.29847334410339 0.814473684210526 21.0099468476114 0.11465352216089 0.796388225835797 59.8032786885246 1.08156970739365 0 0.496052631578947 0.381382886023004 "D3" "Back Third General"
"Alexandru Mitrita" "Wing" 2.64566929133858 0.797900262467192 0.241358639984793 0.106031418404489 0.0511318888084863 22.2630948641786 17.8914459810382 16.5006610841781 16.4199475065617 2.20011179429849 0.146482017187275 0.90860712073493 0.579513083653583 "NYC" 0.163339382940109 0.0508166969147005 0.637803810281436 2.41033783783784 0.720194647201946 15.883900311897 0.0812287797602481 0.733380040287555 34.5196850393701 -0.455155616435478 0.47800728961921 0.475669099756691 0.0637349903914024 "A3" "finisher"
"Romain Metanire" "FB/WB" 0.368380660015349 1.43668457405986 0.0163639686622982 0.136928108821927 -0.00106423466868231 27.1503894476086 17.8163838090085 21.4397544128933 27.1128165771297 12.2302379125096 0.21008479493851 0.69493461752459 0.578016790457095 "MIN" 0.01270207852194 0.0484988452655889 0.831757083157023 3.20138279932546 0.718787878787879 18.5091597298628 0.128631130096839 0.708941404197478 60.7828089025326 0.598496383391974 0.352727272727272 0.446060606060606 0.201212121212121 "M3" "Direct MF Creator"
"Matias Vera" "CDM" 0.371177504393673 0.539894551845343 0.0268564130545389 0.0246120511626588 -0.0268564130545389 26.795393803528 27.4870280065487 4.25166959578207 32.2249560632689 11.2028119507909 0.208651207041023 0.627537019765962 0.577261811113608 "HOU" 0.021978021978022 0.0164835164835165 0.919884872017424 2.95068604651163 0.912951167728238 21.8492526793126 0.105956922782036 0.876423752057957 47.6794376098418 1.7416066364999 0.089171974522293 0.675866949752301 0.234961075725408 "M3" "Indirect MF Creator"
"Luciano Acosta" "CAM" 1.86528497409326 1.03626943005181 0.134227602756987 0.103134111039694 0.00907468924611718 23.7423076061525 20.1939543339163 20.4583333333333 32 3.96351416226596 0.245017696611772 0.82319816854314 0.576985026741384 "DCU" 0.0754189944134078 0.0418994413407821 0.700906596722035 3.19030408773679 0.744617668893838 16.991464668223 0.125230673409888 0.775959338457687 55.9792207792208 -1.75448224010406 0.36546298874041 0.571640682999257 0.070803310712342 "M3" "Direct MF Creator"
"Michael Parkhurst" "FB/WB" 0.248062015503876 0.682170542635659 0.00676389288159073 0.0427741751909836 -0.00471931985642014 33.1602432253276 23.4615860024058 12.051649928264 28.7131782945736 17.8530774321641 0.228122425701793 0.599939779925084 0.57357544996302 "ATL" 0.00740740740740741 0.0185185185185185 0.956055039448532 2.27363057324841 0.854189336235038 18.3848322745401 0.100810649379033 0.826275811462751 56.9922480620155 1.59085452810738 0.211461213376776 0.503808487486398 0.313254487044229 "M3" "Indirect MF Creator"
"Junior Moreno" "CDM" 0.242599277978339 0.450541516245487 0.0181861516090935 0.0479401736842078 -0.00741917420599355 22.4053929751306 24.7217980297073 8.10762331838565 41.7617328519856 10.1545126353791 0.239345414103254 0.6134577201968 0.572470981639344 "DCU" 0.0123203285420945 0.0205338809034908 0.933187345748445 2.55510883905013 0.879350348027842 17.3982526796564 0.113386412257184 0.845988111963751 59.7487364620939 1.99335145037957 0.135695310034369 0.698955916473318 0.169953596287704 "M3" "Indirect MF Creator"
"Favio Alvarez" "CAM" 2.04566210045662 1.68036529680365 0.178721563268537 0.147388479346778 0.057709165667904 20.2991950160008 20.4556967998208 16.7305936073059 27.1050228310502 4.95 0.21778536999358 0.894986767405215 0.565751889651111 "LAG" 0.079136690647482 0.0575539568345324 0.632134362490479 0.585091407678245 0.821321321321321 15.9470771623302 0.103329188245527 0.827808065099401 48.6575342465753 -0.315628957530682 0.343843843843843 0.557057057057057 0.101731418918919 "A3" "creative forward"
"Daniel Steres" "CB" 0.0684248039914469 0.171062009978617 0.00370936207007041 0.0174342087712494 -0.00370936207007041 24.3778316910785 31.0706923549897 2.92520775623269 21.0406272273699 21.3827512473272 0.175687373823849 0.623827186919926 0.563929425117802 "LAG" 0.0261096605744125 0.00783289817232376 0.903983405888637 8.10239833641405 0.842679127725857 22.7056304402322 0.0874146135486227 0.793227578500268 43.9287241625089 2.1723434653396 0.066589863739526 0.478971962616822 0.486760124610593 "D3" "Back Third General"
"Ronald Matarrita" "FB/WB" 0.946923438233913 0.766557069046501 0.0599111747841979 0.093601225857316 -0.0158593071015471 24.2148915990176 18.8143633083216 15.962423673086 30.2113668388915 15.962423673086 0.199372904836049 0.694063321624809 0.563639501890354 "NYC" 0.0327225130890052 0.0366492146596859 0.812086569523468 0.827065217391304 0.7677793904209 18.0543489316782 0.115968267973802 0.760244936249739 62.1362141850634 0.468162458146773 0.25689404934688 0.486211901306241 0.25689404934688 "M3" "Direct MF Creator"
"Harry Shipp" "Wing" 1.53293413173653 0.894211576846307 0.111813839365399 0.071465831379066 0.0192116949808362 21.2144362927817 24.1454820864619 15.2466619817287 26.0709030100334 7.09677419354839 0.220724856981501 0.722786767513772 0.559236880670665 "SEA" 0.0669642857142857 0.0357142857142857 0.773723186153943 1.22082781456954 0.814016172506739 16.4695219558998 0.0926526765491219 0.816517364986823 47.3932135728543 -0.118539549395473 0.321705595217574 0.550097810311099 0.149742413703156 "M3" "Direct MF Creator"
"Diego Rubio" "CAM" 1.54838709677419 1.54838709677419 0.156649743038417 0.128058606085732 0.0240752858366942 20.2236674234204 21.9606473693915 13.0506912442396 15.6608294930876 3.04663212435233 0.15949103773943 0.903347238137905 0.558862965295904 "COL" 0.0950495049504951 0.0673267326732673 0.618657966396071 2.05944111776447 0.717765042979943 18.4767351657785 0.0986351411690407 0.753711979201112 30.8792626728111 -1.11001488585626 0.422636103151861 0.507163323782236 0.0986627225084251 "A3" "support forward"
